subject,date,probe,neuron_id,region,acronym,p_obj1,p_obj2
459601,20240409,probe00,50,PERI,ECT6a,0.39059327953727496,0.29106129877805886
459601,20240409,probe00,52,PERI,PERI6a,0.7929703843080297,0.8711920889874937
459601,20240409,probe00,54,PERI,ECT6a,0.33464492917451494,0.26057066576140997
459601,20240409,probe00,55,PERI,ECT6a,0.4898302083230036,0.5580156780481849
459601,20240409,probe00,56,PERI,ECT6a,0.09906744469589357,0.47224009640813935
459601,20240409,probe00,59,PERI,ECT6a,0.6266192373696224,0.6814483469772621
459601,20240409,probe00,62,PERI,ECT6a,0.5638953540066407,0.23940323331267777
459601,20240409,probe00,63,PERI,ECT6a,0.23025375959526861,
459601,20240409,probe00,65,PERI,ECT6a,0.6194608250781879,0.20926023196465782
459601,20240409,probe00,67,PERI,ECT6a,0.5511070353638072,
459601,20240409,probe00,68,PERI,ECT6a,0.7051907989245174,0.417049895352526
459601,20240409,probe00,69,PERI,ECT6a,0.3042505952440918,0.36082259807542527
459601,20240409,probe00,70,PERI,ECT6a,0.22154394190332916,0.9078959791226278
459601,20240409,probe00,71,PERI,ECT6a,0.24610825742245324,0.23344439414573992
459601,20240409,probe00,72,PERI,ECT6a,0.4646755472484093,
459601,20240409,probe00,73,PERI,ECT6a,0.6656464268582761,0.5023655696396172
459601,20240409,probe00,75,PERI,ECT6a,0.46562069046223076,0.7110572545924603
459601,20240409,probe00,76,PERI,ECT6a,0.7507357986372614,0.6300143581050467
459601,20240409,probe00,78,PERI,ECT6a,0.39809317485260676,
459601,20240409,probe00,79,PERI,ECT6a,,
459601,20240409,probe00,85,PERI,ECT6a,0.2988668648869375,0.6309936252187032
459601,20240409,probe00,86,PERI,ECT6a,0.13879715358378975,0.09624775574173405
459601,20240409,probe00,93,PERI,ECT6a,0.4122415738111964,0.4914356907130851
459601,20240409,probe00,94,PERI,ECT6a,0.4605222349266843,0.7212765911420682
459601,20240409,probe00,106,PERI,ECT6a,0.8606240167594685,0.6511987770512533
459601,20240409,probe00,109,TEa,TEa6b,0.8594008849292527,0.7014396088324275
459601,20240409,probe00,114,TEa,TEa6b,0.5137603550228276,0.01993010661168204
459601,20240409,probe00,116,TEa,TEa6b,0.45495976872819066,0.6914683803851914
459601,20240409,probe00,119,TEa,TEa6b,0.7543183723112601,0.5610570707760625
459601,20240409,probe00,123,TEa,TEa6b,0.5704766018315913,0.10539683223196905
459601,20240409,probe00,137,TEa,TEa6b,0.7385784934717241,0.13835495518920382
459601,20240409,probe00,141,TEa,TEa6b,0.29433990344830685,0.8604952194285982
459601,20240409,probe00,147,TEa,TEa6b,0.9545057735004794,0.05414227004577399
459601,20240409,probe00,148,TEa,TEa6b,0.579680612041045,0.4655239184115868
459601,20240409,probe00,149,TEa,TEa6b,0.7408854990449986,0.07659370313054581
459601,20240409,probe00,151,TEa,TEa6b,0.656347887110464,0.15275982242170405
459601,20240409,probe00,152,TEa,TEa6b,0.8730408404362171,0.4718995457817402
459601,20240409,probe00,153,TEa,TEa6b,0.3002403829741144,0.1289829606467071
459601,20240409,probe00,155,root,ar,0.13522330972692675,0.08106020232065536
459601,20240409,probe00,156,TEa,TEa6b,0.7545644350862221,0.14113354396125055
459601,20240409,probe00,159,root,ar,0.2903188385920541,0.2421729979369065
459601,20240409,probe00,160,root,ar,0.3633130284838839,0.44595498576529
459601,20240409,probe00,161,root,ar,0.25986544938153977,0.777198239761737
459601,20240409,probe00,162,TEa,TEa6b,0.7493648911943075,0.4088374192113715
459601,20240409,probe00,167,root,ar,0.22885801465517286,0.18437097950545855
459601,20240409,probe00,174,TEa,TEa6b,0.47740535991667765,0.08579612222291988
459601,20240409,probe00,177,TEa,TEa6b,0.9233210985814417,0.05664709669203927
459601,20240409,probe00,179,TEa,TEa6b,0.28413403884452804,0.06370829520828636
459601,20240409,probe00,182,TEa,TEa6b,,0.7052387078214319
459601,20240409,probe00,190,TEa,TEa6b,0.6605426270111069,
459601,20240409,probe00,191,TEa,TEa6b,0.7629471660381679,
459601,20240409,probe00,193,TEa,TEa6b,0.9308488371770853,0.6731184964448418
459601,20240409,probe00,195,TEa,TEa6b,0.9838554428780164,0.046460721693273976
459601,20240409,probe00,199,TEa,TEa6b,0.7527062223706251,0.1143058602173882
459601,20240409,probe00,201,TEa,TEa6b,,
459601,20240409,probe00,203,TEa,TEa6b,0.9706484825753082,0.5985387279580121
459601,20240409,probe00,209,TEa,TEa6b,0.5720376638772989,0.2519004641918968
459601,20240409,probe00,212,TEa,TEa6b,,
459601,20240409,probe00,213,TEa,TEa6b,,
459601,20240409,probe00,214,TEa,TEa6b,0.17959651329673165,0.6452345412891489
459601,20240409,probe00,215,TEa,TEa6b,0.7849593877561704,0.4018673526795874
459601,20240409,probe00,216,TEa,TEa6b,0.757870558092469,
459601,20240409,probe00,219,TEa,TEa6b,0.7227116304309388,0.3804033590448529
459601,20240409,probe00,226,TEa,TEa6b,0.5812279822412035,0.4287936686020174
459601,20240409,probe00,231,TEa,TEa6b,0.5624971034811821,0.6814734992552763
459601,20240409,probe00,232,TEa,TEa6b,0.7948374071340615,
459601,20240409,probe00,233,TEa,TEa6b,0.8381826565354374,
459601,20240409,probe00,238,TEa,TEa6b,0.3741816206466866,0.6573055846939435
459601,20240409,probe00,240,TEa,TEa6b,0.16408216570171352,0.005088294627896506
459601,20240409,probe00,245,TEa,TEa6b,0.8212719406209075,0.573483403515439
459601,20240409,probe00,247,TEa,TEa6a,0.7473725549875461,
459601,20240409,probe00,248,TEa,TEa6a,0.0817802961951063,0.5550251782001909
459601,20240409,probe00,249,TEa,TEa6b,0.3165457033134058,0.47384939117410607
459601,20240409,probe00,259,TEa,TEa6b,0.3589621460440078,0.27640280754825175
459601,20240409,probe00,260,TEa,TEa6b,0.7252602735994598,0.77660963816253
459601,20240409,probe00,267,TEa,TEa6a,0.28957096303704144,
459601,20240409,probe00,268,TEa,TEa6a,0.23548572799800105,0.4984985926021843
459601,20240409,probe00,278,TEa,TEa6a,0.3704416458119373,0.6115579697159241
459601,20240409,probe00,280,TEa,TEa6a,0.5870757473066148,0.010531017540574283
459601,20240409,probe00,281,TEa,TEa6a,0.0473205001786946,0.0005762937827317183
459601,20240409,probe00,294,TEa,TEa6a,0.30126354067300243,0.010577778351279266
459601,20240409,probe00,296,TEa,TEa6a,0.00031518181609691,0.7176697659475277
459601,20240409,probe00,297,TEa,TEa6a,0.7788822078463651,0.779296460728613
459601,20240409,probe00,302,TEa,TEa6a,0.0024833240613880703,4.55274268627015e-05
459601,20240409,probe00,303,TEa,TEa6a,0.36032782703558075,0.24414637094573288
459601,20240409,probe00,307,TEa,TEa6a,0.6589891800583434,0.7297976201863435
459601,20240409,probe00,311,TEa,TEa6a,0.0008329089422617342,0.1750596858819028
459601,20240409,probe00,312,TEa,TEa6a,0.0004334038966864462,0.24336970195336016
459601,20240409,probe00,317,TEa,TEa6a,0.9440285967300582,0.6480820411619628
459601,20240409,probe00,320,TEa,TEa6a,0.08191141685430214,0.0014134907437144406
459601,20240409,probe00,321,TEa,TEa6a,0.4556358141266037,0.04095289734120444
459601,20240409,probe00,322,TEa,TEa6a,0.7706000131856374,
459601,20240409,probe00,325,TEa,TEa6a,0.7192455160747543,0.6311419472422783
459601,20240409,probe00,327,TEa,TEa6a,0.002994989592769115,0.010218737342846063
459601,20240409,probe00,331,TEa,TEa6a,0.020757549457033786,0.6315862233748726
459601,20240409,probe00,337,TEa,TEa6a,0.6178904898484743,
459601,20240409,probe00,343,VIS,VISli6a,0.5967225814246946,0.5948403448513507
459601,20240409,probe00,349,VIS,VISli6a,0.23445594436484685,0.3192264153270751
459601,20240409,probe00,353,VIS,VISli6a,0.5482156183751206,0.23213252670020057
459601,20240409,probe00,367,VIS,VISli5,0.9350097650939139,0.3805464428697777
459601,20240409,probe00,372,VIS,VISli5,0.6276935042005429,0.8887115509174237
459601,20240409,probe00,374,VIS,VISli5,0.597573875107523,0.0008714074547957473
459601,20240409,probe00,379,VIS,VISli5,0.5301856448689165,0.3883593555544542
459601,20240409,probe00,382,VIS,VISli5,0.7779986112465984,0.015124680576412808
459601,20240409,probe00,384,VIS,VISl5,0.35982542862019506,0.36751033708782266
459601,20240409,probe00,390,VIS,VISl5,0.05281879023020142,0.015088817152597467
459601,20240409,probe00,391,VIS,VISl5,0.31662176962399813,0.9825913162313221
459601,20240409,probe00,398,VIS,VISl5,0.483764918084156,0.6333297840192605
459601,20240409,probe00,400,VIS,VISl5,0.5777449169913131,0.8157903892462715
459601,20240409,probe00,402,VIS,VISl5,0.3419474294194442,0.19155881953824605
459601,20240409,probe00,405,VIS,VISl5,0.771119632064908,0.5434604937199665
459601,20240409,probe00,413,VIS,VISl5,0.447553469407037,0.3387467208764928
459601,20240409,probe00,414,VIS,VISl5,0.23568674116687294,0.09858515274135538
459601,20240409,probe00,418,VIS,VISl5,0.5310347648615712,0.21591867354868366
459601,20240409,probe00,420,VIS,VISl5,0.7514248512809332,0.17445532600911506
459601,20240409,probe00,425,VIS,VISl5,0.27657041923728376,0.9195504758107583
459601,20240409,probe00,432,VIS,VISl5,0.1794354632188242,0.7153871233667053
459601,20240409,probe00,434,VIS,VISl5,0.6555608462315189,0.07981795693700455
459601,20240409,probe00,436,VIS,VISl4,0.40419182455599223,0.9458026487543152
459601,20240409,probe00,441,VIS,VISl4,0.1631423416738237,0.33645058997984445
459601,20240409,probe00,443,VIS,VISl4,0.8922278580420554,0.7386455018253362
459601,20240409,probe00,446,VIS,VISl4,0.9467819472825876,0.8751662203167394
459601,20240409,probe00,447,VIS,VISl4,0.5935022173854698,0.5875347987406658
459601,20240409,probe00,450,VIS,VISl4,0.528343741087228,0.09632881321087738
459601,20240409,probe00,451,VIS,VISl4,0.7768340736312611,0.7794732707500837
459601,20240409,probe00,453,VIS,VISl4,0.37399805591402746,0.5960133598308747
459601,20240409,probe00,455,VIS,VISl4,0.23892067918335824,0.41821252583907
459601,20240409,probe00,457,VIS,VISl4,0.6267524415240944,0.9590199945321906
459601,20240409,probe00,459,VIS,VISl4,0.4640469696897238,0.5531283921568417
459601,20240409,probe00,461,VIS,VISl4,0.737657436714537,0.7914270227358675
459601,20240409,probe00,464,VIS,VISl4,0.7278237390896658,0.5563876505210257
459601,20240409,probe00,466,VIS,VISl4,0.7794030583452289,0.21409800462075124
459601,20240409,probe00,467,VIS,VISl4,0.4945440068302397,0.04772858730817253
459601,20240409,probe00,468,VIS,VISl4,0.4948657051048039,0.713473240658625
459601,20240409,probe00,478,VIS,VISl4,0.5657407677698414,0.5945896307437418
459601,20240409,probe00,484,VIS,VISl4,0.13868607448638226,0.27021820219977066
459601,20240409,probe00,489,VIS,VISp2/3,0.5391603082668656,0.6910419033615706
459601,20240409,probe00,491,VIS,VISp2/3,0.2321535501435973,0.5635820791322467
459601,20240409,probe00,500,VIS,VISp2/3,0.6542986987883203,0.7395610470379973
459601,20240409,probe00,514,VIS,VISp2/3,0.1356239836473062,0.5534887289654241
459601,20240409,probe00,526,root,void,0.7581497304840157,0.6446613314090065
459601,20240409,probe01,1,root,DG-sg,0.6086043008280051,0.017958501523409942
459601,20240409,probe01,2,root,DG-mo,0.5310853852961385,0.5582407144834004
459601,20240409,probe01,3,root,DG-mo,0.9553155661269842,0.18965883437590536
459601,20240409,probe01,4,root,DG-mo,0.8309909299756979,0.7582425253936338
459601,20240409,probe01,8,root,DG-sg,0.2982113303729774,0.8099597008860866
459601,20240409,probe01,9,root,DG-sg,0.4497004040418623,0.6502388720293765
459601,20240409,probe01,12,root,DG-sg,0.44645686512966465,0.13650964171023183
459601,20240409,probe01,13,root,DG-sg,0.6790040011650939,0.2005411489067065
459601,20240409,probe01,14,root,DG-sg,0.8932699113833744,0.1515961740245535
459601,20240409,probe01,16,root,DG-mo,0.4002402603324733,0.8513154347769701
459601,20240409,probe01,17,root,DG-mo,0.6499198553015499,0.12335576247236324
459601,20240409,probe01,19,root,DG-mo,0.2508550034073178,0.9141078805847174
459601,20240409,probe01,21,root,DG-mo,0.7493628674470987,0.3374452842319464
459601,20240409,probe01,23,root,DG-sg,0.9117350380360121,0.8648862990287997
459601,20240409,probe01,25,root,DG-sg,0.6500948818528088,0.9027535109724648
459601,20240409,probe01,27,root,DG-sg,0.4189049998308053,0.7852433695562545
459601,20240409,probe01,28,root,DG-sg,0.8216899889903122,0.9124034883751858
459601,20240409,probe01,32,root,DG-sg,0.6079953961318925,0.05645471991749196
459601,20240409,probe01,38,root,DG-sg,0.6530131216604949,0.6955306927152766
459601,20240409,probe01,41,root,DG-mo,0.9173534826795017,0.6512419012107933
459601,20240409,probe01,43,root,DG-sg,0.03439178830036482,0.00023122119407081865
459601,20240409,probe01,45,root,DG-mo,0.5429631074603387,0.35118479016272675
459601,20240409,probe01,49,root,ProS,0.3510747746942292,0.21208915213759172
459601,20240409,probe01,53,root,DG-sg,0.7330115035977758,0.15383328958850684
459601,20240409,probe01,55,root,DG-sg,0.2181714600565603,0.027449450767405348
459601,20240409,probe01,58,root,DG-mo,0.9166887157838871,0.9184487448775533
459601,20240409,probe01,59,root,DG-mo,0.732134578214537,0.07718938356473304
459601,20240409,probe01,61,root,DG-mo,0.2916203825527589,0.940738197407425
459601,20240409,probe01,63,root,DG-mo,0.9342760867419404,0.7989953341599749
459601,20240409,probe01,64,root,DG-mo,0.7595662199697659,0.33285896451979446
459601,20240409,probe01,65,root,DG-mo,0.7924076146555123,0.4156882252548969
459601,20240409,probe01,69,root,DG-mo,0.7230445847149514,0.8040293827299059
459601,20240409,probe01,72,root,ProS,0.7189514884895669,0.8149953370167216
459601,20240409,probe01,75,root,DG-mo,0.7487223602861963,0.6670397859273574
459601,20240409,probe01,77,root,DG-mo,0.9866369574208316,0.9431726819424561
459601,20240409,probe01,78,root,DG-mo,0.7121448329152285,0.013359436010748293
459601,20240409,probe01,79,root,ProS,0.8183995657269502,0.8139961249455575
459601,20240409,probe01,80,root,ProS,0.7630435658618193,0.3111155044333618
459601,20240409,probe01,82,root,DG-mo,0.45989004211383133,0.04192115159124976
459601,20240409,probe01,86,root,ProS,0.4877271414815604,0.8372346434734816
459601,20240409,probe01,89,root,ProS,0.6726775122826785,0.8421888924066834
459601,20240409,probe01,90,root,DG-mo,0.4534433114393511,0.6155724754236842
459601,20240409,probe01,93,root,DG-mo,0.8398229463043705,0.7359272497392517
459601,20240409,probe01,96,root,ProS,0.3441719335347222,0.24493004519746686
459601,20240409,probe01,97,root,ProS,0.7032290869015227,0.12183034680286497
459601,20240409,probe01,98,root,ProS,0.6906609468653953,0.9162043453390982
459601,20240409,probe01,99,root,DG-mo,0.7860084086256468,0.1349705465751515
459601,20240409,probe01,106,root,DG-mo,0.9071767236211297,0.5362429052562867
459601,20240409,probe01,110,root,DG-mo,0.8303816829897606,0.01178302346680471
459601,20240409,probe01,116,root,ProS,0.4935405654881768,0.18410164259985118
459601,20240409,probe01,118,root,DG-mo,0.38336072993553416,0.24235900828142143
459601,20240409,probe01,120,root,ProS,0.8155125226154853,0.8060637820255547
459601,20240409,probe01,123,root,ProS,0.8169338736980913,0.6907014576386865
459601,20240409,probe01,124,root,ProS,0.45089673610351544,0.6006504881072324
459601,20240409,probe01,127,root,DG-mo,0.2964099327505545,0.06021987487192959
459601,20240409,probe01,129,root,DG-mo,0.3224895706267332,0.020594896672618157
459601,20240409,probe01,130,root,ProS,0.299008879944498,0.15370093009025443
459601,20240409,probe01,131,root,ProS,0.27121645851593723,0.6945533148505519
459601,20240409,probe01,132,root,ProS,0.6171961408652824,0.07901949469393366
459601,20240409,probe01,133,root,ProS,0.5343566928091633,0.4961569328438076
459601,20240409,probe01,134,root,ProS,0.8188196811489477,0.8015896635684782
459601,20240409,probe01,136,root,ProS,0.9055231864531861,0.7451338145868642
459601,20240409,probe01,137,root,DG-mo,0.7884870429570842,0.2514004823107211
459601,20240409,probe01,139,root,DG-mo,0.4628967335980595,0.13536189208649396
459601,20240409,probe01,140,root,DG-mo,0.44425912809918555,0.2357197491393096
459601,20240409,probe01,141,root,ProS,0.38589297782134524,0.886424014940921
459601,20240409,probe01,145,root,DG-mo,0.5771165263516127,
459601,20240409,probe01,146,root,DG-mo,0.8249861280558742,0.3850614733261173
459601,20240409,probe01,147,root,DG-mo,0.46543476136644735,0.47881380477534696
459601,20240409,probe01,149,root,ProS,0.5858797283194179,0.8981750581453841
459601,20240409,probe01,156,root,DG-mo,0.3692298093127526,0.32048704740050393
459601,20240409,probe01,158,root,DG-mo,0.7711711453057177,0.8026209045925996
459601,20240409,probe01,160,root,DG-mo,0.7493702438031038,0.9035116142693655
459601,20240409,probe01,161,root,ProS,0.7611211549448864,0.8109074471722135
459601,20240409,probe01,162,root,ProS,0.9047071685496567,0.18766446949462323
459601,20240409,probe01,163,root,ProS,0.20156131739381822,0.061312709600145565
459601,20240409,probe01,164,root,ProS,0.11034201940411603,0.25630712337672146
459601,20240409,probe01,165,root,ProS,0.25302410284530075,0.969855729091756
459601,20240409,probe01,166,root,ProS,0.44072457551629196,0.06984450495770755
459601,20240409,probe01,167,root,ProS,0.19816207974030442,0.6136282588117572
459601,20240409,probe01,169,root,ProS,0.7812697263131337,0.8708454572242633
459601,20240409,probe01,171,root,ProS,0.5913067309266511,0.7739418613595096
459601,20240409,probe01,172,root,ProS,0.9284552424981245,0.8575371665022099
459601,20240409,probe01,181,root,DG-mo,0.892578392096681,0.06183782220653555
459601,20240409,probe01,182,root,DG-mo,0.3829713506596051,0.4016882145328813
459601,20240409,probe01,183,root,ProS,0.7801310683145202,0.7267978707483149
459601,20240409,probe01,184,root,ProS,0.6447758758801393,0.7032599233532004
459601,20240409,probe01,188,root,ProS,0.4118420954290902,0.8500371156061878
459601,20240409,probe01,191,root,ProS,0.7664084327211416,0.4197825621286029
459601,20240409,probe01,194,root,ProS,0.5065873977963442,0.32429602237303
459601,20240409,probe01,195,root,ProS,0.7352521314625895,0.7872794745643144
459601,20240409,probe01,196,root,ProS,0.5544155274462067,0.17469467675089656
459601,20240409,probe01,200,root,DG-mo,0.6887645974683889,0.05819165693696571
459601,20240409,probe01,202,root,ProS,0.8211367712346415,0.5976533006427203
459601,20240409,probe01,206,root,ProS,0.622038741033341,0.7360275592556165
459601,20240409,probe01,207,root,ProS,0.530176305907045,0.9057046774223554
459601,20240409,probe01,208,root,ProS,0.9252692003886626,0.7668699094243954
459601,20240409,probe01,209,root,ProS,0.9271558508324027,0.7610278426870629
459601,20240409,probe01,210,root,ProS,0.06472343659360147,0.8851161606577873
459601,20240409,probe01,211,root,ProS,0.4487656951424497,0.726726260365743
459601,20240409,probe01,215,root,ProS,0.7071303858520065,0.745368189019836
459601,20240409,probe01,218,root,ProS,0.7320944562757141,0.3978992254284527
459601,20240409,probe01,219,root,ProS,0.6959999043923009,0.6629902092598614
459601,20240409,probe01,221,CA1,CA1,0.7176439419049947,0.2917498120518508
459601,20240409,probe01,222,CA1,CA1,0.4402007251822808,0.03814904484555692
459601,20240409,probe01,224,CA1,CA1,0.5723441680989931,0.18164230919041857
459601,20240409,probe01,226,root,ProS,0.24669273258375835,0.6048060155075521
459601,20240409,probe01,230,root,ProS,0.8581852865855617,0.05968529804207101
459601,20240409,probe01,232,root,ProS,0.8863841957533665,0.889887852138358
459601,20240409,probe01,233,root,ProS,0.6211393146355895,0.24769441391518332
459601,20240409,probe01,234,root,ProS,0.523801508645334,0.793284548395893
459601,20240409,probe01,236,root,ProS,0.5906289598725918,0.33550708969702014
459601,20240409,probe01,237,root,ProS,0.7055370561381361,0.6961970064933523
459601,20240409,probe01,239,root,ProS,0.8207763300451967,0.14522001749002533
459601,20240409,probe01,241,CA1,CA1,0.7579363479467109,0.15270490598751563
459601,20240409,probe01,242,CA1,CA1,0.6994264248593951,0.45391155066931776
459601,20240409,probe01,245,root,ProS,0.45592236178654366,0.5428441705170106
459601,20240409,probe01,247,root,ProS,0.8976812328495027,0.7052050325017165
459601,20240409,probe01,251,CA1,CA1,0.7622565877178266,0.8213321146022217
459601,20240409,probe01,253,root,ProS,0.9367213583991221,0.6101846393726849
459601,20240409,probe01,255,root,ProS,0.41255437006036433,
459601,20240409,probe01,258,root,ProS,0.7719316010185857,0.7185735189720086
459601,20240409,probe01,259,CA1,CA1,0.9427435722945764,0.5085878605529461
459601,20240409,probe01,261,CA1,CA1,0.8814104078390803,0.6533717117658328
459601,20240409,probe01,262,CA1,CA1,0.7626525211668568,0.33799787379931
459601,20240409,probe01,263,CA1,CA1,0.8104676142734405,0.6606852389233218
459601,20240409,probe01,271,root,ProS,0.4519509837297775,0.8936697577156065
459601,20240409,probe01,274,root,ProS,0.76343285661659,0.6656859786952686
459601,20240409,probe01,277,CA1,CA1,0.5685153746790765,0.7111414619768917
459601,20240409,probe01,278,CA1,CA1,0.6074556887097048,0.31078064147704476
459601,20240409,probe01,280,CA1,CA1,0.8983537601007556,0.3932384791445356
459601,20240409,probe01,285,root,ProS,0.4637850341957336,0.03169788584386013
459601,20240409,probe01,289,CA1,CA1,0.5866481481089083,0.6373374424611598
459601,20240409,probe01,290,root,ProS,0.6773387191215868,0.6761219280318188
459601,20240409,probe01,292,root,ProS,0.27622703392552705,0.5280619409784428
459601,20240409,probe01,294,CA1,CA1,0.29298665242494426,0.3237275850396717
459601,20240409,probe01,297,CA1,CA1,0.12468450205104398,0.127698686366422
459601,20240409,probe01,304,root,ProS,0.8190772708613778,0.027418704171824015
459601,20240409,probe01,306,root,ProS,0.9503128581095208,0.3340755901226925
459601,20240409,probe01,307,CA1,CA1,0.6296509658814053,0.3874921854029463
459601,20240409,probe01,309,CA1,CA1,0.7927085833710815,0.9190114345718711
459601,20240409,probe01,311,CA1,CA1,0.8109505936999832,0.45347436814369346
459601,20240409,probe01,313,root,ProS,0.6794128977282357,0.951560329780006
459601,20240409,probe01,315,root,ProS,0.741899900129731,0.19909419356368718
459601,20240409,probe01,316,root,ProS,0.8510467543630142,0.6158972483409051
459601,20240409,probe01,317,root,ProS,0.26363182462008794,0.17319712151395805
459601,20240409,probe01,318,root,ProS,0.7324538999669359,0.2441373787046648
459601,20240409,probe01,320,CA1,CA1,0.49273651934896723,0.4254318967910722
459601,20240409,probe01,326,CA1,CA1,0.5430201798204517,0.24193056765917287
459601,20240409,probe01,327,CA1,CA1,0.46749583755568147,0.27448348356234464
459601,20240409,probe01,328,root,ProS,0.7862256380167428,0.5267752321740138
459601,20240409,probe01,329,root,ProS,0.5924977701273194,0.03961853513979385
459601,20240409,probe01,330,root,ProS,0.8575373839928484,0.16861091943999562
459601,20240409,probe01,334,root,ProS,0.4314141880163129,0.47508309945427907
459601,20240409,probe01,335,root,ProS,0.6207908090792678,0.021516209319189183
459601,20240409,probe01,336,CA1,CA1,0.5289147349353394,0.9573227137207126
459601,20240409,probe01,343,root,ProS,0.926075509283399,0.4694654251567483
459601,20240409,probe01,350,CA1,CA1,0.24195237000981262,0.5307055661171785
459601,20240409,probe01,354,root,ProS,0.6590635059593135,0.913850726827084
459601,20240409,probe01,356,CA1,CA1,0.7906759337481111,0.18288058935147233
459601,20240409,probe01,357,CA1,CA1,0.6734264027388837,0.9217129465705036
459601,20240409,probe01,358,CA1,CA1,0.4538317902062393,0.2761798674775733
459601,20240409,probe01,362,CA1,CA1,0.30331547485802834,0.5860968635952095
459601,20240409,probe01,364,CA1,CA1,0.3892601791197483,0.017408570854544836
459601,20240409,probe01,368,CA1,CA1,0.722019026895516,0.7622890751746719
459601,20240409,probe01,370,CA1,CA1,0.2863674319695878,0.4356744501283727
459601,20240409,probe01,371,CA1,CA1,0.8428599065828657,0.03532750308091559
459601,20240409,probe01,372,CA1,CA1,0.8198256572033801,0.19024629496195467
459601,20240409,probe01,373,root,ProS,0.5284429291706032,0.33094572005339395
459601,20240409,probe01,378,CA1,CA1,0.21579254031615025,0.09536577435274562
459601,20240409,probe01,382,CA1,CA1,0.6280829369338394,0.24842439648511516
459601,20240409,probe01,386,CA1,CA1,0.4670965293314262,0.515738436420748
459601,20240409,probe01,389,CA1,CA1,0.16786549849019905,0.18240746717829626
459601,20240409,probe01,390,CA1,CA1,0.6245939955560177,0.3460128750623829
459601,20240409,probe01,394,CA1,CA1,0.6393407040921351,0.8255995808037062
459601,20240409,probe01,397,CA1,CA1,0.3515580919992213,0.006876726826558266
459601,20240409,probe01,399,CA1,CA1,0.18714646950865743,0.8173294909038471
459601,20240409,probe01,406,CA1,CA1,0.5088375137739958,0.8057637457864176
459601,20240409,probe01,407,CA1,CA1,0.7829329232462463,0.3930167167638493
459601,20240409,probe01,409,CA1,CA1,0.7110411677162345,0.18565900251473966
459601,20240409,probe01,414,CA1,CA1,0.15888550690570824,0.5437896053265168
459601,20240409,probe01,415,CA1,CA1,0.8841537401927421,0.4114455222972525
459601,20240409,probe01,423,CA1,CA1,0.29646576426744464,0.6655124134339226
459601,20240409,probe01,426,CA1,CA1,0.5685487004109765,0.03232980712181377
459601,20240409,probe01,434,CA1,CA1,0.8951630726208681,0.1697373694339661
459601,20240409,probe01,435,CA1,CA1,0.48655939128415826,0.06359351289625104
459601,20240409,probe01,438,CA1,CA1,0.5816644886606356,0.014214282099859199
459601,20240409,probe01,439,CA1,CA1,0.39692068492311516,0.863558184221708
459601,20240409,probe01,440,CA1,CA1,0.8679613473578192,0.3227783294919947
459601,20240409,probe01,441,CA1,CA1,0.5322156705160377,0.6478503309951942
459601,20240409,probe01,454,CA1,CA1,0.4256883278027458,0.8850499729434169
459601,20240409,probe01,455,CA1,CA1,0.531837376289001,0.06551784815921613
459601,20240409,probe01,457,CA1,CA1,0.8064742197691528,0.23124317098419345
459601,20240409,probe01,461,CA1,CA1,0.6941885731832189,0.7140945740786184
459601,20240409,probe01,462,CA1,CA1,0.6848062358132658,0.21297960127670656
459601,20240409,probe01,463,CA1,CA1,0.544471477059348,0.6807885973801869
