region_pair,region1,region2,object,p_value,f_stat,subject,date
VIS → PERI 35,VIS,PERI 35,object1,0.06387225548902195,172550347616783.84,459601,20240410
PERI 35 → VIS,PERI 35,VIS,object2,0.1936127744510978,425136429990999.0,459601,20240410
VIS → PERI 35,VIS,PERI 35,object2,0.6626746506986028,17210935018553.166,459601,20240410
PERI 35 → VIS,PERI 35,VIS,object3,0.5508982035928144,-55545655041146.71,459601,20240410
VIS → PERI 35,VIS,PERI 35,object3,0.41317365269461076,23795104190864.188,459601,20240410
PERI 35 → dCA1,PERI 35,dCA1,object1,0.9221556886227545,-4157398503343402.0,459601,20240410
dCA1 → PERI 35,dCA1,PERI 35,object1,0.20159680638722555,97913620645285.92,459601,20240410
PERI 35 → dCA1,PERI 35,dCA1,object2,0.5728542914171657,-64240101413588.25,459601,20240410
dCA1 → PERI 35,dCA1,PERI 35,object2,0.2994011976047904,250076925719039.22,459601,20240410
PERI 35 → dCA1,PERI 35,dCA1,object3,0.9620758483033932,-1.1971205258251456e+16,459601,20240410
dCA1 → PERI 35,dCA1,PERI 35,object3,0.05588822355289421,394721611358623.5,459601,20240410
PERI 36 → TEa,PERI 36,TEa,object1,0.5808383233532934,-88173471573165.86,459601,20240410
TEa → PERI 36,TEa,PERI 36,object1,0.6606786427145709,-151304914436365.25,459601,20240410
PERI 36 → TEa,PERI 36,TEa,object2,0.5269461077844312,93229993651484.72,459601,20240410
TEa → PERI 36,TEa,PERI 36,object2,0.4411177644710579,6367248294275.5,459601,20240410
PERI 36 → TEa,PERI 36,TEa,object3,0.3872255489021956,137604626080175.3,459601,20240410
TEa → PERI 36,TEa,PERI 36,object3,0.9121756487025948,-428894204081804.3,459601,20240410
PERI 36 → VIS,PERI 36,VIS,object1,0.3213572854291417,279075768839021.34,459601,20240410
VIS → PERI 36,VIS,PERI 36,object1,0.3532934131736527,88710386805584.83,459601,20240410
PERI 36 → VIS,PERI 36,VIS,object2,0.7504990019960079,-321063119827091.3,459601,20240410
VIS → PERI 36,VIS,PERI 36,object2,0.8782435129740519,-1250829457713469.2,459601,20240410
PERI 36 → VIS,PERI 36,VIS,object3,0.5968063872255489,-249189766861084.62,459601,20240410
VIS → PERI 36,VIS,PERI 36,object3,0.11976047904191617,534198562024319.2,459601,20240410
PERI 36 → dCA1,PERI 36,dCA1,object1,0.688622754491018,-303183858085038.94,459601,20240410
dCA1 → PERI 36,dCA1,PERI 36,object1,0.1497005988023952,221157568864413.84,459601,20240410
PERI 36 → dCA1,PERI 36,dCA1,object2,0.13572854291417166,1722757086926409.0,459601,20240410
dCA1 → PERI 36,dCA1,PERI 36,object2,0.23552894211576847,191117822197815.28,459601,20240410
PERI 36 → dCA1,PERI 36,dCA1,object3,0.936127744510978,-674720149431468.6,459601,20240410
dCA1 → PERI 36,dCA1,PERI 36,object3,0.8982035928143712,-342675175212302.75,459601,20240410
TEa → VIS,TEa,VIS,object1,0.6526946107784432,-169215198878412.34,459601,20240410
VIS → TEa,VIS,TEa,object1,0.9680638722554891,-5660043907506087.0,459601,20240410
TEa → VIS,TEa,VIS,object2,0.001996007984031936,7702304344492203.0,459601,20240410
VIS → TEa,VIS,TEa,object2,0.2554890219560878,224500132476325.78,459601,20240410
TEa → VIS,TEa,VIS,object3,0.25149700598802394,327163019955204.5,459601,20240410
VIS → TEa,VIS,TEa,object3,0.8962075848303394,-641278140364936.0,459601,20240410
TEa → dCA1,TEa,dCA1,object1,0.12375249500998003,571928401965220.6,459601,20240410
dCA1 → TEa,dCA1,TEa,object1,0.05788423153692615,1115983842281969.6,459601,20240410
TEa → dCA1,TEa,dCA1,object2,0.41916167664670656,-26457757273212.76,459601,20240410
dCA1 → TEa,dCA1,TEa,object2,0.03592814371257485,1104022038922277.6,459601,20240410
TEa → dCA1,TEa,dCA1,object3,0.48502994011976047,-3356842383003.125,459601,20240410
dCA1 → TEa,dCA1,TEa,object3,0.4031936127744511,197853818484755.1,459601,20240410
VIS → dCA1,VIS,dCA1,object1,0.2215568862275449,120343132535454.27,459601,20240410
dCA1 → VIS,dCA1,VIS,object1,0.9041916167664671,-986303047537557.6,459601,20240410
VIS → dCA1,VIS,dCA1,object2,0.4530938123752495,75355296669457.47,459601,20240410
dCA1 → VIS,dCA1,VIS,object2,0.9161676646706587,-1541076014884322.2,459601,20240410
VIS → dCA1,VIS,dCA1,object3,0.04590818363273453,969012097959464.9,459601,20240410
dCA1 → VIS,dCA1,VIS,object3,0.405189620758483,190503582886945.0,459601,20240410
LEC → PERI 35,LEC,PERI 35,object1,0.011976047904191617,4.156269880994593e+16,459601,20240411
PERI 35 → LEC,PERI 35,LEC,object1,0.5568862275449101,78193580621876.53,459601,20240411
LEC → PERI 35,LEC,PERI 35,object2,0.043912175648702596,3356983600733687.0,459601,20240411
PERI 35 → LEC,PERI 35,LEC,object2,0.40119760479041916,-20849886394614.223,459601,20240411
LEC → PERI 35,LEC,PERI 35,object3,0.2435129740518962,149617587559484.97,459601,20240411
PERI 35 → LEC,PERI 35,LEC,object3,0.4091816367265469,36928427250163.68,459601,20240411
LEC → PERI 36,LEC,PERI 36,object1,0.8702594810379242,-488481349092954.56,459601,20240411
PERI 36 → LEC,PERI 36,LEC,object1,0.08383233532934131,519218148322152.4,459601,20240411
LEC → PERI 36,LEC,PERI 36,object2,0.9421157684630739,-1699831529709732.0,459601,20240411
PERI 36 → LEC,PERI 36,LEC,object2,0.3812375249500998,-40843426658464.766,459601,20240411
LEC → PERI 36,LEC,PERI 36,object3,0.25349301397205587,307202216418535.56,459601,20240411
PERI 36 → LEC,PERI 36,LEC,object3,0.20359281437125748,367528819134395.4,459601,20240411
LEC → TEa,LEC,TEa,object1,0.405189620758483,148539658358068.12,459601,20240411
TEa → LEC,TEa,LEC,object1,0.8183632734530938,-73710628017458.11,459601,20240411
LEC → TEa,LEC,TEa,object2,0.846307385229541,-807351793683367.6,459601,20240411
TEa → LEC,TEa,LEC,object2,0.9820359281437125,-3525358009921739.0,459601,20240411
LEC → TEa,LEC,TEa,object3,0.7045908183632734,-217439215546011.78,459601,20240411
TEa → LEC,TEa,LEC,object3,0.8283433133732535,-166047782334886.2,459601,20240411
LEC → VIS,LEC,VIS,object1,0.6107784431137725,-142768094430699.8,459601,20240411
VIS → LEC,VIS,LEC,object1,0.17564870259481039,312090381712201.1,459601,20240411
LEC → VIS,LEC,VIS,object2,0.4431137724550898,-87932146039556.34,459601,20240411
VIS → LEC,VIS,LEC,object2,0.45708582834331335,-51974179557866.625,459601,20240411
LEC → VIS,LEC,VIS,object3,0.7025948103792415,-223586780811991.8,459601,20240411
VIS → LEC,VIS,LEC,object3,0.45708582834331335,21786854717778.562,459601,20240411
LEC → dCA1,LEC,dCA1,object1,0.5708582834331337,-92086512956621.94,459601,20240411
dCA1 → LEC,dCA1,LEC,object1,0.12375249500998003,532564716056788.5,459601,20240411
LEC → dCA1,LEC,dCA1,object2,0.7405189620758483,-435810592863883.25,459601,20240411
dCA1 → LEC,dCA1,LEC,object2,0.6606786427145709,-240946058892433.4,459601,20240411
LEC → dCA1,LEC,dCA1,object3,0.12574850299401197,581214366222105.5,459601,20240411
dCA1 → LEC,dCA1,LEC,object3,0.17564870259481039,330354978339077.9,459601,20240411
PERI 35 → PERI 36,PERI 35,PERI 36,object1,0.9680638722554891,-4249123761677259.5,459601,20240411
PERI 36 → PERI 35,PERI 36,PERI 35,object1,0.23952095808383234,410903554503691.75,459601,20240411
PERI 35 → PERI 36,PERI 35,PERI 36,object2,0.3373253493013972,274191673135378.5,459601,20240411
PERI 36 → PERI 35,PERI 36,PERI 35,object2,0.3592814371257485,66434626919414.41,459601,20240411
PERI 35 → PERI 36,PERI 35,PERI 36,object3,0.3313373253493014,334673332478174.25,459601,20240411
PERI 36 → PERI 35,PERI 36,PERI 35,object3,0.9860279441117764,-955335634101175.8,459601,20240411
PERI 35 → TEa,PERI 35,TEa,object1,0.08183632734530938,796715127994070.0,459601,20240411
TEa → PERI 35,TEa,PERI 35,object1,0.043912175648702596,2087614290867782.8,459601,20240411
PERI 35 → TEa,PERI 35,TEa,object2,0.3313373253493014,82660405399517.36,459601,20240411
TEa → PERI 35,TEa,PERI 35,object2,0.1656686626746507,123474804692699.53,459601,20240411
PERI 35 → TEa,PERI 35,TEa,object3,0.9780439121756487,-1051531244745889.5,459601,20240411
TEa → PERI 35,TEa,PERI 35,object3,0.4750499001996008,17761097059131.086,459601,20240411
PERI 35 → VIS,PERI 35,VIS,object1,0.1936127744510978,408239669541143.7,459601,20240411
VIS → PERI 35,VIS,PERI 35,object1,0.3313373253493014,212756345162421.97,459601,20240411
PERI 35 → VIS,PERI 35,VIS,object2,0.19161676646706588,350726316048513.6,459601,20240411
VIS → PERI 35,VIS,PERI 35,object2,0.26147704590818366,390180460815013.3,459601,20240411
PERI 35 → VIS,PERI 35,VIS,object3,0.18562874251497005,482898489872899.25,459601,20240411
VIS → PERI 35,VIS,PERI 35,object3,0.9860279441117764,-1537611138036043.2,459601,20240411
PERI 35 → dCA1,PERI 35,dCA1,object1,0.7005988023952096,-144396233313006.66,459601,20240411
dCA1 → PERI 35,dCA1,PERI 35,object1,0.22355289421157684,358185681410805.0,459601,20240411
PERI 35 → dCA1,PERI 35,dCA1,object2,0.38922155688622756,211590046094686.6,459601,20240411
dCA1 → PERI 35,dCA1,PERI 35,object2,0.3712574850299401,-69324501321884.41,459601,20240411
PERI 35 → dCA1,PERI 35,dCA1,object3,0.5508982035928144,-5329586126886.182,459601,20240411
dCA1 → PERI 35,dCA1,PERI 35,object3,0.5888223552894212,-19382589651928.605,459601,20240411
PERI 36 → TEa,PERI 36,TEa,object1,0.4171656686626746,6812661451873.869,459601,20240411
TEa → PERI 36,TEa,PERI 36,object1,0.26746506986027946,225313568290682.72,459601,20240411
PERI 36 → TEa,PERI 36,TEa,object2,0.7664670658682635,-358184164861214.56,459601,20240411
TEa → PERI 36,TEa,PERI 36,object2,0.46107784431137727,54121287440668.23,459601,20240411
PERI 36 → TEa,PERI 36,TEa,object3,0.18163672654690619,386614876557155.0,459601,20240411
TEa → PERI 36,TEa,PERI 36,object3,0.7544910179640718,-593785487751156.9,459601,20240411
PERI 36 → VIS,PERI 36,VIS,object1,0.8483033932135728,-399994688329241.56,459601,20240411
VIS → PERI 36,VIS,PERI 36,object1,0.2435129740518962,199862317229275.03,459601,20240411
PERI 36 → VIS,PERI 36,VIS,object2,0.2954091816367265,169619042780378.16,459601,20240411
VIS → PERI 36,VIS,PERI 36,object2,0.6427145708582834,-366708356873463.56,459601,20240411
PERI 36 → VIS,PERI 36,VIS,object3,0.8223552894211577,-603305459654674.0,459601,20240411
VIS → PERI 36,VIS,PERI 36,object3,0.0718562874251497,696276263288194.6,459601,20240411
PERI 36 → dCA1,PERI 36,dCA1,object1,0.6067864271457086,-118760657833253.9,459601,20240411
dCA1 → PERI 36,dCA1,PERI 36,object1,0.7924151696606786,-298961713998368.94,459601,20240411
PERI 36 → dCA1,PERI 36,dCA1,object2,0.25149700598802394,319943177703706.3,459601,20240411
dCA1 → PERI 36,dCA1,PERI 36,object2,0.013972055888223553,1638233151253132.8,459601,20240411
PERI 36 → dCA1,PERI 36,dCA1,object3,0.47305389221556887,31570489998160.598,459601,20240411
dCA1 → PERI 36,dCA1,PERI 36,object3,0.812375249500998,-677806417426301.6,459601,20240411
TEa → VIS,TEa,VIS,object1,0.45109780439121755,-44835160813746.414,459601,20240411
VIS → TEa,VIS,TEa,object1,0.8862275449101796,-476187083449430.8,459601,20240411
TEa → VIS,TEa,VIS,object2,0.03992015968063872,3647526245188158.5,459601,20240411
VIS → TEa,VIS,TEa,object2,0.812375249500998,-339833609523266.56,459601,20240411
TEa → VIS,TEa,VIS,object3,0.15768463073852296,308455336286430.6,459601,20240411
VIS → TEa,VIS,TEa,object3,0.027944111776447105,3568517460184085.0,459601,20240411
TEa → dCA1,TEa,dCA1,object1,0.5289421157684631,-71126529158272.61,459601,20240411
dCA1 → TEa,dCA1,TEa,object1,0.9820359281437125,-2043029997886511.2,459601,20240411
TEa → dCA1,TEa,dCA1,object2,0.2275449101796407,344980929976764.0,459601,20240411
dCA1 → TEa,dCA1,TEa,object2,0.4930139720558882,-42520838855323.984,459601,20240411
TEa → dCA1,TEa,dCA1,object3,0.4471057884231537,35416900882427.234,459601,20240411
dCA1 → TEa,dCA1,TEa,object3,0.4810379241516966,62874876984704.56,459601,20240411
VIS → dCA1,VIS,dCA1,object1,0.6666666666666666,-135094641730100.36,459601,20240411
dCA1 → VIS,dCA1,VIS,object1,0.36726546906187624,43178686948849.59,459601,20240411
VIS → dCA1,VIS,dCA1,object2,0.6686626746506986,-261630123665024.94,459601,20240411
dCA1 → VIS,dCA1,VIS,object2,0.3273453093812375,212979371469551.72,459601,20240411
VIS → dCA1,VIS,dCA1,object3,0.27944111776447106,185492228765480.56,459601,20240411
dCA1 → VIS,dCA1,VIS,object3,0.6946107784431138,-184964007449889.66,459601,20240411
LEC → VIS,LEC,VIS,object1,0.936127744510978,-576081392642101.1,462910,20240813
VIS → LEC,VIS,LEC,object1,0.7964071856287425,-258143323401085.06,462910,20240813
LEC → VIS,LEC,VIS,object2,0.41317365269461076,74483835656420.17,462910,20240813
VIS → LEC,VIS,LEC,object2,0.7305389221556886,-94355530671037.45,462910,20240813
LEC → VIS,LEC,VIS,object3,0.08582834331337326,2184502579680747.5,462910,20240813
VIS → LEC,VIS,LEC,object3,0.6407185628742516,-141150919155472.62,462910,20240813
LEC → iCA1,LEC,iCA1,object1,0.03992015968063872,3187870885349410.0,462910,20240813
iCA1 → LEC,iCA1,LEC,object1,0.49101796407185627,-33232616227097.926,462910,20240813
LEC → iCA1,LEC,iCA1,object2,0.8642714570858283,-648929068287792.5,462910,20240813
iCA1 → LEC,iCA1,LEC,object2,0.2714570858283433,145635729245987.38,462910,20240813
LEC → iCA1,LEC,iCA1,object3,0.8363273453093812,-1113609722254635.6,462910,20240813
iCA1 → LEC,iCA1,LEC,object3,0.8582834331337326,-300410292385075.44,462910,20240813
LEC → dCA1,LEC,dCA1,object1,0.9560878243512974,-1137720882885569.2,462910,20240813
dCA1 → LEC,dCA1,LEC,object1,0.17764471057884232,328642142008158.9,462910,20240813
LEC → dCA1,LEC,dCA1,object2,0.40119760479041916,128296241857597.95,462910,20240813
dCA1 → LEC,dCA1,LEC,object2,0.8143712574850299,-160100649920679.66,462910,20240813
LEC → dCA1,LEC,dCA1,object3,0.34331337325349304,158614689362054.2,462910,20240813
dCA1 → LEC,dCA1,LEC,object3,0.8662674650698603,-456019969564438.6,462910,20240813
VIS → iCA1,VIS,iCA1,object1,0.37524950099800397,14268438464682.092,462910,20240813
iCA1 → VIS,iCA1,VIS,object1,0.46706586826347307,2479498879151.7334,462910,20240813
VIS → iCA1,VIS,iCA1,object2,0.21157684630738524,615584199799402.8,462910,20240813
iCA1 → VIS,iCA1,VIS,object2,0.5568862275449101,-10240881895455.857,462910,20240813
VIS → iCA1,VIS,iCA1,object3,0.35728542914171657,264493349076868.47,462910,20240813
iCA1 → VIS,iCA1,VIS,object3,0.007984031936127744,1.0022990356122189e+17,462910,20240813
VIS → dCA1,VIS,dCA1,object1,0.8163672654690619,-263893557624668.6,462910,20240813
dCA1 → VIS,dCA1,VIS,object1,0.013972055888223553,1771394207232749.5,462910,20240813
VIS → dCA1,VIS,dCA1,object2,0.8622754491017964,-781810659335640.1,462910,20240813
dCA1 → VIS,dCA1,VIS,object2,0.25948103792415167,252725617210990.8,462910,20240813
VIS → dCA1,VIS,dCA1,object3,0.36327345309381237,86662502480104.97,462910,20240813
dCA1 → VIS,dCA1,VIS,object3,0.4550898203592814,154746637858012.4,462910,20240813
iCA1 → dCA1,iCA1,dCA1,object1,0.8203592814371258,-163411736462071.97,462910,20240813
dCA1 → iCA1,dCA1,iCA1,object1,0.13373253493013973,589447557316278.1,462910,20240813
iCA1 → dCA1,iCA1,dCA1,object2,0.04590818363273453,1504866621175832.5,462910,20240813
dCA1 → iCA1,dCA1,iCA1,object2,0.2654690618762475,346271260730290.2,462910,20240813
iCA1 → dCA1,iCA1,dCA1,object3,0.48902195608782434,66467897111986.1,462910,20240813
dCA1 → iCA1,dCA1,iCA1,object3,0.812375249500998,-604648139628162.9,462910,20240813
LEC → PERI 36,LEC,PERI 36,object1,0.10578842315369262,897421215100653.0,462910,20240814
PERI 36 → LEC,PERI 36,LEC,object1,0.4031936127744511,-18613581354843.625,462910,20240814
LEC → PERI 36,LEC,PERI 36,object2,0.5249500998003992,-58243922409703.85,462910,20240814
PERI 36 → LEC,PERI 36,LEC,object2,0.6526946107784432,-60408198563986.195,462910,20240814
LEC → PERI 36,LEC,PERI 36,object3,0.26746506986027946,198988829824217.16,462910,20240814
PERI 36 → LEC,PERI 36,LEC,object3,0.5429141716566867,40265197629916.1,462910,20240814
LEC → iCA1,LEC,iCA1,object1,0.5489021956087824,51339670969083.07,462910,20240814
iCA1 → LEC,iCA1,LEC,object1,0.5968063872255489,-91288320266772.88,462910,20240814
LEC → iCA1,LEC,iCA1,object2,0.08582834331337326,1127313342666646.5,462910,20240814
iCA1 → LEC,iCA1,LEC,object2,0.8942115768463074,-312300318678294.1,462910,20240814
LEC → iCA1,LEC,iCA1,object3,0.3413173652694611,263089774097047.6,462910,20240814
iCA1 → LEC,iCA1,LEC,object3,0.6107784431137725,-38513898911163.21,462910,20240814
LEC → dCA1,LEC,dCA1,object1,0.5189620758483033,-1132823075930.6917,462910,20240814
dCA1 → LEC,dCA1,LEC,object1,0.2275449101796407,121568536173618.28,462910,20240814
LEC → dCA1,LEC,dCA1,object2,0.3473053892215569,162252368219899.4,462910,20240814
dCA1 → LEC,dCA1,LEC,object2,0.5728542914171657,-9432117136369.764,462910,20240814
LEC → dCA1,LEC,dCA1,object3,0.17764471057884232,375236201569687.8,462910,20240814
dCA1 → LEC,dCA1,LEC,object3,0.38323353293413176,154325200727420.03,462910,20240814
PERI 36 → iCA1,PERI 36,iCA1,object1,0.8982035928143712,-525649599778561.75,462910,20240814
iCA1 → PERI 36,iCA1,PERI 36,object1,0.7085828343313373,-139279522077690.34,462910,20240814
PERI 36 → iCA1,PERI 36,iCA1,object2,0.7624750499001997,-345647574690037.3,462910,20240814
iCA1 → PERI 36,iCA1,PERI 36,object2,0.9580838323353293,-1062803694069197.8,462910,20240814
PERI 36 → iCA1,PERI 36,iCA1,object3,0.8922155688622755,-819535663349022.1,462910,20240814
iCA1 → PERI 36,iCA1,PERI 36,object3,0.07385229540918163,1531746214074477.0,462910,20240814
PERI 36 → dCA1,PERI 36,dCA1,object1,0.93812375249501,-463806249738423.9,462910,20240814
dCA1 → PERI 36,dCA1,PERI 36,object1,0.3932135728542914,68049641428904.47,462910,20240814
PERI 36 → dCA1,PERI 36,dCA1,object2,0.2954091816367265,235863529978642.34,462910,20240814
dCA1 → PERI 36,dCA1,PERI 36,object2,0.10379241516966067,367108535917363.06,462910,20240814
PERI 36 → dCA1,PERI 36,dCA1,object3,0.9221556886227545,-1573168423863414.2,462910,20240814
dCA1 → PERI 36,dCA1,PERI 36,object3,0.5049900199600799,-92244744217409.39,462910,20240814
iCA1 → dCA1,iCA1,dCA1,object1,0.2654690618762475,280561339527000.53,462910,20240814
dCA1 → iCA1,dCA1,iCA1,object1,0.16966067864271456,263976682625452.8,462910,20240814
iCA1 → dCA1,iCA1,dCA1,object2,0.8542914171656687,-522946960595640.06,462910,20240814
dCA1 → iCA1,dCA1,iCA1,object2,0.810379241516966,-379420797773376.5,462910,20240814
iCA1 → dCA1,iCA1,dCA1,object3,0.14770459081836326,565729321649410.0,462910,20240814
dCA1 → iCA1,dCA1,iCA1,object3,0.25349301397205587,292588071554409.1,462910,20240814
VIS → iCA1,VIS,iCA1,object1,0.2155688622754491,185611635818912.5,462910,20240815
iCA1 → VIS,iCA1,VIS,object1,0.9520958083832335,-1381513539659591.0,462910,20240815
VIS → iCA1,VIS,iCA1,object2,0.24750499001996007,154854646426876.16,462910,20240815
iCA1 → VIS,iCA1,VIS,object2,0.9940119760479041,-1.883964087080646e+16,462910,20240815
VIS → iCA1,VIS,iCA1,object3,0.6966067864271457,-225239641998124.5,462910,20240815
iCA1 → VIS,iCA1,VIS,object3,0.7465069860279441,-555221867385907.44,462910,20240815
VIS → dCA1,VIS,dCA1,object1,0.11177644710578842,622857829955719.0,462910,20240815
dCA1 → VIS,dCA1,VIS,object1,0.03592814371257485,2265486026063487.0,462910,20240815
VIS → dCA1,VIS,dCA1,object2,0.3592814371257485,128566952994119.42,462910,20240815
dCA1 → VIS,dCA1,VIS,object2,0.9181636726546906,-613562698415718.4,462910,20240815
