subject,date,probe,neuron_id,region,allen_acronym,x,y,z,p_object,p_goal,p_interaction,eta2_object,eta2_goal,eta2_interaction,n_encounters,t_win_start_s,t_win_end_s
459601,20240411,probe01,200,CA1,CA1,-2091.1705245272265,-2660.1190332013784,-1749.1990993130694,0.6158218066428194,0.6647811048553548,0.6450083112018569,0.0015773284206345422,0.0011765279142822694,0.001329839068356603,164,0.5,1.0
459601,20240411,probe01,201,CA1,CA1,-2093.73784378273,-2657.0685168526916,-1734.7386997366718,0.07778834453601725,0.49977662856099536,0.5953420565547396,0.01931254481970068,0.0028511511608215845,0.0017669454481242406,164,0.5,1.0
459601,20240411,probe01,202,CA1,CA1,-2093.73784378273,-2657.0685168526916,-1734.7386997366718,0.8785763875310957,0.5012146928707748,0.5774123179540452,0.00014632047818686242,0.002832100838096756,0.0019444083776101913,164,0.5,1.0
459601,20240411,probe01,206,CA1,CA1,-2112.6388463054154,-2634.610142391308,-1628.2789954024288,0.2148983230927227,0.33650833950368486,0.3639653511485479,0.009596946819416441,0.005774377397723501,0.0051538168854099115,164,0.5,1.0
459601,20240411,probe01,209,CA1,CA1,-2112.6388463054154,-2634.610142391308,-1628.2789954024288,0.9027896482745316,0.799764575405967,0.4583286433150612,9.352316137062134e-05,0.0004032974127558174,0.003442149984198435,164,0.5,1.0
459601,20240411,probe01,224,CA1,CA1,-2122.9081233274296,-2622.4080769965603,-1570.4373970968381,0.012681256902875157,1.9217668139416448e-09,0.0008209129961562208,0.038203751085443,0.20229258091101623,0.06777033190540208,164,0.5,1.0
459601,20240411,probe01,226,CA1,CA1,-2122.1174927708107,-2623.347512726483,-1574.8906156599405,0.12555070767615104,1.0145129969277327e-08,0.00020797821430674566,0.014604853714919151,0.18593381300706222,0.08263710800035064,164,0.5,1.0
459601,20240411,probe01,230,CA1,CA1,-2104.0071208047448,-2644.8664514579445,-1676.8971014310812,0.1031960234534407,1.8091165462609178e-16,0.8001142535212805,0.016510570758426837,0.34625097386007925,0.000401859882076651,164,0.5,1.0
459601,20240411,probe01,256,CA1,CA1,-2124.5456848112854,-2620.4623088308863,-1561.213848706156,0.855439172953568,0.3026787802582065,0.5988149851251168,0.00020806896587155185,0.006638353912825974,0.001733826807116893,164,0.5,1.0
459601,20240411,probe01,260,CA1,CA1,-2129.6803233222927,-2614.3612761335125,-1532.2930495533608,0.3069030975383482,0.3069030975383482,0.3069030975383482,0.006523765144454766,0.006523765144454798,0.0065237651444547936,164,0.5,1.0
462910,20240813,probe00,1,LEC,ENTl6a,-4262.286557845952,-2919.6733940843947,-4690.890708839939,0.38218038320322545,0.38218038320322545,0.3129584216056268,0.0032375268171838793,0.0032375268171838502,0.0043140060349328236,240,0.5,1.0
462910,20240813,probe00,2,LEC,ENTl6a,-4262.286557845952,-2919.6733940843947,-4690.890708839939,1.9555629667835435e-07,0.0005415382534583376,0.8984779986957058,0.10860900173995992,0.04954485627058546,6.911736955487955e-05,240,0.5,1.0
462910,20240813,probe00,3,LEC,ENTl5,-4266.289733507457,-2920.8354681465344,-4710.451489711048,0.9806293858896868,0.14607749885371857,0.787725719825509,2.5032231066270113e-06,0.008931141636096575,0.0003078231164488829,240,0.5,1.0
462910,20240813,probe00,4,LEC,ENTl6a,-4262.286557845952,-2919.6733940843947,-4690.890708839939,0.510752049611428,1.3074859471277389e-05,0.15354161350927728,0.0018349383684637078,0.07750765776091342,0.008611119358758527,240,0.5,1.0
462910,20240813,probe00,10,LEC,ENTl6a,-4262.286557845952,-2919.6733940843947,-4690.890708839939,0.5766268615029617,0.021472553934282945,0.21094985666358207,0.0013227713222347733,0.02220409850447792,0.006622939892438552,240,0.5,1.0
462910,20240813,probe00,12,LEC,ENTl6a,-4262.286557845952,-2919.6733940843947,-4690.890708839939,0.3267683794648061,0.0012757413730952235,0.7096743156803649,0.004075154140958029,0.043107787351404324,0.000588370983137606,240,0.5,1.0
462910,20240813,probe00,14,LEC,ENTl6a,-4254.280206522943,-2917.3492459601157,-4651.7691470977215,0.6573514099090723,0.8502672005319747,0.5303735144301751,0.0008351348845388658,0.00015131282461725896,0.001670259004366314,240,0.5,1.0
462910,20240813,probe00,16,LEC,ENTl6a,-4254.280206522943,-2917.3492459601157,-4651.7691470977215,5.7832921742958397e-08,1.0225913095425934e-12,0.00018495574555512997,0.11748990334891288,0.19402594463379264,0.05762697419426629,240,0.5,1.0
462910,20240813,probe00,17,LEC,ENTl6a,-4254.280206522943,-2917.3492459601157,-4651.7691470977215,0.2662880383193434,0.2662880383193434,0.6801278141950479,0.005233666298167198,0.005233666298167195,0.0007215297429207005,240,0.5,1.0
462910,20240813,probe00,22,LEC,ENTl6a,-4250.27703086144,-2916.1871718979755,-4632.208366226613,0.9905474167570966,0.47741930741804195,0.16656543295090678,5.960040313710724e-07,0.002141021981159004,0.008092678281010875,240,0.5,1.0
462910,20240813,probe00,23,LEC,ENTl6a,-4250.27703086144,-2916.1871718979755,-4632.208366226613,0.6475495307133223,0.6475495307133223,0.19038018745451027,0.0008870927175194901,0.0008870927175194931,0.007254521787845825,240,0.5,1.0
462910,20240813,probe00,25,LEC,ENTl6a,-4250.27703086144,-2916.1871718979755,-4632.208366226613,0.5686049984317607,0.5686049984317607,0.08807653346164054,0.0013791813740386687,0.0013791813740386602,0.012277172782132228,240,0.5,1.0
462910,20240813,probe00,26,LEC,ENTl6a,-4250.27703086144,-2916.1871718979755,-4632.208366226613,0.002244987605730619,3.734409774081869e-05,0.007048815231033429,0.03887399398961656,0.0696491072532321,0.030359464492778983,240,0.5,1.0
462910,20240813,probe00,31,LEC,ENTl6a,-4238.26750242058,-2912.7009492887973,-4573.526016497115,6.867738984083938e-18,0.0006542456417272308,9.847206934183821e-05,0.2704200471930982,0.048123279675471524,0.06236761712086351,240,0.5,1.0
462910,20240813,probe00,34,LEC,ENTl6a,-4238.26750242058,-2912.7009492887973,-4573.526016497115,0.8115148874337494,0.027189154948529005,0.2785446837347134,0.00024145216931195423,0.020503365576677465,0.00497346419521947,240,0.5,1.0
462910,20240813,probe00,36,LEC,ENTl6a,-4242.270679538432,-2913.8630237736966,-4593.086804484395,0.1088901851117441,0.02750258608681357,0.3180918227108734,0.010854646363957653,0.020421097526146542,0.0042236380368915385,240,0.5,1.0
462910,20240813,probe00,37,LEC,ENTl6a,-4242.270679538432,-2913.8630237736966,-4593.086804484395,0.04209469451215264,0.29608775976180773,0.29608775976181406,0.017389992647766254,0.004625061964279717,0.004625061964279683,240,0.5,1.0
462910,20240813,probe00,42,LEC,ENTl6a,-4238.26750242058,-2912.7009492887973,-4573.526016497115,0.48794792651616015,0.013409616129236671,0.8483277025575068,0.0020405771891400548,0.02562854266761484,0.00015530628267520884,240,0.5,1.0
462910,20240813,probe00,43,LEC,ENTl6a,-4242.270679538432,-2913.8630237736966,-4593.086804484395,0.3264504252428012,0.3264504252428012,0.3264504252428012,0.004080503492634344,0.004080503492634349,0.004080503492634346,240,0.5,1.0
462910,20240813,probe00,44,LEC,ENTl6a,-4238.26750242058,-2912.7009492887973,-4573.526016497115,0.3475641145539987,5.062089336473224e-10,0.9548945009438311,0.0037396064180131024,0.15136596147376868,1.3584606216336093e-05,240,0.5,1.0
462910,20240813,probe00,45,LEC,ENTl6a,-4238.26750242058,-2912.7009492887973,-4573.526016497115,0.09332009098332386,0.8565342564819861,0.5964640358886193,0.011886900799697613,0.00013877635811359104,0.0011897855982371626,240,0.5,1.0
462910,20240813,probe00,48,LEC,ENTl6a,-4238.26750242058,-2912.7009492887973,-4573.526016497115,0.10338938090572113,0.8295638112371384,0.1866638072187302,0.011199887518039782,0.00019674159850733945,0.00737710596484446,240,0.5,1.0
462910,20240813,probe00,52,LEC,ENTl6a,-4234.264328215423,-2911.5388756494176,-4553.965242742177,0.8589631213884728,0.5550230427402715,0.0341682373519788,0.00013406814769814483,0.0014782871817814957,0.018869551516620734,240,0.5,1.0
462910,20240813,probe00,55,LEC,ENTl6a,-4234.264328215423,-2911.5388756494176,-4553.965242742177,0.8872135440658524,0.2667383011084324,0.21288417795076595,8.541448387450193e-05,0.0052238456064401355,0.006567291193483698,240,0.5,1.0
462910,20240813,probe00,57,LEC,ENTl6a,-4230.261151097572,-2910.3768011645175,-4534.4044547548965,0.3400773554694153,0.4293391065293122,0.16928728934237733,0.0038572423953558603,0.002648752865069487,0.007990143019365825,240,0.5,1.0
462910,20240813,probe00,59,LEC,ENTl6a,-4234.264328215423,-2911.5388756494176,-4553.965242742177,0.3713722272224411,0.0275356123120319,0.7529004201347519,0.003387309622634286,0.02041248539191618,0.0004207592892392014,240,0.5,1.0
462910,20240813,probe00,60,LEC,ENTl6a,-4234.264328215423,-2911.5388756494176,-4553.965242742177,0.22447482667556767,0.0010119884715596944,0.7454882832005785,0.006245922012422438,0.04484606437300116,0.0004472931086780565,240,0.5,1.0
462910,20240813,probe00,61,LEC,ENTl6a,-4234.264328215423,-2911.5388756494176,-4553.965242742177,4.517728080713045e-08,0.0014515588937481219,0.3793421043221733,0.11928199792737312,0.04213951109697406,0.0032762801957075304,240,0.5,1.0
462910,20240813,probe00,62,LEC,ENTl6a,-4226.257976892415,-2909.214727525138,-4514.843680999958,,,,,,,240,0.5,1.0
462910,20240813,probe00,65,LEC,ENTl6a,-4226.257976892415,-2909.214727525138,-4514.843680999958,0.510996755268347,0.6656330641285196,0.10941762129842021,0.0018328166268237723,0.0007926893989996802,0.010822547333569726,240,0.5,1.0
462910,20240813,probe00,67,LEC,ENTl6a,-4226.257976892415,-2909.214727525138,-4514.843680999958,0.8130534542114624,0.4579253026812653,0.060000405753192085,0.00023745286236671927,0.0023367962720754094,0.01490837318521181,240,0.5,1.0
462910,20240813,probe00,68,LEC,ENTl6a,-4222.254799774564,-2908.0526530402385,-4495.282893012679,0.5135484415236252,0.0006176852644695905,0.2202692868362257,0.0018107962576754328,0.04855558680061101,0.006360201171562334,240,0.5,1.0
462910,20240813,probe00,70,LEC,ENTl6a,-4222.254799774564,-2908.0526530402385,-4495.282893012679,0.08763745154345592,0.000507940539105975,0.6117214701831349,0.012310983234861751,0.05002653592091658,0.0010935634320648456,240,0.5,1.0
462910,20240813,probe00,73,LEC,ENTl6a,-4222.254799774564,-2908.0526530402385,-4495.282893012679,0.6244216871898587,0.31552704285964994,0.5774716158605913,0.0010173210706427727,0.004268548714537181,0.0013169207997301513,240,0.5,1.0
462910,20240813,probe00,74,LEC,ENTl6a,-4226.257976892415,-2909.214727525138,-4514.843680999958,0.09086865376064672,0.23185891646684256,0.4848882560367249,0.01206633277716221,0.006051325565883066,0.0020693973143057266,240,0.5,1.0
462910,20240813,probe00,76,LEC,ENTl6a,-4226.257976892415,-2909.214727525138,-4514.843680999958,,,,,,,240,0.5,1.0
462910,20240813,probe00,79,LEC,ENTl6a,-4226.257976892415,-2909.214727525138,-4514.843680999958,,,,,,,240,0.5,1.0
462910,20240813,probe00,81,LEC,ENTl6a,-4222.254799774564,-2908.0526530402385,-4495.282893012679,0.3155258738643707,0.9404460859203663,0.9186353341924242,0.004268569292747098,2.370015343702452e-05,4.430978595096375e-05,240,0.5,1.0
462910,20240813,probe00,82,LEC,ENTl6a,-4226.257976892415,-2909.214727525138,-4514.843680999958,0.6716595909275279,0.38477281866932733,0.02513233243191865,0.0007626243345173102,0.0032024832870898323,0.02106879072106151,240,0.5,1.0
462910,20240813,probe00,83,LEC,ENTl6a,-4226.257976892415,-2909.214727525138,-4514.843680999958,0.012306418498625345,0.966499132510375,0.37066514330471867,0.02625692891179619,7.4902065549300826e-06,0.003397320628769722,240,0.5,1.0
462910,20240813,probe00,96,LEC,ENTl6a,-4218.251622656713,-2906.890578555339,-4475.722105025399,0.05071145739312688,0.17482512993961624,0.8329037254832427,0.016080591304039292,0.007787216496636079,0.00018899275514661402,240,0.5,1.0
462910,20240813,probe00,97,LEC,ENTl6a,-4218.251622656713,-2906.890578555339,-4475.722105025399,0.6752135732735858,1.928051124753865e-07,0.2764878345652098,0.0007452148242373637,0.10871266304404134,0.005016120827265114,240,0.5,1.0
462910,20240813,probe00,98,LEC,ENTl6a,-4214.248445538862,-2905.728504070439,-4456.161317038119,0.025449216207986607,0.5798991349592097,0.6774649281152185,0.020978633335396627,0.0013002027428277625,0.0007343083714472247,240,0.5,1.0
462910,20240813,probe00,99,LEC,ENTl6a,-4218.251622656713,-2906.890578555339,-4475.722105025399,0.774827648168984,0.011023873296931977,0.5606760756134517,0.0003474279977392201,0.02706404664215528,0.0014364795562901188,240,0.5,1.0
462910,20240813,probe00,101,root,EPd,-4205.920194109376,-2903.310912191509,-4415.466849688552,0.3264504252428012,0.3264504252428012,0.3264504252428012,0.004080503492634344,0.004080503492634349,0.004080503492634346,240,0.5,1.0
462910,20240813,probe00,102,LEC,ENTl6a,-4214.248445538862,-2905.728504070439,-4456.161317038119,0.32904964623304767,0.008816063666372009,0.030943663878841,0.004036973974606208,0.028707949873589492,0.01957678587048257,240,0.5,1.0
462910,20240813,probe00,104,LEC,ENTl6a,-4218.251622656713,-2906.890578555339,-4475.722105025399,0.4977363924210716,0.9006939399292468,0.5269030023139506,0.0019503601373884627,6.611758110195614e-05,0.0016985971107941397,240,0.5,1.0
462910,20240813,probe00,105,LEC,ENTl6a,-4218.251622656713,-2906.890578555339,-4475.722105025399,0.06759076673444345,0.00014589197307755505,0.04576516721900383,0.014084853948889212,0.059411676536327875,0.01680077408169579,240,0.5,1.0
462910,20240813,probe00,106,LEC,ENTl6a,-4218.251622656713,-2906.890578555339,-4475.722105025399,0.7913328568857336,0.0016585299656481068,0.5967759075648109,0.0002972064966962692,0.04114048708999635,0.0011877669506221284,240,0.5,1.0
462910,20240813,probe00,108,LEC,ENTl6a,-4218.251622656713,-2906.890578555339,-4475.722105025399,0.0005883284318305012,0.5129686728199233,0.09377011653588606,0.04892169849909748,0.0018157828461490262,0.01185451479408343,240,0.5,1.0
462910,20240813,probe00,110,root,EPd,-4205.920194109376,-2903.310912191509,-4415.466849688552,0.778156209161966,0.6877455602676215,0.8861616460755247,0.0003369599911861368,0.0006856943185916534,8.702605228217169e-05,240,0.5,1.0
462910,20240813,probe00,114,LEC,ENTl6a,-4210.097422406264,-2904.5235116540134,-4435.8781067187565,0.54255034960328,0.08105572031888572,0.54255034960328,0.0015734209596797522,0.012840798942978978,0.0015734209596797385,240,0.5,1.0
462910,20240813,probe00,117,root,EPd,-4205.920194109376,-2903.310912191509,-4415.466849688552,0.0964504054512499,0.8761679745134695,0.7732253627687316,0.011665044707421099,0.00010310533176070351,0.00035252879202746045,240,0.5,1.0
462910,20240813,probe00,119,LEC,ENTl6a,-4210.097422406264,-2904.5235116540134,-4435.8781067187565,0.13313002843532593,3.023461055995123e-19,0.4778209522936172,0.009532248597078853,0.28927881610052636,0.0021371238458480664,240,0.5,1.0
462910,20240813,probe00,120,root,ec,-4197.5657375156,-2900.885713266501,-4374.6443356281425,0.05552304082477582,0.47370328463798983,0.29716349006518394,0.015447552991297048,0.0021773417817629644,0.004604554775260299,240,0.5,1.0
462910,20240813,probe00,122,root,ec,-4197.5657375156,-2900.885713266501,-4374.6443356281425,0.027838708640746078,0.0016752043509593024,0.7093063031246931,0.02033394270136852,0.04106553906564112,0.0005899341866588921,240,0.5,1.0
462910,20240813,probe00,123,root,ec,-4197.5657375156,-2900.885713266501,-4374.6443356281425,0.006014841387220676,0.07206510757674237,0.1508763700746564,0.03153368332037608,0.013644195025346022,0.008723343288922361,240,0.5,1.0
462910,20240813,probe00,127,root,ec,-4201.742965812488,-2902.098312729005,-4395.0555926583465,0.9855157077353517,3.707974981806373e-05,0.9441748429404673,1.3994904921603005e-06,0.06970239063665624,2.082058683266653e-05,240,0.5,1.0
462910,20240813,probe00,128,root,ec,-4201.742965812488,-2902.098312729005,-4395.0555926583465,0.7762005587821016,3.3866461245303662e-09,0.4282365640298994,0.0003430893662652095,0.13790866153861575,0.0026614182660757296,240,0.5,1.0
462910,20240813,probe00,129,root,ec,-4197.5657375156,-2900.885713266501,-4374.6443356281425,1.0,1.0,0.15170485795702982,3.4616887341954376e-32,6.132561407427973e-33,0.008688221051132324,240,0.5,1.0
462910,20240813,probe00,130,root,ec,-4197.5657375156,-2900.885713266501,-4374.6443356281425,,,,,,,240,0.5,1.0
462910,20240813,probe00,133,root,ec,-4197.5657375156,-2900.885713266501,-4374.6443356281425,0.08319518891471626,3.733521794564804e-25,0.1347952219157735,0.012663659115164727,0.36605639404300283,0.009451369784948751,240,0.5,1.0
462910,20240813,probe00,134,root,ec,-4193.388515297377,-2899.673115568561,-4354.2331083002155,,,,,,,240,0.5,1.0
462910,20240813,probe00,135,root,ec,-4193.388515297377,-2899.673115568561,-4354.2331083002155,0.44757900604892875,0.09998539549475927,0.8393426479979188,0.002446149559487885,0.01142369546542892,0.00017451188719861261,240,0.5,1.0
462910,20240813,probe00,138,root,ec,-4193.388515297377,-2899.673115568561,-4354.2331083002155,0.6594118057763815,0.6594118057763815,0.6811775386132091,0.0008244515123746468,0.0008244515123746837,0.0007165283549810973,240,0.5,1.0
462910,20240813,probe00,141,root,ec,-4193.388515297377,-2899.673115568561,-4354.2331083002155,0.3746884703726846,0.8701830364327623,0.7868660599872807,0.0033407095924113893,0.00011340331598793434,0.0003103827625535337,240,0.5,1.0
462910,20240813,probe00,143,root,ec,-4189.211287000489,-2898.460516106057,-4333.8218512700105,0.26862537118689594,0.4239499838560036,0.3698972645683749,0.005182909230676474,0.002711129287988925,0.003408222493868569,240,0.5,1.0
462910,20240813,probe00,144,root,ec,-4193.388515297377,-2899.673115568561,-4354.2331083002155,0.5106316907589916,0.5106316907589916,0.7708302950697508,0.001835982594431075,0.0018359825944310724,0.00036022847083096117,240,0.5,1.0
462910,20240813,probe00,145,root,ec,-4189.211287000489,-2898.460516106057,-4333.8218512700105,0.4797361776935338,0.7546124037435833,0.6578444845025517,0.002118608922582058,0.0004147574419747894,0.0008325707609566337,240,0.5,1.0
462910,20240813,probe00,148,root,ec,-4189.211287000489,-2898.460516106057,-4333.8218512700105,0.032489850002308814,0.49403893931114495,0.961702992183327,0.01922858800915312,0.0019840869993752773,9.79014817389234e-06,240,0.5,1.0
462910,20240813,probe00,149,root,ec,-4189.211287000489,-2898.460516106057,-4333.8218512700105,0.0845368707775054,0.5817388367305393,0.5817388367305393,0.012555049076405908,0.0012876255969981568,0.0012876255969981598,240,0.5,1.0
462910,20240813,probe00,150,root,ec,-4189.211287000489,-2898.460516106057,-4333.8218512700105,0.7652084838419186,0.018902888938606564,0.7652084838419186,0.0003786567028774287,0.023127272650627775,0.00037865670287743486,240,0.5,1.0
462910,20240813,probe00,151,root,ec,-4193.388515297377,-2899.673115568561,-4354.2331083002155,0.376181610645147,0.2071158829270367,0.5654428115305481,0.003319915501192229,0.006735038907899816,0.001401847084534751,240,0.5,1.0
462910,20240813,probe00,152,root,ec,-4193.388515297377,-2899.673115568561,-4354.2331083002155,0.9208114614819755,0.0055089466187322154,0.102552941613494,4.196364914750627e-05,0.032185054432529475,0.011254132216050325,240,0.5,1.0
462910,20240813,probe00,153,root,alv,-4180.856830406713,-2896.035317181049,-4292.9993372096005,0.007691019502598962,0.027834550604176778,0.11849388834488321,0.029715126665215107,0.020335014204483342,0.010295283432630135,240,0.5,1.0
462910,20240813,probe00,154,root,alv,-4185.034058703602,-2897.2479166435533,-4313.4105942398055,0.975861832726719,0.07042936978236775,0.3410007826018324,3.887480756969288e-06,0.013801828742308354,0.0038425456647197547,240,0.5,1.0
462910,20240813,probe00,156,root,alv,-4180.856830406713,-2896.035317181049,-4292.9993372096005,0.8513513656085412,0.5904101200452593,0.0024134618753694644,0.00014910397302917992,0.0012294072595333755,0.038332934671775926,240,0.5,1.0
462910,20240813,probe00,164,root,alv,-4185.034058703602,-2897.2479166435533,-4313.4105942398055,0.6728918675299821,0.004344556164038118,0.6734989010453525,0.0007565611183646434,0.03394885389291621,0.0007535847787914013,240,0.5,1.0
462910,20240813,probe00,165,root,alv,-4180.856830406713,-2896.035317181049,-4292.9993372096005,0.8167907976751321,0.576655573412342,0.31892039399729555,0.00022788475322321855,0.0013225721931084543,0.00420923027452994,240,0.5,1.0
462910,20240813,probe00,171,CA1,CA1,-4172.542421045972,-2893.621743489282,-4252.372506580575,,,,,,,240,0.5,1.0
462910,20240813,probe00,172,CA1,CA1,-4168.412567117671,-2892.42289623992,-4232.192735680681,0.3102167358578761,0.3102167358578761,0.3102167358578761,0.004363064158500805,0.0043630641585008225,0.004363064158500841,240,0.5,1.0
462910,20240813,probe00,176,CA1,CA1,-4164.28271318937,-2891.2240489905594,-4212.012964780787,0.09018123006562265,0.529255654128642,0.8624581497390449,0.012117587352799697,0.0016793505008111508,0.00012744016729069273,240,0.5,1.0
462910,20240813,probe00,179,CA1,CA1,-4156.022993313297,-2888.826351002728,-4171.65336425007,4.121550560139864e-06,0.0004178813651523585,0.015312324402559233,0.0861157097576588,0.05149453175791,0.024659577205493756,240,0.5,1.0
462910,20240813,probe00,186,CA1,CA1,-4147.763273437225,-2886.4286530148975,-4131.293763719354,0.012313639130825968,1.1579872474657993e-06,0.9080733978118373,0.02625263187785763,0.09552874903077428,5.6614353394831726e-05,240,0.5,1.0
462910,20240813,probe00,187,CA1,CA1,-4147.763273437225,-2886.4286530148975,-4131.293763719354,0.6842791598781837,0.42766402286561955,0.20862604815343488,0.0007018691923245827,0.0026680146752652138,0.006690594835697099,240,0.5,1.0
462910,20240813,probe00,189,CA1,CA1,-4147.763273437225,-2886.4286530148975,-4131.293763719354,0.004134057982206117,0.19972484072780478,0.7205941276895895,0.03431833386571781,0.006958182631467752,0.0005430535839762008,240,0.5,1.0
462910,20240813,probe00,192,CA1,CA1,-4143.633419508924,-2885.2298057655357,-4111.11399281946,0.1120329788816589,0.016630083700903235,0.48956902214149944,0.010665839436727328,0.02405815052215981,0.002025428412132021,240,0.5,1.0
462910,20240813,probe00,198,CA1,CA1,-4139.503553561152,-2884.0309550270663,-4090.9341631886373,0.009344116369166095,0.00040957123190416244,0.3318110814293509,0.028279457275516475,0.05164563716239432,0.003991223441849213,240,0.5,1.0
462910,20240813,probe00,199,CA1,CA1,-4135.373699632851,-2882.832107777705,-4070.7543922887435,0.31510520363345773,0.0014535971631008196,0.10448784046405468,0.004275980946556962,0.042128990756611265,0.011129371087902039,240,0.5,1.0
462910,20240813,probe00,204,CA1,CA1,-4131.24384570455,-2881.6332605283437,-4050.5746213888497,1.4329996623390595e-12,2.6216811629579372e-08,0.00028025527785124866,0.19175657612642633,0.12322098006521981,0.054500174151337906,240,0.5,1.0
462910,20240813,probe00,208,CA1,CA1,-4131.24384570455,-2881.6332605283437,-4050.5746213888497,0.5506135010438832,0.04558323029720048,0.19108110024572678,0.0015114610635366637,0.01682879778604045,0.0072317131028385604,240,0.5,1.0
462910,20240813,probe00,215,CA1,CA1,-4122.984125828478,-2879.235562540513,-4010.215020858133,2.444193760974348e-05,0.6791615661091385,0.838862982229774,0.07282641893171854,0.0007261513913759042,0.00017556991483378646,240,0.5,1.0
462910,20240813,probe00,218,CA1,CA1,-4122.984125828478,-2879.235562540513,-4010.215020858133,0.006534221940561415,0.02315611855274763,0.26177974985075403,0.030920292894824227,0.021658918870234935,0.00533314403144617,240,0.5,1.0
462910,20240813,probe00,219,CA1,CA1,-4122.984125828478,-2879.235562540513,-4010.215020858133,0.06216546806672917,0.011836050594693557,0.06574731912972279,0.014662702075709678,0.02654253124602837,0.014275503423038958,240,0.5,1.0
462910,20240813,probe00,220,CA1,CA1,-4118.854259880706,-2878.036711802043,-3990.0351912273095,0.19247916131370252,0.6776413156718692,0.905169072614489,0.0071865068349307535,0.0007334578613897838,6.026533665595098e-05,240,0.5,1.0
462910,20240813,probe00,226,CA1,CA1,-4118.854259880706,-2878.036711802043,-3990.0351912273095,0.03002513303650666,1.4146397276673918e-11,0.24709311994439434,0.019792275585850196,0.17620307056621332,0.005672429284244551,240,0.5,1.0
462910,20240813,probe00,227,CA1,CA1,-4114.7244059524055,-2876.837864552682,-3969.8554203274166,9.092540573959929e-28,7.81542099984345e-05,0.551297935127758,0.39737005225542266,0.06410446639849238,0.0015062792873869627,240,0.5,1.0
462910,20240813,probe00,230,CA1,CA1,-4110.594552024105,-2875.6390173033205,-3949.675649427522,0.3923520252615528,2.200902784067734e-05,0.49559688567612525,0.0031019231465598067,0.07361168065256433,0.001969824442555767,240,0.5,1.0
462910,20240813,probe00,231,CA1,CA1,-4110.594552024105,-2875.6390173033205,-3949.675649427522,0.0012299963109878309,0.2253280661673555,0.00951763318363412,0.043381743699728754,0.006223047815869342,0.028144012933791426,240,0.5,1.0
462910,20240813,probe00,236,CA1,CA1,-4110.594552024105,-2875.6390173033205,-3949.675649427522,0.448448728400375,0.7698894158984138,0.5807779126251758,0.002436806053182716,0.00036327789540460594,0.00129418502970943,240,0.5,1.0
462910,20240813,probe00,241,CA1,CA1,-4102.334832148032,-2873.2413193154894,-3909.316048896806,0.4366530969876887,8.824240442315347e-05,0.6670140787538978,0.002565961146156201,0.06319209664113144,0.0007857390554747165,240,0.5,1.0
462910,20240813,probe00,245,CA1,CA1,-4089.945258343658,-2869.6447740782974,-3848.7766774661955,0.195440067061144,0.09866272194628256,0.36335676963417396,0.007092013243488182,0.011512900930378826,0.003502369301607104,240,0.5,1.0
462910,20240813,probe00,248,CA1,CA1,-4085.815392395887,-2868.445923339827,-3828.596847835373,0.010095049936675276,0.05282956289743896,0.8977213731627993,0.02771071981314022,0.015794461318450224,7.01571251920131e-05,240,0.5,1.0
462910,20240813,probe00,249,CA1,CA1,-4085.815392395887,-2868.445923339827,-3828.596847835373,0.526395275013736,0.526395275013736,0.140098560644773,0.0017027708537736303,0.0017027708537736442,0.009201009268731677,240,0.5,1.0
462910,20240813,probe00,250,CA1,CA1,-4081.6855384675864,-2867.247076090466,-3808.4170769354787,0.19807562752192745,0.3970903878709595,0.03405608694425507,0.0070092941062995405,0.003040453422692304,0.01889296608813568,240,0.5,1.0
462910,20240813,probe00,253,CA1,CA1,-4085.815392395887,-2868.445923339827,-3828.596847835373,0.8177983169312306,0.6530443789625624,0.21393683781342954,0.00022534083093786217,0.0008577336720837528,0.006537257415906181,240,0.5,1.0
462910,20240813,probe00,254,CA1,CA1,-4081.6855384675864,-2867.247076090466,-3808.4170769354787,0.25940578710785506,0.7191711598307058,0.6817946854941898,0.005386380917206154,0.0005488426919543092,0.0007135974516548275,240,0.5,1.0
462910,20240813,probe00,255,CA1,CA1,-4081.6855384675864,-2867.247076090466,-3808.4170769354787,,,,,,,240,0.5,1.0
462910,20240813,probe00,257,CA1,CA1,-4081.6855384675864,-2867.247076090466,-3808.4170769354787,0.1591909879532533,0.017317740033102064,0.35851955602382324,0.008380343067301343,0.023763398886143754,0.0035735144177943146,240,0.5,1.0
462910,20240813,probe00,262,CA1,CA1,-4073.4258185915132,-2864.849378102635,-3768.057476404762,0.19602730227409892,4.4308897434741555e-10,0.5298841521978201,0.007073470305177456,0.15230217468508414,0.0016742347320134444,240,0.5,1.0
462910,20240813,probe00,269,CA1,CA1,-4073.4258185915132,-2864.849378102635,-3768.057476404762,0.06914319408446191,0.6179420871101378,0.5338219300168601,0.013928536489263406,0.0010557903173166621,0.0016424287928123913,240,0.5,1.0
462910,20240813,probe00,273,CA1,CA1,-4065.166110734912,-2862.451683603913,-3727.6979346049743,,,,,,,240,0.5,1.0
462910,20240813,probe00,278,CA1,CA1,-4061.0362447871407,-2861.2528328654425,-3707.518104974152,1.0,1.0,0.16564351291494642,2.5739425044852296e-32,7.85654641731472e-33,0.008127841300454621,240,0.5,1.0
