p_ramp,p_context,neuron_id,region,acronym,subject,date,probe
1.0000000000000009,0.6789533070497885,116,TEa,TEa6b,459601,20240409,probe00
0.31326477724871526,0.7647163195000584,119,TEa,TEa6b,459601,20240409,probe00
0.1253654012648165,0.0074639889030735,123,TEa,TEa6b,459601,20240409,probe00
0.8714786152289048,0.4693431790717197,137,TEa,TEa6b,459601,20240409,probe00
0.26196543825171636,0.901313916380686,141,TEa,TEa6b,459601,20240409,probe00
0.4544498570673243,0.2543280034940997,147,TEa,TEa6b,459601,20240409,probe00
0.7252934605258259,0.1419838399673375,148,TEa,TEa6b,459601,20240409,probe00
0.5786836230233775,0.8013064121780206,149,TEa,TEa6b,459601,20240409,probe00
0.628444008698198,0.4277284990722917,151,TEa,TEa6b,459601,20240409,probe00
0.3696692530564613,0.397198971029577,152,TEa,TEa6b,459601,20240409,probe00
0.7544074487455457,0.2249341963480402,153,TEa,TEa6b,459601,20240409,probe00
0.8451689485396567,0.0621195042447442,155,root,ar,459601,20240409,probe00
0.5401681957502191,0.1695958109755267,156,TEa,TEa6b,459601,20240409,probe00
0.8914326101774063,0.279267385414528,159,root,ar,459601,20240409,probe00
0.16085119727465355,0.3175579632268185,160,root,ar,459601,20240409,probe00
0.9320554657196779,0.9101183333321328,161,root,ar,459601,20240409,probe00
0.44234982804080725,0.1143376026155109,162,TEa,TEa6b,459601,20240409,probe00
0.7833169298916343,0.1299069921157319,167,root,ar,459601,20240409,probe00
0.25996584931826666,0.1825871247467841,174,TEa,TEa6b,459601,20240409,probe00
0.9078071948917243,0.0671122363050977,177,TEa,TEa6b,459601,20240409,probe00
0.7376520134180337,0.0531677634734155,179,TEa,TEa6b,459601,20240409,probe00
,0.790872931095825,182,TEa,TEa6b,459601,20240409,probe00
,,190,TEa,TEa6b,459601,20240409,probe00
,,191,TEa,TEa6b,459601,20240409,probe00
0.5319031643033132,0.4743501603695307,193,TEa,TEa6b,459601,20240409,probe00
0.15557949721454695,0.1307017993937131,195,TEa,TEa6b,459601,20240409,probe00
0.5707663235876436,0.1924979281164143,199,TEa,TEa6b,459601,20240409,probe00
,,201,TEa,TEa6b,459601,20240409,probe00
0.804804884403738,0.4769308125346901,203,TEa,TEa6b,459601,20240409,probe00
0.778133046460081,0.8959854573901447,209,TEa,TEa6b,459601,20240409,probe00
,,212,TEa,TEa6b,459601,20240409,probe00
,,213,TEa,TEa6b,459601,20240409,probe00
,0.6627849660983591,214,TEa,TEa6b,459601,20240409,probe00
0.13057481141245283,0.4026306834456603,215,TEa,TEa6b,459601,20240409,probe00
,,216,TEa,TEa6b,459601,20240409,probe00
0.1845032685518639,0.3031934290874416,219,TEa,TEa6b,459601,20240409,probe00
0.37393942423398485,0.4229246820177724,226,TEa,TEa6b,459601,20240409,probe00
0.613899826062355,0.5774723255852037,231,TEa,TEa6b,459601,20240409,probe00
,,232,TEa,TEa6b,459601,20240409,probe00
,,233,TEa,TEa6b,459601,20240409,probe00
0.6604565674873445,0.6127221107467088,238,TEa,TEa6b,459601,20240409,probe00
0.002315686515504888,0.0014095448898212,240,TEa,TEa6b,459601,20240409,probe00
0.31079012727085015,0.2989350075151502,245,TEa,TEa6b,459601,20240409,probe00
,,247,TEa,TEa6a,459601,20240409,probe00
0.7199308557339091,0.7803664480432576,248,TEa,TEa6a,459601,20240409,probe00
0.21513186975004683,0.3062429605112451,249,TEa,TEa6b,459601,20240409,probe00
0.03736172565636832,0.2852563811358064,259,TEa,TEa6b,459601,20240409,probe00
0.4916466452006459,0.8982832954272084,260,TEa,TEa6b,459601,20240409,probe00
,,267,TEa,TEa6a,459601,20240409,probe00
,0.6455335622170981,268,TEa,TEa6a,459601,20240409,probe00
,0.6351654523648043,278,TEa,TEa6a,459601,20240409,probe00
0.18056539339625374,0.0094621183656159,280,TEa,TEa6a,459601,20240409,probe00
0.5797837046492538,0.0001494895546906,281,TEa,TEa6a,459601,20240409,probe00
0.04635200852320856,0.0039747669024653,294,TEa,TEa6a,459601,20240409,probe00
0.9112745346229967,0.6855171472992458,296,TEa,TEa6a,459601,20240409,probe00
0.41595809642423304,0.5432549719365404,297,TEa,TEa6a,459601,20240409,probe00
0.40892972823475693,2.984626488011788e-05,302,TEa,TEa6a,459601,20240409,probe00
,0.3594523510373468,303,TEa,TEa6a,459601,20240409,probe00
0.06745437965072847,0.3117781879125618,307,TEa,TEa6a,459601,20240409,probe00
0.5841260320494066,0.364565187472654,311,TEa,TEa6a,459601,20240409,probe00
,0.1165266212256743,312,TEa,TEa6a,459601,20240409,probe00
0.7170162597811514,0.9218808198683228,317,TEa,TEa6a,459601,20240409,probe00
0.04520845684089487,0.0016327341963554,320,TEa,TEa6a,459601,20240409,probe00
0.7166752128281325,0.0021050679086118,321,TEa,TEa6a,459601,20240409,probe00
,,322,TEa,TEa6a,459601,20240409,probe00
0.05809845124921906,0.4183004788606939,325,TEa,TEa6a,459601,20240409,probe00
0.11920011844362442,0.0164332310073451,327,TEa,TEa6a,459601,20240409,probe00
0.019761430933500718,0.9696346827791028,331,TEa,TEa6a,459601,20240409,probe00
,,337,TEa,TEa6a,459601,20240409,probe00
0.41595809642423304,0.6653566603730476,343,VIS,VISli6a,459601,20240409,probe00
0.9028414374076293,0.4374829554917308,349,VIS,VISli6a,459601,20240409,probe00
0.3122647007982828,0.2082563734390163,353,VIS,VISli6a,459601,20240409,probe00
0.9288151742751056,0.2744184348965962,367,VIS,VISli5,459601,20240409,probe00
0.8281358476261825,0.7692139491030536,372,VIS,VISli5,459601,20240409,probe00
0.025217523768958063,0.0001929911542758,374,VIS,VISli5,459601,20240409,probe00
0.16170303115585105,0.4064032683895998,379,VIS,VISli5,459601,20240409,probe00
0.0007616709093179933,0.0283469589042513,382,VIS,VISli5,459601,20240409,probe00
,0.3803187776959047,384,VIS,VISl5,459601,20240409,probe00
0.1731927622021957,0.0163468584730527,390,VIS,VISl5,459601,20240409,probe00
0.23508921761647056,0.5979385625180629,391,VIS,VISl5,459601,20240409,probe00
0.1731927622021957,0.6352796137172694,398,VIS,VISl5,459601,20240409,probe00
0.43542603140169095,0.6714707706536631,400,VIS,VISl5,459601,20240409,probe00
0.0048689684067370585,0.1497874503900161,402,VIS,VISl5,459601,20240409,probe00
0.24846763048786769,0.942469317209836,405,VIS,VISl5,459601,20240409,probe00
0.20484444074764907,0.2859584260012131,413,VIS,VISl5,459601,20240409,probe00
0.25433408123568446,0.0866095295189351,414,VIS,VISl5,459601,20240409,probe00
0.8692248160918228,0.9609357067699054,418,VIS,VISl5,459601,20240409,probe00
0.32841336263015464,0.1123806620551358,420,VIS,VISl5,459601,20240409,probe00
0.8599515047279297,0.5751221707005458,425,VIS,VISl5,459601,20240409,probe00
0.12700270825389431,0.0653247996438477,432,VIS,VISl5,459601,20240409,probe00
0.45728416307048164,0.2325610752752623,434,VIS,VISl5,459601,20240409,probe00
0.14448073915249562,0.6902933769467627,436,VIS,VISl4,459601,20240409,probe00
0.6604565674873445,0.2513320584650206,441,VIS,VISl4,459601,20240409,probe00
0.0016738550960689266,0.7234884514755759,443,VIS,VISl4,459601,20240409,probe00
1.700015771350651e-05,0.9208043733918634,446,VIS,VISl4,459601,20240409,probe00
0.17495186236002477,0.7350049520571769,447,VIS,VISl4,459601,20240409,probe00
0.45394218746667186,0.10267525081032,450,VIS,VISl4,459601,20240409,probe00
0.6096037616251849,0.8306281023163478,451,VIS,VISl4,459601,20240409,probe00
0.0633627742451854,0.1674033096180558,453,VIS,VISl4,459601,20240409,probe00
0.01462609873545071,0.4294314310317977,455,VIS,VISl4,459601,20240409,probe00
0.023174292380671323,0.9324659059265888,457,VIS,VISl4,459601,20240409,probe00
1.0507134088088746e-07,0.2783888663372436,459,VIS,VISl4,459601,20240409,probe00
0.03525504078089266,0.6873783652125727,461,VIS,VISl4,459601,20240409,probe00
0.872382870884509,0.7748268700180497,464,VIS,VISl4,459601,20240409,probe00
0.08463464987796508,0.5787719940056846,466,VIS,VISl4,459601,20240409,probe00
2.0803194670363895e-05,0.5078751543270019,467,VIS,VISl4,459601,20240409,probe00
0.09479455609549911,0.6573293373099909,468,VIS,VISl4,459601,20240409,probe00
0.1731927622021957,0.7093268343087391,478,VIS,VISl4,459601,20240409,probe00
0.872382870884509,0.1173463905779419,484,VIS,VISl4,459601,20240409,probe00
0.002553747524296442,0.8642631414672279,489,VIS,VISp2/3,459601,20240409,probe00
0.0031006123670764955,0.2162132393053825,491,VIS,VISp2/3,459601,20240409,probe00
0.10690753957629562,0.4866788507771366,500,VIS,VISp2/3,459601,20240409,probe00
3.074987334981927e-07,0.7911819062009343,514,VIS,VISp2/3,459601,20240409,probe00
0.8152071027072305,0.2588733558032395,526,root,void,459601,20240409,probe00
0.006448105693877914,0.0295681115677142,1,root,DG-sg,459601,20240409,probe01
0.9740400659480131,0.3118227598662497,2,root,DG-mo,459601,20240409,probe01
0.05245846511284351,0.0002011918165466,3,root,DG-mo,459601,20240409,probe01
0.02930434189119473,0.2904612360425632,4,root,DG-mo,459601,20240409,probe01
0.6418518188801543,0.9018582545492538,8,root,DG-sg,459601,20240409,probe01
0.21750666311875236,0.9326867589477752,9,root,DG-sg,459601,20240409,probe01
0.026751643176209386,0.2010342273779687,12,root,DG-sg,459601,20240409,probe01
0.0027508377680713404,0.0358557255362798,13,root,DG-sg,459601,20240409,probe01
0.024937473797479567,0.0026799865017558,14,root,DG-sg,459601,20240409,probe01
0.0871408424097058,0.3063573311792168,16,root,DG-mo,459601,20240409,probe01
0.017220804341975336,0.0433666940415828,17,root,DG-mo,459601,20240409,probe01
0.6732551712269135,0.6229243616599399,19,root,DG-mo,459601,20240409,probe01
0.747629010079369,0.3619441234891889,21,root,DG-mo,459601,20240409,probe01
0.28414135507490174,0.458298796791872,23,root,DG-sg,459601,20240409,probe01
0.003498423850528631,0.7556763194225982,25,root,DG-sg,459601,20240409,probe01
0.9482312204113803,0.6857923530123857,27,root,DG-sg,459601,20240409,probe01
0.022936922313149546,0.2177982067597683,28,root,DG-sg,459601,20240409,probe01
0.0008772523561223876,0.0348918775695796,32,root,DG-sg,459601,20240409,probe01
0.6812842262748899,0.748299778850988,38,root,DG-sg,459601,20240409,probe01
0.98250666032934,0.0706097577477146,41,root,DG-mo,459601,20240409,probe01
0.04272819182201095,5.597996257722393e-05,43,root,DG-sg,459601,20240409,probe01
0.07381070073115359,0.5638820806494862,45,root,DG-mo,459601,20240409,probe01
0.01400147900187703,0.5411897273264001,49,root,ProS,459601,20240409,probe01
0.01341757773655116,0.0574561295937299,53,root,DG-sg,459601,20240409,probe01
0.1512760533574342,0.0002995220413359,55,root,DG-sg,459601,20240409,probe01
0.10560064136793139,0.7513128238139076,58,root,DG-mo,459601,20240409,probe01
0.035719965143739936,0.2995385267285207,59,root,DG-mo,459601,20240409,probe01
0.8251639894558612,0.4509301598111758,61,root,DG-mo,459601,20240409,probe01
0.5930312712275123,0.5659784550694916,63,root,DG-mo,459601,20240409,probe01
0.0043444528688837015,0.8918338770707839,64,root,DG-mo,459601,20240409,probe01
0.008331808606529116,0.6091772186117186,65,root,DG-mo,459601,20240409,probe01
0.7815573260685971,0.4930871318932178,69,root,DG-mo,459601,20240409,probe01
0.05772270897521127,0.8278644875382751,72,root,ProS,459601,20240409,probe01
0.982915348702235,0.5674997867113224,75,root,DG-mo,459601,20240409,probe01
0.07633348283858946,0.3659197221329399,77,root,DG-mo,459601,20240409,probe01
0.48100679995628465,0.0113484090060687,78,root,DG-mo,459601,20240409,probe01
0.014297939791226188,0.124903578375498,79,root,ProS,459601,20240409,probe01
0.5061439163432155,0.2541943710714299,80,root,ProS,459601,20240409,probe01
0.684655554034086,0.3843268635028141,82,root,DG-mo,459601,20240409,probe01
0.26623518622713577,0.8838781786844138,86,root,ProS,459601,20240409,probe01
0.003214548379775378,0.8383281737334424,89,root,ProS,459601,20240409,probe01
0.7104346243695617,0.5401082375339379,90,root,DG-mo,459601,20240409,probe01
0.881866410533489,0.8236312829189018,93,root,DG-mo,459601,20240409,probe01
0.09657710974639586,0.5130405665923097,96,root,ProS,459601,20240409,probe01
0.8184032456484215,0.4335750748570317,97,root,ProS,459601,20240409,probe01
0.4848484506660056,0.8840489962890851,98,root,ProS,459601,20240409,probe01
0.10470698108186767,0.0007048396302329,99,root,DG-mo,459601,20240409,probe01
0.011885674322231816,0.2216637768082286,106,root,DG-mo,459601,20240409,probe01
0.0024961951475494597,0.0035033954701216,110,root,DG-mo,459601,20240409,probe01
0.5123912779933365,0.1793589272376459,116,root,ProS,459601,20240409,probe01
0.20415310176704318,0.7773260284926933,118,root,DG-mo,459601,20240409,probe01
0.43855632711516557,0.2084418462814303,120,root,ProS,459601,20240409,probe01
0.3856064687264087,0.1846976860955093,123,root,ProS,459601,20240409,probe01
0.11432483159777831,0.75265816812503,124,root,ProS,459601,20240409,probe01
0.907188822251355,0.0313448107436428,127,root,DG-mo,459601,20240409,probe01
0.916475709049721,0.0207346404609559,129,root,DG-mo,459601,20240409,probe01
0.3066704510273192,0.828381119325085,130,root,ProS,459601,20240409,probe01
0.3965520101134353,0.3378664852918343,131,root,ProS,459601,20240409,probe01
5.727324206812003e-07,0.1152022920066184,132,root,ProS,459601,20240409,probe01
0.015429065510478977,0.7126678446863501,133,root,ProS,459601,20240409,probe01
0.8370723020114025,0.4626797838124745,134,root,ProS,459601,20240409,probe01
0.12190970645792687,0.2901238793137503,136,root,ProS,459601,20240409,probe01
0.55835603531321,0.173286482892254,137,root,DG-mo,459601,20240409,probe01
0.4527254915747308,0.2782588577374675,139,root,DG-mo,459601,20240409,probe01
0.4912485092679888,0.0254626312263305,140,root,DG-mo,459601,20240409,probe01
0.048510726795479825,0.0781879821115336,141,root,ProS,459601,20240409,probe01
,,145,root,DG-mo,459601,20240409,probe01
0.0017325428495506164,0.5765680520245864,146,root,DG-mo,459601,20240409,probe01
0.8802193498274045,0.2229183231129898,147,root,DG-mo,459601,20240409,probe01
0.9080268020218943,0.2930609798936829,149,root,ProS,459601,20240409,probe01
0.4216316262735486,0.2928183766364153,156,root,DG-mo,459601,20240409,probe01
0.26522577266374076,0.2751624844234659,158,root,DG-mo,459601,20240409,probe01
0.953393845685704,0.0509599988742452,160,root,DG-mo,459601,20240409,probe01
0.2779020954558236,0.5509626203857674,161,root,ProS,459601,20240409,probe01
0.15701769379144562,0.7573469498912802,162,root,ProS,459601,20240409,probe01
0.48219098640268154,0.3820176801779047,163,root,ProS,459601,20240409,probe01
0.5254846071602604,0.6320563074570427,164,root,ProS,459601,20240409,probe01
0.2619654382517162,0.8972809027785439,165,root,ProS,459601,20240409,probe01
0.11027455057701577,0.2044084743571343,166,root,ProS,459601,20240409,probe01
0.025993198494161023,0.6301919481034651,167,root,ProS,459601,20240409,probe01
1.0000000000000009,0.6532328988465606,169,root,ProS,459601,20240409,probe01
0.8464104214757611,0.8097962651573767,171,root,ProS,459601,20240409,probe01
0.03940105749606807,0.5465789361048294,172,root,ProS,459601,20240409,probe01
0.0013212989930061543,0.2758488477836904,181,root,DG-mo,459601,20240409,probe01
0.7908519419487697,0.5519516690559971,182,root,DG-mo,459601,20240409,probe01
0.4218014976543017,0.5246035062084999,183,root,ProS,459601,20240409,probe01
0.17159972029992923,0.1226289027654684,184,root,ProS,459601,20240409,probe01
0.0002941986435970671,0.882328758087785,188,root,ProS,459601,20240409,probe01
0.050903370386470234,0.4033355934019756,191,root,ProS,459601,20240409,probe01
0.36647857873488715,0.7625447716816683,194,root,ProS,459601,20240409,probe01
0.5640331931341616,0.4588695731071975,195,root,ProS,459601,20240409,probe01
0.019949418057110088,0.955367685318857,196,root,ProS,459601,20240409,probe01
0.41595809642423304,0.0354867010399233,200,root,DG-mo,459601,20240409,probe01
0.3845483209858037,0.1509955565694494,202,root,ProS,459601,20240409,probe01
0.6118601725750226,0.8648461316239361,206,root,ProS,459601,20240409,probe01
0.042777983162554246,0.0507520854652215,207,root,ProS,459601,20240409,probe01
0.757482189799056,0.7561634731787662,208,root,ProS,459601,20240409,probe01
0.07859315708716946,0.6138999868230456,209,root,ProS,459601,20240409,probe01
0.20484444074764907,0.8481010154747046,210,root,ProS,459601,20240409,probe01
0.061741865949053475,0.2234052735970412,211,root,ProS,459601,20240409,probe01
0.8708846700306774,0.3628345948226769,215,root,ProS,459601,20240409,probe01
0.33594790100977984,0.5849693113690891,218,root,ProS,459601,20240409,probe01
0.416865515110975,0.131311709437085,219,root,ProS,459601,20240409,probe01
0.00669962008211409,0.3680952712584466,221,dCA1,CA1,459601,20240409,probe01
0.3230124634970115,0.903972632391708,222,dCA1,CA1,459601,20240409,probe01
0.2242555744011149,0.9318342560175218,224,dCA1,CA1,459601,20240409,probe01
0.23283003951637543,0.7173530900996202,226,root,ProS,459601,20240409,probe01
0.22209251650687042,0.0002348007114375,230,root,ProS,459601,20240409,probe01
0.7141648393423281,0.1886314993060703,232,root,ProS,459601,20240409,probe01
0.4446822728772495,0.4679367821366391,233,root,ProS,459601,20240409,probe01
0.1475884217511887,0.8119962378089185,234,root,ProS,459601,20240409,probe01
0.7214620939477994,0.2360398559984551,236,root,ProS,459601,20240409,probe01
0.020341332034436856,0.9256666251904642,237,root,ProS,459601,20240409,probe01
0.15340062545181082,0.7923991622408436,239,root,ProS,459601,20240409,probe01
0.19291508020806858,0.4262101068743235,241,dCA1,CA1,459601,20240409,probe01
0.4193309596418418,0.3796972934354249,242,dCA1,CA1,459601,20240409,probe01
0.3906148036497329,0.3543173387683777,245,root,ProS,459601,20240409,probe01
0.0012804518989848097,0.6703373499537697,247,root,ProS,459601,20240409,probe01
0.32060050908268706,0.2870231039249566,251,dCA1,CA1,459601,20240409,probe01
0.007947566059295072,0.1259691022657357,253,root,ProS,459601,20240409,probe01
,0.7917237747218004,255,root,ProS,459601,20240409,probe01
0.001026369260303771,0.2888161712316808,258,root,ProS,459601,20240409,probe01
0.22698568637476327,0.8331191773201241,259,dCA1,CA1,459601,20240409,probe01
0.43288583432983757,0.4698942745984069,261,dCA1,CA1,459601,20240409,probe01
0.3600211805316215,0.4993998121272837,262,dCA1,CA1,459601,20240409,probe01
0.2152334627611161,0.8179959206356681,263,dCA1,CA1,459601,20240409,probe01
0.013593121241849412,0.8650481450882439,271,root,ProS,459601,20240409,probe01
0.1338435832939203,0.6607685427212446,274,root,ProS,459601,20240409,probe01
0.14691414784546347,0.7831668168287853,277,dCA1,CA1,459601,20240409,probe01
0.6393474454860183,0.7453285354760525,278,dCA1,CA1,459601,20240409,probe01
0.048549537755253135,0.3899778952767646,280,dCA1,CA1,459601,20240409,probe01
0.33038446665033744,0.0376614585252117,285,root,ProS,459601,20240409,probe01
0.31367196534802944,0.8663196533335604,289,dCA1,CA1,459601,20240409,probe01
,0.2975160223962968,290,root,ProS,459601,20240409,probe01
0.3174123235836726,0.3259754466557393,292,root,ProS,459601,20240409,probe01
0.22262302146250693,0.9278947503159016,294,dCA1,CA1,459601,20240409,probe01
0.8281278076389016,0.9227310331953762,297,dCA1,CA1,459601,20240409,probe01
0.0002352506124585895,0.0034975762807495,304,root,ProS,459601,20240409,probe01
0.0067140744502945295,0.0663116618537679,306,root,ProS,459601,20240409,probe01
0.17898112062466504,0.7665653746849007,307,dCA1,CA1,459601,20240409,probe01
0.006872099253106309,0.530298669466162,309,dCA1,CA1,459601,20240409,probe01
0.4572701359202,0.1374817263676987,311,dCA1,CA1,459601,20240409,probe01
0.1704511674006902,0.1192915155733996,313,root,ProS,459601,20240409,probe01
0.03322782569247616,0.7771922496791173,315,root,ProS,459601,20240409,probe01
0.1866484988817869,0.8938037051664002,316,root,ProS,459601,20240409,probe01
0.08241839765160909,0.7301227995841553,317,root,ProS,459601,20240409,probe01
0.29814448213636224,0.1487272180420172,318,root,ProS,459601,20240409,probe01
0.23232966070780622,0.924301993613166,320,dCA1,CA1,459601,20240409,probe01
0.16276157473644412,0.4645213368474636,326,dCA1,CA1,459601,20240409,probe01
0.8985562580744512,0.9440736670045836,327,dCA1,CA1,459601,20240409,probe01
0.3800879625605561,0.8238938937456395,328,root,ProS,459601,20240409,probe01
0.30746527789847516,0.018005251293667,329,root,ProS,459601,20240409,probe01
0.0017074182412411365,0.2274916021995742,330,root,ProS,459601,20240409,probe01
0.3845483209858037,0.3558636102366991,334,root,ProS,459601,20240409,probe01
0.38522311339431636,0.0043857267668589,335,root,ProS,459601,20240409,probe01
0.7960833562854038,0.8930438105690843,336,dCA1,CA1,459601,20240409,probe01
0.5566361496233218,0.1619515587582805,343,root,ProS,459601,20240409,probe01
0.08013652021607093,0.3531710895404748,350,dCA1,CA1,459601,20240409,probe01
0.9849999381237051,0.9005073190369842,354,root,ProS,459601,20240409,probe01
0.328084120090775,0.8232003692487345,356,dCA1,CA1,459601,20240409,probe01
0.026133341911134395,0.5949480966857656,357,dCA1,CA1,459601,20240409,probe01
0.09394602264594602,0.696963495881057,358,dCA1,CA1,459601,20240409,probe01
0.9125210590849642,0.4182923597181205,362,dCA1,CA1,459601,20240409,probe01
0.6267050357661557,0.173017729438472,364,dCA1,CA1,459601,20240409,probe01
0.436241974698517,0.6294302871024648,368,dCA1,CA1,459601,20240409,probe01
0.04509878401642218,0.8882411154172266,370,dCA1,CA1,459601,20240409,probe01
0.25567307405965944,0.01406912344906,371,dCA1,CA1,459601,20240409,probe01
0.8504879699927558,0.1011067236599673,372,dCA1,CA1,459601,20240409,probe01
0.17361633259006792,0.2764534281001256,373,root,ProS,459601,20240409,probe01
0.00783896361586009,0.0536737582289624,378,dCA1,CA1,459601,20240409,probe01
0.1738246805942393,0.3426139641832679,382,dCA1,CA1,459601,20240409,probe01
0.1460725476961536,0.3457868439693281,386,dCA1,CA1,459601,20240409,probe01
0.2576279517988175,0.0997902832886902,389,dCA1,CA1,459601,20240409,probe01
0.3076538122247371,0.037644239174159,390,dCA1,CA1,459601,20240409,probe01
0.8695873302311103,0.910828200256318,394,dCA1,CA1,459601,20240409,probe01
0.209739911030914,0.0047397832034181,397,dCA1,CA1,459601,20240409,probe01
0.0007477175302123266,0.2129532994913834,399,dCA1,CA1,459601,20240409,probe01
0.13858458198827447,0.1876831295336044,406,dCA1,CA1,459601,20240409,probe01
0.08068206171422618,0.7065652703396968,407,dCA1,CA1,459601,20240409,probe01
0.13432468167428221,0.0173370973696148,409,dCA1,CA1,459601,20240409,probe01
0.00021670433963997998,0.0570682335898833,414,dCA1,CA1,459601,20240409,probe01
0.8322269686394469,0.0550408300960553,415,dCA1,CA1,459601,20240409,probe01
0.0008460461523647334,0.1148019538631367,423,dCA1,CA1,459601,20240409,probe01
0.11498974637767748,0.0247898428076877,426,dCA1,CA1,459601,20240409,probe01
0.5068740592250013,0.4002234734720653,434,dCA1,CA1,459601,20240409,probe01
0.00019747648730505265,0.1017554005982814,435,dCA1,CA1,459601,20240409,probe01
0.9006536223897879,0.0120830093259354,438,dCA1,CA1,459601,20240409,probe01
0.2336330005079276,0.5798165833059903,439,dCA1,CA1,459601,20240409,probe01
0.3402077346043504,0.1023423334489679,440,dCA1,CA1,459601,20240409,probe01
0.03432487261061695,0.9516342699408648,441,dCA1,CA1,459601,20240409,probe01
0.7589573328750978,0.4104323242587789,454,dCA1,CA1,459601,20240409,probe01
0.017832228457302698,0.454463525534885,455,dCA1,CA1,459601,20240409,probe01
0.06743833582745579,0.0345929384412242,457,dCA1,CA1,459601,20240409,probe01
0.6436135779198255,0.0754434161499372,461,dCA1,CA1,459601,20240409,probe01
0.12032911220568906,0.6009282204225959,462,dCA1,CA1,459601,20240409,probe01
0.012194399540642997,0.3329194191460566,463,dCA1,CA1,459601,20240409,probe01
0.12324653861649992,0.1048877127229699,464,dCA1,CA1,459601,20240409,probe01
