,r_goal,r_goal_baseline,r_distractor,r_distractor_baseline,time,region_1,region_2,region_pair,subject,date
0,0.01145604092304554,0.0038964708767733145,0.005784263124870755,0.010899190167077123,-0.9750000000000001,ENT,PERI,ENT-PERI,459601,20240411
1,0.011093096768011965,0.0035335267217397395,0.0025659475644758505,0.007680874606682217,-0.925,ENT,PERI,ENT-PERI,459601,20240411
2,0.014207625191759084,0.006648055145486859,-0.009898685307413954,-0.004783758265207588,-0.875,ENT,PERI,ENT-PERI,459601,20240411
3,0.01871699696916195,0.011157426922889726,0.0024773400023309663,0.007592267044537334,-0.8250000000000001,ENT,PERI,ENT-PERI,459601,20240411
4,0.014123053527701308,0.0065634834814290825,-0.005422137202940104,-0.0003072101607337367,-0.775,ENT,PERI,ENT-PERI,459601,20240411
5,0.017897857723077545,0.01033828767680532,-0.009126604921989377,-0.00401167787978301,-0.7250000000000001,ENT,PERI,ENT-PERI,459601,20240411
6,0.008657323686137837,0.0010977536398656118,-0.01355086799380282,-0.008435940951596454,-0.675,ENT,PERI,ENT-PERI,459601,20240411
7,0.01526282838604003,0.007703258339767805,-0.016500232645642068,-0.0113853056034357,-0.625,ENT,PERI,ENT-PERI,459601,20240411
8,0.015519807107895894,0.007960237061623668,-0.011515524124562738,-0.006400597082356371,-0.5750000000000001,ENT,PERI,ENT-PERI,459601,20240411
9,0.0038651292011955773,-0.003694440845076648,-0.011825541182976403,-0.006710614140770036,-0.525,ENT,PERI,ENT-PERI,459601,20240411
10,0.0018829209630389287,-0.005676649083233297,-0.013354492570548744,-0.008239565528342378,-0.475,ENT,PERI,ENT-PERI,459601,20240411
11,0.0003430705506410853,-0.00721649949563114,-0.015688438553298673,-0.010573511511092306,-0.42500000000000004,ENT,PERI,ENT-PERI,459601,20240411
12,0.002433155957059295,-0.005126414089212931,-0.006429304288546179,-0.0013143772463398125,-0.375,ENT,PERI,ENT-PERI,459601,20240411
13,-0.008266335790977082,-0.015825905837249306,-0.0014194873085360508,0.0036954397336703164,-0.32500000000000007,ENT,PERI,ENT-PERI,459601,20240411
14,-2.4807825206938286e-05,-0.007584377871479164,0.002584515778316013,0.00769944282052238,-0.275,ENT,PERI,ENT-PERI,459601,20240411
15,-0.011516294228510426,-0.019075864274782653,0.0010489949478412425,0.006163921990047609,-0.225,ENT,PERI,ENT-PERI,459601,20240411
16,-0.0013636362455383038,-0.00892320629181053,0.0011394617048545463,0.006254388747060913,-0.17500000000000002,ENT,PERI,ENT-PERI,459601,20240411
17,0.007639715483410544,8.014543713831881e-05,0.0030500737575763345,0.0081650007997827,-0.125,ENT,PERI,ENT-PERI,459601,20240411
18,0.014444527682484892,0.0068849576362126665,9.708366102422168e-05,0.005212010703230589,-0.07500000000000001,ENT,PERI,ENT-PERI,459601,20240411
19,0.01481932489501579,0.007259754848743565,-0.006314905285160138,-0.0011999782429537708,-0.025,ENT,PERI,ENT-PERI,459601,20240411
20,0.01634903361980763,0.008789463573535406,-0.002854841944822413,0.002260085097383954,0.025,ENT,PERI,ENT-PERI,459601,20240411
21,0.009068929416804431,0.0015093593705322057,-0.001851484488270762,0.003263442553935605,0.07500000000000001,ENT,PERI,ENT-PERI,459601,20240411
22,0.0023459221093868757,-0.00521364793688535,0.018376706538424735,0.023491633580631104,0.125,ENT,PERI,ENT-PERI,459601,20240411
23,-0.0035226552174922017,-0.011082225263764428,0.013239417921681965,0.018354344963888332,0.17500000000000002,ENT,PERI,ENT-PERI,459601,20240411
24,0.004810866028362674,-0.0027487040179095517,0.007329712958137408,0.012444640000343775,0.225,ENT,PERI,ENT-PERI,459601,20240411
25,-0.004502236839225496,-0.012061806885497722,0.016321819405697033,0.0214367464479034,0.275,ENT,PERI,ENT-PERI,459601,20240411
26,0.005037417417615229,-0.002522152628656997,0.01870160021150478,0.023816527253711146,0.32500000000000007,ENT,PERI,ENT-PERI,459601,20240411
27,-0.0016540960864716888,-0.009213666132743914,0.012079848394952273,0.017194775437158638,0.375,ENT,PERI,ENT-PERI,459601,20240411
28,0.007786862473888245,0.00022729242761601945,0.0136539943399073,0.018768921382113668,0.42500000000000004,ENT,PERI,ENT-PERI,459601,20240411
29,0.0013695352721523146,-0.006190034774119911,0.002719602376695553,0.00783452941890192,0.475,ENT,PERI,ENT-PERI,459601,20240411
30,-0.002818879636489283,-0.010378449682761508,0.003287138758586751,0.008402065800793118,0.525,ENT,PERI,ENT-PERI,459601,20240411
31,0.002557147935263913,-0.005002422111008313,0.000883476752941962,0.0059984037951483285,0.5750000000000001,ENT,PERI,ENT-PERI,459601,20240411
32,0.009038486110290258,0.0014789160640180325,-0.0050008897119539555,0.00011403733025241135,0.625,ENT,PERI,ENT-PERI,459601,20240411
33,0.005613466971341317,-0.001946103074930908,0.0020380515021850266,0.007152978544391394,0.675,ENT,PERI,ENT-PERI,459601,20240411
34,0.004312183199674297,-0.0032473868465979286,-0.0018842822546366348,0.003230644787569732,0.7250000000000001,ENT,PERI,ENT-PERI,459601,20240411
35,0.005640521933395094,-0.0019190481128771317,-0.00010595209502718065,0.005008974947179186,0.775,ENT,PERI,ENT-PERI,459601,20240411
36,0.0026790418539878466,-0.004880528192284379,0.004609713541377257,0.009724640583583624,0.8250000000000001,ENT,PERI,ENT-PERI,459601,20240411
37,-0.003898900418088063,-0.011458470464360288,0.0029128125007571873,0.008027739542963555,0.875,ENT,PERI,ENT-PERI,459601,20240411
38,-0.009699366604426192,-0.017258936650698418,0.00013108755013024794,0.005246014592336615,0.925,ENT,PERI,ENT-PERI,459601,20240411
39,0.003253337462248468,-0.004306232584023757,-0.007425853967128569,-0.002310926924922202,0.9750000000000001,ENT,PERI,ENT-PERI,459601,20240411
40,0.008889436900709707,0.0013298668544374816,0.0037553014577213256,0.008870228499927692,1.025,ENT,PERI,ENT-PERI,459601,20240411
41,0.01110463020948915,0.0035450601632169253,0.0065608408234285685,0.011675767865634935,1.0750000000000002,ENT,PERI,ENT-PERI,459601,20240411
42,0.004164780617222274,-0.0033947894290499514,0.0037460612928064143,0.008860988335012782,1.125,ENT,PERI,ENT-PERI,459601,20240411
43,-0.003326477741971921,-0.010886047788244146,0.00393020023714824,0.009045127279354607,1.1750000000000003,ENT,PERI,ENT-PERI,459601,20240411
44,-0.004646422867538543,-0.012205992913810769,0.011750034152067254,0.016864961194273623,1.225,ENT,PERI,ENT-PERI,459601,20240411
45,0.004344899252658932,-0.0032146707936132933,0.009603548360458616,0.014718475402664983,1.275,ENT,PERI,ENT-PERI,459601,20240411
46,-0.0009821014265319235,-0.008541671472804149,0.0035937991502404294,0.008708726192446796,1.3250000000000002,ENT,PERI,ENT-PERI,459601,20240411
47,-0.002979991772797612,-0.010539561819069837,0.005594247263803006,0.010709174306009372,1.375,ENT,PERI,ENT-PERI,459601,20240411
48,0.0038604707863030122,-0.0036990992599692132,0.009695861863162113,0.01481078890536848,1.4250000000000003,ENT,PERI,ENT-PERI,459601,20240411
49,-0.006098195813293777,-0.013657765859566002,0.0017403556841715817,0.006855282726377948,1.475,ENT,PERI,ENT-PERI,459601,20240411
50,-0.01299630790342627,-0.020555877949698494,0.0006569065162920479,0.005771833558498415,1.525,ENT,PERI,ENT-PERI,459601,20240411
51,-0.00913351284054936,-0.016693082886821586,-0.007310939443414106,-0.0021960124012077387,1.5750000000000002,ENT,PERI,ENT-PERI,459601,20240411
52,-0.0006741338348288974,-0.008233703881101123,-0.00036487667466778527,0.004750050367538582,1.625,ENT,PERI,ENT-PERI,459601,20240411
53,0.007504246074055253,-5.532397221697221e-05,0.002867788909749732,0.007982715951956099,1.6750000000000003,ENT,PERI,ENT-PERI,459601,20240411
54,0.008373020769888469,0.0008134507236162436,0.006767208955034622,0.01188213599724099,1.725,ENT,PERI,ENT-PERI,459601,20240411
55,-0.005366121448415951,-0.012925691494688175,0.015039134691967887,0.020154061734174254,1.775,ENT,PERI,ENT-PERI,459601,20240411
56,-0.0031244834377383898,-0.010684053484010615,0.01695385318460509,0.022068780226811455,1.8250000000000002,ENT,PERI,ENT-PERI,459601,20240411
57,-0.0032412389251869063,-0.010800808971459132,0.029090627123800648,0.03420555416600701,1.875,ENT,PERI,ENT-PERI,459601,20240411
58,-0.005964151167703401,-0.013523721213975626,0.01698554901441778,0.022100476056624144,1.9250000000000003,ENT,PERI,ENT-PERI,459601,20240411
59,-0.0011641334804490967,-0.008723703526721322,0.013073670968990106,0.018188598011196475,1.975,ENT,PERI,ENT-PERI,459601,20240411
60,-0.009422428028143057,-0.010575126948472617,0.008072933321613789,0.009081417366296966,-0.9750000000000001,ENT,TEa,ENT-TEa,459601,20240411
61,-0.0087417287100768,-0.00989442763040636,0.0011334856484413623,0.00214196969312454,-0.925,ENT,TEa,ENT-TEa,459601,20240411
62,-0.001131251505997636,-0.0022839504263271965,0.002615179078172421,0.0036236631228555986,-0.875,ENT,TEa,ENT-TEa,459601,20240411
63,0.007248871782535282,0.006096172862205721,-0.004837562493661289,-0.0038290784489781113,-0.8250000000000001,ENT,TEa,ENT-TEa,459601,20240411
64,0.01405121448263023,0.01289851556230067,-0.008394777457917292,-0.007386293413234114,-0.775,ENT,TEa,ENT-TEa,459601,20240411
65,0.01098807797650003,0.00983537905617047,-0.01670755053573904,-0.015699066491055864,-0.7250000000000001,ENT,TEa,ENT-TEa,459601,20240411
66,0.003809384434617543,0.0026566855142879826,-0.008430756969072367,-0.007422272924389189,-0.675,ENT,TEa,ENT-TEa,459601,20240411
67,0.00646887722558146,0.0053161783052519,2.7761157255405882e-05,0.0010362452019385836,-0.625,ENT,TEa,ENT-TEa,459601,20240411
68,0.009624378578520061,0.008471679658190501,0.0026165742311676046,0.0036250582758507823,-0.5750000000000001,ENT,TEa,ENT-TEa,459601,20240411
69,-0.00870310164802487,-0.00985580056835443,-0.0008643951419166635,0.00014408890276651422,-0.525,ENT,TEa,ENT-TEa,459601,20240411
70,-0.0037643862968623465,-0.004917085217191907,0.013961714404489735,0.014970198449172913,-0.475,ENT,TEa,ENT-TEa,459601,20240411
71,-0.01042546972744053,-0.01157816864777009,0.014519680412893332,0.01552816445757651,-0.42500000000000004,ENT,TEa,ENT-TEa,459601,20240411
72,0.0055398718345752215,0.004387172914245661,-0.005247254846462187,-0.004238770801779009,-0.375,ENT,TEa,ENT-TEa,459601,20240411
73,0.009508080944485077,0.008355382024155516,-0.013343906307611971,-0.012335422262928794,-0.32500000000000007,ENT,TEa,ENT-TEa,459601,20240411
74,-0.013481248179326522,-0.014633947099656083,0.0020068503431595937,0.0030153343878427715,-0.275,ENT,TEa,ENT-TEa,459601,20240411
75,0.004482557377925182,0.0033298584575956218,-0.0050577858202236784,-0.004049301775540501,-0.225,ENT,TEa,ENT-TEa,459601,20240411
76,-0.006293309684437768,-0.007446008604767329,0.004630663776342712,0.005639147821025889,-0.17500000000000002,ENT,TEa,ENT-TEa,459601,20240411
77,0.003430184790599822,0.0022774858702702613,0.0022011579080323954,0.003209641952715573,-0.125,ENT,TEa,ENT-TEa,459601,20240411
78,0.0036532309913104187,0.002500532070980858,-0.0011624612347819164,-0.00015397719009873864,-0.07500000000000001,ENT,TEa,ENT-TEa,459601,20240411
79,0.00621217176762041,0.005059472847290849,-0.007909230367845497,-0.006900746323162319,-0.025,ENT,TEa,ENT-TEa,459601,20240411
80,0.017812381091966915,0.016659682171637356,-0.004373980139953195,-0.0033654960952700175,0.025,ENT,TEa,ENT-TEa,459601,20240411
81,0.016768213005521355,0.015615514085191795,0.026202312055034514,0.02721079609971769,0.07500000000000001,ENT,TEa,ENT-TEa,459601,20240411
82,0.002509136744594757,0.0013564378242651963,0.02458351354851816,0.025591997593201337,0.125,ENT,TEa,ENT-TEa,459601,20240411
83,-0.008654909873020764,-0.009807608793350325,0.01476124443459391,0.015769728479277087,0.17500000000000002,ENT,TEa,ENT-TEa,459601,20240411
