,r_goal,r_goal_baseline,r_distractor,r_distractor_baseline,time,region_1,region_2,region_pair,subject,date
0,-0.001699835738706239,-0.0012605704086099405,0.013371536488471805,0.008514181932830914,-0.9875,PERI,TEa,PERI-TEa,459601,20240411
1,-0.007285293445385389,-0.0068460281152890904,0.0070766350293929945,0.002219280473752104,-0.9625000000000001,PERI,TEa,PERI-TEa,459601,20240411
2,-0.011913404117720456,-0.011474138787624157,0.0013986239264530236,-0.003458730629187867,-0.9375,PERI,TEa,PERI-TEa,459601,20240411
3,-0.012484109755608175,-0.012044844425511876,-0.0030888545678132433,-0.007946209123454133,-0.9125000000000001,PERI,TEa,PERI-TEa,459601,20240411
4,-0.010488160040200865,-0.010048894710104566,-0.007098729061040857,-0.011956083616681747,-0.8875,PERI,TEa,PERI-TEa,459601,20240411
5,-0.006803894814042901,-0.0063646294839466025,-0.007629222985905349,-0.01248657754154624,-0.8625,PERI,TEa,PERI-TEa,459601,20240411
6,-0.004240114790515828,-0.003800849460419529,-0.00488105923549675,-0.00973841379113764,-0.8375000000000001,PERI,TEa,PERI-TEa,459601,20240411
7,-0.0037752657089443254,-0.0033360003788480267,-0.00030002144332532294,-0.005157375998966213,-0.8125,PERI,TEa,PERI-TEa,459601,20240411
8,-0.002417266624820962,-0.001978001294724663,0.005737417280228048,0.0008800627245871577,-0.7875000000000001,PERI,TEa,PERI-TEa,459601,20240411
9,0.0015684997372927927,0.002007765067389091,0.010324553120662737,0.0054671985650218465,-0.7625,PERI,TEa,PERI-TEa,459601,20240411
10,0.006737446928185791,0.007176712258282089,0.011562374161835193,0.006705019606194303,-0.7375,PERI,TEa,PERI-TEa,459601,20240411
11,0.008730937904582263,0.009170203234678561,0.010269337504297,0.0054119829486561095,-0.7125000000000001,PERI,TEa,PERI-TEa,459601,20240411
12,0.008422557954250039,0.008861823284346338,0.007454519556919205,0.0025971650012783145,-0.6875,PERI,TEa,PERI-TEa,459601,20240411
13,0.009805027635408116,0.010244292965504415,0.007452105220855153,0.002594750665214263,-0.6625000000000001,PERI,TEa,PERI-TEa,459601,20240411
14,0.011422880911442734,0.011862146241539032,0.007331193324763078,0.0024738387691221877,-0.6375,PERI,TEa,PERI-TEa,459601,20240411
