reward_at_object1,no_reward_at_object1,reward_at_object2,no_reward_at_object2,at_object3,expect_state,position,speed,acceleration,lick,neuron_id,acronym,region,subject,date,probe
,0.9768192143158706,0.8644982076756494,0.991990469397083,0.9979418849824826,0.0002878587120447438,0.8667917865702456,0.06446527768796706,0.2830938752507415,0.42987278310907506,47,PERI5,PERI 35,459601,20240409,probe00
,0.24429598758787197,0.8752241186746603,0.6461055203688482,0.46157947891109585,0.5450966238222652,0.8548006303771127,3.31798769775825e-15,0.9628979117889092,0.2129985692883517,48,PERI6a,PERI 35,459601,20240409,probe00
,3.239289974485327e-06,5.1158136441027e-16,5.3491868047696215e-09,5.221607079205798e-10,1.8209689319941755e-07,2.9351789019168417e-13,0.03524661042968135,3.499206421013633e-09,4.885613126907988e-05,50,ECT6a,PERI 36,459601,20240409,probe00
,0.3528190231722751,0.7945194070421494,0.0205033311241423,0.023080724662044097,0.2150687612477198,0.9913693897848055,0.02748116620245177,0.03794760262525189,0.024466572742146014,52,PERI6a,PERI 35,459601,20240409,probe00
,0.8678493801665319,0.10187308780647267,0.08059526473550474,0.555588733795836,0.6967438994530022,0.01326505684674762,0.6795700863870091,0.041132795810911525,0.04413490770301308,54,ECT6a,PERI 36,459601,20240409,probe00
,0.0002230155621594024,6.805017434305257e-06,0.18077423053595543,0.06676342903104232,1.3937081743932887e-14,9.240007414316013e-05,8.713970053466805e-16,0.020251277259422752,1.1875942058178122e-08,55,ECT6a,PERI 36,459601,20240409,probe00
,0.0043018592136482665,0.003781538923250217,0.0013156856669957807,0.001343880808540874,0.06301855132091372,2.536809289028162e-05,0.17503539828802928,0.0022998923976588308,0.052284850651391726,56,ECT6a,PERI 36,459601,20240409,probe00
,0.08366509754768528,0.2460715634847226,0.3853120823265387,0.5595485853432123,0.16922564860230538,0.12380234567872021,0.08212783213656301,0.013588723764550488,0.615100732430632,59,ECT6a,PERI 36,459601,20240409,probe00
,0.019028432797836108,9.91359423163553e-06,0.7698450460029146,0.8300026413805672,1.2594046617581182e-06,0.00031892476873398337,3.6609935362164097e-06,0.9163877654457322,0.04190985433844118,62,ECT6a,PERI 36,459601,20240409,probe00
,0.23256415426123944,0.9745756543677562,0.9517996184895932,0.9545239186079136,0.05032151823288089,0.07695067535299148,0.8228288678171504,0.9604683246672888,0.7690348668401172,63,ECT6a,PERI 36,459601,20240409,probe00
,0.40742202700265395,0.7261034416065397,0.3486983531064155,0.10042220927026033,0.3239187177792121,0.1477506549816531,0.06729712177607848,0.11968331041988531,0.09314288134787918,65,ECT6a,PERI 36,459601,20240409,probe00
,0.7225558077908281,0.9410331978878826,0.9120886829443531,0.9178434244137137,0.11180981746068018,0.0539814042655826,0.34510586791789144,0.30854767416731854,0.011081749677202421,67,ECT6a,PERI 36,459601,20240409,probe00
,0.9992535286918066,0.9992055741627991,0.9996965816590216,0.9994528268832222,0.9992044165690983,0.550860278420475,0.34378661722580417,0.7127326148238571,0.5951312945836127,68,ECT6a,PERI 36,459601,20240409,probe00
,0.3004210698656231,0.029467180020003887,0.005879622032080558,0.004189432807988116,0.4405572077316888,0.00016821076696708255,0.0008208149684290337,0.012022294313856355,1.648362739959709e-05,69,ECT6a,PERI 36,459601,20240409,probe00
,0.38258904346470723,0.7683281077557395,0.9238156991356784,0.26020428018593034,0.8532500284448115,0.7469761041512719,0.00470313261085498,0.20375058806509339,0.009922875084879606,70,ECT6a,PERI 36,459601,20240409,probe00
,0.4498803953014432,0.36223895868219536,0.019348242424339804,0.00020428331803103945,2.2094855403000528e-06,0.43811969308367993,5.532028995265099e-05,0.008941351767509362,0.00031884873121119147,71,ECT6a,PERI 36,459601,20240409,probe00
,0.9808210247139811,0.9862916228677516,0.9952669425824981,0.998318080550564,0.13052370985376202,0.14573193451370448,0.47116272786209557,0.5177040231271941,0.011009065382078846,72,ECT6a,PERI 36,459601,20240409,probe00
,0.7020643343584967,3.180876025418265e-10,1.5940091069658613e-12,1.3741658557411981e-12,0.034159587716984706,6.334164701332736e-07,5.961482267480062e-23,6.26018611141603e-11,0.0023228422731144806,73,ECT6a,PERI 36,459601,20240409,probe00
,0.9996088366832465,0.9993596729389852,0.9996221333468225,0.9996484042404689,0.9994862642400804,0.9968379863188949,0.042072884449927454,0.2520883218195211,0.14957295171733903,75,ECT6a,PERI 36,459601,20240409,probe00
,5.849232605696114e-20,0.00019330896206831225,1.8151199341407885e-14,5.064470732986682e-15,3.17373995702521e-06,1.2412661185679837e-06,3.800624551385665e-21,2.1941640931329117e-12,0.0003133390527602891,76,ECT6a,PERI 36,459601,20240409,probe00
,0.9830463800112083,0.9976333876384965,0.9751337922082189,0.9982893288812379,4.891222644363065e-07,0.00024738378594356224,2.7215236043332195e-05,0.000542981433886447,0.1624906188506573,78,ECT6a,PERI 36,459601,20240409,probe00
,0.9999806716806863,0.9999919656897559,0.9999905661557837,0.99999852056373,0.9986506261554084,0.3039031853046261,0.35295122571842574,0.2612398517396758,0.9365933533557581,79,ECT6a,PERI 36,459601,20240409,probe00
,0.043083184870002685,0.029868319232523796,0.5022953018754017,0.04766568214668212,0.5076591738754912,0.6670724276336364,4.2571929205856227e-07,0.02118838604391342,0.559962341948069,85,ECT6a,PERI 36,459601,20240409,probe00
,0.04868450400709413,0.8131992381608671,0.9239676751273938,0.05708238552633952,0.05184825023426451,0.0012518109011578503,5.464928504341118e-05,0.8039508303743557,0.0852410093492128,86,ECT6a,PERI 36,459601,20240409,probe00
,0.059906154439040335,0.6747515755454194,0.23882578402806864,0.08891351094514487,0.1730001211541341,0.0004060536243349077,0.5010718678254675,0.20987266021798534,0.9091483546395022,93,ECT6a,PERI 36,459601,20240409,probe00
,0.9986350114038061,0.9986615503306029,0.9990154885616283,0.998998179923481,0.9989976046601748,0.22705170962067622,0.002353441405350904,0.0019324218984282388,0.018599931109026316,94,ECT6a,PERI 36,459601,20240409,probe00
,1.3503228937583724e-08,0.0022872064540267606,0.21171182981007353,0.6283157991243082,8.890251234194123e-08,7.074658233926413e-17,7.848212852965692e-32,0.04065864068117899,0.2380604855192051,106,ECT6a,PERI 36,459601,20240409,probe00
,0.0004900221045601777,0.09843722295157807,0.1223328749742722,9.212651397619535e-30,8.302445754027886e-16,1.304033052213393e-32,1.5972496460036619e-28,0.07220564962943739,0.5931220380833844,109,TEa6b,TEa,459601,20240409,probe00
,0.0036075454628957887,0.0848341145319488,0.1380739137592,0.08699898368155176,0.0027940479271903167,0.44939304859109763,4.505796536333741e-07,0.1414257775949515,0.6692783572909657,114,TEa6b,TEa,459601,20240409,probe00
,0.016730777619401435,0.01601139364391454,0.05628448834143656,0.028306745994954283,0.15883599078315846,0.8580871483386076,9.577735885000686e-10,0.033097931445416215,0.00019543518578016113,116,TEa6b,TEa,459601,20240409,probe00
,0.3204574685740018,0.6947420588567914,0.21457237668906715,0.22997811890689934,0.001191283723652451,0.0005466993212141658,0.0046718390283881275,0.2483109276091343,0.0760322213268371,119,TEa6b,TEa,459601,20240409,probe00
,0.034179966949580275,0.5697318078210825,1.3984835701084748e-18,0.9385859083649418,0.20378772131526413,0.9667439057169409,1.121006618189158e-16,0.4376705986514693,0.138112955371169,123,TEa6b,TEa,459601,20240409,probe00
,6.705289236896657e-07,0.9712524929205066,2.3580023234992075e-07,0.030215869048235613,0.990972797350249,0.8658663094426488,1.9565785242202507e-12,0.7146432804769212,0.4773098611584452,137,TEa6b,TEa,459601,20240409,probe00
,0.9811447984296922,0.9967303298781491,0.9990297218774475,0.9950283566257839,0.3287530905672583,0.9949562296026557,0.06187895496203923,0.6511332378997143,0.31816705365604814,141,TEa6b,TEa,459601,20240409,probe00
,0.6983521191711414,0.7383478516006337,0.3687042284161812,4.243353194866151e-56,0.9904392962334275,0.47940167531021594,5.256120042208302e-10,0.41553869978960456,0.35892134666059194,147,TEa6b,TEa,459601,20240409,probe00
,0.012324793917734878,0.50351920042191,0.016502511903264055,0.019130541514955336,0.9844140501817177,0.7944513642152216,8.542528566465577e-07,0.00900821316102535,0.33325437713218586,148,TEa6b,TEa,459601,20240409,probe00
,0.2555108296640428,0.8723195788973142,0.8400194904660142,0.5614350566225272,0.8200175239591435,0.9291375317828395,5.271548060689693e-10,0.9076650243921092,0.202871013215834,149,TEa6b,TEa,459601,20240409,probe00
,0.43936440915540975,0.7501301282542195,0.6714162569748234,0.8057392401275518,0.45805366142848347,0.22791124287411357,0.04449714616245777,0.6480652916392329,0.2849550853442362,151,TEa6b,TEa,459601,20240409,probe00
,0.43793854415210587,0.22198565613894206,0.39265472699740744,0.24519375407718624,0.5010842375578434,0.05988369406971466,0.0002748463730813998,0.21251536610526633,0.17579754544869253,152,TEa6b,TEa,459601,20240409,probe00
,0.7887069344591899,0.9588475114041144,0.4711015460086426,0.9409405546040358,0.7298783181282102,0.8490762049313533,0.00011541174731636875,0.8700543654042749,0.6860832027966068,153,TEa6b,TEa,459601,20240409,probe00
,0.7380615074398493,0.017307025622857453,0.23258326954363107,0.5687933340999156,0.008682924645918423,0.0009229105240615368,0.028212587457844385,0.5153134212973647,0.2383139184039108,155,ar,root,459601,20240409,probe00
,0.7445304519472693,0.08629797403772416,0.19914687608962056,0.3258233349475568,0.17023619875185325,0.49108264103535004,9.45007886155188e-15,0.9411059311447888,0.8945388167075623,156,TEa6b,TEa,459601,20240409,probe00
,0.21946713339289392,0.9737997598428844,0.14656297511880664,0.2346766201662962,0.661993788834714,0.33546096820283255,1.1375722009366853e-05,0.12494846835522753,0.0035251194409498658,159,ar,root,459601,20240409,probe00
,0.007618465857049347,0.005861786806321057,0.14413901047089464,0.12083573618378221,0.015804582996557116,0.12743910661991656,2.2687164968954565e-05,0.13634290752974396,0.07271494109542578,160,ar,root,459601,20240409,probe00
,0.11062341395001038,0.0863589113338127,0.7253405749109241,0.10639798805325586,0.11456521522876227,0.03643626195194229,6.243054771842617e-07,0.813245719378954,0.8110167305322501,161,ar,root,459601,20240409,probe00
,0.37933125873573914,0.6747687827692225,0.13268382604526338,0.3342467580836226,0.26431906046693454,0.00043186272663666217,3.642952784942609e-15,0.5515401558530145,0.9830450335477338,162,TEa6b,TEa,459601,20240409,probe00
,8.367407369022512e-05,9.780183023361568e-05,0.9487561553165595,0.04088789229372844,5.3730023452621276e-05,6.929059243710509e-06,0.6516852910229056,0.7217494347616265,0.5593357796218399,167,ar,root,459601,20240409,probe00
,0.027788620471942218,0.005937031358631494,0.45399770075420753,0.7553258962530716,0.0010633205374885513,4.014312693591059e-05,0.7905525089819122,0.6289835379787567,0.7463832670503017,174,TEa6b,TEa,459601,20240409,probe00
,0.09428206253746099,0.04611551194292765,0.9956921043017103,0.861052802033318,0.0012873526279188264,0.06569115683090025,0.7166376491060261,0.2911873710380407,0.14121926778670954,177,TEa6b,TEa,459601,20240409,probe00
,1.676850455302011e-05,0.006143928308789275,0.05202144587357015,0.033577486118304106,2.196569866397909e-05,0.021716560408261816,7.027687873124921e-10,0.0042932002642003435,0.48410826800233686,179,TEa6b,TEa,459601,20240409,probe00
,0.986217496881812,0.9684504648896103,0.9296036951485395,0.9860449027040367,0.9856221901557176,0.4665349403014546,0.6265691955746386,0.9238961139558766,0.5062288987934285,182,TEa6b,TEa,459601,20240409,probe00
,0.999748313088319,0.9999611572810776,0.9998365779668701,0.9998061883306654,0.99996474562301,0.02853923719173892,0.7667915426329207,0.9147526449725168,0.028868773763071166,190,TEa6b,TEa,459601,20240409,probe00
,0.9996277355124615,0.9993103885306982,0.9997382114036819,0.9998229724990685,0.996802710812324,1.72088205538093e-52,0.9035004725001741,4.1328482778244826e-06,0.03307882462684185,191,TEa6b,TEa,459601,20240409,probe00
,0.429637168832798,0.6601716984907617,0.3585405685277918,0.02737903378869128,0.4487243758145498,0.6783213816204536,4.1637609125213385e-05,0.47712495986176917,0.8899864406865695,193,TEa6b,TEa,459601,20240409,probe00
,0.3562326445391737,0.06436722191713705,0.023738790361679977,0.1501529573007424,0.07254759854513258,0.27905132125868226,0.0019224931674091921,0.05113743226469965,0.4555699744781597,195,TEa6b,TEa,459601,20240409,probe00
,0.034495098026052995,0.5229715724875439,0.405710057197195,0.23973092444311372,0.1153456630990228,0.43074796851097596,1.2962860661670618e-06,0.4741526851229856,0.9213529004017679,199,TEa6b,TEa,459601,20240409,probe00
,3.585593924482235e-05,0.3756946800393991,0.032069482218333556,0.3151150617875276,1.7352275500537265e-07,5.45760501045573e-10,0.00032123121052843746,0.025749676483920125,0.306333117007493,203,TEa6b,TEa,459601,20240409,probe00
,0.007381572008920011,0.07993169438476934,0.43072801544802464,1.2521287156170315e-32,0.07263022853956773,0.00530753881636446,2.2474101974925664e-28,0.3466778663565948,0.5896287400885614,209,TEa6b,TEa,459601,20240409,probe00
,0.998932368421397,0.9989256563462877,0.9976600196205528,0.9954155046713807,0.9989212383016173,0.7354788858968448,0.19851966128168785,0.12870069369380724,0.570227596061224,212,TEa6b,TEa,459601,20240409,probe00
,0.9988905991658085,0.9989825626805611,0.9987402002868764,0.9999796127881911,0.9988730784737764,0.4854730551538222,0.9816302051450783,0.19928281100697232,0.6537473737563817,214,TEa6b,TEa,459601,20240409,probe00
,0.8558162226246429,0.9917010762046714,0.9998216363241716,0.9996490497592363,0.18434395228905087,0.7308958067808846,0.0891997931231493,0.8878599222235444,0.3381837639323898,215,TEa6b,TEa,459601,20240409,probe00
,0.9999628926250477,0.9999984926527622,0.9999906693426628,0.9999985267041038,0.9994892802182545,0.982885663673573,0.6399184458293872,0.6167166976166272,0.9623577655304265,216,TEa6b,TEa,459601,20240409,probe00
,0.0011719785046025535,0.0007707173391303593,0.043583019143369546,0.15159937971294207,6.013613383456091e-08,0.00014253000008437476,4.4570811227646496e-08,0.07883901633343258,0.15587026906704188,219,TEa6b,TEa,459601,20240409,probe00
,0.9944396054008212,0.9920952730121647,0.999420469079563,0.9999140259979012,0.10334266241394156,0.4536275412025672,0.1271687974193066,0.14916597001862367,0.28303175301559336,226,TEa6b,TEa,459601,20240409,probe00
,0.000140459664053878,8.262409883946142e-05,0.08767124120180261,0.664283076506341,6.618378842105672e-09,0.00011204559149634137,0.13796625046625016,0.7809101748127105,0.02966527462473169,231,TEa6b,TEa,459601,20240409,probe00
,0.9998595100282658,0.9999152331160046,0.9999979968884547,0.9999767824227594,0.7458371671559205,0.7592961077926986,0.1663531782146116,0.13614766985294136,0.9822393908825882,232,TEa6b,TEa,459601,20240409,probe00
,0.9886637859275244,0.9861756074833898,0.9920783696880915,0.9965111315517153,0.9850212596880639,0.0315317965647911,0.8554033600273828,0.4742339358299198,0.5894074563409251,233,TEa6b,TEa,459601,20240409,probe00
,0.8883250344340735,0.9546414651973987,0.9618143503892811,0.9638179201904218,0.19273091231179396,0.35372811459409315,0.036177374557436325,0.6588955064455464,0.2777787100553051,238,TEa6b,TEa,459601,20240409,probe00
,0.8102867485204046,0.2301529279318576,0.01665098112688872,0.00895008345706485,0.024547883546752015,0.13408244529680524,1.908014774649022e-09,0.03300654611882648,0.20809568319151306,240,TEa6b,TEa,459601,20240409,probe00
,0.6600664980194243,0.14307008762376636,0.004603486493611131,0.00014818241493657947,0.3238287401072627,0.000637411219178478,4.359051226674735e-11,0.005247178242934647,0.02482774660939706,245,TEa6b,TEa,459601,20240409,probe00
,0.9999597645694435,0.9982646744090637,0.9984071334824849,0.9997943221190421,0.3354897129563399,0.061739115215246075,0.020315483690136905,0.5933536591958699,0.602709268287236,247,TEa6a,TEa,459601,20240409,probe00
,0.8767106998357354,0.038370179510832124,0.1816609201716166,0.04633216956450469,0.0926992649150346,0.09355941601787644,5.693086356540339e-12,0.17844543127747636,0.8237809435646587,248,TEa6a,TEa,459601,20240409,probe00
,0.006513592303721048,0.2526244265965598,0.6817197693221477,0.2248775713983393,3.762602741153229e-06,0.6953472198609222,5.2080345905049655e-20,0.4834392152602345,6.45402105804123e-08,249,TEa6b,TEa,459601,20240409,probe00
,0.00013741077559140382,0.006284523569052973,0.15988146613354615,0.011626844459737764,0.001831514398679323,0.011244529577067685,8.479591630749404e-17,0.186786866136465,9.509062326310096e-05,259,TEa6b,TEa,459601,20240409,probe00
,0.16375871755212024,0.018555506817162132,0.003284386975428834,0.007050746542166862,5.499228537428703e-12,1.2573312148469776e-05,4.9244355061153734e-45,0.0017707035989422948,6.003541758307896e-09,260,TEa6b,TEa,459601,20240409,probe00
,0.999981585582194,0.9999991636300729,0.9999826560523918,0.9999873275666514,0.9983609035353813,0.9400111595649522,0.4494578492930512,0.4707555791960265,0.9172470688583934,267,TEa6a,TEa,459601,20240409,probe00
,0.999364629994938,0.9993981941851592,0.9995259633505896,0.9993690785851849,0.05657991118984117,0.5227546352861092,0.050289955265699286,0.4002516360156695,0.04543006241035885,268,TEa6a,TEa,459601,20240409,probe00
,0.7877336583147053,0.0006483153628909641,0.5528362262523037,0.4686300252192278,0.000713212546251839,0.0010300203466256394,0.03607252351547492,0.6432330633665415,0.676327158889553,278,TEa6a,TEa,459601,20240409,probe00
,0.11346267723339515,0.034454134849579494,0.03767561525829627,0.033857080145243766,0.07912590376510596,0.821300011648155,9.416202928214236e-07,0.5409472974471747,5.5253169983321934e-05,280,TEa6a,TEa,459601,20240409,probe00
,0.5749054437976591,0.0001870081693077421,0.5609187514552227,0.25387255285784105,8.748356065225775e-05,0.00023804576350649085,5.820385374230923e-12,0.7870969462711392,0.5248128496617164,281,TEa6a,TEa,459601,20240409,probe00
,0.08153344326060635,0.00044467487142226724,0.4025124441918886,3.8875337235093064e-05,0.007458741346300284,0.0024287319613864903,0.005056142895495968,5.464058973375839e-05,0.0016789787484609514,294,TEa6a,TEa,459601,20240409,probe00
,0.66537032072292,0.7881783096882296,0.888037020558637,0.6534159025907675,0.0001787542146492928,1.0973221117149086e-06,0.05363155247891356,0.7435202997207078,0.059085584948232385,296,TEa6a,TEa,459601,20240409,probe00
,0.9314583338266141,5.887631257727795e-12,0.004072707275900541,1.6635620160469113e-06,1.0144308809786376e-11,3.4192642579032374e-21,0.0013108609937342727,0.00040756795317814694,0.004718948631234225,297,TEa6a,TEa,459601,20240409,probe00
,0.00043768195292118644,0.00043219198482394875,0.4402180203249304,0.0004814544015095094,0.0004794183461279385,0.967593507238403,0.689657787984175,0.7345894593688767,4.574611884290703e-26,302,TEa6a,TEa,459601,20240409,probe00
,0.13926978574046928,0.09283758688223612,0.031049582498929407,0.018424739569361324,0.48874354930723807,0.7032278498973523,0.0009515812528350691,0.022335029131784118,0.0750309228619837,303,TEa6a,TEa,459601,20240409,probe00
,6.607977149785115e-56,0.2679376425006963,0.005357115905917018,4.516200411547611e-06,0.4449810028359946,3.2849301425391005e-05,5.937899861335681e-59,0.863639354747375,0.5606089316407135,307,TEa6a,TEa,459601,20240409,probe00
,0.5454988737030528,0.9126495642718093,0.3753281136620541,0.5400511646033931,0.7675344711993594,1.1968433085601106e-10,0.0022194289882363047,0.7831686143616835,0.00018169100546417113,311,TEa6a,TEa,459601,20240409,probe00
,0.8090701480821397,0.7099765994653751,1.5286262429533097e-10,7.392762176581544e-12,0.7789398585644762,4.3530559118390486e-10,0.0005593235377898269,5.428039355641693e-12,3.1534368177501876e-07,312,TEa6a,TEa,459601,20240409,probe00
,0.08274532891269795,0.25821475685868334,0.3405920264697557,0.7307216613093016,0.04260915641334117,1.1868897434217078e-17,1.7074904587897277e-08,0.6832798336030169,0.02709126213106634,317,TEa6a,TEa,459601,20240409,probe00
,1.3736120265184173e-08,0.24623181935957072,0.21365177797324164,5.139921553363575e-06,0.006310962440729541,4.732593261936547e-12,9.203082404961128e-06,0.00012057231195211816,0.7120950944718646,320,TEa6a,TEa,459601,20240409,probe00
,4.402694380280743e-06,0.16817775872195306,3.6332546509089754e-09,2.465301272215918e-07,8.167165357898166e-10,2.0156824711018676e-05,1.0459578193613706e-35,6.882976306954887e-05,9.933516477600679e-06,321,TEa6a,TEa,459601,20240409,probe00
,0.9858184440829232,0.9964218121387103,0.9995387391611387,0.9995843394791722,0.9863503616923123,0.24393814917440682,0.9237237036841338,0.8423282613071624,0.013129134023225107,322,TEa6a,TEa,459601,20240409,probe00
,0.0460833392750148,0.18489581971848335,0.7042861090476946,0.658257235814097,0.05476305720887027,0.005440477638158762,8.988941354810767e-30,0.5611877657609612,0.004564784191938287,325,TEa6a,TEa,459601,20240409,probe00
,0.009858405128792217,0.00033534934208775204,1.7873479427036686e-13,1.4800973082489428e-13,0.0003029920141688626,0.0028156650442878583,1.3248614472882823e-09,1.0600161893412802e-12,8.564881000602949e-05,327,TEa6a,TEa,459601,20240409,probe00
,0.6777556780629044,0.005959276595586801,1.7421644004270758e-06,2.508636914247232e-06,0.15124984045759984,0.23147515348343162,6.155346614326483e-09,1.7548105091698149e-06,0.017461536423680618,331,TEa6a,TEa,459601,20240409,probe00
,0.9995874907875143,0.9993650752175826,0.9996795660925041,0.9999771072805788,0.9992016381355949,0.8672758905427115,0.4874449266985047,0.7417832306829899,0.7541757832807992,337,TEa6a,TEa,459601,20240409,probe00
,0.35404759505629124,0.6069185375902831,0.181287690411281,0.11927134844526839,0.34354063405331126,0.6963934524158207,0.01088874550839589,0.24719817529097965,0.21069102498891668,343,VISli6a,VIS,459601,20240409,probe00
,0.45648355944420993,0.12395819089504313,0.3004136635072201,0.6684255478755626,0.17202620802893942,0.6964209226472645,1.2705393131018445e-21,0.8319321432973044,4.604252591155786e-14,349,VISli6a,VIS,459601,20240409,probe00
,0.9884298535347584,0.8318608517317736,0.95195134852571,0.9924672593941908,0.9906218321978525,0.5949204110150719,0.891427962161288,0.3838451511328562,0.7867567545023527,353,VISli6a,VIS,459601,20240409,probe00
,0.02454933774894848,0.6721264878400979,0.011394151532312484,0.04745056088057607,0.9829680649553388,5.671664223783775e-07,1.0377645559167221e-05,0.047446053758954165,0.405209615159996,367,VISli5,VIS,459601,20240409,probe00
,7.493280288669988e-10,4.382562411376697e-05,4.974983680512148e-06,6.011715850580841e-10,0.05895416814256934,3.3796784918931463e-28,0.32319294176902136,1.2113165126082506e-08,2.776669789982485e-22,372,VISli5,VIS,459601,20240409,probe00
,1.717234954175496e-06,1.1873682229878253e-10,9.510864625363754e-17,7.687067930303027e-12,0.023912014060105874,1.4830613444181872e-05,0.00020993070519920016,1.394493548559447e-11,1.0604130842153708e-14,374,VISli5,VIS,459601,20240409,probe00
,0.10312559469854768,0.2666947286316581,0.22717167710837238,0.1577256237813962,0.12060351751881608,0.7883739211707101,0.0008890241964137998,0.15456609459819587,0.0005354101106531548,379,VISli5,VIS,459601,20240409,probe00
,0.3758527921884589,0.012428635990892889,4.521383539761947e-13,1.051498798431884e-14,0.24076139767544658,0.015121915709169702,2.760013345684976e-35,8.116453286770626e-15,0.035273915339328145,382,VISli5,VIS,459601,20240409,probe00
