accuracy,position,region,n_trials,subject,date,probe
0.4706666666666666,60,VIS,30,459601,20240409,probe00
0.4626666666666668,70,VIS,30,459601,20240409,probe00
0.4726666666666665,80,VIS,30,459601,20240409,probe00
0.4733333333333333,90,VIS,30,459601,20240409,probe00
0.4533333333333332,100,VIS,30,459601,20240409,probe00
0.4746666666666667,110,VIS,30,459601,20240409,probe00
0.4613333333333331,120,VIS,30,459601,20240409,probe00
0.44400000000000006,130,VIS,30,459601,20240409,probe00
0.4533333333333333,140,VIS,30,459601,20240409,probe00
0.45199999999999996,150,VIS,30,459601,20240409,probe00
0.4506666666666667,160,VIS,30,459601,20240409,probe00
0.46733333333333327,170,VIS,30,459601,20240409,probe00
0.48266666666666685,180,VIS,30,459601,20240409,probe00
0.4493333333333334,190,VIS,30,459601,20240409,probe00
0.4733333333333333,200,VIS,30,459601,20240409,probe00
0.47266666666666673,210,VIS,30,459601,20240409,probe00
0.4899999999999997,220,VIS,30,459601,20240409,probe00
0.46266666666666656,230,VIS,30,459601,20240409,probe00
0.45933333333333337,240,VIS,30,459601,20240409,probe00
0.48133333333333334,250,VIS,30,459601,20240409,probe00
0.45733333333333326,260,VIS,30,459601,20240409,probe00
0.4746666666666666,270,VIS,30,459601,20240409,probe00
0.46799999999999975,280,VIS,30,459601,20240409,probe00
0.4686666666666667,290,VIS,30,459601,20240409,probe00
0.49466666666666675,300,VIS,30,459601,20240409,probe00
0.49333333333333335,310,VIS,30,459601,20240409,probe00
0.49933333333333335,320,VIS,30,459601,20240409,probe00
0.508,330,VIS,30,459601,20240409,probe00
0.47266666666666673,340,VIS,30,459601,20240409,probe00
0.4506666666666667,350,VIS,30,459601,20240409,probe00
0.4813333333333334,360,VIS,30,459601,20240409,probe00
0.47600000000000003,370,VIS,30,459601,20240409,probe00
0.48266666666666663,380,VIS,30,459601,20240409,probe00
0.4619999999999999,390,VIS,30,459601,20240409,probe00
0.44933333333333336,400,VIS,30,459601,20240409,probe00
0.47866666666666674,410,VIS,30,459601,20240409,probe00
0.4673333333333332,420,VIS,30,459601,20240409,probe00
0.47533333333333344,430,VIS,30,459601,20240409,probe00
0.48666666666666664,440,VIS,30,459601,20240409,probe00
0.4740000000000002,450,VIS,30,459601,20240409,probe00
0.44933333333333325,460,VIS,30,459601,20240409,probe00
0.4626666666666667,470,VIS,30,459601,20240409,probe00
0.47666666666666685,480,VIS,30,459601,20240409,probe00
0.4633333333333334,490,VIS,30,459601,20240409,probe00
0.47200000000000003,500,VIS,30,459601,20240409,probe00
0.49266666666666664,510,VIS,30,459601,20240409,probe00
0.4586666666666667,520,VIS,30,459601,20240409,probe00
0.4606666666666668,530,VIS,30,459601,20240409,probe00
0.4706666666666667,540,VIS,30,459601,20240409,probe00
0.47666666666666674,550,VIS,30,459601,20240409,probe00
0.47666666666666674,560,VIS,30,459601,20240409,probe00
0.46066666666666656,570,VIS,30,459601,20240409,probe00
0.45800000000000013,580,VIS,30,459601,20240409,probe00
0.4526666666666667,590,VIS,30,459601,20240409,probe00
0.4746666666666666,600,VIS,30,459601,20240409,probe00
0.4673333333333333,610,VIS,30,459601,20240409,probe00
0.45733333333333337,620,VIS,30,459601,20240409,probe00
0.4720000000000002,630,VIS,30,459601,20240409,probe00
0.47333333333333344,640,VIS,30,459601,20240409,probe00
0.4733333333333334,650,VIS,30,459601,20240409,probe00
0.44733333333333336,660,VIS,30,459601,20240409,probe00
0.47266666666666685,670,VIS,30,459601,20240409,probe00
0.46133333333333326,680,VIS,30,459601,20240409,probe00
0.45799999999999985,690,VIS,30,459601,20240409,probe00
0.4866666666666665,700,VIS,30,459601,20240409,probe00
0.46999999999999986,710,VIS,30,459601,20240409,probe00
0.488,720,VIS,30,459601,20240409,probe00
0.478,730,VIS,30,459601,20240409,probe00
