,r_goal,r_goal_baseline,r_distractor,r_distractor_baseline,time,region_1,region_2,region_pair,subject,date
0,0.008681906238851804,0.0003668653869649714,0.005963046222482901,0.010804434590343113,-0.995,ENT,PERI,ENT-PERI,459601,20240411
1,0.010380683246394943,0.0020656423945081097,0.006753865607777721,0.011595253975637931,-0.985,ENT,PERI,ENT-PERI,459601,20240411
2,0.011670897959665093,0.0033558571077782606,0.007881647512127528,0.01272303587998774,-0.975,ENT,PERI,ENT-PERI,459601,20240411
3,0.012208051319365469,0.0038930104674786362,0.008684045635059225,0.013525434002919437,-0.965,ENT,PERI,ENT-PERI,459601,20240411
4,0.012300816088753148,0.003985775236866315,0.008165084199142204,0.013006472567002415,-0.9550000000000001,ENT,PERI,ENT-PERI,459601,20240411
5,0.012366278653027826,0.004051237801140993,0.0063050604838774,0.01114644885173761,-0.9450000000000001,ENT,PERI,ENT-PERI,459601,20240411
6,0.012825693804312591,0.0045106529524257585,0.004294885082649127,0.009136273450509338,-0.935,ENT,PERI,ENT-PERI,459601,20240411
7,0.013593988220893657,0.005278947369006824,0.0023042964867581416,0.007145684854618353,-0.925,ENT,PERI,ENT-PERI,459601,20240411
8,0.014984685898907349,0.006669645047020516,0.0004454972053361124,0.005286885573196324,-0.915,ENT,PERI,ENT-PERI,459601,20240411
9,0.015741805901751983,0.00742676504986515,-0.0018089244043239363,0.003032463963536275,-0.905,ENT,PERI,ENT-PERI,459601,20240411
10,0.015823241157228673,0.00750820030534184,-0.004843101897167335,-1.7135293071237137e-06,-0.895,ENT,PERI,ENT-PERI,459601,20240411
11,0.016284616955733362,0.00796957610384653,-0.007459065540269916,-0.0026176771724097042,-0.885,ENT,PERI,ENT-PERI,459601,20240411
12,0.014608906642746345,0.0062938657908595125,-0.008527664391531178,-0.0036862760236709667,-0.875,ENT,PERI,ENT-PERI,459601,20240411
13,0.01297138322614677,0.004656342374259936,-0.00617791779595954,-0.001336529428099329,-0.865,ENT,PERI,ENT-PERI,459601,20240411
14,0.013092960591296351,0.004777919739409518,-0.003198990491357274,0.0016423978765029374,-0.855,ENT,PERI,ENT-PERI,459601,20240411
15,0.014364367190267098,0.0060493263383802655,-0.0010663407124521234,0.003775047655408088,-0.845,ENT,PERI,ENT-PERI,459601,20240411
16,0.015819954247037984,0.007504913395151152,-0.00032627981816193947,0.004515108549698272,-0.835,ENT,PERI,ENT-PERI,459601,20240411
17,0.016935621249180487,0.008620580397293654,-0.000549175807298048,0.004292212560562164,-0.8250000000000001,ENT,PERI,ENT-PERI,459601,20240411
