subject,date,probe,neuron_id,region,allen_acronym,x,y,z,p,r
459601,20240409,probe00,232,TEa,TEa6b,-4104.52995125308,-3566.505397074754,-2658.7100860201,0.0,-0.11909990049817615
459601,20240409,probe00,233,TEa,TEa6b,-4112.043219553402,-3567.2202573436775,-2677.231457708676,0.0,-0.09451384574442051
459601,20240409,probe00,238,TEa,TEa6b,-4089.5034146524335,-3565.075676536907,-2621.667342642948,0.0,-0.10795446433360824
459601,20240409,probe00,240,TEa,TEa6b,-4089.5034146524335,-3565.075676536907,-2621.667342642948,0.498,-0.025053262362002927
459601,20240409,probe00,245,TEa,TEa6b,-4074.4769217846874,-3563.645960160087,-2584.6247070741747,0.0,0.16458408356171972
459601,20240409,probe00,247,TEa,TEa6a,-4081.99019008501,-3564.3608204290103,-2603.14607876275,0.0,-0.059989364896098185
459601,20240409,probe00,248,TEa,TEa6a,-4081.99019008501,-3564.3608204290103,-2603.14607876275,0.035,0.043027792858527064
459601,20240409,probe00,249,TEa,TEa6b,-4074.4769217846874,-3563.645960160087,-2584.6247070741747,0.0,0.14464960009460792
459601,20240409,probe00,259,TEa,TEa6b,-4059.4504289169404,-3562.2162437832667,-2547.582071505401,0.013,0.06071270883119706
459601,20240409,probe00,260,TEa,TEa6b,-4066.9636534843635,-3562.9310998911633,-2566.1033353855983,0.127,0.05398546762512449
459601,20240409,probe00,267,TEa,TEa6a,-4036.9106677488703,-3560.0716671375235,-2492.018064248052,0.0,-0.10555694716245359
459601,20240409,probe00,268,TEa,TEa6a,-4036.9106677488703,-3560.0716671375235,-2492.018064248052,0.0,-0.07719416651275678
459601,20240409,probe00,278,TEa,TEa6a,-3999.344369980154,-3556.497369953933,-2399.41131361355,0.285,0.017967633883553064
459601,20240409,probe00,280,TEa,TEa6a,-3984.317877112408,-3555.0676535771127,-2362.368678044777,0.604,0.048516587221338905
459601,20240409,probe00,281,TEa,TEa6a,-3991.8311454127306,-3555.782513846036,-2380.8900497333534,0.0,0.49768241247528183
459601,20240409,probe00,294,TEa,TEa6a,-3976.8046088120846,-3554.352793308189,-2343.8473063562014,0.318,0.023183644320796802
459601,20240409,probe00,296,TEa,TEa6a,-3976.8046088120846,-3554.352793308189,-2343.8473063562014,0.0,0.0880465195817948
459601,20240409,probe00,297,TEa,TEa6a,-3961.7781159443384,-3552.923076931369,-2306.8046707874278,0.0,0.06227681389410408
459601,20240409,probe00,302,TEa,TEa6a,-3946.751579343692,-3551.493356393522,-2269.761927410276,0.0,0.27510551952202345
459601,20240409,probe00,303,TEa,TEa6a,-3939.2383547762684,-3550.7785002856253,-2251.2406635300786,0.0,-0.06559581196271981
459601,20240409,probe00,307,TEa,TEa6a,-3946.751579343692,-3551.493356393522,-2269.761927410276,0.0,0.27943819934646164
459601,20240409,probe00,311,TEa,TEa6a,-3931.725086475945,-3550.063640016702,-2232.7192918415026,0.0,0.36700864394898963
459601,20240409,probe00,312,TEa,TEa6a,-3931.725086475945,-3550.063640016702,-2232.7192918415026,0.0,0.1268841872735818
459601,20240409,probe00,317,TEa,TEa6a,-3931.725086475945,-3550.063640016702,-2232.7192918415026,0.0,0.3280233150041124
459601,20240409,probe00,320,TEa,TEa6a,-3909.185325307876,-3547.9190633709586,-2177.1552845841534,0.0,0.25590283569532024
459601,20240409,probe00,321,TEa,TEa6a,-3894.158832440129,-3546.4893469941385,-2140.11264901538,0.0,0.4135136817096991
459601,20240409,probe00,322,TEa,TEa6a,-3916.6985936081987,-3548.633923639882,-2195.676656272729,0.0,-0.10776236073161136
459601,20240409,probe00,325,TEa,TEa6a,-3916.6985936081987,-3548.633923639882,-2195.676656272729,0.0,0.13221220114614063
459601,20240409,probe00,327,TEa,TEa6a,-3909.185325307876,-3547.9190633709586,-2177.1552845841534,0.0,0.1996099676023067
459601,20240409,probe00,331,TEa,TEa6a,-3901.6720570075527,-3547.204203102035,-2158.633912895577,0.0,-0.13386146473159588
459601,20240409,probe00,337,TEa,TEa6a,-3879.132295839483,-3545.0596264562914,-2103.0699056382277,0.323,-0.054993155759666325
459601,20240409,probe00,343,VIS,VISli6a,-3849.0793101039894,-3542.2001937026516,-2028.9846345006813,0.0,-0.2088505708089716
459601,20240409,probe00,349,VIS,VISli6a,-3841.5659980707674,-3541.485329272701,-2010.4631550037261,0.0,0.29437639515421116
459601,20240409,probe00,353,VIS,VISli6a,-3841.5659980707674,-3541.485329272701,-2010.4631550037261,0.0,-0.11685168000870721
459601,20240409,probe00,367,VIS,VISli5,-3773.946714566558,-3535.0515993354707,-1843.7711332316783,0.703,0.00970217848394124
459601,20240409,probe00,372,VIS,VISli5,-3773.946714566558,-3535.0515993354707,-1843.7711332316783,0.0,0.6791692251204664
459601,20240409,probe00,374,VIS,VISli5,-3781.46002659978,-3535.766463765421,-1862.2926127286332,0.0,0.36990932194724957
459601,20240409,probe00,379,VIS,VISli5,-3758.92026543171,-3533.6218871196775,-1806.7286054712838,0.0,0.204111793548249
459601,20240409,probe00,382,VIS,VISli5,-3751.4069533984884,-3532.907022689727,-1788.2071259743288,0.0,0.47485110420465004
459601,20240409,probe00,384,VIS,VISl5,-3743.8937288310644,-3532.1921665818304,-1769.6858620941316,0.908,0.0018578846051950175
459601,20240409,probe00,390,VIS,VISl5,-3736.380416797843,-3531.4773021518804,-1751.1643825971767,0.0,0.3108602922772344
459601,20240409,probe00,391,VIS,VISl5,-3706.3274310623488,-3528.61786939824,-1677.07911145963,0.0,-0.11520959110440616
459601,20240409,probe00,398,VIS,VISl5,-3691.300894461703,-3527.188148860393,-1640.036368082478,0.024,-0.03909318508413184
459601,20240409,probe00,400,VIS,VISl5,-3683.787669894279,-3526.4732927524965,-1621.515104202281,0.0,0.11260080591166022
459601,20240409,probe00,402,VIS,VISl5,-3691.300894461703,-3527.188148860393,-1640.036368082478,0.0,0.13200500194790094
459601,20240409,probe00,405,VIS,VISl5,-3676.2744453268556,-3525.7584366446,-1602.9938403220838,0.001,-0.06830527312366577
459601,20240409,probe00,413,VIS,VISl5,-3653.7346841587855,-3523.6138599988567,-1547.4298330647343,0.0,-0.0823248972212282
459601,20240409,probe00,414,VIS,VISl5,-3653.7346841587855,-3523.6138599988567,-1547.4298330647343,0.0,-0.08360288418404768
459601,20240409,probe00,418,VIS,VISl5,-3623.681610957494,-3520.754418923162,-1473.3443463104302,0.0,0.378009417270186
459601,20240409,probe00,420,VIS,VISl5,-3631.194922990716,-3521.469283353113,-1491.865825807385,0.0,0.2949925828691725
459601,20240409,probe00,425,VIS,VISl5,-3608.6551618226463,-3519.3247067073694,-1436.3018185500357,0.728,-0.005409297696226029
459601,20240409,probe00,432,VIS,VISl5,-3608.6551618226463,-3519.3247067073694,-1436.3018185500357,0.0,0.4570046498328104
459601,20240409,probe00,434,VIS,VISl5,-3608.6551618226463,-3519.3247067073694,-1436.3018185500357,0.0,0.3680354693403807
459601,20240409,probe00,436,VIS,VISl4,-3593.628625222,-3517.8949861695223,-1399.2590751728835,0.0,0.1517727340914461
459601,20240409,probe00,441,VIS,VISl4,-3586.115400654576,-3517.1801300616257,-1380.7378112926865,0.023,-0.048475445854404095
459601,20240409,probe00,443,VIS,VISl4,-3578.602088621354,-3516.4652656316753,-1362.2163317957313,0.461,-0.04459006630212521
459601,20240409,probe00,446,VIS,VISl4,-3578.602088621354,-3516.4652656316753,-1362.2163317957313,0.001,0.0744586503643786
459601,20240409,probe00,447,VIS,VISl4,-3571.0888640539306,-3515.7504095237787,-1343.695067915534,0.0,0.3835179326136986
459601,20240409,probe00,450,VIS,VISl4,-3563.5756394865066,-3515.035553415882,-1325.173804035337,0.33,0.03726109809139436
459601,20240409,probe00,451,VIS,VISl4,-3563.5756394865066,-3515.035553415882,-1325.173804035337,0.0,0.27427246320926224
459601,20240409,probe00,453,VIS,VISl4,-3563.5756394865066,-3515.035553415882,-1325.173804035337,0.0,0.3341712258386104
459601,20240409,probe00,455,VIS,VISl4,-3563.5756394865066,-3515.035553415882,-1325.173804035337,0.0,0.37370678988039463
459601,20240409,probe00,457,VIS,VISl4,-3548.5491028858605,-3513.605832878035,-1288.1310606581849,0.0,0.23817561268779663
459601,20240409,probe00,459,VIS,VISl4,-3556.0623274532845,-3514.3206889859316,-1306.6523245383821,0.0,0.2854598422350523
459601,20240409,probe00,461,VIS,VISl4,-3556.0623274532845,-3514.3206889859316,-1306.6523245383821,0.0,0.2718308581616776
459601,20240409,probe00,464,VIS,VISl4,-3548.5491028858605,-3513.605832878035,-1288.1310606581849,0.001,0.07551835679574798
459601,20240409,probe00,466,VIS,VISl4,-3548.5491028858605,-3513.605832878035,-1288.1310606581849,0.0,0.24165072075177413
459601,20240409,probe00,467,VIS,VISl4,-3556.0623274532845,-3514.3206889859316,-1306.6523245383821,0.0,0.4451619351914633
459601,20240409,probe00,468,VIS,VISl4,-3541.035790852639,-3512.890968448085,-1269.60958116123,0.004,0.19142059605547015
459601,20240409,probe00,478,VIS,VISl4,-3518.4960296845693,-3510.7463918023413,-1214.0455739038805,0.014,-0.07858600892140391
459601,20240409,probe00,484,VIS,VISl4,-3488.443043949075,-3507.886959048701,-1139.960302766334,0.0,0.13920940014514427
459601,20240409,probe00,489,VIS,VISp2/3,-3480.929819381651,-3507.1721029408045,-1121.4390388861368,0.021,0.04171899770199515
459601,20240409,probe00,491,VIS,VISp2/3,-3465.9032827810056,-3505.742382402958,-1084.3962955089848,0.0,0.18092422556473314
459601,20240409,probe00,500,VIS,VISp2/3,-3428.3369850122904,-3502.168085219367,-991.7895448744833,0.0,0.3583134972856528
459601,20240409,probe00,514,VIS,VISp2/3,-3368.2310135413027,-3496.449219712087,-843.6190025993902,0.0,0.3579252489607163
459601,20240409,probe00,526,root,void,-3210.4525978990164,-3481.4371748698286,-454.670736181187,0.0,0.1028618515868206
459601,20240409,probe01,1,root,DG-sg,-2060.1763839611644,-3052.785406069513,-2155.4992583977546,0.0,0.6486069026613717
459601,20240409,probe01,2,root,DG-mo,-2124.3901044273357,-3024.689591062895,-1989.1623252366303,0.0,0.9038670215111837
459601,20240409,probe01,3,root,DG-mo,-2129.7263834379223,-3022.3547768391322,-1975.339418252434,0.0,0.56144078503722
459601,20240409,probe01,4,root,DG-mo,-2124.3901044273357,-3024.689591062895,-1989.1623252366303,0.0,0.8761264695649591
459601,20240409,probe01,8,root,DG-sg,-2048.6852377402456,-3057.8131963313626,-2185.265514067376,0.0,0.1218053610049652
459601,20240409,probe01,9,root,DG-sg,-2054.0215167508322,-3055.4783821076,-2171.4426070831796,0.028,0.13367023562654984
459601,20240409,probe01,12,root,DG-sg,-2048.6852377402456,-3057.8131963313626,-2185.265514067376,0.0,0.18192020970611206
459601,20240409,probe01,13,root,DG-sg,-2048.6852377402456,-3057.8131963313626,-2185.265514067376,0.0,0.24629507841023343
459601,20240409,probe01,14,root,DG-sg,-2048.6852377402456,-3057.8131963313626,-2185.265514067376,0.0,0.461773275138623
459601,20240409,probe01,16,root,DG-mo,-2110.8493965646044,-3030.6141383466856,-2024.2376923445684,0.0,0.23884833324813398
459601,20240409,probe01,17,root,DG-mo,-2132.1945126069504,-3021.274881451635,-1968.9460644077847,0.0,0.21906370790100294
459601,20240409,probe01,19,root,DG-mo,-2110.8493965646044,-3030.6141383466856,-2024.2376923445684,0.0,0.17145333290023915
459601,20240409,probe01,21,root,DG-mo,-2116.185675575191,-3028.279324122923,-2010.4147853603724,0.003,-0.03775186935240219
459601,20240409,probe01,23,root,DG-sg,-2065.512662971751,-3050.4505918457503,-2141.676351413558,0.281,0.02907252302433103
459601,20240409,probe01,25,root,DG-sg,-2065.512662971751,-3050.4505918457503,-2141.676351413558,0.0,0.40779320480572195
459601,20240409,probe01,27,root,DG-sg,-2065.512662971751,-3050.4505918457503,-2141.676351413558,0.013,-0.13503041110324798
459601,20240409,probe01,28,root,DG-sg,-2065.512662971751,-3050.4505918457503,-2141.676351413558,0.0,0.11991516606485829
459601,20240409,probe01,32,root,DG-sg,-2064.694075419114,-3050.8087533769412,-2143.7967914385395,0.0,0.22480945139910005
459601,20240409,probe01,38,root,DG-sg,-2064.694075419114,-3050.8087533769412,-2143.7967914385395,0.0,-0.10012042630690378
459601,20240409,probe01,41,root,DG-mo,-2081.5215019448374,-3043.446148325062,-2100.207625432226,0.0,0.7057731405578971
459601,20240409,probe01,43,root,DG-sg,-2076.185220992924,-3045.780963398225,-2114.030537445167,0.0,0.3602048449007348
459601,20240409,probe01,45,root,DG-mo,-2081.5215019448374,-3043.446148325062,-2100.207625432226,0.0,0.39421477410286004
459601,20240409,probe01,49,root,ProS,-2151.0715014215953,-3013.0155190946807,-1920.047785286906,0.0,0.8364505749264237
459601,20240409,probe01,53,root,DG-sg,-2075.366634734505,-3046.1391243631483,-2116.150974117652,0.0,0.23196195221807722
459601,20240409,probe01,55,root,DG-sg,-2075.366634734505,-3046.1391243631483,-2116.150974117652,0.0,0.7516211820409469
459601,20240409,probe01,58,root,DG-mo,-2132.1945126069504,-3021.274881451635,-1968.9460644077847,0.041,0.09416193434600095
459601,20240409,probe01,59,root,DG-mo,-2137.530793558864,-3018.940066378472,-1955.123152394844,0.0,0.15237268926674308
459601,20240409,probe01,61,root,DG-mo,-2132.1945126069504,-3021.274881451635,-1968.9460644077847,0.0,0.24588925112652346
459601,20240409,probe01,63,root,DG-mo,-2132.1945126069504,-3021.274881451635,-1968.9460644077847,0.0,0.29614042455312223
459601,20240409,probe01,64,root,DG-mo,-2137.530793558864,-3018.940066378472,-1955.123152394844,0.0,0.2765596057630734
459601,20240409,probe01,65,root,DG-mo,-2132.1945126069504,-3021.274881451635,-1968.9460644077847,0.291,-0.028595612178082763
459601,20240409,probe01,69,root,DG-mo,-2086.857780308315,-3041.1113343844327,-2086.384720124278,0.0,0.842150069546135
459601,20240409,probe01,72,root,ProS,-2156.4077797850728,-3010.6807051540513,-1906.2248799789581,0.0,0.5245052059995372
459601,20240409,probe01,75,root,DG-mo,-2086.0391914614606,-3041.46949648189,-2088.505163501756,0.0,0.4742563732790006
459601,20240409,probe01,77,root,DG-mo,-2086.0391914614606,-3041.46949648189,-2088.505163501756,0.0,0.1769654836438316
459601,20240409,probe01,78,root,DG-mo,-2086.0391914614606,-3041.46949648189,-2088.505163501756,0.0,0.6965647671403035
459601,20240409,probe01,79,root,ProS,-2148.203350285819,-3014.270438497213,-1927.4773417789486,0.0,0.1720725721306883
459601,20240409,probe01,80,root,ProS,-2148.203350285819,-3014.270438497213,-1927.4773417789486,0.634,-0.015549213781398875
459601,20240409,probe01,82,root,DG-mo,-2142.8670719223414,-3016.605252437843,-1941.3002470868964,0.0,0.4187581831276668
459601,20240409,probe01,86,root,ProS,-2172.4166148755053,-3003.6762633321637,-1864.7561640551148,0.003,0.16475860084347865
459601,20240409,probe01,89,root,ProS,-2172.4166148755053,-3003.6762633321637,-1864.7561640551148,0.0,0.41821541984872757
459601,20240409,probe01,90,root,DG-mo,-2091.375469824938,-3039.1346825412606,-2074.682258193808,0.0,-0.08811847410235822
459601,20240409,probe01,93,root,DG-mo,-2096.7117481884156,-3036.7998686006317,-2060.85935288586,0.701,0.030083351586282323
459601,20240409,probe01,96,root,ProS,-2158.875907012774,-3009.6008106159547,-1899.8315311630531,0.0,0.12499180006340216
459601,20240409,probe01,97,root,ProS,-2153.539628649296,-3011.9356245565837,-1913.654436471001,0.0,0.2794910075220902
459601,20240409,probe01,98,root,ProS,-2153.539628649296,-3011.9356245565837,-1913.654436471001,0.0,0.18280332031304902
459601,20240409,probe01,99,root,DG-mo,-2113.539177302575,-3029.4372624162183,-2017.2701801745543,0.0,0.6672890389430186
459601,20240409,probe01,106,root,DG-mo,-2102.048031728765,-3034.4650523949344,-2047.0364341679276,0.0,0.27664076208554134
459601,20240409,probe01,110,root,DG-mo,-2107.3843100922427,-3032.130238454305,-2033.21352885998,0.0,0.8049780059979552
459601,20240409,probe01,116,root,ProS,-2169.548468916601,-3004.931180469628,-1872.1857071371724,0.0,0.19015293688697466
459601,20240409,probe01,118,root,DG-mo,-2124.21173402953,-3024.76763453496,-1989.6243695586586,0.0,0.15958511631928737
