subject,date,probe,neuron_id,region,allen_acronym,x,y,z,p,r
462910,20240814,probe00,48,PERI 35,PERI6a,-4311.491356580326,-2723.5354851824754,-4308.0772808075,0.0,0.12738381252522515
462910,20240814,probe00,51,PERI 36,ECT6a,-4304.534174981481,-2719.065935897114,-4277.783736813732,0.962,0.014147721532920461
462910,20240814,probe00,55,PERI 36,ECT6a,-4304.534174981481,-2719.065935897114,-4277.783736813732,0.839,0.021907251319637545
462910,20240814,probe00,56,PERI 36,ECT6a,-4308.0127657809035,-2721.300710539794,-4292.930508810616,0.0,0.24583492399869114
462910,20240814,probe00,57,PERI 36,ECT6a,-4308.0127657809035,-2721.300710539794,-4292.930508810616,0.0,0.6333998761840225
462910,20240814,probe00,61,PERI 36,ECT6a,-4297.576998444648,-2714.5963898637765,-4247.490214861409,0.889,-0.045386484989401
462910,20240814,probe00,64,PERI 36,ECT6a,-4297.576998444648,-2714.5963898637765,-4247.490214861409,0.0,0.043913706125628775
462910,20240814,probe00,65,PERI 36,ECT6a,-4301.055589244072,-2716.831164506457,-4262.636986858294,0.495,0.08198239504330118
462910,20240814,probe00,67,PERI 36,ECT6a,-4290.619816845802,-2710.1268405784144,-4217.196670867641,0.805,-0.027336745353210762
462910,20240814,probe00,69,PERI 36,ECT6a,-4294.098407645224,-2712.3616152210952,-4232.343442864526,0.365,-0.08300098273957837
462910,20240814,probe00,71,PERI 36,ECT6a,-4290.619816845802,-2710.1268405784144,-4217.196670867641,0.0,0.3377418245221409
462910,20240814,probe00,72,PERI 36,ECT6a,-4290.619816845802,-2710.1268405784144,-4217.196670867641,0.18,-0.07859006056524565
462910,20240814,probe00,74,PERI 36,ECT6a,-4294.098407645224,-2712.3616152210952,-4232.343442864526,0.0,0.10417617542829409
462910,20240814,probe00,75,PERI 36,ECT6a,-4290.619816845802,-2710.1268405784144,-4217.196670867641,0.395,-0.09413744126420114
462910,20240814,probe00,80,PERI 36,ECT6a,-4287.141231108392,-2707.892069187758,-4202.049920912204,0.813,-0.06691895954277341
462910,20240814,probe00,82,PERI 36,ECT6a,-4283.6626403089695,-2705.657294545077,-4186.903148915319,0.568,0.02382540027388784
462910,20240814,probe00,86,PERI 36,ECT6a,-4287.141231108392,-2707.892069187758,-4202.049920912204,0.125,-0.04790904763106206
462910,20240814,probe00,88,PERI 36,ECT6a,-4283.6626403089695,-2705.657294545077,-4186.903148915319,0.145,-0.07062299855687901
462910,20240814,probe00,91,PERI 36,ECT6a,-4283.6626403089695,-2705.657294545077,-4186.903148915319,0.0,0.3193427903212888
462910,20240814,probe00,94,PERI 36,ECT6a,-4280.184049509546,-2703.4225199023963,-4171.756376918435,0.436,0.051128222782874745
462910,20240814,probe00,95,PERI 36,ECT6a,-4276.705458710122,-2701.1877452597155,-4156.60960492155,0.081,0.09797456858792662
462910,20240814,probe00,96,PERI 36,ECT6a,-4280.184049509546,-2703.4225199023963,-4171.756376918435,0.945,0.013594242625241795
462910,20240814,probe00,97,PERI 36,ECT6a,-4280.184049509546,-2703.4225199023963,-4171.756376918435,0.344,-0.14345608660920378
462910,20240814,probe00,98,PERI 36,ECT6a,-4276.705458710122,-2701.1877452597155,-4156.60960492155,0.521,-0.07824781248897542
462910,20240814,probe00,102,PERI 36,ECT6a,-4276.705458710122,-2701.1877452597155,-4156.60960492155,0.12,-0.12127660498432777
462910,20240814,probe00,104,PERI 36,ECT6a,-4280.184049509546,-2703.4225199023963,-4171.756376918435,0.986,0.0008496333456350369
462910,20240814,probe00,105,PERI 36,ECT6a,-4276.705458710122,-2701.1877452597155,-4156.60960492155,0.0,0.3761456109893388
462910,20240814,probe00,107,PERI 36,ECT6b,-4269.748277111276,-2696.718195974354,-4126.316060927783,0.886,-0.01809238376865907
462910,20240814,probe00,108,PERI 36,ECT6b,-4273.226872972714,-2698.9529738690585,-4141.462854966114,0.633,-0.04505428817153688
462910,20240814,probe00,113,PERI 36,ECT6b,-4269.748277111276,-2696.718195974354,-4126.316060927783,0.079,0.07706834464382618
462910,20240814,probe00,114,PERI 36,ECT6b,-4269.748277111276,-2696.718195974354,-4126.316060927783,0.961,-0.007478555399850713
462910,20240814,probe00,115,PERI 36,ECT6b,-4273.226872972714,-2698.9529738690585,-4141.462854966114,0.99,0.011455460889563217
462910,20240814,probe00,116,PERI 36,ECT6b,-4273.226872972714,-2698.9529738690585,-4141.462854966114,0.0,0.2724091677308734
462910,20240814,probe00,119,PERI 36,ECT6b,-4262.791105636458,-2692.2486531930404,-4096.022561016908,0.287,-0.18697843107998668
462910,20240814,probe00,123,PERI 36,ECT6b,-4262.791105636458,-2692.2486531930404,-4096.022561016908,0.175,0.1199997499846618
462910,20240814,probe00,125,PERI 36,ECT6b,-4262.791105636458,-2692.2486531930404,-4096.022561016908,0.0,0.1035482555534966
462910,20240814,probe00,126,PERI 36,ECT6b,-4262.791105636458,-2692.2486531930404,-4096.022561016908,0.006,0.13226082957088753
462910,20240814,probe00,127,PERI 36,ECT6b,-4262.791105636458,-2692.2486531930404,-4096.022561016908,0.276,-0.061440712815269555
462910,20240814,probe00,128,PERI 36,ECT6b,-4266.269691373867,-2694.483424583697,-4111.169310972346,0.943,-0.014314124687514918
462910,20240814,probe00,130,PERI 36,ECT6b,-4262.791105636458,-2692.2486531930404,-4096.022561016908,0.668,-0.0788537535644836
462910,20240814,probe00,131,PERI 36,ECT6b,-4266.269691373867,-2694.483424583697,-4111.169310972346,0.728,0.059971002111144034
462910,20240814,probe00,132,PERI 36,ECT6b,-4262.791105636458,-2692.2486531930404,-4096.022561016908,0.149,-0.08130134434992396
462910,20240814,probe00,135,PERI 36,ECT6b,-4259.31250977502,-2690.0138752983353,-4080.8757669785773,0.141,-0.1183725994373363
462910,20240814,probe00,137,PERI 36,ECT6b,-4259.31250977502,-2690.0138752983353,-4080.8757669785773,0.225,-0.022567189991439467
462910,20240814,probe00,140,PERI 36,ECT6b,-4259.31250977502,-2690.0138752983353,-4080.8757669785773,0.546,0.05858644802407008
462910,20240814,probe00,142,root,ec,-4246.413539085876,-2682.0553713022664,-4029.3331826545145,0.013,0.09759419721172444
462910,20240814,probe00,143,root,ec,-4246.413539085876,-2682.0553713022664,-4029.3331826545145,0.582,-0.06642196722225494
462910,20240814,probe00,145,PERI 36,ECT6b,-4252.2037413678645,-2685.4970249373005,-4050.627529929231,0.454,0.1286153150242783
462910,20240814,probe00,146,root,ec,-4246.413539085876,-2682.0553713022664,-4029.3331826545145,0.997,0.0007702787525238688
462910,20240814,probe00,147,root,ec,-4246.413539085876,-2682.0553713022664,-4029.3331826545145,0.016,0.2264242598228857
462910,20240814,probe00,148,PERI 36,ECT6b,-4252.2037413678645,-2685.4970249373005,-4050.627529929231,0.0,0.2864789071705052
462910,20240814,probe00,149,root,ec,-4246.413539085876,-2682.0553713022664,-4029.3331826545145,0.0,-0.09907081428478662
462910,20240814,probe00,160,root,ec,-4220.837370680223,-2666.853084978457,-3935.2729433981303,0.0,0.3375046604029396
462910,20240814,probe00,166,root,ec,-4203.7865834724025,-2656.7182225131965,-3872.56608681039,0.021,0.1621043082410995
462910,20240814,probe00,168,root,ec,-4195.261202274569,-2651.650798654647,-3841.2127041417475,0.242,-0.11721270679188836
462910,20240814,probe00,169,root,ec,-4195.261202274569,-2651.650798654647,-3841.2127041417475,0.0,0.20446833708935647
462910,20240814,probe00,171,root,ec,-4178.210415066749,-2641.515936189387,-3778.5058475540072,0.0,0.3541677317904455
462910,20240814,probe00,174,root,ec,-4186.735796264583,-2646.5833600479364,-3809.85923022265,0.0,0.4410024965590952
462910,20240814,probe00,175,root,ec,-4178.210415066749,-2641.515936189387,-3778.5058475540072,0.0,-0.2325356944326335
462910,20240814,probe00,176,root,ec,-4178.210415066749,-2641.515936189387,-3778.5058475540072,0.0,0.47905579440805235
462910,20240814,probe00,177,root,ec,-4178.210415066749,-2641.515936189387,-3778.5058475540072,0.0,0.4137109126505678
462910,20240814,probe00,181,root,ec,-4169.6850338689155,-2636.448512330837,-3747.152464885364,0.0,0.2983417364050067
462910,20240814,probe00,184,root,ec,-4169.6850338689155,-2636.448512330837,-3747.152464885364,0.0,0.27522584275610695
462910,20240814,probe00,191,root,ec,-4152.634246661096,-2626.313649865577,-3684.4456082976235,0.0,0.32263648828877123
462910,20240814,probe00,193,root,alv,-4135.583459453275,-2616.1787874003167,-3621.7387517098828,0.07,-0.08686910266300611
462910,20240814,probe00,199,root,alv,-4110.007291047621,-2600.9765010765072,-3527.6785124534995,0.317,0.12644679148085197
462910,20240814,probe00,200,root,alv,-4110.007291047621,-2600.9765010765072,-3527.6785124534995,0.303,-0.1611058656356769
462910,20240814,probe00,201,root,alv,-4118.532672245455,-2606.0439249350566,-3559.0318951221425,0.857,0.07428704723429255
462910,20240814,probe00,204,vCA1,CA1,-4101.481909849788,-2595.9090772179575,-3496.325129784857,0.0,0.707155396562599
462910,20240814,probe00,205,vCA1,CA1,-4101.481909849788,-2595.9090772179575,-3496.325129784857,0.282,0.09527943373808269
462910,20240814,probe00,206,vCA1,CA1,-4101.481909849788,-2595.9090772179575,-3496.325129784857,0.0,0.18428910283344807
462910,20240814,probe00,209,vCA1,CA1,-4101.481909849788,-2595.9090772179575,-3496.325129784857,0.876,-0.03838640460757761
462910,20240814,probe00,211,root,alv,-4092.9565038398014,-2590.8416386112467,-3464.971655865759,0.969,0.005060197664967158
462910,20240814,probe00,213,vCA1,CA1,-4076.1388766379655,-2580.8453647380707,-3403.122280570762,0.672,0.022147960117864282
462910,20240814,probe00,220,vCA1,CA1,-4076.1388766379655,-2580.8453647380707,-3403.122280570762,0.0,0.29429123793708756
462910,20240814,probe00,221,root,alv,-4084.431097829815,-2585.7742000045364,-3433.618181946661,0.0,0.5726099295701605
462910,20240814,probe00,224,vCA1,CA1,-4075.1203861956706,-2580.239981512708,-3399.3766274626346,0.0,0.34353589480599045
462910,20240814,probe00,227,vCA1,CA1,-4075.1203861956706,-2580.239981512708,-3399.3766274626346,0.294,-0.1134030660028674
462910,20240814,probe00,228,vCA1,CA1,-4075.629631416818,-2580.5426731253892,-3401.2494540166986,0.0,-0.25161873254832057
462910,20240814,probe00,230,vCA1,CA1,-4074.1018987175676,-2579.634600049239,-3395.630985255773,0.0,0.47341331766080985
462910,20240814,probe00,231,vCA1,CA1,-4074.1018987175676,-2579.634600049239,-3395.630985255773,0.0,0.43917888760188856
462910,20240814,probe00,234,vCA1,CA1,-4074.6111439387146,-2579.9372916619204,-3397.5038118098364,0.452,0.0602092840295457
462910,20240814,probe00,235,vCA1,CA1,-4074.6111439387146,-2579.9372916619204,-3397.5038118098364,0.0,0.30629995185328557
462910,20240814,probe00,236,vCA1,CA1,-4074.6111439387146,-2579.9372916619204,-3397.5038118098364,0.745,-0.040006695417924315
462910,20240814,probe00,237,vCA1,CA1,-4074.1018987175676,-2579.634600049239,-3395.630985255773,0.0,0.4043547187947901
462910,20240814,probe00,238,vCA1,CA1,-4074.1018987175676,-2579.634600049239,-3395.630985255773,0.095,-0.15971443058384505
462910,20240814,probe00,240,vCA1,CA1,-4073.083411239464,-2579.0292185857697,-3391.885343048911,0.52,-0.08471924046727247
462910,20240814,probe00,241,vCA1,CA1,-4073.592653496419,-2579.3319084365576,-3393.758158701709,0.0,0.2442039956767481
462910,20240814,probe00,244,vCA1,CA1,-4074.1018987175676,-2579.634600049239,-3395.630985255773,0.0,0.6593946713138672
462910,20240814,probe00,248,vCA1,CA1,-4073.083411239464,-2579.0292185857697,-3391.885343048911,0.161,-0.10034856443029332
462910,20240814,probe00,250,vCA1,CA1,-4073.592653496419,-2579.3319084365576,-3393.758158701709,0.0,0.5681714500293618
462910,20240814,probe00,252,vCA1,CA1,-4073.592653496419,-2579.3319084365576,-3393.758158701709,0.0,-0.22153629441214434
462910,20240814,probe00,253,vCA1,CA1,-4072.574166018316,-2578.7265269730883,-3390.0125164948477,0.375,-0.02493634712988774
462910,20240814,probe00,256,vCA1,CA1,-4072.0649207971687,-2578.423835360407,-3388.1396899407832,0.884,-0.03381895405058282
462910,20240814,probe00,262,vCA1,CA1,-4072.0649207971687,-2578.423835360407,-3388.1396899407832,0.0,0.6261084232876839
462910,20240814,probe00,263,vCA1,CA1,-4072.0649207971687,-2578.423835360407,-3388.1396899407832,0.0,0.5948922925311052
462910,20240814,probe00,265,vCA1,CA1,-4071.5556755760213,-2578.1211437477255,-3386.26686338672,0.932,-0.040487216947861185
462910,20240814,probe00,269,vCA1,CA1,-4071.0464333190657,-2577.818453896938,-3384.394047733922,0.09,0.08085752409345806
462910,20240814,probe00,272,vCA1,CA1,-4071.5556755760213,-2578.1211437477255,-3386.26686338672,0.0,0.5007572464593384
462910,20240814,probe00,276,vCA1,CA1,-4070.5371880979183,-2577.5157622842567,-3382.521221179858,0.125,-0.08904188507297597
462910,20240814,probe00,279,vCA1,CA1,-4070.02794287677,-2577.213070671575,-3380.6483946257945,0.0,0.318209007558673
462910,20240814,probe00,280,vCA1,CA1,-4069.009455398667,-2576.607689208107,-3376.9027524189323,0.203,-0.15123254261398836
462910,20240814,probe00,281,vCA1,CA1,-4069.009455398667,-2576.607689208107,-3376.9027524189323,0.918,0.017304503417450226
462910,20240814,probe00,283,vCA1,CA1,-4069.009455398667,-2576.607689208107,-3376.9027524189323,0.0,0.3222112638122897
462910,20240814,probe00,285,vCA1,CA1,-4069.518700619815,-2576.910380820788,-3378.775578972996,0.0,0.28327563005707634
462910,20240814,probe00,287,vCA1,CA1,-4068.5002101775194,-2576.3049975954254,-3375.029925864869,0.0,0.5326274867101226
462910,20240814,probe00,288,vCA1,CA1,-4068.5002101775194,-2576.3049975954254,-3375.029925864869,0.198,-0.09987250378616241
462910,20240814,probe00,289,vCA1,CA1,-4068.5002101775194,-2576.3049975954254,-3375.029925864869,0.0,0.5915981335038527
462910,20240814,probe00,291,vCA1,CA1,-4068.5002101775194,-2576.3049975954254,-3375.029925864869,0.0,0.6481609800856662
462910,20240814,probe00,292,vCA1,CA1,-4068.5002101775194,-2576.3049975954254,-3375.029925864869,0.0,-0.10685977569851701
462910,20240814,probe00,293,vCA1,CA1,-4067.9909679205634,-2576.002307744638,-3373.157110212071,0.556,-0.055533726717359
462910,20240814,probe00,294,vCA1,CA1,-4068.5002101775194,-2576.3049975954254,-3375.029925864869,0.0,0.27327758403671076
462910,20240814,probe00,295,vCA1,CA1,-4066.972477478268,-2575.396924519275,-3369.411457103943,0.0,0.6118070372879726
462910,20240814,probe00,298,vCA1,CA1,-4067.4817226994164,-2575.6996161319566,-3371.284283658007,0.141,-0.08762424191159007
462910,20240814,probe00,300,vCA1,CA1,-4067.4817226994164,-2575.6996161319566,-3371.284283658007,0.004,0.070791566489358
462910,20240814,probe00,301,vCA1,CA1,-4066.972477478268,-2575.396924519275,-3369.411457103943,0.595,-0.08262648041735018
462910,20240814,probe00,302,vCA1,CA1,-4067.4817226994164,-2575.6996161319566,-3371.284283658007,0.299,-0.04095977959920312
462910,20240814,probe00,303,vCA1,CA1,-4066.972477478268,-2575.396924519275,-3369.411457103943,0.071,0.14223476508150584
462910,20240814,probe00,307,vCA1,CA1,-4067.4817226994164,-2575.6996161319566,-3371.284283658007,0.749,0.02585397080689805
462910,20240814,probe00,312,vCA1,CA1,-4066.463235221313,-2575.094234668488,-3367.538641451145,0.51,0.06019214343030311
462910,20240814,probe00,316,vCA1,CA1,-4065.953990000165,-2574.7915430558064,-3365.6658148970814,0.0,0.20599060825698642
462910,20240814,probe00,318,vCA1,CA1,-4066.463235221313,-2575.094234668488,-3367.538641451145,0.0,0.6346445986470818
462910,20240814,probe00,319,vCA1,CA1,-4065.4447447790176,-2574.488851443125,-3363.7929883430174,0.0,0.5318402085246973
462910,20240814,probe00,322,vCA1,CA1,-4064.4388064845252,-2573.8909291220634,-3360.093497662614,0.303,0.06979105011085429
462910,20240814,probe00,323,vCA1,CA1,-4064.4388064845252,-2573.8909291220634,-3360.093497662614,0.0,0.5237230174568499
462910,20240814,probe00,325,root,alv,-4054.0687521620134,-2567.727045130377,-3321.9560497381817,0.0,0.22510433221153275
462910,20240814,probe00,326,root,alv,-4059.253794413701,-2570.808996095862,-3341.024829197751,0.0,0.20802173812752817
462910,20240814,probe00,329,vCA1,CA1,-4048.8837099103257,-2564.6450941648923,-3302.887270278613,0.729,-0.028693177547268283
462910,20240814,probe00,331,root,alv,-4043.6986978395016,-2561.563161138691,-3283.81860181375,0.456,-0.08187126540853983
462910,20240814,probe00,332,vCA1,CA1,-4048.8837099103257,-2564.6450941648923,-3302.887270278613,0.0,-0.19125161427335569
462910,20240814,probe00,334,vCA1,CA1,-4048.8837099103257,-2564.6450941648923,-3302.887270278613,0.351,0.08878274929503978
462910,20240814,probe00,336,root,alv,-4043.6986978395016,-2561.563161138691,-3283.81860181375,0.986,0.008579621454433355
462910,20240814,probe00,337,root,alv,-4043.6986978395016,-2561.563161138691,-3283.81860181375,0.396,0.08754071686983897
462910,20240814,probe00,339,vCA1,CA1,-4048.8837099103257,-2564.6450941648923,-3302.887270278613,0.0,-0.21528700750846086
462910,20240814,probe00,343,root,alv,-4033.3286133361266,-2555.399259207721,-3245.681042894613,0.008,0.18976237701642562
462910,20240814,probe00,344,root,alv,-4038.513655587814,-2558.481210173206,-3264.749822354181,0.0,0.1743434608313384
462910,20240814,probe00,345,root,alv,-4038.513655587814,-2558.481210173206,-3264.749822354181,0.0,0.4070921677578109
462910,20240814,probe00,347,root,alv,-4028.143601265303,-2552.31732618152,-3226.6123744297497,0.0,0.29683776070394624
462910,20240814,probe00,348,root,alv,-4028.143601265303,-2552.31732618152,-3226.6123744297497,0.0,0.17093587397907725
462910,20240814,probe00,352,root,alv,-4028.143601265303,-2552.31732618152,-3226.6123744297497,0.0,-0.1554621255864578
462910,20240814,probe00,353,root,alv,-4017.773516761927,-2546.1534242505504,-3188.474815510612,0.488,0.057367848914526225
462910,20240814,probe00,355,root,alv,-4017.773516761927,-2546.1534242505504,-3188.474815510612,0.604,-0.02993208068418405
462910,20240814,probe00,356,root,alv,-4012.588504691103,-2543.071491224349,-3169.406147045749,0.0,0.2692538589616448
462910,20240814,probe00,357,root,alv,-4002.2184201877285,-2536.907589293379,-3131.268588126611,0.931,0.021856898723669128
462910,20240814,probe00,358,root,alv,-3997.0334081169044,-2533.8256562671777,-3112.199919661748,0.456,0.1401782338274312
462910,20240814,probe00,361,root,alv,-4002.2184201877285,-2536.907589293379,-3131.268588126611,0.073,0.2310909715453495
462910,20240814,probe00,364,root,alv,-4002.2184201877285,-2536.907589293379,-3131.268588126611,0.0,0.27135124474945105
462910,20240814,probe00,365,root,alv,-3991.8483658652167,-2530.743705301693,-3093.1311402021797,0.018,0.23488876672855347
462910,20240814,probe00,366,root,alv,-3991.8483658652167,-2530.743705301693,-3093.1311402021797,0.764,-0.08084465025356097
462910,20240814,probe00,368,root,alv,-3991.8483658652167,-2530.743705301693,-3093.1311402021797,0.0,0.30216784817826126
462910,20240814,probe00,369,root,alv,-3991.8483658652167,-2530.743705301693,-3093.1311402021797,0.778,-0.027059252884979068
462910,20240814,probe00,370,root,alv,-3991.8483658652167,-2530.743705301693,-3093.1311402021797,0.0,0.3714313210253337
462910,20240814,probe00,371,root,alv,-3997.0334081169044,-2533.8256562671777,-3112.199919661748,0.231,-0.14912659373637083
462910,20240814,probe00,372,root,alv,-3991.8483658652167,-2530.743705301693,-3093.1311402021797,0.693,0.0782521914341218
462910,20240814,probe00,373,root,alv,-3997.0334081169044,-2533.8256562671777,-3112.199919661748,0.0,0.40158022270185867
462910,20240814,probe00,374,root,alv,-3986.663323613529,-2527.661754336208,-3074.062360742611,0.0,0.23107934174583733
462910,20240814,probe00,375,root,fp,-3981.4782813618413,-2524.5798033707233,-3054.993581283042,0.722,-0.05639670280310512
462910,20240814,probe00,376,root,fp,-3981.4782813618413,-2524.5798033707233,-3054.993581283042,0.0,0.5452716474161471
462910,20240814,probe00,377,root,fp,-3981.4782813618413,-2524.5798033707233,-3054.993581283042,0.0,0.2806296433018032
462910,20240814,probe00,378,root,alv,-3986.663323613529,-2527.661754336208,-3074.062360742611,0.0,0.2929476546453708
462910,20240814,probe00,380,root,fp,-3981.4782813618413,-2524.5798033707233,-3054.993581283042,0.858,-0.004510177698248913
462910,20240814,probe00,381,root,alv,-3986.663323613529,-2527.661754336208,-3074.062360742611,0.958,0.040404115967694915
462910,20240814,probe00,383,root,alv,-3986.663323613529,-2527.661754336208,-3074.062360742611,0.49,0.08916157598458471
462910,20240814,probe00,386,root,alv,-3971.1082270393304,-2518.415919379037,-3016.856133358611,0.0,0.4122367801788188
462910,20240814,probe00,387,root,alv,-3976.293269291017,-2521.4978703445217,-3035.924912818179,0.965,-0.03552881268282196
462910,20240814,probe00,389,root,alv,-3976.293269291017,-2521.4978703445217,-3035.924912818179,0.127,-0.2018714720134191
462910,20240814,probe00,390,root,alv,-3965.923184787642,-2515.333968413552,-2997.787353899042,0.0,0.25070572961015086
462910,20240814,probe00,391,root,fp,-3959.5621692155078,-2511.5530275586107,-2974.393754156546,0.014,0.12698872423563262
462910,20240814,probe00,397,root,fp,-3952.7616866642993,-2507.510870764683,-2949.383947930679,0.0,0.43968193544437545
462910,20240814,probe00,399,root,fp,-3952.7616866642993,-2507.510870764683,-2949.383947930679,0.0,0.24080897824436887
462910,20240814,probe00,400,root,fp,-3945.9612041130904,-2503.4687139707557,-2924.3741417048122,0.169,-0.12590266752951837
462910,20240814,probe00,403,root,fp,-3932.3602785946205,-2495.384423911308,-2874.35467482905,0.17,-0.12425076975106371
462910,20240814,probe00,404,root,fp,-3932.3602785946205,-2495.384423911308,-2874.35467482905,0.41,-0.06934422480119382
462910,20240814,probe00,407,root,fp,-3918.7593530761505,-2487.30013385186,-2824.3352079532883,0.0,0.24037826764050824
462910,20240814,probe00,409,root,fp,-3918.7593530761505,-2487.30013385186,-2824.3352079532883,0.0,0.21421725928884872
462910,20240814,probe00,411,root,fp,-3918.7593530761505,-2487.30013385186,-2824.3352079532883,0.242,0.09014439668119827
462910,20240814,probe00,412,root,fp,-3925.559796043412,-2491.3422671173807,-2849.3448686031834,0.0,0.3216135675188141
462910,20240814,probe00,415,root,fp,-3925.559796043412,-2491.3422671173807,-2849.3448686031834,0.249,-0.13248060127031064
462910,20240814,probe00,417,root,fp,-3911.958830940995,-2483.2579535295263,-2799.3252561514505,0.0,0.47621556949770677
462910,20240814,probe00,418,root,fp,-3905.158387973734,-2479.2158202640053,-2774.3155955015545,0.0,0.25920390975417434
462910,20240814,probe00,419,root,fp,-3911.958830940995,-2483.2579535295263,-2799.3252561514505,0.564,0.05353944968324723
462910,20240814,probe00,420,root,fp,-3905.158387973734,-2479.2158202640053,-2774.3155955015545,0.0,0.32869346931656973
462910,20240814,probe00,421,root,fp,-3891.557422871317,-2471.131506676151,-2724.295983049822,0.842,0.023187669026100203
462910,20240814,probe00,422,root,fp,-3891.557422871317,-2471.131506676151,-2724.295983049822,0.681,-0.023970154116566784
462910,20240814,probe00,425,root,fp,-3898.3579450064726,-2475.173686998485,-2749.3059348516595,0.0,0.2449425810307883
462910,20240814,probe00,427,root,fp,-3891.557422871317,-2471.131506676151,-2724.295983049822,0.928,0.025191901311477666
462910,20240814,probe00,430,root,fp,-3891.557422871317,-2471.131506676151,-2724.295983049822,0.0,0.4013951434779037
462910,20240814,probe00,431,root,fp,-3884.756979904056,-2467.0893734106307,-2699.286322399926,0.0,0.11661873885699624
462910,20240814,probe00,432,root,fp,-3884.756979904056,-2467.0893734106307,-2699.286322399926,0.002,0.08041303719775114
462910,20240814,probe00,433,root,fp,-3877.9565369367947,-2463.04724014511,-2674.2766617500306,0.0,0.32217574463110477
462910,20240814,probe00,434,root,fp,-3891.557422871317,-2471.131506676151,-2724.295983049822,0.0,0.16999330900495
462910,20240814,probe00,435,root,fp,-3884.756979904056,-2467.0893734106307,-2699.286322399926,0.0,0.5237818117912106
462910,20240814,probe00,436,root,fp,-3877.9565369367947,-2463.04724014511,-2674.2766617500306,0.819,-0.028998545373094875
462910,20240814,probe00,437,root,fp,-3877.9565369367947,-2463.04724014511,-2674.2766617500306,0.537,0.04761461180931317
462910,20240814,probe00,439,root,fp,-3877.9565369367947,-2463.04724014511,-2674.2766617500306,0.0,0.2805656657911089
462910,20240814,probe00,440,root,fp,-3884.756979904056,-2467.0893734106307,-2699.286322399926,0.0,0.23434646129080444
462910,20240814,probe00,445,root,fp,-3871.156014801639,-2459.005059822776,-2649.266709948193,0.118,0.12366625001632481
462910,20240814,probe00,447,root,or,-3864.3555718343773,-2454.9629265572553,-2624.257049298297,0.0,0.2220822834067584
462910,20240814,probe00,449,root,or,-3864.3555718343773,-2454.9629265572553,-2624.257049298297,0.207,0.11073856230483611
462910,20240814,probe00,452,root,or,-3857.5551288671163,-2450.9207932917348,-2599.2473886484013,0.0,0.2994105691979805
462910,20240814,probe00,453,root,fp,-3850.7546067319604,-2446.8786129694004,-2574.2374368465644,0.0,0.3063792548523138
462910,20240814,probe00,455,root,or,-3857.5551288671163,-2450.9207932917348,-2599.2473886484013,0.0,0.2340451579871864
462910,20240814,probe00,457,root,or,-3857.5551288671163,-2450.9207932917348,-2599.2473886484013,0.0,0.2340536890044898
462910,20240814,probe00,460,root,fp,-3850.7546067319604,-2446.8786129694004,-2574.2374368465644,0.904,-0.044612777878860393
462910,20240814,probe00,461,root,fp,-3850.7546067319604,-2446.8786129694004,-2574.2374368465644,0.563,0.06919315255884999
462910,20240814,probe00,463,root,or,-3857.5551288671163,-2450.9207932917348,-2599.2473886484013,0.01,-0.08747955923943274
462910,20240814,probe00,466,root,or,-3843.954163764699,-2442.8364797038803,-2549.2277761966684,0.0,0.23776522495476632
462910,20240814,probe00,467,root,or,-3837.153720797438,-2438.7943464383598,-2524.2181155467724,0.0,0.2985516431909918
462910,20240814,probe00,468,root,or,-3843.954163764699,-2442.8364797038803,-2549.2277761966684,0.0,-0.283310511438826
462910,20240814,probe00,470,root,or,-3843.954163764699,-2442.8364797038803,-2549.2277761966684,0.0,-0.2953089690714315
462910,20240814,probe00,471,root,or,-3830.3531986622825,-2434.7521661160254,-2499.208163744935,0.0,0.34602323860786105
462910,20240814,probe00,472,root,or,-3830.3531986622825,-2434.7521661160254,-2499.208163744935,0.0,0.12574445482174512
462910,20240814,probe00,474,root,or,-3830.3531986622825,-2434.7521661160254,-2499.208163744935,0.32,0.0952510551203887
462910,20240814,probe00,476,root,or,-3823.552755695021,-2430.710032850505,-2474.198503095039,0.0,0.3145717940798303
462910,20240814,probe00,479,root,or,-3809.9517905926036,-2422.6257192626504,-2424.178890643306,0.46,-0.0185061300375767
462910,20240814,probe00,482,root,or,-3809.9517905926036,-2422.6257192626504,-2424.178890643306,0.187,-0.05214358620403399
462910,20240814,probe00,483,root,or,-3809.9517905926036,-2422.6257192626504,-2424.178890643306,0.0,0.23267685445394282
462910,20240814,probe00,484,root,or,-3816.7523127277595,-2426.6678995849848,-2449.1888424451436,0.0,0.15234250721109607
462910,20240814,probe00,488,root,or,-3803.1513476253426,-2418.58358599713,-2399.1692299934107,0.0,0.45786924329587525
462910,20240814,probe00,490,root,or,-3803.1513476253426,-2418.58358599713,-2399.1692299934107,0.0,0.559184780729304
462910,20240814,probe00,491,root,or,-3803.1513476253426,-2418.58358599713,-2399.1692299934107,0.398,0.10183379477805769
462910,20240814,probe00,494,root,or,-3782.7499395556642,-2406.457139143755,-2324.1399568917823,0.266,0.126583757659589
462910,20240814,probe00,495,root,or,-3796.3509046580816,-2414.5414527316098,-2374.1595693435147,0.0,0.4300101348414155
462910,20240814,probe00,496,root,or,-3796.3509046580816,-2414.5414527316098,-2374.1595693435147,0.0,0.1414370404034634
462910,20240814,probe00,498,root,or,-3803.1513476253426,-2418.58358599713,-2399.1692299934107,0.0,0.18391577836578293
