subject,date,probe,neuron_id,region,acronym,p_spatial_bin,f_spatial_bin,ss_spatial_bin,eta_sq_spatial_bin,p_context,f_context,ss_context,eta_sq_context,p_interaction,f_interaction,ss_interaction,eta_sq_interaction,ss_residual
459601,20240409,probe00,7,PERI,PERI5,0.4399254625269803,0.9451004534836692,15.703775035818097,0.025025438142792896,0.2907307356519423,1.1247191325429327,4.672079081866584,0.007445396141679876,0.19409655102159928,1.5393104431925235,25.577159360233594,0.040759601941440876,581.559477860446
459601,20240409,probe00,9,PERI,PERI5,0.9805661204123056,0.10511616370415029,0.7478763526395283,0.002891022135164792,0.33614221607368033,0.931482378611115,1.6568185598561942,0.00640466718006367,0.3984510610545922,1.0215285928316626,7.267931507414493,0.028095220273563648,249.01662522668718
459601,20240409,probe00,11,PERI,PERI5,0.665239135385884,0.597218093201909,18.378925419920897,0.016572815427551024,0.6253481891788149,0.2394794488576101,1.8424487554288431,0.0016613900138768142,0.8234037422204971,0.37891907143322207,11.660941678306482,0.010515012696908922,1077.0979597226562
459601,20240409,probe00,14,PERI,PERI5,0.954696266868893,0.1672948394361272,7.169558203604729,0.004598182823861794,0.3890269822367173,0.7466184220651492,7.999236932414976,0.00513029573400187,0.39463301067566875,1.0288665161633441,44.09292238921368,0.028278913794439337,1499.95384180378
459601,20240409,probe00,15,PERI,PERI5,1.9656421963732213e-97,859.9360450828758,0.034333391395328275,0.960425496005933,0.5244361256077763,0.4072007576529996,4.064425217699556e-06,0.00011369624284244975,0.856057950687661,0.3320180425053629,1.3255992080839874e-05,0.00037081663802730855,0.0013973931034844335
459601,20240409,probe00,16,PERI,PERI5,0.6098521722689421,0.6757740599697866,87.24882788662163,0.018680103276583086,0.6074257634834899,0.26513548621752714,8.557875247779936,0.0018322537657970745,0.7838175236527631,0.43408360067604357,56.0443017973824,0.011999168023203022,4518.831303125613
459601,20240409,probe00,17,PERI,PERI5,0.4527605959783043,0.9225443197154369,4.548230471876141,0.02474274087036111,0.4339834169603739,0.6156785444597076,0.7588383172896618,0.004128141694511358,0.3097438108770612,1.2089897677114956,5.960433536014834,0.03242523952305146,172.55329973173238
459601,20240409,probe00,23,PERI,PERI5,0.5001146127064406,0.8430665583263403,0.6643728812196132,0.022603786372317327,0.13506207936068482,2.259351425420315,0.44511664036764487,0.015144088107816672,0.47194456154943,0.8896768152861884,0.7011037779738101,0.023853472154150228,27.58151253069334
459601,20240409,probe00,25,PERI,PERI5,0.6364947745628348,0.6376405000290009,5.655044801374217,0.01674659763955614,0.028820251876660888,4.8784377336666465,10.816354961512266,0.03203107151742547,0.30568974623021333,1.218573810170672,10.807170325572189,0.032003872545895325,310.4046371569804
459601,20240409,probe00,28,PERI,PERI5,0.7595833582365324,0.46738801095514,8.492077297792955,0.013011921954459904,0.3819541873671387,0.7692420122225033,3.494132538377347,0.005353858460487769,0.9029497232301342,0.2602841442728819,4.7291608272925005,0.007246221323351802,635.9228274070575
459601,20240409,probe00,30,PERI,PERI5,0.6965877352588355,0.5537647057536144,12.308418442742918,0.015170988068404664,0.3994417371047435,0.7143617845441191,3.96949447676866,0.004892680048602194,0.5469886723292533,0.769203168289474,17.0969264823513,0.02107315971395764,777.9380683168256
459601,20240409,probe00,31,PERI,PERI5,0.3915444288260391,1.0348431615116744,8.92820128847823,0.02803793208095985,0.38229258396021637,0.7681459874822407,1.6568119330179663,0.005203016704924597,0.6056870477657816,0.681803853780967,5.88232330484215,0.018472722104983224,301.9656086244647
459601,20240409,probe00,32,PERI,PERI5,0.9987105697600268,0.02565818315010764,0.03402418221973075,0.0007063413307470647,0.3037978364436608,1.0652618104609415,0.3531491467926803,0.007331369103504239,0.39223706029271155,1.0334996633408533,1.3704782082121842,0.028451099723627908,46.41195250356534
459601,20240409,probe00,34,PERI,PERI5,0.9295740948957296,0.21529964145531671,13.548334819715286,0.005749380638818048,0.009282218995657478,6.9592611316568425,109.4827646625294,0.04646018096032315,0.7413653473168889,0.4923346324887923,30.981539956182374,0.013147347504701389,2202.4733319792767
459601,20240409,probe00,35,PERI,PERI5,0.7863291128546692,0.43061789550373075,4.5779702395733075,0.011869551196352822,0.6570063395401942,0.19802582401193666,0.5263113414812629,0.0013645958986214916,0.5277074206968271,0.7990818611129772,8.49517174589036,0.022025891537699006,372.09080267700483
459601,20240409,probe00,36,PERI,PERI5,1.2365575985880803e-85,571.9036888897112,6.91885659116135e-16,0.9421906750634994,0.788968871781472,0.07191118186368366,2.1749429330560712e-20,2.961776882235857e-05,0.9904884650386545,0.07191118181610975,8.699771726468823e-20,0.00011847107521105799,4.2342790472426306e-17
459601,20240409,probe00,37,PERI,PERI5,0.9978327699533722,0.033441372455418006,0.2504918368829278,0.0009464978248536191,0.500377957619615,0.45650171381086346,0.854853916246501,0.003230114730936592,0.9463305262877189,0.18412818802635494,1.37920798861155,0.0052114167770332545,262.16670092085445
459601,20240409,probe00,38,PERI,PERI5,4.1110537399215107e-45,124.62090577875232,1.6777438814633883e-10,0.7800898049067387,0.7465399162626274,0.10487451744490764,3.529756481568978e-14,0.0001641208217474598,0.9806490422939583,0.10487465006024144,1.4119043779987011e-13,0.0006564841171223857,4.7119731223483407e-11
459601,20240409,probe00,39,PERI,PERI5,0.9479033149152919,0.18104011292149727,0.4762048367956397,0.0049487892745952375,0.11761546485582654,2.479235240038144,1.6303345620596055,0.016942671664179062,0.5387698424017999,0.7818590640249407,2.0565887966642857,0.021372367084025665,92.06340528010286
459601,20240409,probe00,40,PERI,PERI5,0.5701545440825893,0.7341228437586748,7.006868456495306,0.0192578260246449,0.06978166505396208,3.3390872773484137,7.9675171247049645,0.021898093219334287,0.1905914595913509,1.5518590927639282,14.811788814989455,0.040709034839726516,334.0590720780684
459601,20240409,probe00,43,PERI,PERI6a,0.916470059731907,0.2379879231045279,17.15386577039719,0.006529687466905683,0.06944027273913184,3.347362227996319,60.318399348700055,0.02296043944395975,0.8281276803816656,0.37223339088463325,26.830107760091227,0.010212987598348223,2522.7553320014617
459601,20240409,probe00,44,PERI,PERI5,0.5108481893158311,0.8257735116049747,98.97658485314412,0.022231257176280057,0.5199993419206494,0.41599188448710894,12.465117697082844,0.0027998060113674007,0.3072238505195596,1.214934507452021,145.62112574199622,0.03270814709835784,4195.073372027951
459601,20240409,probe00,47,PERI,PERI5,3.1372180778919405e-83,525.7138882498892,0.00015863057855644786,0.9339733936795152,0.19821124910116772,1.6713201236856101,1.260773607559997e-07,0.0007423089644064799,0.14302414976255956,1.7471515109378564,5.271910466898391e-07,0.003103956472170043,1.0561011176551974e-05
