time,accuracy,region,subject,date,probe
-2.85,0.6111111111111112,PERI 35,459601,20240409,probe00
-2.8000000000000003,0.5888888888888889,PERI 35,459601,20240409,probe00
-2.7500000000000004,0.5333333333333333,PERI 35,459601,20240409,probe00
-2.7000000000000006,0.6111111111111112,PERI 35,459601,20240409,probe00
-2.650000000000001,0.6888888888888889,PERI 35,459601,20240409,probe00
-2.600000000000001,0.7111111111111111,PERI 35,459601,20240409,probe00
-2.550000000000001,0.7222222222222222,PERI 35,459601,20240409,probe00
-2.5000000000000013,0.7111111111111111,PERI 35,459601,20240409,probe00
-2.4500000000000015,0.7,PERI 35,459601,20240409,probe00
-2.4000000000000017,0.7555555555555555,PERI 35,459601,20240409,probe00
-2.350000000000002,0.7666666666666667,PERI 35,459601,20240409,probe00
-2.300000000000002,0.7777777777777778,PERI 35,459601,20240409,probe00
-2.250000000000002,0.7666666666666667,PERI 35,459601,20240409,probe00
-2.2000000000000024,0.7111111111111111,PERI 35,459601,20240409,probe00
-2.1500000000000026,0.6666666666666666,PERI 35,459601,20240409,probe00
-2.1000000000000028,0.7111111111111111,PERI 35,459601,20240409,probe00
-2.050000000000003,0.7444444444444445,PERI 35,459601,20240409,probe00
-2.000000000000003,0.7111111111111111,PERI 35,459601,20240409,probe00
-1.9500000000000033,0.7333333333333333,PERI 35,459601,20240409,probe00
-1.9000000000000035,0.8,PERI 35,459601,20240409,probe00
-1.8500000000000036,0.7222222222222222,PERI 35,459601,20240409,probe00
-1.8000000000000038,0.7222222222222222,PERI 35,459601,20240409,probe00
-1.750000000000004,0.7333333333333333,PERI 35,459601,20240409,probe00
-1.7000000000000042,0.8,PERI 35,459601,20240409,probe00
-1.6500000000000044,0.7111111111111111,PERI 35,459601,20240409,probe00
-1.6000000000000045,0.7111111111111111,PERI 35,459601,20240409,probe00
-1.5500000000000047,0.6555555555555556,PERI 35,459601,20240409,probe00
-1.5000000000000049,0.7,PERI 35,459601,20240409,probe00
-1.450000000000005,0.6777777777777778,PERI 35,459601,20240409,probe00
-1.4000000000000052,0.6666666666666666,PERI 35,459601,20240409,probe00
-1.3500000000000054,0.6888888888888889,PERI 35,459601,20240409,probe00
-1.3000000000000056,0.7222222222222222,PERI 35,459601,20240409,probe00
-1.2500000000000058,0.8,PERI 35,459601,20240409,probe00
-1.200000000000006,0.7666666666666667,PERI 35,459601,20240409,probe00
-1.1500000000000061,0.6666666666666666,PERI 35,459601,20240409,probe00
-1.1000000000000063,0.8,PERI 35,459601,20240409,probe00
-1.0500000000000065,0.7888888888888889,PERI 35,459601,20240409,probe00
-1.0000000000000067,0.8,PERI 35,459601,20240409,probe00
-0.9500000000000068,0.7555555555555555,PERI 35,459601,20240409,probe00
-0.900000000000007,0.8444444444444444,PERI 35,459601,20240409,probe00
-0.8500000000000072,0.7555555555555555,PERI 35,459601,20240409,probe00
-0.8000000000000074,0.7555555555555555,PERI 35,459601,20240409,probe00
-0.7500000000000075,0.7555555555555555,PERI 35,459601,20240409,probe00
-0.7000000000000077,0.8,PERI 35,459601,20240409,probe00
-0.6500000000000079,0.7888888888888889,PERI 35,459601,20240409,probe00
-0.6000000000000081,0.7111111111111111,PERI 35,459601,20240409,probe00
-0.5500000000000083,0.7444444444444445,PERI 35,459601,20240409,probe00
-0.5000000000000084,0.7666666666666667,PERI 35,459601,20240409,probe00
-0.4500000000000086,0.8333333333333334,PERI 35,459601,20240409,probe00
-0.4000000000000088,0.8222222222222222,PERI 35,459601,20240409,probe00
-0.35000000000000897,0.8,PERI 35,459601,20240409,probe00
-0.30000000000000915,0.8444444444444444,PERI 35,459601,20240409,probe00
-0.2500000000000093,0.8,PERI 35,459601,20240409,probe00
-0.2000000000000095,0.8444444444444444,PERI 35,459601,20240409,probe00
-0.15000000000000968,0.8777777777777778,PERI 35,459601,20240409,probe00
-0.10000000000000986,0.9111111111111111,PERI 35,459601,20240409,probe00
-0.050000000000010036,0.8444444444444444,PERI 35,459601,20240409,probe00
-1.021405182655144e-14,0.8666666666666667,PERI 35,459601,20240409,probe00
0.04999999999998961,0.9333333333333333,PERI 35,459601,20240409,probe00
0.09999999999998943,0.9666666666666667,PERI 35,459601,20240409,probe00
0.14999999999998925,0.9333333333333333,PERI 35,459601,20240409,probe00
0.19999999999998908,0.9666666666666667,PERI 35,459601,20240409,probe00
