subject,session,source_region,target_region,region_pair,position,accuracy,decoder_type,is_far
459601,20240409,CA1,PERI,CA1->PERI,425.0,0.5357142857142857,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,425.0,0.75,source,1
459601,20240409,CA1,PERI,CA1->PERI,435.0,0.6785714285714286,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,435.0,0.35714285714285715,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,435.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,445.0,0.5,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,445.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,445.0,0.5,source,1
459601,20240409,CA1,PERI,CA1->PERI,455.0,0.42857142857142855,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,455.0,0.32142857142857145,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,455.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,465.0,0.2857142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,465.0,0.5,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,465.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,475.0,0.42857142857142855,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,475.0,0.35714285714285715,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,475.0,0.6785714285714286,source,1
459601,20240409,CA1,PERI,CA1->PERI,485.0,0.4642857142857143,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,485.0,0.6071428571428571,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,485.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,495.0,0.4642857142857143,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,495.0,0.5357142857142857,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,495.0,0.5357142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,505.0,0.6785714285714286,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,505.0,0.6428571428571429,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,505.0,0.6428571428571429,source,1
459601,20240409,CA1,PERI,CA1->PERI,515.0,0.6071428571428571,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,515.0,0.6785714285714286,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,515.0,0.75,source,1
459601,20240409,CA1,PERI,CA1->PERI,525.0,0.6785714285714286,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,525.0,0.6428571428571429,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,525.0,0.7857142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,535.0,0.5357142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,535.0,0.5357142857142857,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,535.0,0.7142857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,545.0,0.75,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,545.0,0.6071428571428571,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,545.0,0.7857142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,555.0,0.75,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,555.0,0.6071428571428571,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,555.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,565.0,0.6428571428571429,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,565.0,0.6428571428571429,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,565.0,0.75,source,1
459601,20240409,CA1,PERI,CA1->PERI,575.0,0.7142857142857143,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,575.0,0.75,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,575.0,0.7142857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,585.0,0.5357142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,585.0,0.7142857142857143,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,585.0,0.7142857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,595.0,0.5,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,595.0,0.6071428571428571,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,595.0,0.6071428571428571,source,1
459601,20240409,CA1,PERI,CA1->PERI,605.0,0.5714285714285714,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,605.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,605.0,0.6428571428571429,source,1
459601,20240409,CA1,PERI,CA1->PERI,615.0,0.5357142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,615.0,0.5357142857142857,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,615.0,0.7142857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,625.0,0.6071428571428571,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,625.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,625.0,0.6428571428571429,source,1
459601,20240409,CA1,PERI,CA1->PERI,635.0,0.35714285714285715,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,635.0,0.6428571428571429,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,635.0,0.42857142857142855,source,1
459601,20240409,CA1,PERI,CA1->PERI,645.0,0.25,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,645.0,0.35714285714285715,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,645.0,0.6785714285714286,source,1
459601,20240409,CA1,PERI,CA1->PERI,655.0,0.6785714285714286,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,655.0,0.42857142857142855,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,655.0,0.5357142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,665.0,0.5,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,665.0,0.5,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,665.0,0.6785714285714286,source,1
459601,20240409,CA1,PERI,CA1->PERI,675.0,0.35714285714285715,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,675.0,0.6785714285714286,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,675.0,0.5,source,1
459601,20240409,CA1,PERI,CA1->PERI,685.0,0.42857142857142855,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,685.0,0.4642857142857143,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,685.0,0.4642857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,695.0,0.2857142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,695.0,0.5,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,695.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,705.0,0.39285714285714285,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,705.0,0.42857142857142855,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,705.0,0.6785714285714286,source,1
459601,20240409,CA1,PERI,CA1->PERI,715.0,0.5,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,715.0,0.42857142857142855,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,715.0,0.6785714285714286,source,1
459601,20240409,CA1,PERI,CA1->PERI,725.0,0.39285714285714285,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,725.0,0.35714285714285715,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,725.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,735.0,0.4642857142857143,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,735.0,0.5357142857142857,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,735.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,745.0,0.4642857142857143,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,745.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,745.0,0.6428571428571429,source,1
459601,20240409,CA1,PERI,CA1->PERI,755.0,0.5,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,755.0,0.4642857142857143,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,755.0,0.7857142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,765.0,0.6071428571428571,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,765.0,0.5357142857142857,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,765.0,0.6785714285714286,source,1
459601,20240409,CA1,PERI,CA1->PERI,775.0,0.42857142857142855,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,775.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,775.0,0.6071428571428571,source,1
459601,20240409,CA1,PERI,CA1->PERI,785.0,0.35714285714285715,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,785.0,0.6428571428571429,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,785.0,0.5,source,1
459601,20240409,CA1,PERI,CA1->PERI,795.0,0.5,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,795.0,0.5,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,795.0,0.6071428571428571,source,1
459601,20240409,CA1,PERI,CA1->PERI,805.0,0.39285714285714285,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,805.0,0.42857142857142855,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,805.0,0.6428571428571429,source,1
459601,20240409,CA1,PERI,CA1->PERI,815.0,0.4642857142857143,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,815.0,0.42857142857142855,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,815.0,0.4642857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,825.0,0.6071428571428571,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,825.0,0.35714285714285715,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,825.0,0.5357142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,835.0,0.5,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,835.0,0.4642857142857143,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,835.0,0.7142857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,845.0,0.42857142857142855,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,845.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,845.0,0.4642857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,855.0,0.39285714285714285,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,855.0,0.5,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,855.0,0.5357142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,865.0,0.35714285714285715,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,865.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,865.0,0.4642857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,875.0,0.4642857142857143,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,875.0,0.6071428571428571,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,875.0,0.4642857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,885.0,0.42857142857142855,predicted_target_rrr,1
