time,accuracy,region
-7.5,0.5421686746987951,PERI
-7.5,0.5180722891566265,PERI
-7.5,0.5421686746987951,PERI
-7.5,0.4457831325301205,PERI
-7.5,0.5180722891566265,PERI
-7.5,0.5542168674698795,PERI
-7.5,0.5180722891566265,PERI
-7.5,0.5542168674698795,PERI
-7.5,0.43373493975903615,TEa
-7.5,0.4457831325301205,TEa
-7.5,0.42168674698795183,TEa
-7.5,0.40963855421686746,TEa
-7.5,0.4819277108433735,TEa
-7.5,0.42168674698795183,TEa
-7.5,0.4939759036144578,TEa
-7.5,0.5542168674698795,TEa
-7.5,0.5060240963855421,TEa
-7.5,0.42168674698795183,TEa
-7.5,0.5783132530120482,TEa
-7.5,0.5301204819277109,TEa
-7.5,0.40963855421686746,TEa
-7.5,0.4578313253012048,TEa
-7.5,0.43373493975903615,TEa
-7.5,0.4457831325301205,TEa
-7.5,0.37349397590361444,TEa
-7.5,0.4939759036144578,TEa
-7.5,0.4939759036144578,TEa
-7.5,0.40963855421686746,TEa
-7.5,0.4819277108433735,TEa
-7.5,0.43373493975903615,TEa
-7.5,0.4939759036144578,TEa
-7.5,0.5301204819277109,TEa
-7.5,0.46987951807228917,TEa
-7.5,0.4819277108433735,TEa
-7.5,0.5662650602409639,TEa
-7.5,0.4457831325301205,TEa
-7.5,0.5542168674698795,TEa
-7.5,0.43373493975903615,TEa
-7.5,0.5421686746987951,TEa
-7.5,0.4578313253012048,TEa
-7.5,0.40963855421686746,TEa
-7.5,0.4939759036144578,TEa
-7.5,0.4939759036144578,TEa
-7.5,0.4819277108433735,TEa
-7.5,0.3855421686746988,TEa
-7.5,0.46987951807228917,TEa
-7.5,0.2891566265060241,TEa
-7.5,0.5180722891566265,TEa
-7.5,0.5180722891566265,TEa
-7.5,0.43373493975903615,TEa
-7.5,0.5301204819277109,TEa
-7.5,0.46987951807228917,TEa
-7.5,0.6024096385542169,TEa
-7.5,0.4457831325301205,TEa
-7.5,0.4457831325301205,TEa
-7.5,0.3493975903614458,TEa
-7.5,0.39759036144578314,TEa
-7.5,0.4457831325301205,TEa
-7.5,0.5060240963855421,TEa
-7.5,0.3493975903614458,TEa
-7.5,0.5060240963855421,TEa
-7.5,0.43373493975903615,TEa
-7.5,0.4939759036144578,TEa
-7.5,0.4578313253012048,TEa
-7.5,0.5301204819277109,TEa
-7.5,0.39759036144578314,TEa
-7.5,0.4578313253012048,TEa
-7.5,0.4578313253012048,TEa
-7.5,0.37349397590361444,TEa
-7.5,0.5060240963855421,TEa
-7.5,0.40963855421686746,TEa
-7.5,0.5180722891566265,TEa
-7.5,0.4578313253012048,TEa
-7.5,0.5060240963855421,TEa
-7.5,0.43373493975903615,TEa
-7.5,0.42168674698795183,TEa
-7.5,0.2891566265060241,TEa
-7.5,0.43373493975903615,TEa
-7.5,0.42168674698795183,TEa
-7.5,0.4457831325301205,TEa
-7.5,0.4819277108433735,TEa
-7.5,0.5542168674698795,TEa
-7.5,0.37349397590361444,TEa
-7.5,0.42168674698795183,TEa
-7.5,0.3855421686746988,TEa
-7.5,0.5180722891566265,TEa
-7.5,0.3855421686746988,TEa
-7.5,0.4939759036144578,TEa
-7.5,0.5060240963855421,TEa
-7.5,0.37349397590361444,TEa
-7.5,0.5542168674698795,TEa
-7.5,0.39759036144578314,TEa
-7.5,0.5301204819277109,TEa
-7.5,0.40963855421686746,TEa
-7.5,0.46987951807228917,TEa
-7.5,0.4939759036144578,TEa
-7.5,0.3614457831325301,TEa
-7.5,0.46987951807228917,TEa
-7.5,0.42168674698795183,TEa
-7.5,0.5301204819277109,TEa
-7.5,0.4819277108433735,TEa
-7.5,0.3493975903614458,TEa
-7.5,0.4457831325301205,TEa
-7.5,0.4819277108433735,TEa
-7.5,0.4457831325301205,TEa
-7.5,0.4457831325301205,TEa
-7.5,0.40963855421686746,TEa
-7.5,0.5180722891566265,TEa
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-7.5,0.5421686746987951,VIS
-6.5,0.5060240963855421,PERI
-6.5,0.5542168674698795,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.3614457831325301,PERI
-6.5,0.5060240963855421,PERI
-6.5,0.4819277108433735,PERI
-6.5,0.5542168674698795,PERI
-6.5,0.46987951807228917,PERI
-6.5,0.4939759036144578,PERI
-6.5,0.46987951807228917,PERI
-6.5,0.46987951807228917,PERI
-6.5,0.5421686746987951,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.5662650602409639,PERI
-6.5,0.5060240963855421,PERI
-6.5,0.3855421686746988,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.4578313253012048,PERI
-6.5,0.42168674698795183,PERI
-6.5,0.4457831325301205,PERI
-6.5,0.5662650602409639,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.4819277108433735,PERI
-6.5,0.6144578313253012,PERI
-6.5,0.5421686746987951,PERI
-6.5,0.5421686746987951,PERI
-6.5,0.5542168674698795,PERI
-6.5,0.4578313253012048,PERI
-6.5,0.43373493975903615,PERI
-6.5,0.5301204819277109,PERI
-6.5,0.43373493975903615,PERI
-6.5,0.5060240963855421,PERI
-6.5,0.6144578313253012,PERI
-6.5,0.6144578313253012,PERI
-6.5,0.5903614457831325,PERI
-6.5,0.5421686746987951,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.5421686746987951,PERI
-6.5,0.3855421686746988,PERI
-6.5,0.6385542168674698,PERI
-6.5,0.4939759036144578,PERI
-6.5,0.6265060240963856,PERI
-6.5,0.5783132530120482,PERI
-6.5,0.42168674698795183,PERI
-6.5,0.5060240963855421,PERI
-6.5,0.4819277108433735,PERI
-6.5,0.4457831325301205,PERI
-6.5,0.5783132530120482,PERI
-6.5,0.4939759036144578,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.4939759036144578,PERI
-6.5,0.5542168674698795,PERI
-6.5,0.5903614457831325,PERI
-6.5,0.6024096385542169,PERI
-6.5,0.5421686746987951,PERI
-6.5,0.4457831325301205,PERI
-6.5,0.5903614457831325,PERI
-6.5,0.5060240963855421,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.5060240963855421,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.4457831325301205,PERI
-6.5,0.5903614457831325,PERI
-6.5,0.4939759036144578,PERI
-6.5,0.5903614457831325,PERI
-6.5,0.5301204819277109,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.5421686746987951,PERI
-6.5,0.4457831325301205,PERI
-6.5,0.6265060240963856,PERI
-6.5,0.5301204819277109,PERI
-6.5,0.39759036144578314,PERI
-6.5,0.6265060240963856,PERI
-6.5,0.4578313253012048,PERI
-6.5,0.5301204819277109,PERI
-6.5,0.6265060240963856,PERI
-6.5,0.5301204819277109,PERI
-6.5,0.4819277108433735,PERI
-6.5,0.5301204819277109,PERI
-6.5,0.4578313253012048,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.5301204819277109,PERI
-6.5,0.42168674698795183,PERI
-6.5,0.5301204819277109,PERI
-6.5,0.40963855421686746,PERI
-6.5,0.5783132530120482,PERI
-6.5,0.4939759036144578,PERI
-6.5,0.4578313253012048,PERI
-6.5,0.5060240963855421,PERI
-6.5,0.43373493975903615,PERI
-6.5,0.5180722891566265,PERI
-6.5,0.3855421686746988,PERI
-6.5,0.5301204819277109,PERI
-6.5,0.4819277108433735,PERI
-6.5,0.6144578313253012,PERI
-6.5,0.5421686746987951,PERI
-6.5,0.6265060240963856,PERI
-6.5,0.4819277108433735,PERI
-6.5,0.5060240963855421,PERI
-6.5,0.5301204819277109,TEa
-6.5,0.5662650602409639,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.4819277108433735,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.40963855421686746,TEa
-6.5,0.42168674698795183,TEa
-6.5,0.4819277108433735,TEa
-6.5,0.46987951807228917,TEa
-6.5,0.5060240963855421,TEa
-6.5,0.4819277108433735,TEa
-6.5,0.5662650602409639,TEa
-6.5,0.5421686746987951,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.4939759036144578,TEa
-6.5,0.5903614457831325,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.4819277108433735,TEa
-6.5,0.5421686746987951,TEa
-6.5,0.43373493975903615,TEa
-6.5,0.4578313253012048,TEa
-6.5,0.40963855421686746,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.42168674698795183,TEa
-6.5,0.5783132530120482,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.4939759036144578,TEa
-6.5,0.5662650602409639,TEa
-6.5,0.4939759036144578,TEa
-6.5,0.5783132530120482,TEa
-6.5,0.5060240963855421,TEa
-6.5,0.4457831325301205,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.5542168674698795,TEa
-6.5,0.43373493975903615,TEa
-6.5,0.5662650602409639,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.4578313253012048,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.5662650602409639,TEa
-6.5,0.6144578313253012,TEa
-6.5,0.37349397590361444,TEa
-6.5,0.4578313253012048,TEa
-6.5,0.46987951807228917,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.4939759036144578,TEa
-6.5,0.5060240963855421,TEa
-6.5,0.4939759036144578,TEa
-6.5,0.4939759036144578,TEa
-6.5,0.4457831325301205,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.46987951807228917,TEa
-6.5,0.4819277108433735,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.40963855421686746,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.42168674698795183,TEa
-6.5,0.5542168674698795,TEa
-6.5,0.4457831325301205,TEa
-6.5,0.5542168674698795,TEa
-6.5,0.4457831325301205,TEa
-6.5,0.5542168674698795,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.42168674698795183,TEa
-6.5,0.5542168674698795,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.4939759036144578,TEa
-6.5,0.4819277108433735,TEa
-6.5,0.5060240963855421,TEa
-6.5,0.46987951807228917,TEa
-6.5,0.5542168674698795,TEa
-6.5,0.42168674698795183,TEa
-6.5,0.5060240963855421,TEa
-6.5,0.4457831325301205,TEa
-6.5,0.5421686746987951,TEa
-6.5,0.39759036144578314,TEa
-6.5,0.5783132530120482,TEa
-6.5,0.4578313253012048,TEa
-6.5,0.4578313253012048,TEa
-6.5,0.5662650602409639,TEa
-6.5,0.4457831325301205,TEa
-6.5,0.4457831325301205,TEa
-6.5,0.4819277108433735,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.46987951807228917,TEa
-6.5,0.4578313253012048,TEa
-6.5,0.5783132530120482,TEa
-6.5,0.5060240963855421,TEa
-6.5,0.46987951807228917,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.5783132530120482,TEa
-6.5,0.3132530120481928,TEa
-6.5,0.4819277108433735,TEa
-6.5,0.3855421686746988,TEa
-6.5,0.5301204819277109,TEa
-6.5,0.5180722891566265,TEa
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-6.5,0.4457831325301205,VIS
-5.5,0.4819277108433735,PERI
-5.5,0.4939759036144578,PERI
-5.5,0.4819277108433735,PERI
-5.5,0.5421686746987951,PERI
-5.5,0.39759036144578314,PERI
-5.5,0.5783132530120482,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.5060240963855421,PERI
-5.5,0.5301204819277109,PERI
-5.5,0.42168674698795183,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.4578313253012048,PERI
-5.5,0.5421686746987951,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.5301204819277109,PERI
-5.5,0.4578313253012048,PERI
-5.5,0.4578313253012048,PERI
-5.5,0.6024096385542169,PERI
-5.5,0.4578313253012048,PERI
-5.5,0.4939759036144578,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.4578313253012048,PERI
-5.5,0.46987951807228917,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.43373493975903615,PERI
-5.5,0.4939759036144578,PERI
-5.5,0.4939759036144578,PERI
-5.5,0.5180722891566265,PERI
-5.5,0.5060240963855421,PERI
-5.5,0.5903614457831325,PERI
-5.5,0.6024096385542169,PERI
-5.5,0.4819277108433735,PERI
-5.5,0.5542168674698795,PERI
-5.5,0.43373493975903615,PERI
-5.5,0.5542168674698795,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.42168674698795183,PERI
-5.5,0.6024096385542169,PERI
-5.5,0.3253012048192771,PERI
-5.5,0.4819277108433735,PERI
-5.5,0.5060240963855421,PERI
-5.5,0.5903614457831325,PERI
-5.5,0.5180722891566265,PERI
-5.5,0.5301204819277109,PERI
-5.5,0.4939759036144578,PERI
-5.5,0.5542168674698795,PERI
-5.5,0.43373493975903615,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.5180722891566265,PERI
-5.5,0.5421686746987951,PERI
-5.5,0.5060240963855421,PERI
-5.5,0.5542168674698795,PERI
-5.5,0.4457831325301205,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.5903614457831325,PERI
-5.5,0.4819277108433735,PERI
-5.5,0.39759036144578314,PERI
-5.5,0.5542168674698795,PERI
-5.5,0.5060240963855421,PERI
-5.5,0.5542168674698795,PERI
-5.5,0.6144578313253012,PERI
-5.5,0.5783132530120482,PERI
-5.5,0.5421686746987951,PERI
-5.5,0.4578313253012048,PERI
-5.5,0.6626506024096386,PERI
-5.5,0.5301204819277109,PERI
-5.5,0.4578313253012048,PERI
-5.5,0.4819277108433735,PERI
-5.5,0.5301204819277109,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.42168674698795183,PERI
-5.5,0.4457831325301205,PERI
-5.5,0.5662650602409639,PERI
-5.5,0.4578313253012048,PERI
-5.5,0.4578313253012048,PERI
-5.5,0.5301204819277109,PERI
-5.5,0.5060240963855421,PERI
-5.5,0.4939759036144578,PERI
-5.5,0.40963855421686746,PERI
-5.5,0.5301204819277109,PERI
-5.5,0.4939759036144578,PERI
-5.5,0.4939759036144578,PERI
-5.5,0.5180722891566265,PERI
-5.5,0.4578313253012048,PERI
-5.5,0.5542168674698795,PERI
-5.5,0.4939759036144578,PERI
-5.5,0.3855421686746988,PERI
-5.5,0.5060240963855421,PERI
-5.5,0.46987951807228917,PERI
-5.5,0.40963855421686746,PERI
-5.5,0.42168674698795183,PERI
-5.5,0.3855421686746988,PERI
-5.5,0.5180722891566265,PERI
-5.5,0.43373493975903615,PERI
-5.5,0.43373493975903615,PERI
-5.5,0.5180722891566265,PERI
-5.5,0.5180722891566265,PERI
-5.5,0.42168674698795183,PERI
-5.5,0.5783132530120482,PERI
-5.5,0.5180722891566265,TEa
-5.5,0.42168674698795183,TEa
-5.5,0.5903614457831325,TEa
-5.5,0.6385542168674698,TEa
-5.5,0.5542168674698795,TEa
-5.5,0.5421686746987951,TEa
-5.5,0.5301204819277109,TEa
-5.5,0.5301204819277109,TEa
-5.5,0.5542168674698795,TEa
-5.5,0.6024096385542169,TEa
-5.5,0.5542168674698795,TEa
-5.5,0.5301204819277109,TEa
-5.5,0.4939759036144578,TEa
-5.5,0.4578313253012048,TEa
-5.5,0.6144578313253012,TEa
-5.5,0.6144578313253012,TEa
-5.5,0.5542168674698795,TEa
-5.5,0.5301204819277109,TEa
-5.5,0.4819277108433735,TEa
-5.5,0.5180722891566265,TEa
-5.5,0.5180722891566265,TEa
-5.5,0.4939759036144578,TEa
-5.5,0.6024096385542169,TEa
-5.5,0.5783132530120482,TEa
-5.5,0.5060240963855421,TEa
-5.5,0.6024096385542169,TEa
-5.5,0.4578313253012048,TEa
-5.5,0.5301204819277109,TEa
-5.5,0.5903614457831325,TEa
-5.5,0.46987951807228917,TEa
-5.5,0.5783132530120482,TEa
-5.5,0.4819277108433735,TEa
-5.5,0.5783132530120482,TEa
-5.5,0.5180722891566265,TEa
-5.5,0.5180722891566265,TEa
-5.5,0.5421686746987951,TEa
-5.5,0.6385542168674698,TEa
-5.5,0.5542168674698795,TEa
-5.5,0.5542168674698795,TEa
-5.5,0.5662650602409639,TEa
-5.5,0.5421686746987951,TEa
-5.5,0.5301204819277109,TEa
-5.5,0.6144578313253012,TEa
-5.5,0.6626506024096386,TEa
-5.5,0.5783132530120482,TEa
-5.5,0.5662650602409639,TEa
-5.5,0.5421686746987951,TEa
-5.5,0.5542168674698795,TEa
-5.5,0.5903614457831325,TEa
-5.5,0.5180722891566265,TEa
-5.5,0.6265060240963856,TEa
-5.5,0.5783132530120482,TEa
-5.5,0.6144578313253012,TEa
-5.5,0.5662650602409639,TEa
-5.5,0.5783132530120482,TEa
-5.5,0.4457831325301205,TEa
-5.5,0.4819277108433735,TEa
-5.5,0.5542168674698795,TEa
-5.5,0.5060240963855421,TEa
-5.5,0.5903614457831325,TEa
-5.5,0.5301204819277109,TEa
-5.5,0.5060240963855421,TEa
-5.5,0.5542168674698795,TEa
-5.5,0.6024096385542169,TEa
-5.5,0.5301204819277109,TEa
-5.5,0.4819277108433735,TEa
-5.5,0.5903614457831325,TEa
-5.5,0.5060240963855421,TEa
-5.5,0.5421686746987951,TEa
-5.5,0.4939759036144578,TEa
-5.5,0.5421686746987951,TEa
-5.5,0.5180722891566265,TEa
-5.5,0.5060240963855421,TEa
-5.5,0.5783132530120482,TEa
-5.5,0.5301204819277109,TEa
-5.5,0.4578313253012048,TEa
