distance,accuracy,object,region,subject,date,probe
-107.0,0.5487804878048781,1,PERI 35,459601,20240411,probe00
-100.0,0.5365853658536586,1,PERI 35,459601,20240411,probe00
-93.0,0.47560975609756095,1,PERI 35,459601,20240411,probe00
-86.0,0.5365853658536586,1,PERI 35,459601,20240411,probe00
-79.0,0.5121951219512195,1,PERI 35,459601,20240411,probe00
-72.0,0.524390243902439,1,PERI 35,459601,20240411,probe00
-65.0,0.5365853658536586,1,PERI 35,459601,20240411,probe00
-58.0,0.4634146341463415,1,PERI 35,459601,20240411,probe00
-51.0,0.4268292682926829,1,PERI 35,459601,20240411,probe00
-44.0,0.5975609756097561,1,PERI 35,459601,20240411,probe00
-37.0,0.573170731707317,1,PERI 35,459601,20240411,probe00
-30.0,0.524390243902439,1,PERI 35,459601,20240411,probe00
-23.0,0.6097560975609756,1,PERI 35,459601,20240411,probe00
-16.0,0.6463414634146342,1,PERI 35,459601,20240411,probe00
-9.0,0.6219512195121951,1,PERI 35,459601,20240411,probe00
-2.0,0.6097560975609756,1,PERI 35,459601,20240411,probe00
5.0,0.5975609756097561,1,PERI 35,459601,20240411,probe00
12.0,0.7682926829268293,1,PERI 35,459601,20240411,probe00
19.0,0.6951219512195121,1,PERI 35,459601,20240411,probe00
26.0,0.6219512195121951,1,PERI 35,459601,20240411,probe00
33.0,0.7073170731707317,1,PERI 35,459601,20240411,probe00
40.0,0.7317073170731707,1,PERI 35,459601,20240411,probe00
47.0,0.7439024390243902,1,PERI 35,459601,20240411,probe00
54.0,0.7439024390243902,1,PERI 35,459601,20240411,probe00
61.0,0.7560975609756098,1,PERI 35,459601,20240411,probe00
68.0,0.7560975609756098,1,PERI 35,459601,20240411,probe00
75.0,0.7682926829268293,1,PERI 35,459601,20240411,probe00
82.0,0.6951219512195121,1,PERI 35,459601,20240411,probe00
89.0,0.6341463414634146,1,PERI 35,459601,20240411,probe00
96.0,0.6951219512195121,1,PERI 35,459601,20240411,probe00
103.0,0.5,1,PERI 35,459601,20240411,probe00
110.0,0.5121951219512195,1,PERI 35,459601,20240411,probe00
117.0,0.5609756097560976,1,PERI 35,459601,20240411,probe00
124.0,0.45121951219512196,1,PERI 35,459601,20240411,probe00
131.0,0.5121951219512195,1,PERI 35,459601,20240411,probe00
138.0,0.5121951219512195,1,PERI 35,459601,20240411,probe00
145.0,0.5487804878048781,1,PERI 35,459601,20240411,probe00
152.0,0.47560975609756095,1,PERI 35,459601,20240411,probe00
159.0,0.5,1,PERI 35,459601,20240411,probe00
166.0,0.6219512195121951,1,PERI 35,459601,20240411,probe00
173.0,0.6951219512195121,1,PERI 35,459601,20240411,probe00
180.0,0.6707317073170732,1,PERI 35,459601,20240411,probe00
187.0,0.6707317073170732,1,PERI 35,459601,20240411,probe00
194.0,0.6829268292682927,1,PERI 35,459601,20240411,probe00
201.0,0.5975609756097561,1,PERI 35,459601,20240411,probe00
208.0,0.6341463414634146,1,PERI 35,459601,20240411,probe00
215.0,0.4878048780487805,1,PERI 35,459601,20240411,probe00
222.0,0.5,1,PERI 35,459601,20240411,probe00
229.0,0.47560975609756095,1,PERI 35,459601,20240411,probe00
236.0,0.43902439024390244,1,PERI 35,459601,20240411,probe00
243.0,0.524390243902439,1,PERI 35,459601,20240411,probe00
250.0,0.5365853658536586,1,PERI 35,459601,20240411,probe00
257.0,0.5487804878048781,1,PERI 35,459601,20240411,probe00
264.0,0.5609756097560976,1,PERI 35,459601,20240411,probe00
271.0,0.524390243902439,1,PERI 35,459601,20240411,probe00
278.0,0.5975609756097561,1,PERI 35,459601,20240411,probe00
-275.0,0.35365853658536583,2,PERI 35,459601,20240411,probe00
-268.0,0.5365853658536586,2,PERI 35,459601,20240411,probe00
-261.0,0.5121951219512195,2,PERI 35,459601,20240411,probe00
-254.0,0.4878048780487805,2,PERI 35,459601,20240411,probe00
-247.0,0.4878048780487805,2,PERI 35,459601,20240411,probe00
-240.0,0.4634146341463415,2,PERI 35,459601,20240411,probe00
-233.0,0.43902439024390244,2,PERI 35,459601,20240411,probe00
-226.0,0.47560975609756095,2,PERI 35,459601,20240411,probe00
-219.0,0.3902439024390244,2,PERI 35,459601,20240411,probe00
-212.0,0.47560975609756095,2,PERI 35,459601,20240411,probe00
-205.0,0.524390243902439,2,PERI 35,459601,20240411,probe00
-198.0,0.573170731707317,2,PERI 35,459601,20240411,probe00
-191.0,0.573170731707317,2,PERI 35,459601,20240411,probe00
-184.0,0.5853658536585366,2,PERI 35,459601,20240411,probe00
-177.0,0.5609756097560976,2,PERI 35,459601,20240411,probe00
-170.0,0.5609756097560976,2,PERI 35,459601,20240411,probe00
-163.0,0.5,2,PERI 35,459601,20240411,probe00
-156.0,0.43902439024390244,2,PERI 35,459601,20240411,probe00
-149.0,0.5609756097560976,2,PERI 35,459601,20240411,probe00
-142.0,0.5975609756097561,2,PERI 35,459601,20240411,probe00
-135.0,0.573170731707317,2,PERI 35,459601,20240411,probe00
-128.0,0.6219512195121951,2,PERI 35,459601,20240411,probe00
-121.0,0.6097560975609756,2,PERI 35,459601,20240411,probe00
-114.0,0.6829268292682927,2,PERI 35,459601,20240411,probe00
-107.0,0.6829268292682927,2,PERI 35,459601,20240411,probe00
-100.0,0.7439024390243902,2,PERI 35,459601,20240411,probe00
-93.0,0.7073170731707317,2,PERI 35,459601,20240411,probe00
-86.0,0.6707317073170732,2,PERI 35,459601,20240411,probe00
-79.0,0.7317073170731707,2,PERI 35,459601,20240411,probe00
-72.0,0.6463414634146342,2,PERI 35,459601,20240411,probe00
-65.0,0.7804878048780488,2,PERI 35,459601,20240411,probe00
-58.0,0.7804878048780488,2,PERI 35,459601,20240411,probe00
-51.0,0.8048780487804879,2,PERI 35,459601,20240411,probe00
-44.0,0.8048780487804879,2,PERI 35,459601,20240411,probe00
-37.0,0.8048780487804879,2,PERI 35,459601,20240411,probe00
-30.0,0.7560975609756098,2,PERI 35,459601,20240411,probe00
-23.0,0.8048780487804879,2,PERI 35,459601,20240411,probe00
-16.0,0.7926829268292683,2,PERI 35,459601,20240411,probe00
-9.0,0.7195121951219512,2,PERI 35,459601,20240411,probe00
-2.0,0.6951219512195121,2,PERI 35,459601,20240411,probe00
5.0,0.6463414634146342,2,PERI 35,459601,20240411,probe00
12.0,0.6707317073170732,2,PERI 35,459601,20240411,probe00
19.0,0.8048780487804879,2,PERI 35,459601,20240411,probe00
26.0,0.8048780487804879,2,PERI 35,459601,20240411,probe00
33.0,0.8292682926829268,2,PERI 35,459601,20240411,probe00
40.0,0.7926829268292683,2,PERI 35,459601,20240411,probe00
47.0,0.8170731707317073,2,PERI 35,459601,20240411,probe00
54.0,0.7682926829268293,2,PERI 35,459601,20240411,probe00
61.0,0.7073170731707317,2,PERI 35,459601,20240411,probe00
68.0,0.6829268292682927,2,PERI 35,459601,20240411,probe00
75.0,0.6219512195121951,2,PERI 35,459601,20240411,probe00
82.0,0.6463414634146342,2,PERI 35,459601,20240411,probe00
89.0,0.6707317073170732,2,PERI 35,459601,20240411,probe00
96.0,0.6951219512195121,2,PERI 35,459601,20240411,probe00
103.0,0.6463414634146342,2,PERI 35,459601,20240411,probe00
110.0,0.6585365853658537,2,PERI 35,459601,20240411,probe00
117.0,0.6097560975609756,2,PERI 35,459601,20240411,probe00
124.0,0.5365853658536586,2,PERI 35,459601,20240411,probe00
131.0,0.5365853658536586,2,PERI 35,459601,20240411,probe00
138.0,0.45121951219512196,2,PERI 35,459601,20240411,probe00
145.0,0.5975609756097561,2,PERI 35,459601,20240411,probe00
152.0,0.6341463414634146,2,PERI 35,459601,20240411,probe00
159.0,0.573170731707317,2,PERI 35,459601,20240411,probe00
166.0,0.6219512195121951,2,PERI 35,459601,20240411,probe00
173.0,0.6341463414634146,2,PERI 35,459601,20240411,probe00
180.0,0.5853658536585366,2,PERI 35,459601,20240411,probe00
187.0,0.5853658536585366,2,PERI 35,459601,20240411,probe00
194.0,0.6585365853658537,2,PERI 35,459601,20240411,probe00
201.0,0.524390243902439,2,PERI 35,459601,20240411,probe00
208.0,0.5365853658536586,2,PERI 35,459601,20240411,probe00
215.0,0.4268292682926829,2,PERI 35,459601,20240411,probe00
222.0,0.35365853658536583,2,PERI 35,459601,20240411,probe00
229.0,0.3170731707317073,2,PERI 35,459601,20240411,probe00
236.0,0.3780487804878049,2,PERI 35,459601,20240411,probe00
243.0,0.4268292682926829,2,PERI 35,459601,20240411,probe00
250.0,0.4878048780487805,2,PERI 35,459601,20240411,probe00
257.0,0.524390243902439,2,PERI 35,459601,20240411,probe00
264.0,0.43902439024390244,2,PERI 35,459601,20240411,probe00
271.0,0.45121951219512196,2,PERI 35,459601,20240411,probe00
278.0,0.5609756097560976,2,PERI 35,459601,20240411,probe00
-275.0,0.6341463414634146,3,PERI 35,459601,20240411,probe00
-268.0,0.6219512195121951,3,PERI 35,459601,20240411,probe00
-261.0,0.6585365853658537,3,PERI 35,459601,20240411,probe00
-254.0,0.6097560975609756,3,PERI 35,459601,20240411,probe00
-247.0,0.524390243902439,3,PERI 35,459601,20240411,probe00
-240.0,0.5487804878048781,3,PERI 35,459601,20240411,probe00
-233.0,0.5121951219512195,3,PERI 35,459601,20240411,probe00
-226.0,0.5121951219512195,3,PERI 35,459601,20240411,probe00
-219.0,0.573170731707317,3,PERI 35,459601,20240411,probe00
-212.0,0.5365853658536586,3,PERI 35,459601,20240411,probe00
-205.0,0.5121951219512195,3,PERI 35,459601,20240411,probe00
-198.0,0.5365853658536586,3,PERI 35,459601,20240411,probe00
-191.0,0.5,3,PERI 35,459601,20240411,probe00
-184.0,0.6219512195121951,3,PERI 35,459601,20240411,probe00
-177.0,0.6097560975609756,3,PERI 35,459601,20240411,probe00
-170.0,0.6463414634146342,3,PERI 35,459601,20240411,probe00
-163.0,0.5609756097560976,3,PERI 35,459601,20240411,probe00
-156.0,0.524390243902439,3,PERI 35,459601,20240411,probe00
-149.0,0.6585365853658537,3,PERI 35,459601,20240411,probe00
-142.0,0.6097560975609756,3,PERI 35,459601,20240411,probe00
-135.0,0.573170731707317,3,PERI 35,459601,20240411,probe00
-128.0,0.5609756097560976,3,PERI 35,459601,20240411,probe00
-121.0,0.5,3,PERI 35,459601,20240411,probe00
-114.0,0.573170731707317,3,PERI 35,459601,20240411,probe00
-107.0,0.5,3,PERI 35,459601,20240411,probe00
-100.0,0.5365853658536586,3,PERI 35,459601,20240411,probe00
-93.0,0.5365853658536586,3,PERI 35,459601,20240411,probe00
-86.0,0.5853658536585366,3,PERI 35,459601,20240411,probe00
-79.0,0.5609756097560976,3,PERI 35,459601,20240411,probe00
-72.0,0.4878048780487805,3,PERI 35,459601,20240411,probe00
-65.0,0.524390243902439,3,PERI 35,459601,20240411,probe00
-58.0,0.573170731707317,3,PERI 35,459601,20240411,probe00
-51.0,0.524390243902439,3,PERI 35,459601,20240411,probe00
-44.0,0.3780487804878049,3,PERI 35,459601,20240411,probe00
-37.0,0.5121951219512195,3,PERI 35,459601,20240411,probe00
-30.0,0.4146341463414634,3,PERI 35,459601,20240411,probe00
-23.0,0.4634146341463415,3,PERI 35,459601,20240411,probe00
-16.0,0.6097560975609756,3,PERI 35,459601,20240411,probe00
-9.0,0.45121951219512196,3,PERI 35,459601,20240411,probe00
-2.0,0.47560975609756095,3,PERI 35,459601,20240411,probe00
5.0,0.5,3,PERI 35,459601,20240411,probe00
12.0,0.4268292682926829,3,PERI 35,459601,20240411,probe00
19.0,0.5365853658536586,3,PERI 35,459601,20240411,probe00
26.0,0.573170731707317,3,PERI 35,459601,20240411,probe00
33.0,0.5975609756097561,3,PERI 35,459601,20240411,probe00
40.0,0.4146341463414634,3,PERI 35,459601,20240411,probe00
47.0,0.5487804878048781,3,PERI 35,459601,20240411,probe00
54.0,0.573170731707317,3,PERI 35,459601,20240411,probe00
61.0,0.524390243902439,3,PERI 35,459601,20240411,probe00
68.0,0.5609756097560976,3,PERI 35,459601,20240411,probe00
75.0,0.4634146341463415,3,PERI 35,459601,20240411,probe00
82.0,0.5853658536585366,3,PERI 35,459601,20240411,probe00
89.0,0.524390243902439,3,PERI 35,459601,20240411,probe00
96.0,0.6463414634146342,3,PERI 35,459601,20240411,probe00
103.0,0.5975609756097561,3,PERI 35,459601,20240411,probe00
110.0,0.573170731707317,3,PERI 35,459601,20240411,probe00
117.0,0.5365853658536586,3,PERI 35,459601,20240411,probe00
124.0,0.5,3,PERI 35,459601,20240411,probe00
131.0,0.5,3,PERI 35,459601,20240411,probe00
138.0,0.5365853658536586,3,PERI 35,459601,20240411,probe00
145.0,0.45121951219512196,3,PERI 35,459601,20240411,probe00
152.0,0.4878048780487805,3,PERI 35,459601,20240411,probe00
159.0,0.4878048780487805,3,PERI 35,459601,20240411,probe00
166.0,0.4634146341463415,3,PERI 35,459601,20240411,probe00
173.0,0.4146341463414634,3,PERI 35,459601,20240411,probe00
180.0,0.47560975609756095,3,PERI 35,459601,20240411,probe00
187.0,0.5487804878048781,3,PERI 35,459601,20240411,probe00
194.0,0.4634146341463415,3,PERI 35,459601,20240411,probe00
201.0,0.5121951219512195,3,PERI 35,459601,20240411,probe00
208.0,0.4268292682926829,3,PERI 35,459601,20240411,probe00
215.0,0.47560975609756095,3,PERI 35,459601,20240411,probe00
222.0,0.4146341463414634,3,PERI 35,459601,20240411,probe00
229.0,0.4146341463414634,3,PERI 35,459601,20240411,probe00
236.0,0.4268292682926829,3,PERI 35,459601,20240411,probe00
243.0,0.4878048780487805,3,PERI 35,459601,20240411,probe00
250.0,0.4878048780487805,3,PERI 35,459601,20240411,probe00
257.0,0.5609756097560976,3,PERI 35,459601,20240411,probe00
264.0,0.5365853658536586,3,PERI 35,459601,20240411,probe00
271.0,0.5365853658536586,3,PERI 35,459601,20240411,probe00
278.0,0.6219512195121951,3,PERI 35,459601,20240411,probe00
-275.0,0.47560975609756095,1,PERI 36,459601,20240411,probe00
-268.0,0.524390243902439,1,PERI 36,459601,20240411,probe00
-261.0,0.6097560975609756,1,PERI 36,459601,20240411,probe00
-254.0,0.5121951219512195,1,PERI 36,459601,20240411,probe00
-247.0,0.4878048780487805,1,PERI 36,459601,20240411,probe00
-240.0,0.524390243902439,1,PERI 36,459601,20240411,probe00
-233.0,0.5365853658536586,1,PERI 36,459601,20240411,probe00
-226.0,0.5,1,PERI 36,459601,20240411,probe00
-219.0,0.5487804878048781,1,PERI 36,459601,20240411,probe00
-212.0,0.5975609756097561,1,PERI 36,459601,20240411,probe00
-205.0,0.6219512195121951,1,PERI 36,459601,20240411,probe00
-198.0,0.6219512195121951,1,PERI 36,459601,20240411,probe00
-191.0,0.5853658536585366,1,PERI 36,459601,20240411,probe00
-184.0,0.6219512195121951,1,PERI 36,459601,20240411,probe00
-177.0,0.5975609756097561,1,PERI 36,459601,20240411,probe00
-170.0,0.6585365853658537,1,PERI 36,459601,20240411,probe00
-163.0,0.5609756097560976,1,PERI 36,459601,20240411,probe00
-156.0,0.5975609756097561,1,PERI 36,459601,20240411,probe00
-149.0,0.5975609756097561,1,PERI 36,459601,20240411,probe00
-142.0,0.6463414634146342,1,PERI 36,459601,20240411,probe00
-135.0,0.6951219512195121,1,PERI 36,459601,20240411,probe00
-128.0,0.7195121951219512,1,PERI 36,459601,20240411,probe00
-121.0,0.6463414634146342,1,PERI 36,459601,20240411,probe00
-114.0,0.6341463414634146,1,PERI 36,459601,20240411,probe00
-107.0,0.6707317073170732,1,PERI 36,459601,20240411,probe00
-100.0,0.8048780487804879,1,PERI 36,459601,20240411,probe00
-93.0,0.7317073170731707,1,PERI 36,459601,20240411,probe00
-86.0,0.7926829268292683,1,PERI 36,459601,20240411,probe00
-79.0,0.8048780487804879,1,PERI 36,459601,20240411,probe00
-72.0,0.7317073170731707,1,PERI 36,459601,20240411,probe00
-65.0,0.7560975609756098,1,PERI 36,459601,20240411,probe00
-58.0,0.7560975609756098,1,PERI 36,459601,20240411,probe00
-51.0,0.7073170731707317,1,PERI 36,459601,20240411,probe00
-44.0,0.7317073170731707,1,PERI 36,459601,20240411,probe00
-37.0,0.7317073170731707,1,PERI 36,459601,20240411,probe00
-30.0,0.7195121951219512,1,PERI 36,459601,20240411,probe00
-23.0,0.7804878048780488,1,PERI 36,459601,20240411,probe00
-16.0,0.7804878048780488,1,PERI 36,459601,20240411,probe00
-9.0,0.6585365853658537,1,PERI 36,459601,20240411,probe00
-2.0,0.7560975609756098,1,PERI 36,459601,20240411,probe00
5.0,0.7073170731707317,1,PERI 36,459601,20240411,probe00
12.0,0.6829268292682927,1,PERI 36,459601,20240411,probe00
19.0,0.7439024390243902,1,PERI 36,459601,20240411,probe00
26.0,0.6951219512195121,1,PERI 36,459601,20240411,probe00
33.0,0.6707317073170732,1,PERI 36,459601,20240411,probe00
40.0,0.6829268292682927,1,PERI 36,459601,20240411,probe00
47.0,0.7195121951219512,1,PERI 36,459601,20240411,probe00
54.0,0.6951219512195121,1,PERI 36,459601,20240411,probe00
61.0,0.7804878048780488,1,PERI 36,459601,20240411,probe00
68.0,0.7195121951219512,1,PERI 36,459601,20240411,probe00
75.0,0.7317073170731707,1,PERI 36,459601,20240411,probe00
82.0,0.7317073170731707,1,PERI 36,459601,20240411,probe00
89.0,0.7317073170731707,1,PERI 36,459601,20240411,probe00
96.0,0.7682926829268293,1,PERI 36,459601,20240411,probe00
103.0,0.7073170731707317,1,PERI 36,459601,20240411,probe00
110.0,0.6829268292682927,1,PERI 36,459601,20240411,probe00
117.0,0.6829268292682927,1,PERI 36,459601,20240411,probe00
124.0,0.7560975609756098,1,PERI 36,459601,20240411,probe00
131.0,0.6829268292682927,1,PERI 36,459601,20240411,probe00
138.0,0.7560975609756098,1,PERI 36,459601,20240411,probe00
145.0,0.7804878048780488,1,PERI 36,459601,20240411,probe00
152.0,0.8292682926829268,1,PERI 36,459601,20240411,probe00
159.0,0.8536585365853658,1,PERI 36,459601,20240411,probe00
166.0,0.8536585365853658,1,PERI 36,459601,20240411,probe00
173.0,0.8170731707317073,1,PERI 36,459601,20240411,probe00
180.0,0.8536585365853658,1,PERI 36,459601,20240411,probe00
187.0,0.8902439024390244,1,PERI 36,459601,20240411,probe00
194.0,0.8902439024390244,1,PERI 36,459601,20240411,probe00
201.0,0.8292682926829268,1,PERI 36,459601,20240411,probe00
208.0,0.8536585365853658,1,PERI 36,459601,20240411,probe00
215.0,0.8292682926829268,1,PERI 36,459601,20240411,probe00
222.0,0.8292682926829268,1,PERI 36,459601,20240411,probe00
229.0,0.8170731707317073,1,PERI 36,459601,20240411,probe00
236.0,0.8414634146341463,1,PERI 36,459601,20240411,probe00
243.0,0.7195121951219512,1,PERI 36,459601,20240411,probe00
250.0,0.7804878048780488,1,PERI 36,459601,20240411,probe00
257.0,0.7804878048780488,1,PERI 36,459601,20240411,probe00
264.0,0.7560975609756098,1,PERI 36,459601,20240411,probe00
271.0,0.8414634146341463,1,PERI 36,459601,20240411,probe00
278.0,0.8902439024390244,1,PERI 36,459601,20240411,probe00
-275.0,0.8902439024390244,2,PERI 36,459601,20240411,probe00
-268.0,0.9024390243902439,2,PERI 36,459601,20240411,probe00
-261.0,0.8780487804878049,2,PERI 36,459601,20240411,probe00
-254.0,0.8780487804878049,2,PERI 36,459601,20240411,probe00
-247.0,0.9146341463414634,2,PERI 36,459601,20240411,probe00
-240.0,0.9024390243902439,2,PERI 36,459601,20240411,probe00
-233.0,0.9024390243902439,2,PERI 36,459601,20240411,probe00
-226.0,0.8780487804878049,2,PERI 36,459601,20240411,probe00
-219.0,0.9024390243902439,2,PERI 36,459601,20240411,probe00
-212.0,0.8780487804878049,2,PERI 36,459601,20240411,probe00
-205.0,0.8414634146341463,2,PERI 36,459601,20240411,probe00
-198.0,0.8902439024390244,2,PERI 36,459601,20240411,probe00
-191.0,0.8658536585365854,2,PERI 36,459601,20240411,probe00
-184.0,0.8658536585365854,2,PERI 36,459601,20240411,probe00
-177.0,0.8658536585365854,2,PERI 36,459601,20240411,probe00
-170.0,0.9146341463414634,2,PERI 36,459601,20240411,probe00
-163.0,0.9146341463414634,2,PERI 36,459601,20240411,probe00
-156.0,0.926829268292683,2,PERI 36,459601,20240411,probe00
-149.0,0.9390243902439024,2,PERI 36,459601,20240411,probe00
-142.0,0.9146341463414634,2,PERI 36,459601,20240411,probe00
-135.0,0.8902439024390244,2,PERI 36,459601,20240411,probe00
-128.0,0.8536585365853658,2,PERI 36,459601,20240411,probe00
-121.0,0.8292682926829268,2,PERI 36,459601,20240411,probe00
-114.0,0.8414634146341463,2,PERI 36,459601,20240411,probe00
-107.0,0.8658536585365854,2,PERI 36,459601,20240411,probe00
-100.0,0.8658536585365854,2,PERI 36,459601,20240411,probe00
-93.0,0.8414634146341463,2,PERI 36,459601,20240411,probe00
-86.0,0.8658536585365854,2,PERI 36,459601,20240411,probe00
-79.0,0.8658536585365854,2,PERI 36,459601,20240411,probe00
-72.0,0.8902439024390244,2,PERI 36,459601,20240411,probe00
-65.0,0.9146341463414634,2,PERI 36,459601,20240411,probe00
-58.0,0.9024390243902439,2,PERI 36,459601,20240411,probe00
-51.0,0.9146341463414634,2,PERI 36,459601,20240411,probe00
-44.0,0.9024390243902439,2,PERI 36,459601,20240411,probe00
-37.0,0.926829268292683,2,PERI 36,459601,20240411,probe00
-30.0,0.9512195121951219,2,PERI 36,459601,20240411,probe00
-23.0,0.9512195121951219,2,PERI 36,459601,20240411,probe00
-16.0,0.926829268292683,2,PERI 36,459601,20240411,probe00
-9.0,0.9634146341463414,2,PERI 36,459601,20240411,probe00
-2.0,0.926829268292683,2,PERI 36,459601,20240411,probe00
5.0,0.9390243902439024,2,PERI 36,459601,20240411,probe00
12.0,0.9512195121951219,2,PERI 36,459601,20240411,probe00
19.0,0.975609756097561,2,PERI 36,459601,20240411,probe00
26.0,0.926829268292683,2,PERI 36,459601,20240411,probe00
33.0,0.9390243902439024,2,PERI 36,459601,20240411,probe00
40.0,0.9512195121951219,2,PERI 36,459601,20240411,probe00
47.0,0.9390243902439024,2,PERI 36,459601,20240411,probe00
54.0,0.9634146341463414,2,PERI 36,459601,20240411,probe00
61.0,0.9634146341463414,2,PERI 36,459601,20240411,probe00
68.0,0.9512195121951219,2,PERI 36,459601,20240411,probe00
75.0,0.9634146341463414,2,PERI 36,459601,20240411,probe00
82.0,0.9390243902439024,2,PERI 36,459601,20240411,probe00
89.0,0.9634146341463414,2,PERI 36,459601,20240411,probe00
96.0,0.9634146341463414,2,PERI 36,459601,20240411,probe00
103.0,0.9390243902439024,2,PERI 36,459601,20240411,probe00
110.0,0.9512195121951219,2,PERI 36,459601,20240411,probe00
117.0,0.9024390243902439,2,PERI 36,459601,20240411,probe00
124.0,0.8902439024390244,2,PERI 36,459601,20240411,probe00
131.0,0.7804878048780488,2,PERI 36,459601,20240411,probe00
138.0,0.8292682926829268,2,PERI 36,459601,20240411,probe00
145.0,0.7560975609756098,2,PERI 36,459601,20240411,probe00
152.0,0.7926829268292683,2,PERI 36,459601,20240411,probe00
159.0,0.7073170731707317,2,PERI 36,459601,20240411,probe00
166.0,0.7073170731707317,2,PERI 36,459601,20240411,probe00
173.0,0.7195121951219512,2,PERI 36,459601,20240411,probe00
180.0,0.6463414634146342,2,PERI 36,459601,20240411,probe00
187.0,0.6829268292682927,2,PERI 36,459601,20240411,probe00
194.0,0.6707317073170732,2,PERI 36,459601,20240411,probe00
201.0,0.6585365853658537,2,PERI 36,459601,20240411,probe00
208.0,0.6585365853658537,2,PERI 36,459601,20240411,probe00
215.0,0.5365853658536586,2,PERI 36,459601,20240411,probe00
222.0,0.573170731707317,2,PERI 36,459601,20240411,probe00
229.0,0.5609756097560976,2,PERI 36,459601,20240411,probe00
236.0,0.43902439024390244,2,PERI 36,459601,20240411,probe00
243.0,0.47560975609756095,2,PERI 36,459601,20240411,probe00
250.0,0.524390243902439,2,PERI 36,459601,20240411,probe00
257.0,0.43902439024390244,2,PERI 36,459601,20240411,probe00
264.0,0.4878048780487805,2,PERI 36,459601,20240411,probe00
271.0,0.5609756097560976,2,PERI 36,459601,20240411,probe00
278.0,0.6097560975609756,2,PERI 36,459601,20240411,probe00
-275.0,0.7439024390243902,3,PERI 36,459601,20240411,probe00
-268.0,0.8170731707317073,3,PERI 36,459601,20240411,probe00
-261.0,0.8292682926829268,3,PERI 36,459601,20240411,probe00
-254.0,0.8414634146341463,3,PERI 36,459601,20240411,probe00
-247.0,0.8536585365853658,3,PERI 36,459601,20240411,probe00
-240.0,0.8414634146341463,3,PERI 36,459601,20240411,probe00
-233.0,0.8536585365853658,3,PERI 36,459601,20240411,probe00
-226.0,0.8780487804878049,3,PERI 36,459601,20240411,probe00
-219.0,0.8414634146341463,3,PERI 36,459601,20240411,probe00
-212.0,0.8170731707317073,3,PERI 36,459601,20240411,probe00
-205.0,0.7804878048780488,3,PERI 36,459601,20240411,probe00
-198.0,0.7926829268292683,3,PERI 36,459601,20240411,probe00
-191.0,0.7560975609756098,3,PERI 36,459601,20240411,probe00
-184.0,0.8414634146341463,3,PERI 36,459601,20240411,probe00
-177.0,0.8536585365853658,3,PERI 36,459601,20240411,probe00
-170.0,0.8292682926829268,3,PERI 36,459601,20240411,probe00
-163.0,0.8536585365853658,3,PERI 36,459601,20240411,probe00
-156.0,0.8536585365853658,3,PERI 36,459601,20240411,probe00
-149.0,0.8414634146341463,3,PERI 36,459601,20240411,probe00
-142.0,0.8658536585365854,3,PERI 36,459601,20240411,probe00
-135.0,0.8414634146341463,3,PERI 36,459601,20240411,probe00
-128.0,0.8658536585365854,3,PERI 36,459601,20240411,probe00
-121.0,0.8536585365853658,3,PERI 36,459601,20240411,probe00
-114.0,0.8414634146341463,3,PERI 36,459601,20240411,probe00
-107.0,0.8414634146341463,3,PERI 36,459601,20240411,probe00
-100.0,0.8536585365853658,3,PERI 36,459601,20240411,probe00
-93.0,0.8292682926829268,3,PERI 36,459601,20240411,probe00
-86.0,0.8292682926829268,3,PERI 36,459601,20240411,probe00
-79.0,0.8170731707317073,3,PERI 36,459601,20240411,probe00
-72.0,0.8658536585365854,3,PERI 36,459601,20240411,probe00
-65.0,0.8414634146341463,3,PERI 36,459601,20240411,probe00
-58.0,0.8658536585365854,3,PERI 36,459601,20240411,probe00
-51.0,0.7926829268292683,3,PERI 36,459601,20240411,probe00
-44.0,0.8658536585365854,3,PERI 36,459601,20240411,probe00
-37.0,0.8536585365853658,3,PERI 36,459601,20240411,probe00
-30.0,0.8902439024390244,3,PERI 36,459601,20240411,probe00
-23.0,0.9024390243902439,3,PERI 36,459601,20240411,probe00
-16.0,0.8658536585365854,3,PERI 36,459601,20240411,probe00
-9.0,0.8048780487804879,3,PERI 36,459601,20240411,probe00
-2.0,0.8292682926829268,3,PERI 36,459601,20240411,probe00
5.0,0.8902439024390244,3,PERI 36,459601,20240411,probe00
12.0,0.8780487804878049,3,PERI 36,459601,20240411,probe00
19.0,0.8780487804878049,3,PERI 36,459601,20240411,probe00
26.0,0.8658536585365854,3,PERI 36,459601,20240411,probe00
33.0,0.8658536585365854,3,PERI 36,459601,20240411,probe00
40.0,0.9024390243902439,3,PERI 36,459601,20240411,probe00
47.0,0.8780487804878049,3,PERI 36,459601,20240411,probe00
54.0,0.9024390243902439,3,PERI 36,459601,20240411,probe00
61.0,0.926829268292683,3,PERI 36,459601,20240411,probe00
68.0,0.8658536585365854,3,PERI 36,459601,20240411,probe00
75.0,0.8780487804878049,3,PERI 36,459601,20240411,probe00
82.0,0.8902439024390244,3,PERI 36,459601,20240411,probe00
89.0,0.8902439024390244,3,PERI 36,459601,20240411,probe00
96.0,0.9146341463414634,3,PERI 36,459601,20240411,probe00
103.0,0.926829268292683,3,PERI 36,459601,20240411,probe00
110.0,0.9024390243902439,3,PERI 36,459601,20240411,probe00
117.0,0.9146341463414634,3,PERI 36,459601,20240411,probe00
