region_pair,region1,region2,object,p_value,f_stat,subject,date
PERI 36 → dCA1,PERI 36,dCA1,object3,0.090667915769316,1.1504971133445303,459601,20240410
dCA1 → PERI 36,dCA1,PERI 36,object3,0.3032221192914431,1.0570507645376308,459601,20240410
TEa → VIS,TEa,VIS,object1,1.0,1.2588395689816667,459601,20240410
VIS → TEa,VIS,TEa,object1,0.518211954897537,1.011946794873118,459601,20240410
TEa → VIS,TEa,VIS,object2,0.3032221192914431,1.13550603561101,459601,20240410
VIS → TEa,VIS,TEa,object2,0.3032221192914431,1.1301151857462202,459601,20240410
TEa → VIS,TEa,VIS,object3,0.7335995515315792,0.9082524171429285,459601,20240410
VIS → TEa,VIS,TEa,object3,0.17592550610362442,0.9400269460737747,459601,20240410
TEa → dCA1,TEa,dCA1,object1,0.17592550610362442,1.1867337256389843,459601,20240410
dCA1 → TEa,dCA1,TEa,object1,0.3032221192914431,1.19870287468128,459601,20240410
TEa → dCA1,TEa,dCA1,object2,0.090667915769316,1.0317705426825001,459601,20240410
dCA1 → TEa,dCA1,TEa,object2,0.009470777828277004,1.0949685648162566,459601,20240410
TEa → dCA1,TEa,dCA1,object3,0.090667915769316,1.000308547978363,459601,20240410
dCA1 → TEa,dCA1,TEa,object3,0.090667915769316,0.9404052650760116,459601,20240410
VIS → dCA1,VIS,dCA1,object1,1.0,1.0101793108667754,459601,20240410
dCA1 → VIS,dCA1,VIS,object1,1.0,1.0059164726908056,459601,20240410
VIS → dCA1,VIS,dCA1,object2,1.0,1.2053899977029017,459601,20240410
dCA1 → VIS,dCA1,VIS,object2,0.7335995515315792,1.0394904199782538,459601,20240410
VIS → dCA1,VIS,dCA1,object3,0.3032221192914431,1.1237437274302897,459601,20240410
dCA1 → VIS,dCA1,VIS,object3,0.7335995515315792,0.9184008044376792,459601,20240410
LEC → PERI 35,LEC,PERI 35,object1,0.4432614322332461,0.9978019579970229,459601,20240411
PERI 35 → LEC,PERI 35,LEC,object1,0.6075082390785917,0.9131283342547274,459601,20240411
LEC → PERI 35,LEC,PERI 35,object2,0.3061425364016704,1.0749162545177064,459601,20240411
PERI 35 → LEC,PERI 35,LEC,object2,0.6075082390785917,1.0573719511674873,459601,20240411
LEC → PERI 35,LEC,PERI 35,object3,0.7999558121755401,1.031112518142994,459601,20240411
PERI 35 → LEC,PERI 35,LEC,object3,0.13087652047825624,1.124459511089671,459601,20240411
LEC → PERI 36,LEC,PERI 36,object1,0.6075082390785917,0.8716793325364929,459601,20240411
PERI 36 → LEC,PERI 36,LEC,object1,0.7999558121755401,0.9151434830005227,459601,20240411
LEC → PERI 36,LEC,PERI 36,object2,0.19520390370788432,0.8952069903379176,459601,20240411
PERI 36 → LEC,PERI 36,LEC,object2,0.7999558121755401,0.908450880129035,459601,20240411
LEC → PERI 36,LEC,PERI 36,object3,0.3061425364016704,0.9636409186346271,459601,20240411
PERI 36 → LEC,PERI 36,LEC,object3,0.7999558121755401,1.014379523553409,459601,20240411
LEC → TEa,LEC,TEa,object1,1.0,0.9525598462292926,459601,20240411
TEa → LEC,TEa,LEC,object1,0.7999558121755401,1.1552446902114895,459601,20240411
LEC → TEa,LEC,TEa,object2,0.19520390370788432,0.9647832888809147,459601,20240411
TEa → LEC,TEa,LEC,object2,0.19520390370788432,0.8412445216838966,459601,20240411
LEC → TEa,LEC,TEa,object3,1.0,0.9774600501801242,459601,20240411
TEa → LEC,TEa,LEC,object3,0.7999558121755401,0.9834188506240173,459601,20240411
LEC → VIS,LEC,VIS,object1,0.3061425364016704,1.016077669585449,459601,20240411
