p_context,x,y,z,neuron_id,region,acronym,subject,date,probe
0.4103312538886084,-4545.194245880239,-3598.764999578361,-3838.5368094726314,7,PERI 35,PERI5,459601,20240409,probe00
0.4802789696701383,-4545.194245880239,-3598.764999578361,-3838.5368094726314,9,PERI 35,PERI5,459601,20240409,probe00
0.1363506108671315,-4545.194245880239,-3598.764999578361,-3838.5368094726314,11,PERI 35,PERI5,459601,20240409,probe00
0.8267271650874727,-4538.341591718925,-3598.308481655678,-3819.75296020896,14,PERI 35,PERI5,459601,20240409,probe00
0.9162685373625944,-4531.488942543572,-3597.851964065155,-3800.969124612332,15,PERI 35,PERI5,459601,20240409,probe00
0.1655809797735645,-4524.6362883822585,-3597.395446142472,-3782.18527534866,16,PERI 35,PERI5,459601,20240409,probe00
0.7388055048504731,-4538.341591718925,-3598.308481655678,-3819.75296020896,17,PERI 35,PERI5,459601,20240409,probe00
0.0711427551946534,-4510.930985045592,-3596.4824106292663,-3744.6175904883607,23,PERI 35,PERI5,459601,20240409,probe00
0.5165014783846558,-4510.930985045592,-3596.4824106292663,-3744.6175904883607,25,PERI 35,PERI5,459601,20240409,probe00
0.3047183854453461,-4497.225676722965,-3595.5693747839,-3707.049891961017,28,PERI 35,PERI5,459601,20240409,probe00
0.4471859113268207,-4504.078330884278,-3596.025892706583,-3725.8337412246888,30,PERI 35,PERI5,459601,20240409,probe00
0.318984823210741,-4510.930985045592,-3596.4824106292663,-3744.6175904883607,31,PERI 35,PERI5,459601,20240409,probe00
0.6984955142374377,-4497.225676722965,-3595.5693747839,-3707.049891961017,32,PERI 35,PERI5,459601,20240409,probe00
0.1402425158137638,-4497.225676722965,-3595.5693747839,-3707.049891961017,34,PERI 35,PERI5,459601,20240409,probe00
0.3243127067621195,-4490.373032533571,-3595.112857525537,-3688.2660700314336,35,PERI 35,PERI5,459601,20240409,probe00
0.7387340069840849,-4490.373032533571,-3595.112857525537,-3688.2660700314336,36,PERI 35,PERI5,459601,20240409,probe00
0.7172147480453326,-4490.373032533571,-3595.112857525537,-3688.2660700314336,37,PERI 35,PERI5,459601,20240409,probe00
,-4483.520378372257,-3594.6563396028546,-3669.4822207677616,38,PERI 35,PERI5,459601,20240409,probe00
0.3985623354916046,-4490.373032533571,-3595.112857525537,-3688.2660700314336,39,PERI 35,PERI5,459601,20240409,probe00
0.1483077175839662,-4490.373032533571,-3595.112857525537,-3688.2660700314336,40,PERI 35,PERI5,459601,20240409,probe00
0.2897495777306201,-4469.815070049631,-3593.7433037574883,-3631.9145222404177,43,PERI 35,PERI6a,459601,20240409,probe00
0.577452673466194,-4476.667724210944,-3594.199821680171,-3650.6983715040897,44,PERI 35,PERI5,459601,20240409,probe00
0.6827027027993436,-4476.667724210944,-3594.199821680171,-3650.6983715040897,47,PERI 35,PERI5,459601,20240409,probe00
0.0193318644613471,-4462.962425860238,-3593.286786499126,-3613.1307003108345,48,PERI 35,PERI6a,459601,20240409,probe00
0.1451063688143351,-4456.109771698924,-3592.830268576443,-3594.3468510471625,50,PERI 36,ECT6a,459601,20240409,probe00
0.9450427407467444,-4462.962425860238,-3593.286786499126,-3613.1307003108345,52,PERI 35,PERI6a,459601,20240409,probe00
0.2766167991322811,-4456.109771698924,-3592.830268576443,-3594.3468510471625,54,PERI 36,ECT6a,459601,20240409,probe00
0.1044412523574999,-4456.109771698924,-3592.830268576443,-3594.3468510471625,55,PERI 36,ECT6a,459601,20240409,probe00
0.4205489156210926,-4456.109771698924,-3592.830268576443,-3594.3468510471625,56,PERI 36,ECT6a,459601,20240409,probe00
0.7058642396185679,-4442.404463376297,-3591.917232731076,-3556.7791525198186,59,PERI 36,ECT6a,459601,20240409,probe00
0.2147590134944295,-4456.109771698924,-3592.830268576443,-3594.3468510471625,62,PERI 36,ECT6a,459601,20240409,probe00
,-4449.257117537611,-3592.3737506537595,-3575.5630017834906,63,PERI 36,ECT6a,459601,20240409,probe00
0.2208357252428771,-4442.404463376297,-3591.917232731076,-3556.7791525198186,65,PERI 36,ECT6a,459601,20240409,probe00
,-4449.257117537611,-3592.3737506537595,-3575.5630017834906,67,PERI 36,ECT6a,459601,20240409,probe00
0.3853775634482842,-4449.257117537611,-3592.3737506537595,-3575.5630017834906,68,PERI 36,ECT6a,459601,20240409,probe00
0.3438141802949158,-4449.257117537611,-3592.3737506537595,-3575.5630017834906,69,PERI 36,ECT6a,459601,20240409,probe00
0.7632764884058787,-4449.257117537611,-3592.3737506537595,-3575.5630017834906,70,PERI 36,ECT6a,459601,20240409,probe00
0.2279793012461562,-4442.404463376297,-3591.917232731076,-3556.7791525198186,71,PERI 36,ECT6a,459601,20240409,probe00
,-4449.257117537611,-3592.3737506537595,-3575.5630017834906,72,PERI 36,ECT6a,459601,20240409,probe00
0.4315209666394409,-4435.551819186904,-3591.460715472714,-3537.995330590236,73,PERI 36,ECT6a,459601,20240409,probe00
0.6997229520393777,-4435.551819186904,-3591.460715472714,-3537.995330590236,75,PERI 36,ECT6a,459601,20240409,probe00
0.6311807481168454,-4435.551819186904,-3591.460715472714,-3537.995330590236,76,PERI 36,ECT6a,459601,20240409,probe00
,-4435.551819186904,-3591.460715472714,-3537.995330590236,78,PERI 36,ECT6a,459601,20240409,probe00
,-4435.551819186904,-3591.460715472714,-3537.995330590236,79,PERI 36,ECT6a,459601,20240409,probe00
0.6759570895322857,-4421.846510864277,-3590.547679627348,-3500.4276320628915,85,PERI 36,ECT6a,459601,20240409,probe00
0.0854063738739169,-4414.993866674885,-3590.0911623689854,-3481.6438101333088,86,PERI 36,ECT6a,459601,20240409,probe00
0.4056059496384939,-4408.141202541649,-3589.6346437819816,-3462.859933535548,93,PERI 36,ECT6a,459601,20240409,probe00
0.6405540953261291,-4408.141202541649,-3589.6346437819816,-3462.859933535548,94,PERI 36,ECT6a,459601,20240409,probe00
0.8540844352902717,-4332.762036682962,-3584.6129486254295,-3256.2376736374226,106,PERI 36,ECT6a,459601,20240409,probe00
0.5265113876626826,-4312.204084170943,-3583.2433955217007,-3199.886153180496,109,TEa,TEa6b,459601,20240409,probe00
0.0665558924623327,-4312.204084170943,-3583.2433955217007,-3199.886153180496,114,TEa,TEa6b,459601,20240409,probe00
0.6789533070497885,-4312.204084170943,-3583.2433955217007,-3199.886153180496,116,TEa,TEa6b,459601,20240409,probe00
0.7647163195000584,-4319.056728360336,-3583.6999127800636,-3218.669975110079,119,TEa,TEa6b,459601,20240409,probe00
0.0074639889030735,-4298.498775848315,-3582.3303596763344,-3162.318454653152,123,TEa,TEa6b,459601,20240409,probe00
0.4693431790717197,-4243.677562501648,-3578.6782176235115,-3012.047715211954,137,TEa,TEa6b,459601,20240409,probe00
0.901313916380686,-4271.088179146902,-3580.5042893142436,-3087.1831122666417,141,TEa,TEa6b,459601,20240409,probe00
0.2543280034940997,-4243.677562501648,-3578.6782176235115,-3012.047715211954,147,TEa,TEa6b,459601,20240409,probe00
0.1419838399673375,-4236.824898368413,-3578.2216990365073,-2993.2638386141925,148,TEa,TEa6b,459601,20240409,probe00
0.8013064121780206,-4243.677562501648,-3578.6782176235115,-3012.047715211954,149,TEa,TEa6b,459601,20240409,probe00
0.4277284990722917,-4236.824898368413,-3578.2216990365073,-2993.2638386141925,151,TEa,TEa6b,459601,20240409,probe00
0.397198971029577,-4236.824898368413,-3578.2216990365073,-2993.2638386141925,152,TEa,TEa6b,459601,20240409,probe00
0.2249341963480402,-4243.677562501648,-3578.6782176235115,-3012.047715211954,153,TEa,TEa6b,459601,20240409,probe00
0.0621195042447442,-4223.119609989628,-3577.3086645197823,-2955.6961947550267,155,root,ar,459601,20240409,probe00
0.1695958109755267,-4229.9722741228625,-3577.765183106787,-2974.4800713527875,156,TEa,TEa6b,459601,20240409,probe00
0.279267385414528,-4223.119609989628,-3577.3086645197823,-2955.6961947550267,159,root,ar,459601,20240409,probe00
0.3175579632268185,-4223.119609989628,-3577.3086645197823,-2955.6961947550267,160,root,ar,459601,20240409,probe00
0.9101183333321328,-4223.119609989628,-3577.3086645197823,-2955.6961947550267,161,root,ar,459601,20240409,probe00
0.1143376026155109,-4229.9722741228625,-3577.765183106787,-2974.4800713527875,162,TEa,TEa6b,459601,20240409,probe00
0.1299069921157319,-4223.119609989628,-3577.3086645197823,-2955.6961947550267,167,root,ar,459601,20240409,probe00
0.1825871247467841,-4209.414321610842,-3576.395630003058,-2918.1285508958604,174,TEa,TEa6b,459601,20240409,probe00
0.0671122363050977,-4209.414321610842,-3576.395630003058,-2918.1285508958604,177,TEa,TEa6b,459601,20240409,probe00
0.0531677634734155,-4209.414321610842,-3576.395630003058,-2918.1285508958604,179,TEa,TEa6b,459601,20240409,probe00
0.790872931095825,-4202.202264225682,-3575.7985639266512,-2899.487486738073,182,TEa,TEa6b,459601,20240409,probe00
,-4202.202264225682,-3575.7985639266512,-2899.487486738073,190,TEa,TEa6b,459601,20240409,probe00
,-4202.202264225682,-3575.7985639266512,-2899.487486738073,191,TEa,TEa6b,459601,20240409,probe00
0.4743501603695307,-4179.6625030576115,-3573.653987280908,-2843.9234794807244,193,TEa,TEa6b,459601,20240409,probe00
0.1307017993937131,-4187.1757276250355,-3574.368843388804,-2862.444743360921,195,TEa,TEa6b,459601,20240409,probe00
0.1924979281164143,-4179.6625030576115,-3573.653987280908,-2843.9234794807244,199,TEa,TEa6b,459601,20240409,probe00
,-4187.1757276250355,-3574.368843388804,-2862.444743360921,201,TEa,TEa6b,459601,20240409,probe00
0.4769308125346901,-4164.635966456965,-3572.224266743061,-2806.8807361035715,203,TEa,TEa6b,459601,20240409,probe00
0.8959854573901447,-4149.609473589219,-3570.794550366241,-2769.8381005347987,209,TEa,TEa6b,459601,20240409,probe00
,-4157.122741889542,-3571.5094106351644,-2788.3594722233747,212,TEa,TEa6b,459601,20240409,probe00
,-4149.609473589219,-3570.794550366241,-2769.8381005347987,213,TEa,TEa6b,459601,20240409,probe00
0.6627849660983591,-4142.096205288895,-3570.0796900973173,-2751.3167288462223,214,TEa,TEa6b,459601,20240409,probe00
0.4026306834456603,-4142.096205288895,-3570.0796900973173,-2751.3167288462223,215,TEa,TEa6b,459601,20240409,probe00
,-4142.096205288895,-3570.0796900973173,-2751.3167288462223,216,TEa,TEa6b,459601,20240409,probe00
0.3031934290874416,-4142.096205288895,-3570.0796900973173,-2751.3167288462223,219,TEa,TEa6b,459601,20240409,probe00
0.4229246820177724,-4112.043219553402,-3567.2202573436775,-2677.231457708676,226,TEa,TEa6b,459601,20240409,probe00
0.5774723255852037,-4112.043219553402,-3567.2202573436775,-2677.231457708676,231,TEa,TEa6b,459601,20240409,probe00
,-4104.52995125308,-3566.505397074754,-2658.7100860201,232,TEa,TEa6b,459601,20240409,probe00
,-4112.043219553402,-3567.2202573436775,-2677.231457708676,233,TEa,TEa6b,459601,20240409,probe00
0.6127221107467088,-4089.5034146524335,-3565.075676536907,-2621.667342642948,238,TEa,TEa6b,459601,20240409,probe00
0.0014095448898212,-4089.5034146524335,-3565.075676536907,-2621.667342642948,240,TEa,TEa6b,459601,20240409,probe00
0.2989350075151502,-4074.4769217846874,-3563.645960160087,-2584.6247070741747,245,TEa,TEa6b,459601,20240409,probe00
,-4081.99019008501,-3564.3608204290103,-2603.14607876275,247,TEa,TEa6a,459601,20240409,probe00
0.7803664480432576,-4081.99019008501,-3564.3608204290103,-2603.14607876275,248,TEa,TEa6a,459601,20240409,probe00
0.3062429605112451,-4074.4769217846874,-3563.645960160087,-2584.6247070741747,249,TEa,TEa6b,459601,20240409,probe00
0.2852563811358064,-4059.4504289169404,-3562.2162437832667,-2547.582071505401,259,TEa,TEa6b,459601,20240409,probe00
0.8982832954272084,-4066.9636534843635,-3562.9310998911633,-2566.1033353855983,260,TEa,TEa6b,459601,20240409,probe00
,-4036.9106677488703,-3560.0716671375235,-2492.018064248052,267,TEa,TEa6a,459601,20240409,probe00
0.6455335622170981,-4036.9106677488703,-3560.0716671375235,-2492.018064248052,268,TEa,TEa6a,459601,20240409,probe00
0.6351654523648043,-3999.344369980154,-3556.497369953933,-2399.41131361355,278,TEa,TEa6a,459601,20240409,probe00
0.0094621183656159,-3984.317877112408,-3555.0676535771127,-2362.368678044777,280,TEa,TEa6a,459601,20240409,probe00
