p_context,x,y,z,neuron_id,region,acronym,subject,date,probe
0.0001494895546906,-3991.8311454127306,-3555.782513846036,-2380.8900497333534,281,TEa,TEa6a,459601,20240409,probe00
0.0039747669024653,-3976.8046088120846,-3554.352793308189,-2343.8473063562014,294,TEa,TEa6a,459601,20240409,probe00
0.6855171472992458,-3976.8046088120846,-3554.352793308189,-2343.8473063562014,296,TEa,TEa6a,459601,20240409,probe00
0.5432549719365404,-3961.7781159443384,-3552.923076931369,-2306.8046707874278,297,TEa,TEa6a,459601,20240409,probe00
2.984626488011788e-05,-3946.751579343692,-3551.493356393522,-2269.761927410276,302,TEa,TEa6a,459601,20240409,probe00
0.3594523510373468,-3939.2383547762684,-3550.7785002856253,-2251.2406635300786,303,TEa,TEa6a,459601,20240409,probe00
0.3117781879125618,-3946.751579343692,-3551.493356393522,-2269.761927410276,307,TEa,TEa6a,459601,20240409,probe00
0.364565187472654,-3931.725086475945,-3550.063640016702,-2232.7192918415026,311,TEa,TEa6a,459601,20240409,probe00
0.1165266212256743,-3931.725086475945,-3550.063640016702,-2232.7192918415026,312,TEa,TEa6a,459601,20240409,probe00
0.9218808198683228,-3931.725086475945,-3550.063640016702,-2232.7192918415026,317,TEa,TEa6a,459601,20240409,probe00
0.0016327341963554,-3909.185325307876,-3547.9190633709586,-2177.1552845841534,320,TEa,TEa6a,459601,20240409,probe00
0.0021050679086118,-3894.158832440129,-3546.4893469941385,-2140.11264901538,321,TEa,TEa6a,459601,20240409,probe00
,-3916.6985936081987,-3548.633923639882,-2195.676656272729,322,TEa,TEa6a,459601,20240409,probe00
0.4183004788606939,-3916.6985936081987,-3548.633923639882,-2195.676656272729,325,TEa,TEa6a,459601,20240409,probe00
0.0164332310073451,-3909.185325307876,-3547.9190633709586,-2177.1552845841534,327,TEa,TEa6a,459601,20240409,probe00
0.9696346827791028,-3901.6720570075527,-3547.204203102035,-2158.633912895577,331,TEa,TEa6a,459601,20240409,probe00
,-3879.132295839483,-3545.0596264562914,-2103.0699056382277,337,TEa,TEa6a,459601,20240409,probe00
0.6653566603730476,-3849.0793101039894,-3542.2001937026516,-2028.9846345006813,343,VIS,VISli6a,459601,20240409,probe00
0.4374829554917308,-3841.5659980707674,-3541.485329272701,-2010.4631550037261,349,VIS,VISli6a,459601,20240409,probe00
0.2082563734390163,-3841.5659980707674,-3541.485329272701,-2010.4631550037261,353,VIS,VISli6a,459601,20240409,probe00
0.2744184348965962,-3773.946714566558,-3535.0515993354707,-1843.7711332316783,367,VIS,VISli5,459601,20240409,probe00
0.7692139491030536,-3773.946714566558,-3535.0515993354707,-1843.7711332316783,372,VIS,VISli5,459601,20240409,probe00
0.0001929911542758,-3781.46002659978,-3535.766463765421,-1862.2926127286332,374,VIS,VISli5,459601,20240409,probe00
0.4064032683895998,-3758.92026543171,-3533.6218871196775,-1806.7286054712838,379,VIS,VISli5,459601,20240409,probe00
0.0283469589042513,-3751.4069533984884,-3532.907022689727,-1788.2071259743288,382,VIS,VISli5,459601,20240409,probe00
0.3803187776959047,-3743.8937288310644,-3532.1921665818304,-1769.6858620941316,384,VIS,VISl5,459601,20240409,probe00
0.0163468584730527,-3736.380416797843,-3531.4773021518804,-1751.1643825971767,390,VIS,VISl5,459601,20240409,probe00
0.5979385625180629,-3706.3274310623488,-3528.61786939824,-1677.07911145963,391,VIS,VISl5,459601,20240409,probe00
0.6352796137172694,-3691.300894461703,-3527.188148860393,-1640.036368082478,398,VIS,VISl5,459601,20240409,probe00
0.6714707706536631,-3683.787669894279,-3526.4732927524965,-1621.515104202281,400,VIS,VISl5,459601,20240409,probe00
0.1497874503900161,-3691.300894461703,-3527.188148860393,-1640.036368082478,402,VIS,VISl5,459601,20240409,probe00
0.942469317209836,-3676.2744453268556,-3525.7584366446,-1602.9938403220838,405,VIS,VISl5,459601,20240409,probe00
0.2859584260012131,-3653.7346841587855,-3523.6138599988567,-1547.4298330647343,413,VIS,VISl5,459601,20240409,probe00
0.0866095295189351,-3653.7346841587855,-3523.6138599988567,-1547.4298330647343,414,VIS,VISl5,459601,20240409,probe00
0.9609357067699054,-3623.681610957494,-3520.754418923162,-1473.3443463104302,418,VIS,VISl5,459601,20240409,probe00
0.1123806620551358,-3631.194922990716,-3521.469283353113,-1491.865825807385,420,VIS,VISl5,459601,20240409,probe00
0.5751221707005458,-3608.6551618226463,-3519.3247067073694,-1436.3018185500357,425,VIS,VISl5,459601,20240409,probe00
0.0653247996438477,-3608.6551618226463,-3519.3247067073694,-1436.3018185500357,432,VIS,VISl5,459601,20240409,probe00
0.2325610752752623,-3608.6551618226463,-3519.3247067073694,-1436.3018185500357,434,VIS,VISl5,459601,20240409,probe00
0.6902933769467627,-3593.628625222,-3517.8949861695223,-1399.2590751728835,436,VIS,VISl4,459601,20240409,probe00
0.2513320584650206,-3586.115400654576,-3517.1801300616257,-1380.7378112926865,441,VIS,VISl4,459601,20240409,probe00
0.7234884514755759,-3578.602088621354,-3516.4652656316753,-1362.2163317957313,443,VIS,VISl4,459601,20240409,probe00
0.9208043733918634,-3578.602088621354,-3516.4652656316753,-1362.2163317957313,446,VIS,VISl4,459601,20240409,probe00
0.7350049520571769,-3571.0888640539306,-3515.7504095237787,-1343.695067915534,447,VIS,VISl4,459601,20240409,probe00
0.10267525081032,-3563.5756394865066,-3515.035553415882,-1325.173804035337,450,VIS,VISl4,459601,20240409,probe00
0.8306281023163478,-3563.5756394865066,-3515.035553415882,-1325.173804035337,451,VIS,VISl4,459601,20240409,probe00
0.1674033096180558,-3563.5756394865066,-3515.035553415882,-1325.173804035337,453,VIS,VISl4,459601,20240409,probe00
0.4294314310317977,-3563.5756394865066,-3515.035553415882,-1325.173804035337,455,VIS,VISl4,459601,20240409,probe00
0.9324659059265888,-3548.5491028858605,-3513.605832878035,-1288.1310606581849,457,VIS,VISl4,459601,20240409,probe00
0.2783888663372436,-3556.0623274532845,-3514.3206889859316,-1306.6523245383821,459,VIS,VISl4,459601,20240409,probe00
0.6873783652125727,-3556.0623274532845,-3514.3206889859316,-1306.6523245383821,461,VIS,VISl4,459601,20240409,probe00
0.7748268700180497,-3548.5491028858605,-3513.605832878035,-1288.1310606581849,464,VIS,VISl4,459601,20240409,probe00
0.5787719940056846,-3548.5491028858605,-3513.605832878035,-1288.1310606581849,466,VIS,VISl4,459601,20240409,probe00
0.5078751543270019,-3556.0623274532845,-3514.3206889859316,-1306.6523245383821,467,VIS,VISl4,459601,20240409,probe00
0.6573293373099909,-3541.035790852639,-3512.890968448085,-1269.60958116123,468,VIS,VISl4,459601,20240409,probe00
0.7093268343087391,-3518.4960296845693,-3510.7463918023413,-1214.0455739038805,478,VIS,VISl4,459601,20240409,probe00
0.1173463905779419,-3488.443043949075,-3507.886959048701,-1139.960302766334,484,VIS,VISl4,459601,20240409,probe00
0.8642631414672279,-3480.929819381651,-3507.1721029408045,-1121.4390388861368,489,VIS,VISp2/3,459601,20240409,probe00
0.2162132393053825,-3465.9032827810056,-3505.742382402958,-1084.3962955089848,491,VIS,VISp2/3,459601,20240409,probe00
0.4866788507771366,-3428.3369850122904,-3502.168085219367,-991.7895448744833,500,VIS,VISp2/3,459601,20240409,probe00
0.7911819062009343,-3368.2310135413027,-3496.449219712087,-843.6190025993902,514,VIS,VISp2/3,459601,20240409,probe00
0.2588733558032395,-3210.4525978990164,-3481.4371748698286,-454.670736181187,526,root,void,459601,20240409,probe00
0.0295681115677142,-2060.1763839611644,-3052.785406069513,-2155.4992583977546,1,root,DG-sg,459601,20240409,probe01
0.3118227598662497,-2124.3901044273357,-3024.689591062895,-1989.1623252366303,2,root,DG-mo,459601,20240409,probe01
0.0002011918165466,-2129.7263834379223,-3022.3547768391322,-1975.339418252434,3,root,DG-mo,459601,20240409,probe01
0.2904612360425632,-2124.3901044273357,-3024.689591062895,-1989.1623252366303,4,root,DG-mo,459601,20240409,probe01
0.9018582545492538,-2048.6852377402456,-3057.8131963313626,-2185.265514067376,8,root,DG-sg,459601,20240409,probe01
0.9326867589477752,-2054.0215167508322,-3055.4783821076,-2171.4426070831796,9,root,DG-sg,459601,20240409,probe01
0.2010342273779687,-2048.6852377402456,-3057.8131963313626,-2185.265514067376,12,root,DG-sg,459601,20240409,probe01
0.0358557255362798,-2048.6852377402456,-3057.8131963313626,-2185.265514067376,13,root,DG-sg,459601,20240409,probe01
0.0026799865017558,-2048.6852377402456,-3057.8131963313626,-2185.265514067376,14,root,DG-sg,459601,20240409,probe01
0.3063573311792168,-2110.8493965646044,-3030.6141383466856,-2024.2376923445684,16,root,DG-mo,459601,20240409,probe01
0.0433666940415828,-2132.1945126069504,-3021.274881451635,-1968.9460644077847,17,root,DG-mo,459601,20240409,probe01
0.6229243616599399,-2110.8493965646044,-3030.6141383466856,-2024.2376923445684,19,root,DG-mo,459601,20240409,probe01
0.3619441234891889,-2116.185675575191,-3028.279324122923,-2010.4147853603724,21,root,DG-mo,459601,20240409,probe01
0.458298796791872,-2065.512662971751,-3050.4505918457503,-2141.676351413558,23,root,DG-sg,459601,20240409,probe01
0.7556763194225982,-2065.512662971751,-3050.4505918457503,-2141.676351413558,25,root,DG-sg,459601,20240409,probe01
0.6857923530123857,-2065.512662971751,-3050.4505918457503,-2141.676351413558,27,root,DG-sg,459601,20240409,probe01
0.2177982067597683,-2065.512662971751,-3050.4505918457503,-2141.676351413558,28,root,DG-sg,459601,20240409,probe01
0.0348918775695796,-2064.694075419114,-3050.8087533769412,-2143.7967914385395,32,root,DG-sg,459601,20240409,probe01
0.748299778850988,-2064.694075419114,-3050.8087533769412,-2143.7967914385395,38,root,DG-sg,459601,20240409,probe01
0.0706097577477146,-2081.5215019448374,-3043.446148325062,-2100.207625432226,41,root,DG-mo,459601,20240409,probe01
5.597996257722393e-05,-2076.185220992924,-3045.780963398225,-2114.030537445167,43,root,DG-sg,459601,20240409,probe01
0.5638820806494862,-2081.5215019448374,-3043.446148325062,-2100.207625432226,45,root,DG-mo,459601,20240409,probe01
0.5411897273264001,-2151.0715014215953,-3013.0155190946807,-1920.047785286906,49,root,ProS,459601,20240409,probe01
0.0574561295937299,-2075.366634734505,-3046.1391243631483,-2116.150974117652,53,root,DG-sg,459601,20240409,probe01
0.0002995220413359,-2075.366634734505,-3046.1391243631483,-2116.150974117652,55,root,DG-sg,459601,20240409,probe01
0.7513128238139076,-2132.1945126069504,-3021.274881451635,-1968.9460644077847,58,root,DG-mo,459601,20240409,probe01
0.2995385267285207,-2137.530793558864,-3018.940066378472,-1955.123152394844,59,root,DG-mo,459601,20240409,probe01
0.4509301598111758,-2132.1945126069504,-3021.274881451635,-1968.9460644077847,61,root,DG-mo,459601,20240409,probe01
0.5659784550694916,-2132.1945126069504,-3021.274881451635,-1968.9460644077847,63,root,DG-mo,459601,20240409,probe01
0.8918338770707839,-2137.530793558864,-3018.940066378472,-1955.123152394844,64,root,DG-mo,459601,20240409,probe01
0.6091772186117186,-2132.1945126069504,-3021.274881451635,-1968.9460644077847,65,root,DG-mo,459601,20240409,probe01
0.4930871318932178,-2086.857780308315,-3041.1113343844327,-2086.384720124278,69,root,DG-mo,459601,20240409,probe01
0.8278644875382751,-2156.4077797850728,-3010.6807051540513,-1906.2248799789581,72,root,ProS,459601,20240409,probe01
0.5674997867113224,-2086.0391914614606,-3041.46949648189,-2088.505163501756,75,root,DG-mo,459601,20240409,probe01
0.3659197221329399,-2086.0391914614606,-3041.46949648189,-2088.505163501756,77,root,DG-mo,459601,20240409,probe01
0.0113484090060687,-2086.0391914614606,-3041.46949648189,-2088.505163501756,78,root,DG-mo,459601,20240409,probe01
0.124903578375498,-2148.203350285819,-3014.270438497213,-1927.4773417789486,79,root,ProS,459601,20240409,probe01
0.2541943710714299,-2148.203350285819,-3014.270438497213,-1927.4773417789486,80,root,ProS,459601,20240409,probe01
0.3843268635028141,-2142.8670719223414,-3016.605252437843,-1941.3002470868964,82,root,DG-mo,459601,20240409,probe01
0.8838781786844138,-2172.4166148755053,-3003.6762633321637,-1864.7561640551148,86,root,ProS,459601,20240409,probe01
0.8383281737334424,-2172.4166148755053,-3003.6762633321637,-1864.7561640551148,89,root,ProS,459601,20240409,probe01
0.5401082375339379,-2091.375469824938,-3039.1346825412606,-2074.682258193808,90,root,DG-mo,459601,20240409,probe01
0.8236312829189018,-2096.7117481884156,-3036.7998686006317,-2060.85935288586,93,root,DG-mo,459601,20240409,probe01
0.5130405665923097,-2158.875907012774,-3009.6008106159547,-1899.8315311630531,96,root,ProS,459601,20240409,probe01
0.4335750748570317,-2153.539628649296,-3011.9356245565837,-1913.654436471001,97,root,ProS,459601,20240409,probe01
0.8840489962890851,-2153.539628649296,-3011.9356245565837,-1913.654436471001,98,root,ProS,459601,20240409,probe01
0.0007048396302329,-2113.539177302575,-3029.4372624162183,-2017.2701801745543,99,root,DG-mo,459601,20240409,probe01
0.2216637768082286,-2102.048031728765,-3034.4650523949344,-2047.0364341679276,106,root,DG-mo,459601,20240409,probe01
0.0035033954701216,-2107.3843100922427,-3032.130238454305,-2033.21352885998,110,root,DG-mo,459601,20240409,probe01
0.1793589272376459,-2169.548468916601,-3004.931180469628,-1872.1857071371724,116,root,ProS,459601,20240409,probe01
0.7773260284926933,-2124.21173402953,-3024.76763453496,-1989.6243695586586,118,root,DG-mo,459601,20240409,probe01
0.2084418462814303,-2188.4254551428103,-2996.671819245208,-1823.2874347212864,120,root,ProS,459601,20240409,probe01
0.1846976860955093,-2188.4254551428103,-2996.671819245208,-1823.2874347212864,123,root,ProS,459601,20240409,probe01
0.75265816812503,-2188.4254551428103,-2996.671819245208,-1823.2874347212864,124,root,ProS,459601,20240409,probe01
0.0313448107436428,-2112.72058845572,-3029.795424513676,-2019.3906235520324,127,root,DG-mo,459601,20240409,probe01
0.0207346404609559,-2118.0568668191977,-3027.460610573047,-2005.5677182440843,129,root,DG-mo,459601,20240409,probe01
0.828381119325085,-2174.8847472800785,-3002.596366528999,-1858.3628018292247,130,root,ProS,459601,20240409,probe01
0.3378664852918343,-2174.8847472800785,-3002.596366528999,-1858.3628018292247,131,root,ProS,459601,20240409,probe01
0.1152022920066184,-2174.8847472800785,-3002.596366528999,-1858.3628018292247,132,root,ProS,459601,20240409,probe01
0.7126678446863501,-2174.8847472800785,-3002.596366528999,-1858.3628018292247,133,root,ProS,459601,20240409,probe01
0.4626797838124745,-2174.8847472800785,-3002.596366528999,-1858.3628018292247,134,root,ProS,459601,20240409,probe01
0.2901238793137503,-2174.8847472800785,-3002.596366528999,-1858.3628018292247,136,root,ProS,459601,20240409,probe01
0.173286482892254,-2129.5480123930074,-3022.432820594331,-1975.801464250711,137,root,DG-mo,459601,20240409,probe01
0.2782588577374675,-2129.5480123930074,-3022.432820594331,-1975.801464250711,139,root,DG-mo,459601,20240409,probe01
0.0254626312263305,-2129.5480123930074,-3022.432820594331,-1975.801464250711,140,root,DG-mo,459601,20240409,probe01
0.0781879821115336,-2199.0980118697653,-2992.0021913639494,-1795.6416241053907,141,root,ProS,459601,20240409,probe01
,-2128.7294235461527,-3022.790982691788,-1977.9219076281884,145,root,DG-mo,459601,20240409,probe01
0.5765680520245864,-2128.7294235461527,-3022.790982691788,-1977.9219076281884,146,root,DG-mo,459601,20240409,probe01
0.2229183231129898,-2123.393145182675,-3025.1257966324174,-1991.744812936136,147,root,DG-mo,459601,20240409,probe01
0.2930609798936829,-2190.8935823705115,-2995.5919247071115,-1816.8940859053812,149,root,ProS,459601,20240409,probe01
0.2928183766364153,-2140.2205691199624,-3017.7631927130724,-1948.155653634815,156,root,DG-mo,459601,20240409,probe01
