,te_goal,te_goal_baseline,te_sem_goal,te_sem_distractor,te_distractor,te_distractor_baseline,te_sound,te_sound_baseline,te_sem_sound,time,region_1,region_2,region_pair,subject,date
0,0.07041791558188477,-0.0011796120583495856,0.0016914165768304348,0.001767829864068498,0.0724682786253164,-0.002028780867810706,0.08559791756507928,0.0004535370271032124,0.0017522782903646398,-1.95,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
1,0.07816264608223608,0.006565118442001722,0.0017074376913556735,0.001813488576126779,0.07400303834998853,-0.0004940211431385816,0.087119606985834,0.001975226447857928,0.0018020309032504656,-1.65,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
2,0.07051485756405029,-0.0010826700761840669,0.0015687769504548808,0.0018927926328061288,0.07824193204665163,0.003744872553524514,0.08424290351789829,-0.0009014770200777844,0.0018573633636431292,-1.35,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
3,0.06729469133276626,-0.004302836307468097,0.0017269424887395063,0.0019174270360559611,0.07327498895055189,-0.0012220705425752265,0.08361709408309272,-0.001527286454883356,0.001756334074977311,-1.0499999999999998,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
4,0.06809973889896753,-0.0034977887412668274,0.0017675995084695509,0.0016548384978183743,0.06733858645326009,-0.007158473039867025,0.07735327362560741,-0.007791106912368659,0.0017087608982580035,-0.75,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
5,0.06562331846427885,-0.005974209175955508,0.0017165577976193183,0.001815270653681552,0.06627890495469246,-0.00821815453843465,0.06601734008585342,-0.019127040452122657,0.001549564963747324,-0.44999999999999996,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
6,0.06539751402886125,-0.006200013611373109,0.001731767504551052,0.001731959190474213,0.06609944325790909,-0.008397616235218022,0.0736525222845528,-0.011491858253423276,0.0016793194920602342,-0.15,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
7,0.06118342032299605,-0.01041410731723831,0.0016912579560401763,0.002055076154956021,0.08593880266708605,0.011441743173958935,0.06274117925900971,-0.02240320127896636,0.0015032489826141398,0.15,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
8,0.06349259716258601,-0.008104930477648348,0.0016896637713493905,0.0019918004157115483,0.08267427115528708,0.00817721166215997,0.0695494159843596,-0.015594964553616475,0.0016028510856402852,0.44999999999999996,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
9,0.06207220885342708,-0.009525318786807277,0.0017445976244556435,0.0020266892464917458,0.08567317231880901,0.0111761128256819,0.06854999552796791,-0.016594385010008164,0.0015720968999436255,0.75,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
10,0.06358067932680317,-0.00801684831343119,0.0017366538742465212,0.0019500532228293654,0.0864905202268472,0.011993460733720082,0.0720426356871678,-0.01310174485080827,0.001634284227143199,1.0499999999999998,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
