,te_goal,te_goal_baseline,te_sem_goal,te_sem_distractor,te_distractor,te_distractor_baseline,te_sound,te_sound_baseline,te_sem_sound,time,region_1,region_2,region_pair,subject,date
0,0.03668630230003514,-0.0010213846496168605,0.001103420579586672,0.0011549380687628735,0.03934790992199412,-0.0016788743206042206,0.042948223477109464,4.137852136049808e-05,0.001040618640678433,-1.9,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
1,0.04402694179520482,0.006319254845552819,0.0011877299103408747,0.0011295312061266694,0.03863113208622789,-0.0023956521563704494,0.043039222406779994,0.000132377451031028,0.001044658534348772,-1.7000000000000002,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
2,0.043455474201969685,0.005747787252317685,0.001133982183610185,0.0013200088802542017,0.0464214936385318,0.005394709395933457,0.041953726844490356,-0.0009531181112586093,0.0010599645451384182,-1.5,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
3,0.035229426241775996,-0.002478260707876004,0.0009749802159876694,0.0012010716337221997,0.03868186189574014,-0.002344922346858201,0.04449477416649062,0.001587929210741655,0.0011198475316090233,-1.3000000000000003,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
4,0.02914029020927432,-0.00856739674037768,0.0009089305094218586,0.001242815207002258,0.04205152367049778,0.0010247394278994418,0.04209827788387438,-0.0008085670718745858,0.0010189436440968507,-1.1,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
5,0.03331046006960897,-0.004397226880043029,0.0010898613982249165,0.0012033465041363968,0.040351176136030585,-0.0006756081065677558,0.041894321249849174,-0.0010125237058997913,0.0010357321703753268,-0.9,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
6,0.04045199007283385,0.00274430312318185,0.0012197793729161034,0.001140843116161489,0.037371696503307815,-0.003655087739290526,0.03723421433832717,-0.005672630617421792,0.0009459458408256916,-0.7000000000000001,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
7,0.03917834674518776,0.0014706597955357614,0.0012133433248860204,0.0010315569173991318,0.032370173974556715,-0.008656610268041626,0.03444366720110032,-0.008463177754648644,0.0009182573922659613,-0.5,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
8,0.033767917865599226,-0.003939769084052774,0.0010938075772697169,0.0011210822785607019,0.03365586353254912,-0.007370920710049224,0.03063827777365747,-0.012268567182091496,0.0008027837075514377,-0.30000000000000004,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
9,0.03925002361685294,0.0015423366672009386,0.001168618865870734,0.0010909875749926929,0.03502421320872054,-0.0060025710338778016,0.03554237951748547,-0.0073644654382634955,0.000912144143266793,-0.1,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
10,0.03090902744142809,-0.0067986595082239094,0.0010741902961158678,0.0013640364576791011,0.046226372971807844,0.005199588729209503,0.029017904043320414,-0.013888940912428552,0.0007876010234598886,0.1,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
11,0.03148399381799451,-0.006223693131657493,0.001007208871467905,0.00142292367449148,0.04822331853001505,0.007196534287416706,0.03344894797759252,-0.009457896978156445,0.0009149463101791421,0.30000000000000004,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
12,0.03794636759661195,0.00023868064695994895,0.0011729396505188148,0.001288783600673307,0.04644131875242546,0.005414534509827117,0.03380985979866065,-0.009096985157088316,0.0008685242961146918,0.5,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
13,0.035432921871076564,-0.002274765078575436,0.0012220767518746583,0.0014144610887439667,0.04925558843811049,0.008228804195512147,0.03254694119740162,-0.010359903758347347,0.0008483170181888917,0.7000000000000001,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
14,0.03396432266878941,-0.003743364280862589,0.0012230642304397487,0.0014314427310561859,0.05243799732682106,0.011411213084222722,0.0318011262469839,-0.011105718708765068,0.0008364892531953561,0.9,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
15,0.034068641782,-0.003639045167651997,0.0011279585893146057,0.0013926303673854432,0.051416117326636576,0.010389333084038235,0.03587559227422556,-0.007031252681523409,0.0009501577056000283,1.1,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
16,0.03006275495832403,-0.007644931991327972,0.0010525903245654758,0.0013801072373638842,0.04998620810840133,0.008959423865802986,0.038464428446632844,-0.004442416509116122,0.0010508456106289553,1.3000000000000003,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
17,0.03414828168121204,-0.0035594052684399594,0.0011226242584868775,0.0012157759109975004,0.044594849301889276,0.0035680650592909355,0.037728235043893964,-0.005178609911855002,0.0010454943491480392,1.5,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
18,0.03183634906122064,-0.0058713378884313605,0.0010662688088453227,0.0012492994813207523,0.0460646122516683,0.005037828009069961,0.040109989293380964,-0.0027968556623680016,0.001136258760524186,1.7000000000000002,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
19,0.03128446932045776,-0.00642321762919424,0.0009876951822970885,0.0012093664701240188,0.04499769689061384,0.003970912648015502,0.039003509799215845,-0.0039033351565331206,0.0011355238623909597,1.9,PERI 35,PERI 36,PERI 35-PERI 36,459601,20240411
20,0.0399567131188899,-0.0014963883580893927,0.001482859265148614,0.0017100346868575884,0.04675306056402374,0.0011386594371500386,0.04696833027875859,-0.0005484923506096431,0.0015603480401386429,-1.9,PERI 35,TEa,PERI 35-TEa,459601,20240411
21,0.04751440257494202,0.006061301097962726,0.0016073785077936563,0.001619734236302915,0.044338729950896015,-0.0012756711759776898,0.04557132693513868,-0.0019454956942295543,0.001530867930392967,-1.7000000000000002,PERI 35,TEa,PERI 35-TEa,459601,20240411
22,0.0468278635769906,0.005374762100011303,0.0016512803610409523,0.001582137287557257,0.045474176928541804,-0.0001402241983319008,0.04466404941334493,-0.0028527732160232994,0.0015220286406978517,-1.5,PERI 35,TEa,PERI 35-TEa,459601,20240411
23,0.038520576026384465,-0.0029325254505948306,0.0014849163344432346,0.001585756514103635,0.04430214390725865,-0.0013122572196150525,0.04846685137864813,0.0009500287492799006,0.0016972388849483154,-1.3000000000000003,PERI 35,TEa,PERI 35-TEa,459601,20240411
24,0.034445952087689476,-0.00700714938928982,0.0014322585725153277,0.001652077691807672,0.047203894283648316,0.0015894931567746115,0.05191355514095083,0.004396732511582596,0.0016743185134797146,-1.1,PERI 35,TEa,PERI 35-TEa,459601,20240411
25,0.04086020242008724,-0.0005928990568920545,0.0016227040691383192,0.0016451741327741397,0.04438902346984733,-0.0012253776570263775,0.05145558407896284,0.0039387614495946105,0.0017201241467374965,-0.9,PERI 35,TEa,PERI 35-TEa,459601,20240411
26,0.0434836984326903,0.002030596955711006,0.0016045712408050623,0.0016881344803943137,0.04566233577135381,4.7934644480107647e-05,0.04634148792791412,-0.0011753347014541102,0.0015314935263485126,-0.7000000000000001,PERI 35,TEa,PERI 35-TEa,459601,20240411
27,0.043596208656563024,0.002143107179583728,0.00171837910944523,0.0016329961592299492,0.043884186711281595,-0.00173021441559211,0.04673446541965837,-0.000782357209709858,0.0016249021878197423,-0.5,PERI 35,TEa,PERI 35-TEa,459601,20240411
28,0.03931395346662912,-0.0021391480103501725,0.0016364727816885025,0.0015654725580653308,0.03954209792953548,-0.006072303197338223,0.042966001666835174,-0.004550820962533057,0.0015312370164627038,-0.30000000000000004,PERI 35,TEa,PERI 35-TEa,459601,20240411
29,0.04218602902275877,0.0007329275457794715,0.0016660276224000124,0.0015921247961893994,0.03905176619762252,-0.006562634929251188,0.04621411115196421,-0.001302711477404024,0.0016217820142334042,-0.1,PERI 35,TEa,PERI 35-TEa,459601,20240411
30,0.038655042099324834,-0.002798059377654462,0.0016769054348085876,0.001809176145405912,0.04386672957270875,-0.0017476715541649562,0.042965827598447054,-0.0045509950309211775,0.0015136614198723924,0.1,PERI 35,TEa,PERI 35-TEa,459601,20240411
