accuracy,position,region,n_neurons,n_trials,subject,date,probe
0.3113333333333334,30,PERI,25,30,459601,20240409,probe00
0.41,40,PERI,25,30,459601,20240409,probe00
0.39400000000000013,50,PERI,25,30,459601,20240409,probe00
0.4553333333333333,60,PERI,25,30,459601,20240409,probe00
0.4786666666666666,70,PERI,25,30,459601,20240409,probe00
0.46666666666666656,80,PERI,25,30,459601,20240409,probe00
0.412,90,PERI,25,30,459601,20240409,probe00
0.4193333333333333,100,PERI,25,30,459601,20240409,probe00
0.44933333333333325,110,PERI,25,30,459601,20240409,probe00
0.43133333333333324,120,PERI,25,30,459601,20240409,probe00
0.4906666666666665,130,PERI,25,30,459601,20240409,probe00
0.5146666666666667,140,PERI,25,30,459601,20240409,probe00
0.6273333333333334,150,PERI,25,30,459601,20240409,probe00
0.6633333333333333,160,PERI,25,30,459601,20240409,probe00
0.638,170,PERI,25,30,459601,20240409,probe00
0.6426666666666668,180,PERI,25,30,459601,20240409,probe00
0.5786666666666668,190,PERI,25,30,459601,20240409,probe00
0.5640000000000002,200,PERI,25,30,459601,20240409,probe00
0.5700000000000002,210,PERI,25,30,459601,20240409,probe00
0.4686666666666667,220,PERI,25,30,459601,20240409,probe00
0.4906666666666666,230,PERI,25,30,459601,20240409,probe00
0.5326666666666668,240,PERI,25,30,459601,20240409,probe00
0.518,250,PERI,25,30,459601,20240409,probe00
0.4793333333333332,260,PERI,25,30,459601,20240409,probe00
0.3880000000000001,270,PERI,25,30,459601,20240409,probe00
0.33600000000000024,280,PERI,25,30,459601,20240409,probe00
0.30133333333333345,290,PERI,25,30,459601,20240409,probe00
0.34666666666666685,300,PERI,25,30,459601,20240409,probe00
0.32866666666666683,310,PERI,25,30,459601,20240409,probe00
0.3293333333333336,320,PERI,25,30,459601,20240409,probe00
0.3133333333333335,330,PERI,25,30,459601,20240409,probe00
0.3553333333333334,340,PERI,25,30,459601,20240409,probe00
0.30866666666666676,350,PERI,25,30,459601,20240409,probe00
0.44133333333333324,360,PERI,25,30,459601,20240409,probe00
0.4646666666666668,370,PERI,25,30,459601,20240409,probe00
0.5320000000000001,380,PERI,25,30,459601,20240409,probe00
0.48733333333333334,390,PERI,25,30,459601,20240409,probe00
0.46399999999999997,400,PERI,25,30,459601,20240409,probe00
0.4526666666666667,410,PERI,25,30,459601,20240409,probe00
0.4386666666666665,420,PERI,25,30,459601,20240409,probe00
0.3840000000000002,430,PERI,25,30,459601,20240409,probe00
0.4426666666666667,440,PERI,25,30,459601,20240409,probe00
0.4466666666666665,450,PERI,25,30,459601,20240409,probe00
0.4479999999999999,460,PERI,25,30,459601,20240409,probe00
0.45666666666666644,470,PERI,25,30,459601,20240409,probe00
0.5353333333333335,480,PERI,25,30,459601,20240409,probe00
0.6026666666666667,490,PERI,25,30,459601,20240409,probe00
0.7613333333333334,500,PERI,25,30,459601,20240409,probe00
0.8106666666666666,510,PERI,25,30,459601,20240409,probe00
0.8466666666666669,520,PERI,25,30,459601,20240409,probe00
0.8580000000000001,530,PERI,25,30,459601,20240409,probe00
0.8626666666666667,540,PERI,25,30,459601,20240409,probe00
0.8426666666666667,550,PERI,25,30,459601,20240409,probe00
0.8333333333333335,560,PERI,25,30,459601,20240409,probe00
0.7939999999999999,570,PERI,25,30,459601,20240409,probe00
0.7900000000000001,580,PERI,25,30,459601,20240409,probe00
0.7886666666666666,590,PERI,25,30,459601,20240409,probe00
0.7520000000000002,600,PERI,25,30,459601,20240409,probe00
0.7540000000000002,610,PERI,25,30,459601,20240409,probe00
0.7313333333333335,620,PERI,25,30,459601,20240409,probe00
0.694,630,PERI,25,30,459601,20240409,probe00
0.6533333333333334,640,PERI,25,30,459601,20240409,probe00
0.6146666666666667,650,PERI,25,30,459601,20240409,probe00
0.6060000000000002,660,PERI,25,30,459601,20240409,probe00
0.538,670,PERI,25,30,459601,20240409,probe00
0.5253333333333334,680,PERI,25,30,459601,20240409,probe00
0.5073333333333333,690,PERI,25,30,459601,20240409,probe00
0.5006666666666669,700,PERI,25,30,459601,20240409,probe00
0.48666666666666664,710,PERI,25,30,459601,20240409,probe00
0.4773333333333333,720,PERI,25,30,459601,20240409,probe00
0.41533333333333344,730,PERI,25,30,459601,20240409,probe00
0.33733333333333354,740,PERI,25,30,459601,20240409,probe00
0.3020000000000001,750,PERI,25,30,459601,20240409,probe00
0.27,760,PERI,25,30,459601,20240409,probe00
0.3833333333333334,770,PERI,25,30,459601,20240409,probe00
0.4146666666666669,780,PERI,25,30,459601,20240409,probe00
0.47666666666666674,790,PERI,25,30,459601,20240409,probe00
0.4860000000000001,800,PERI,25,30,459601,20240409,probe00
0.47200000000000003,810,PERI,25,30,459601,20240409,probe00
0.4613333333333334,820,PERI,25,30,459601,20240409,probe00
0.4506666666666667,830,PERI,25,30,459601,20240409,probe00
0.45733333333333337,840,PERI,25,30,459601,20240409,probe00
0.48399999999999993,850,PERI,25,30,459601,20240409,probe00
0.5473333333333333,860,PERI,25,30,459601,20240409,probe00
0.5126666666666667,870,PERI,25,30,459601,20240409,probe00
0.4406666666666667,880,PERI,25,30,459601,20240409,probe00
0.43666666666666665,890,PERI,25,30,459601,20240409,probe00
0.41066666666666685,900,PERI,25,30,459601,20240409,probe00
0.43933333333333324,910,PERI,25,30,459601,20240409,probe00
0.4679999999999999,920,PERI,25,30,459601,20240409,probe00
0.48666666666666664,930,PERI,25,30,459601,20240409,probe00
0.46399999999999986,940,PERI,25,30,459601,20240409,probe00
0.44599999999999995,950,PERI,25,30,459601,20240409,probe00
0.5226666666666666,960,PERI,25,30,459601,20240409,probe00
0.5259999999999999,970,PERI,25,30,459601,20240409,probe00
0.504,980,PERI,25,30,459601,20240409,probe00
0.5320000000000001,990,PERI,25,30,459601,20240409,probe00
0.5626666666666669,1000,PERI,25,30,459601,20240409,probe00
0.524,1010,PERI,25,30,459601,20240409,probe00
0.5480000000000002,1020,PERI,25,30,459601,20240409,probe00
0.5773333333333334,1030,PERI,25,30,459601,20240409,probe00
0.5940000000000001,1040,PERI,25,30,459601,20240409,probe00
0.5606666666666666,1050,PERI,25,30,459601,20240409,probe00
0.5159999999999999,1060,PERI,25,30,459601,20240409,probe00
0.4646666666666667,1070,PERI,25,30,459601,20240409,probe00
0.49333333333333335,1080,PERI,25,30,459601,20240409,probe00
0.4506666666666666,1090,PERI,25,30,459601,20240409,probe00
0.4353333333333333,1100,PERI,25,30,459601,20240409,probe00
0.3846666666666667,1110,PERI,25,30,459601,20240409,probe00
0.32533333333333353,1120,PERI,25,30,459601,20240409,probe00
0.3386666666666667,1130,PERI,25,30,459601,20240409,probe00
0.3466666666666668,1140,PERI,25,30,459601,20240409,probe00
0.3126666666666667,1150,PERI,25,30,459601,20240409,probe00
0.34400000000000014,1160,PERI,25,30,459601,20240409,probe00
0.3306666666666668,1170,PERI,25,30,459601,20240409,probe00
0.31000000000000016,1180,PERI,25,30,459601,20240409,probe00
0.2773333333333334,1190,PERI,25,30,459601,20240409,probe00
0.30733333333333357,1200,PERI,25,30,459601,20240409,probe00
0.3680000000000001,1210,PERI,25,30,459601,20240409,probe00
0.36666666666666664,1220,PERI,25,30,459601,20240409,probe00
0.2826666666666668,1230,PERI,25,30,459601,20240409,probe00
0.3260000000000002,1240,PERI,25,30,459601,20240409,probe00
0.2973333333333334,1250,PERI,25,30,459601,20240409,probe00
0.30866666666666676,1260,PERI,25,30,459601,20240409,probe00
0.3280000000000002,1270,PERI,25,30,459601,20240409,probe00
0.33000000000000007,1280,PERI,25,30,459601,20240409,probe00
0.28333333333333344,1290,PERI,25,30,459601,20240409,probe00
0.2880000000000001,1300,PERI,25,30,459601,20240409,probe00
0.33466666666666683,1310,PERI,25,30,459601,20240409,probe00
0.3653333333333335,1320,PERI,25,30,459601,20240409,probe00
0.42266666666666675,1330,PERI,25,30,459601,20240409,probe00
0.4026666666666667,1340,PERI,25,30,459601,20240409,probe00
0.4373333333333333,1350,PERI,25,30,459601,20240409,probe00
0.4686666666666666,1360,PERI,25,30,459601,20240409,probe00
0.5286666666666666,1370,PERI,25,30,459601,20240409,probe00
0.5713333333333336,1380,PERI,25,30,459601,20240409,probe00
0.6320000000000001,1390,PERI,25,30,459601,20240409,probe00
0.6813333333333333,1400,PERI,25,30,459601,20240409,probe00
0.6933333333333331,1410,PERI,25,30,459601,20240409,probe00
0.7180000000000001,1420,PERI,25,30,459601,20240409,probe00
0.7440000000000002,1430,PERI,25,30,459601,20240409,probe00
0.7559999999999999,1440,PERI,25,30,459601,20240409,probe00
0.7733333333333331,1450,PERI,25,30,459601,20240409,probe00
0.7226666666666667,1460,PERI,25,30,459601,20240409,probe00
0.7186666666666665,1470,PERI,25,30,459601,20240409,probe00
0.45266666666666666,30,TEa,25,30,459601,20240409,probe00
0.43199999999999983,40,TEa,25,30,459601,20240409,probe00
0.4319999999999999,50,TEa,25,30,459601,20240409,probe00
0.48266666666666674,60,TEa,25,30,459601,20240409,probe00
0.42,70,TEa,25,30,459601,20240409,probe00
0.4920000000000001,80,TEa,25,30,459601,20240409,probe00
0.46533333333333315,90,TEa,25,30,459601,20240409,probe00
0.4880000000000001,100,TEa,25,30,459601,20240409,probe00
0.5580000000000002,110,TEa,25,30,459601,20240409,probe00
0.5199999999999999,120,TEa,25,30,459601,20240409,probe00
0.5646666666666667,130,TEa,25,30,459601,20240409,probe00
0.5586666666666669,140,TEa,25,30,459601,20240409,probe00
0.6273333333333335,150,TEa,25,30,459601,20240409,probe00
0.7186666666666668,160,TEa,25,30,459601,20240409,probe00
0.6966666666666668,170,TEa,25,30,459601,20240409,probe00
0.7000000000000003,180,TEa,25,30,459601,20240409,probe00
0.6386666666666669,190,TEa,25,30,459601,20240409,probe00
0.638,200,TEa,25,30,459601,20240409,probe00
0.5760000000000002,210,TEa,25,30,459601,20240409,probe00
0.5133333333333333,220,TEa,25,30,459601,20240409,probe00
0.5193333333333332,230,TEa,25,30,459601,20240409,probe00
0.5506666666666667,240,TEa,25,30,459601,20240409,probe00
0.5093333333333334,250,TEa,25,30,459601,20240409,probe00
0.5233333333333334,260,TEa,25,30,459601,20240409,probe00
0.5279999999999999,270,TEa,25,30,459601,20240409,probe00
0.49999999999999994,280,TEa,25,30,459601,20240409,probe00
0.46,290,TEa,25,30,459601,20240409,probe00
0.5213333333333332,300,TEa,25,30,459601,20240409,probe00
0.5666666666666668,310,TEa,25,30,459601,20240409,probe00
0.5473333333333332,320,TEa,25,30,459601,20240409,probe00
