p_obj1,p_obj2,p_sound_id,p_ripples,z_obj1,z_obj2,z_ripples,pattern,region,subject,date
0.877759474488317,0.25777078256692365,0.41879197877057617,0.09307262095411672,2.100216779458072,8.189084976649003,-0.01257703603179428,3,VIS,459601,20240410
0.29022861537530853,0.8853605380598046,0.13909171229433492,0.0007922838762856044,4.74040034835546,-1.1997076488682776,0.027787662729760368,4,VIS,459601,20240410
0.8688368424498473,0.8010515671690632,0.911158651052101,0.21489184180644405,-2.4497082561035275,3.849952620899307,-0.011353649001358426,5,VIS,459601,20240410
0.3032441373725846,0.011367275801500987,0.08588034903104236,5.249699921328066e-06,-3.5439513183566302,8.635980741210393,0.061381454171371454,1,CA1,459601,20240410
0.8875709049765871,0.7471757496085139,0.7488091181202925,1.8440891192850195e-05,2.183234250944641,4.258964858041127,0.020895786071192732,2,CA1,459601,20240410
0.9168663996535524,0.47530988292519794,0.5496581868242327,0.05558202428209447,-1.2628292992125476,-4.00585360978631,-0.012770588727855192,3,CA1,459601,20240410
0.8137714911823082,0.8149738065993741,0.603225631898492,0.00011050205992524376,-1.7504533482351323,1.8127492192724086,0.024905009539334406,4,CA1,459601,20240410
0.5994140614686327,0.2957957434877492,0.4249785657283415,8.40136281998749e-06,3.292978832600367,-4.363916234166741,0.04642420360029925,5,CA1,459601,20240410
0.5154989842775561,0.418912485099891,0.680721881146602,0.011777926373021441,5.046622326464421,-6.061527265045605,0.015330817540367294,6,CA1,459601,20240410
0.4323654148354631,0.19221866176563251,0.32343517281814504,0.0001546611279932275,4.649200545795735,-4.102576527814571,-0.07441572190121842,1,LEC,459601,20240411
0.14144273301614263,0.12599208581906784,0.38995697490245096,0.024618446895652957,6.828474420440321,-6.001576649725024,0.03041197399176933,2,LEC,459601,20240411
0.3837705352100389,0.10616161381735656,0.26729258494053776,0.00017357173764942502,5.308275260171827,-5.914863063195493,-0.07701414252327773,3,LEC,459601,20240411
0.47596462652828975,0.06228769826115588,0.6088990163606891,0.19602823809840642,-3.559080382389217,8.230745131358537,0.028988217491037586,1,PERI,459601,20240411
0.8372268633056699,0.8679271682527976,0.7154779830551795,0.1092262418994634,1.3572218954386917,-1.3563556513913173,-0.021130073433498583,2,PERI,459601,20240411
0.834092112885979,0.03262700684409592,0.6329378830618948,0.2056442039504972,1.2224821764443092,5.166936954784345,-0.01817226289472061,3,PERI,459601,20240411
0.4895206789865907,5.485749330680356e-06,0.5786316267180518,0.05075271988493901,2.887296238716931,-28.645345172414377,0.02938325677824606,4,PERI,459601,20240411
0.6502161195885401,0.1248031870477857,0.7723733103905502,0.9997799726947986,-1.3450506311605213,2.599428553365122,0.008766742978941325,5,PERI,459601,20240411
0.19575377323578524,0.2626489797222561,0.49874610630801186,0.10173360531956233,-4.933602335506425,-4.22456747197433,0.02341087783144712,6,PERI,459601,20240411
0.9213422562866096,0.02383986279136563,0.9201311493111998,0.5289346627031196,-0.9718031828933542,-4.630017246431739,-0.012362882176786282,1,TEa,459601,20240411
0.38150303960248744,0.22771779297130024,0.6002086489148173,0.004390684278601231,2.4554987462926663,2.398274167496564,-0.03755684545682367,2,TEa,459601,20240411
0.30799722748658187,0.2202504081671287,0.1886836110166057,0.00033170605155985466,4.737910832641687,-3.5605798740772676,-0.0754931243774905,3,TEa,459601,20240411
0.058505672245988904,0.14685074471042847,0.13512213649431493,0.1394969943711576,-5.559717208091762,-4.4587246792851065,0.015445999221935926,4,TEa,459601,20240411
0.38717106783034805,0.2879189974038028,0.5318799401609358,0.11223621710511733,-2.363068657891323,-1.4387996550149524,0.04544004162077986,5,TEa,459601,20240411
0.38248888161740857,0.20853719235703994,0.4257683682048482,0.08484263728111008,-2.686184393905494,2.3162058113605846,0.04041630572316714,1,VIS,459601,20240411
0.7542735298808361,0.5894599644361782,0.8282135067631484,0.001458007163282482,-0.9232190317519007,0.9798840533551147,-0.045328559266471,2,VIS,459601,20240411
0.11107308766862178,0.2520116079643009,0.032494262871213375,0.05176663433489237,-7.165137528518321,-4.962017726827504,-0.03233359253470438,3,VIS,459601,20240411
0.29750832391534954,0.9315567524822859,0.17009828207220157,0.0043818639063333276,-3.3437414117045816,1.2072547261081532,-0.04019845556603411,4,VIS,459601,20240411
0.012369426658861427,5.849119437606465e-05,0.020528486991835848,0.0015688227017374157,-7.14810366066037,11.828027287867368,0.05338395288593079,5,VIS,459601,20240411
0.46142447158850275,0.4318849390067617,0.4522613312168444,4.250932271343544e-05,-3.8130736302108166,-3.9388482634351902,-0.0796830918047173,1,CA1,459601,20240411
0.22325692467985903,0.0016200999375634018,0.5807282336203161,0.2527845568788428,-4.533774612495416,11.371615771476385,0.034366313320001236,2,CA1,459601,20240411
0.26187033402187065,0.9246195221302042,0.3584294578512437,0.004293143634004015,-6.6173297345038025,0.8662218286977019,0.07232288663775527,3,CA1,459601,20240411
0.537860865244075,0.005846607178395358,0.3623167124836111,0.0004968521231127898,-2.2020870271494086,-7.197908969353725,-0.08312215725092356,4,CA1,459601,20240411
0.22875229738955727,0.43864883408794053,0.1784912903532656,0.004280050575514727,-5.516608708200318,-4.37666299830527,0.06214356482857082,5,CA1,459601,20240411
0.9374160633398372,0.031390117132981454,0.731720904037477,3.794419188007936e-05,-0.5057377099735607,-10.045494947293111,-0.08900143026772672,6,CA1,459601,20240411
0.6045108333966502,0.006436638333807032,0.5316321489218423,7.423815889806562e-07,-0.9539917365013395,-3.6429503686649403,-0.017294796257658125,1,LEC,462910,20240813
0.3872892818030781,0.04506859637881089,0.605475470090183,1.7959534970302116e-09,-2.7920222730340862,5.269287049225093,-0.038111113016286516,2,LEC,462910,20240813
0.6383914786126303,0.0002799792390297817,0.8487013059723327,0.007512615446646498,-1.319364426592363,-7.635785925541206,0.010692379270560545,3,LEC,462910,20240813
0.0460390793894474,0.013321529494224715,0.8752114648302357,0.009747793453014464,-5.960554171414215,6.220740498060698,0.01403709587359579,1,VIS,462910,20240813
0.7260437029510521,0.10826478161159891,0.13266823216239987,0.00030587320343311575,1.1703051339491959,3.4568138566541378,-0.020090018830177817,2,VIS,462910,20240813
0.04090325630998359,0.0007517657557024604,0.4634560361844242,0.0433883022019006,-4.116805592950379,7.644628493173964,0.008308077686723585,3,VIS,462910,20240813
0.7039706964705756,0.44322199126853135,0.8808120730434184,0.007656460178828262,1.8318894324928634,3.044623954827615,-0.007003473183334939,4,VIS,462910,20240813
0.5402392683294566,0.36701738668786277,0.18820632503941326,0.016276887186246092,-1.7943829292387181,1.8081513033475398,-0.006008639100566027,5,VIS,462910,20240813
0.7846272610431593,0.09306094813241961,0.7541534183177606,8.057901168534443e-08,1.3305959237164389,4.974245363470805,0.023909640070412425,1,CA1,462910,20240813
0.24775550305917504,0.00031059774458164213,0.5041678976793516,6.725509038574273e-12,-2.9423899605170183,-10.539034357871369,-0.04603362961771229,2,CA1,462910,20240813
0.40387551377961417,0.044051973109984544,0.8748470404018691,1.0103418102147543e-10,-3.37915244660924,-8.749287093372315,-0.046311734894325,3,CA1,462910,20240813
0.8425347081189694,8.428856606568225e-06,0.4698784557297452,8.55563397905712e-11,-0.7728843505259724,-8.996954325689297,0.047041901261905786,4,CA1,462910,20240813
0.9009523386218734,0.23750812176709513,0.6477306212816242,2.0773827102971154e-11,0.6570764707443644,-2.126329462922929,0.03639005338516129,5,CA1,462910,20240813
0.1697729454875534,5.7012131688960466e-06,0.2773900587431938,2.2917545638989623e-10,2.3968888998071693,-14.290134607101773,-0.021027706518504465,6,CA1,462910,20240813
0.8359136791290241,0.09424533135593927,0.37671905811668305,0.05974278031583491,-0.8180236246072641,-2.5581187873678033,-0.043588399396985646,1,AUD,462910,20240814
0.3519869072594569,0.02101065918845413,0.8482863251185843,0.0008963080381433342,-2.00845669084756,3.462470880041594,-0.07688551776133593,2,AUD,462910,20240814
0.8526372680063756,0.10578453707384516,0.3552205499077621,0.0643888127148905,-0.8180610330992751,-2.5583091664828324,-0.04358908222813772,3,AUD,462910,20240814
0.6060278885292931,0.43533438432376115,0.680870965657741,0.3626704142115239,-0.4185986217054436,-2.928413318892678,0.032203233214985146,4,AUD,462910,20240814
0.9385715571267917,0.4464012883029399,0.8551287605053611,0.05516855183856317,0.653946135723586,2.06053935850767,-0.06596843299299064,5,AUD,462910,20240814
0.5340248614416448,0.48684973235571716,0.5550795779201451,0.9688487204269749,-2.21084866781017,2.0645473793458793,-0.02514785366888285,6,AUD,462910,20240814
0.8367433987570427,0.08613749889675115,0.40942480706814977,0.07377935156886728,-0.8180136758332132,-2.558073487687882,-0.04358823565558849,7,AUD,462910,20240814
0.927324877907834,0.6890850711521729,0.6047785943211523,0.02182471363677707,0.6478986486373712,-1.2743263040576047,0.013613232146316948,1,LEC,462910,20240814
0.5209359821200399,0.711681534833587,0.7618012838063293,0.005754911544310848,-1.2356135053317692,0.9462080167467048,-0.008976841990765932,2,LEC,462910,20240814
0.8157585938501759,0.3379214215929881,0.9016581447863158,0.006133639028953031,-1.7661023296676084,4.150313771548745,-0.01646157459739396,3,LEC,462910,20240814
0.7211003254893258,0.2102613622882481,0.6884024913926019,9.32997277925951e-05,1.2866853675646457,2.9129181054225626,-0.017983571114724605,1,PERI,462910,20240814
0.7291243838650625,0.0638071977030863,0.7475812551312735,0.00033978253822719573,1.0352373603161746,3.4132606413834656,-0.018081755938883247,2,PERI,462910,20240814
0.7545173830155563,0.17235474790503036,0.48479722293571803,0.00020864313128465817,-1.7424767776923016,3.4026256247430284,-0.02022835049201452,3,PERI,462910,20240814
0.3290282658022823,0.1769257057417324,0.31394337698348884,0.01865223705522867,3.0612323876826175,3.6837006360060034,-0.00925525011546409,4,PERI,462910,20240814
0.8103656316519816,0.8330908072510974,0.839828162337674,5.895697992031046e-07,1.005449441704592,0.6999096996396724,-0.01805822249454957,5,PERI,462910,20240814
0.9520013616329267,0.34248837373487395,0.916552902357947,0.08921049557467176,0.22337160757153335,1.1904602590117177,0.004750505107720239,6,PERI,462910,20240814
0.6925816740033035,0.07131054662971514,0.6857529454191871,1.4341172693832505e-10,1.2975078348909894,4.020531830147572,0.05645896277965779,1,CA1,462910,20240814
0.7037614865020059,0.5187872206951376,0.6292180968596957,8.038835153101331e-10,-1.798861564130713,2.5711815161166465,0.037982570270905805,2,CA1,462910,20240814
0.0739015938920281,0.35019846590342707,0.12483676424684964,9.822476165766147e-12,-3.3745960230121708,2.025982590670044,0.03871866323845834,3,CA1,462910,20240814
0.8416549815095432,0.1427345503178039,0.5182152583383316,2.216808796995373e-05,0.8859424295153777,2.6174581868253806,0.021516892910739292,4,CA1,462910,20240814
0.7402400914467999,0.7275934206893767,0.11964469664815791,1.894484569220367e-12,1.278054649551821,-1.1568144250305408,0.06934226988881717,5,CA1,462910,20240814
0.9305448577997588,0.025956683963299088,0.9404593657389219,1.6114620748908237e-10,0.5639985362516347,-7.5845434703358015,-0.06284393739183884,6,CA1,462910,20240814
0.6258118092189795,0.07022064856991939,0.7223978913519885,0.01320395609582492,-3.36415300073806,-8.657105896668147,-0.004933719377065843,1,VIS,462910,20240815
0.8906724770399009,0.4286073867723872,0.7055971116850857,0.001005148509193421,-1.7067548642227002,-4.816566277955842,-0.011594487219171855,2,VIS,462910,20240815
0.23931295556339527,0.18850944764996524,0.793548304198687,0.00012026993211700088,-3.2909401568918546,4.84078465720191,-0.027805962547993158,3,VIS,462910,20240815
0.2845554162439251,0.05693242339313276,0.5607850809986084,2.134640760820261e-07,-3.8171997283079184,8.70475549865333,-0.04711157660838586,4,VIS,462910,20240815
0.7436557697399087,0.020576895210528856,0.954209606819617,2.0417008861350894e-08,2.3588196957351952,11.44202384763112,-0.04312468839395332,5,VIS,462910,20240815
0.6465219184153874,0.5563806803231002,0.6346104819215841,1.3749876792701343e-09,3.6201313673748428,5.2540908951181,0.059573738537162545,1,CA1,462910,20240815
0.2590142729013334,0.0941083803624343,0.7548669279701591,6.589218060071289e-11,3.8633561149026976,6.501603519640319,0.039678732788760315,2,CA1,462910,20240815
0.9018372153473309,0.7171454301835165,0.5302760923321497,7.020387604583789e-10,-0.5735416005878962,-1.2928862415826583,0.07619782914552006,3,CA1,462910,20240815
0.6722741521390719,0.0022534862631458097,0.906749460688987,6.995737322768036e-12,-1.3731619713676047,8.6804754934776,-0.0837536040362924,4,CA1,462910,20240815
0.6592954435848195,0.49593405189845097,0.8639482705022199,7.249756350802272e-14,3.5251480710856424,4.881781571232001,0.05029245687285588,5,CA1,462910,20240815
0.9071925386750189,0.13356229058040026,0.7939039720711987,1.287117079584732e-10,-1.385984838298461,8.190165552063291,0.05360294429785736,6,CA1,462910,20240815
0.16861183781371814,0.32481929070983007,0.20077922089956612,0.04824235324216386,-2.9250781580147076,-2.3583096719538896,-0.016156531526663465,1,AUD,462911,20240809
0.29148030057536556,0.9110641102597122,0.6068718918813896,0.004311932264788321,-5.398021922507926,-1.0094532084257846,0.03597829158379878,2,AUD,462911,20240809
0.4657203203250969,0.8901246760272836,0.5151860454933714,0.42885376516467355,-1.4142454296012934,-0.7202572743566882,0.011410427309511645,3,AUD,462911,20240809
0.1982190348742794,0.4956051012355508,0.5468502095899361,0.5037485863174873,-2.5260004227430826,1.5533603641622444,0.010537063386605634,4,AUD,462911,20240809
0.654787111201135,0.5781249014598759,0.6046530336794937,0.04236436708186486,-3.0071477147939105,-2.8544549626607223,-0.017390237680150897,5,AUD,462911,20240809
0.3524199882631699,0.44834112885678323,0.27325193029239325,0.04568566632599391,-1.5691022605697738,1.7119609426828903,-0.022632168280640835,6,AUD,462911,20240809
0.8241198500959886,0.8612386224692441,0.8619078693176551,0.009755659957121687,-0.7138091585540873,0.7161444222030133,-0.015351290007356565,7,AUD,462911,20240809
0.724430600329905,0.9376103440685983,0.7935171899975914,0.09889898028770128,-1.4961428381928854,0.9771926995482678,-0.016954321633913635,1,PERI,462911,20240809
0.4657638460044511,0.5804487907046099,0.1507663782231563,0.2529912271426278,-2.815231481829687,-2.313683927415862,0.017455357201398434,2,PERI,462911,20240809
0.9745289885257014,0.7629552311644812,0.887787584764317,0.4668382470336042,0.5047853568411647,1.4694702206732524,-0.012661940752256943,3,PERI,462911,20240809
0.5827925371230462,0.5836238334148272,0.5062609620794553,0.029018827936185487,-1.665169606217315,-1.8643297184072556,-0.023229324056288445,4,PERI,462911,20240809
0.26461213924710125,0.664825359961524,0.13340840987929947,0.9890275245813452,3.771582063571475,2.4508844600033015,-0.007391200818109876,5,PERI,462911,20240809
0.1629100781189159,0.8704606486181005,0.10797110507768215,0.008747716453476273,-3.9327440269589533,1.240953805628286,0.024279853716176244,6,PERI,462911,20240809
0.934897936162704,0.9081585469250959,0.9081256231132937,0.024649718573881874,-0.8203447502774522,-1.1999450703740775,-0.019077197216968874,1,TEa,462911,20240809
0.941021515336114,0.8701653187279864,0.6966822754916843,0.3023406373287293,-0.5053618070089223,1.2894166556284092,0.02283125630799707,2,TEa,462911,20240809
0.08729802540565124,0.45344167614999276,0.9284136779783189,0.0824793699963714,-5.382910269751474,-3.1539688615765527,0.02316579178821159,3,TEa,462911,20240809
0.8627494945332571,0.4233726019730426,0.8033482273886979,0.0013913664138728299,0.8844286065750246,1.97120260158624,-0.03624159845089864,4,TEa,462911,20240809
0.8236762331259001,0.9695647338560506,0.7074726520668437,0.10566101550684603,1.3033919989806142,-0.8381405753673503,-0.023982838872525516,5,TEa,462911,20240809
0.5135712626619346,0.3657503890098589,0.8531253434542451,0.005269967709338741,-1.8620498754300723,-2.0537496897253606,0.02605905155387692,1,VIS,462911,20240809
0.818645891814697,0.3860374714959287,0.6668960029651128,0.1702214498850264,-1.4360595538903962,-2.950448542453963,-0.013629906170901441,2,VIS,462911,20240809
0.7880827373500243,0.9055811086606468,0.9107719368263765,0.0160582359441096,-1.4821040406772443,-0.9941695691248724,0.0189896870621449,3,VIS,462911,20240809
0.257295834843854,0.08189854843217914,0.16876062329556052,0.21690836103121613,-3.391584674362584,-5.033801716737499,0.013057688289338348,4,VIS,462911,20240809
0.5535117848485436,0.3219022695095475,0.6997321378515422,0.0011500204667967973,-1.1614853806615415,-1.7518321956372833,0.04530895613637228,5,VIS,462911,20240809
0.19109151393037827,0.29207813148285444,0.18771293654108778,2.3757982413608048e-06,2.4291586523157656,2.6575612310692716,0.057041585396129135,1,CA1,462911,20240809
0.12030697093315601,0.20419626288694182,0.1514895373373032,2.3536523720446567e-05,3.4498672317113783,-3.563497003858374,-0.08652617495702453,2,CA1,462911,20240809
0.8190747283269159,0.6002284836508269,0.8877475985162805,0.00010426363356341728,1.4830969481866956,3.23181060282788,0.028390603502703237,3,CA1,462911,20240809
0.3740508436932839,0.9566979549829793,0.42563045919408093,4.757445207193012e-05,-3.9938317520276883,0.7120075475157719,-0.09629297439011753,4,CA1,462911,20240809
0.6834197461598104,0.26903167926413585,0.803121964398217,2.4524397437386547e-05,1.3419415315915841,2.7030099018594775,0.03545525575131844,5,CA1,462911,20240809
0.8287092120138438,0.8411401176221346,0.9445870775308065,2.543339727711924e-08,1.8462386609045869,1.475443114458737,0.0542082761481761,6,CA1,462911,20240809
0.14045212834133258,0.1096190800454353,0.3317607425798407,,-7.267255848048219,-6.861928739785915,,1,AUD,466394,20241105
0.41181370844795284,0.6692551091618265,0.5424645712994487,,-9.077138549277556,-6.270953539403972,,2,AUD,466394,20241105
0.739263463105007,0.4176097915037982,0.9408768484550201,,-6.056732086689659,-12.430920635803707,,3,AUD,466394,20241105
0.598261976984561,0.8212378299236183,0.6656277913185988,,-7.131032996873745,-4.1033770549421185,,4,AUD,466394,20241105
0.69820532305762,0.929408339418373,0.5871241809276722,,-2.930233902408684,-1.290030367695889,,5,AUD,466394,20241105
0.018614645031958865,0.32282755222295756,0.023921337117970842,,7.343780010156614,-4.042221870124345,,6,AUD,466394,20241105
0.30908482955149796,0.6422124632664035,0.6779030039572258,,-7.0103579837153545,-4.867536489334694,,7,AUD,466394,20241105
0.13919148742266862,0.3225233343004452,0.5244911736583973,,6.006399486350686,-5.193730584992331,,1,PERI,466394,20241105
0.902393930396503,0.530701320990475,0.674960113774894,,-0.8986655048193364,-3.1114718389139404,,2,PERI,466394,20241105
0.8705900492376922,0.6143452092634155,0.9136628187594281,,-2.471029139660526,3.715152334961341,,3,PERI,466394,20241105
0.916202414335479,0.45703093011489027,0.9445721585714024,,2.561885845892335,7.5201839196386455,,4,PERI,466394,20241105
0.4438292900896388,0.8045219679722572,0.302333940257839,,3.5583992027080016,2.4754454926680958,,5,PERI,466394,20241105
0.6202765222159614,0.45142960363104534,0.8152363500580111,,4.02202087202654,-5.578781717111255,,6,PERI,466394,20241105
0.7183465630199176,0.73516402953216,0.06827552469274234,,-2.258272968839731,2.346438952905587,,1,TEa,466394,20241105
0.4626707617964043,0.16400738225522926,0.4775035753510718,,-4.4811666356414595,5.606836303219941,,2,TEa,466394,20241105
0.6802129790810711,0.6734048919997575,0.6660470234905861,,-6.006800683801669,5.2646300982666965,,3,TEa,466394,20241105
0.3201218490847957,0.25225408358271306,0.44188902646647066,,-4.996128370020613,4.871083068131335,,4,TEa,466394,20241105
0.7133087199805287,0.09443073522211076,0.1109642081253257,,-2.6159307687071576,5.764903212450802,,5,TEa,466394,20241105
0.7969982014675642,0.44904456316180863,0.21607078906395205,,2.257127968807911,-4.394221429080796,,1,AUD,466394,20241107
0.7673045469429441,0.03282754481344119,0.7975803798345364,,-1.5807794003146458,6.617997229190735,,2,AUD,466394,20241107
0.8038810083351411,0.8876224362351322,0.2324204429596658,,-0.853844708728545,-0.7874712164115824,,3,AUD,466394,20241107
0.49869724409780913,0.20493175528238405,0.4244333032168599,,3.8366625400709697,6.23793752230189,,4,AUD,466394,20241107
0.7604360329284958,0.7352574511797418,0.22487479053274573,,-1.7931610597101562,-1.7800207328060107,,5,AUD,466394,20241107
0.007157073016976434,0.04938016549202051,0.8090022982585793,,9.769916729699442,7.655259096392825,,6,AUD,466394,20241107
0.7270817463498053,0.8105868409563263,0.6553074901318447,,2.524780857554529,1.9964555696543551,,7,AUD,466394,20241107
0.9373094707646469,0.8424472123597914,0.6430568614148054,,0.8644210976507324,-1.524408083615971,,1,LEC,466394,20241107
0.4961969018415284,0.4230015834193618,0.8478969299546396,,1.6467655162987225,2.02789559918808,,2,LEC,466394,20241107
0.9401956219595439,0.5998784085785798,0.8405545541098597,,-1.5682314365157524,4.200780143532077,,3,LEC,466394,20241107
0.5376684860900098,0.8883060475973186,0.24855329585276142,,3.4189387961879403,1.224305083917218,,1,PERI,466394,20241107
0.4059284957104181,0.35239876835666417,0.9270456620219132,,2.8263988136675238,2.969560685931962,,2,PERI,466394,20241107
0.28229812896755146,0.02514797513196454,0.15721825250026766,,-3.5865522377249315,7.084064442311562,,3,PERI,466394,20241107
0.48427730109044176,0.022568682678677066,0.22013179432424157,,4.037370792319628,10.257659087760517,,4,PERI,466394,20241107
0.4366795578870992,0.16886597768517264,0.20550426104374986,,1.6261128617591414,3.3324649174876004,,5,PERI,466394,20241107
0.3690243581470902,0.007521372999352849,0.6684381317506394,,2.9803608247068034,-8.694056445055743,,6,PERI,466394,20241107
0.23641959265609502,0.15722344808375155,0.5031342207986175,,4.327689187125009,4.873656397134059,,1,TEa,466394,20241107
0.18367762117302178,0.3355412791037239,0.7006781761501542,,4.2249722607450035,2.801559156249851,,2,TEa,466394,20241107
0.39665836027768087,0.49438210990502496,0.1933681644398867,,3.9217834102092852,-2.764230451807197,,3,TEa,466394,20241107
0.3959482684357746,0.3580429355932806,0.057094321422186955,,2.258905473627978,-2.2331914222532223,,4,TEa,466394,20241107
0.20956669033007802,0.05908008149707922,0.9539401028422857,,6.319702127776641,9.344402506039923,,5,TEa,466394,20241107
0.03904588364592432,0.8223192372716648,0.11375761781709004,,4.5767339872404325,1.2465716694546751,,1,AUD,466394,20241108
0.683043018571547,0.003918942170736295,0.7942026759461043,,1.6238524304655961,9.120030419562463,,2,AUD,466394,20241108
0.4374224485537942,0.7698682842418358,0.6165512170246672,,3.380431169488503,1.8771957970667952,,3,AUD,466394,20241108
0.5592234262212106,0.6611777422381986,0.4621227371373329,,2.6734153923534327,1.6926863448200014,,4,AUD,466394,20241108
0.9425950399029602,0.008609675617259338,0.7398468651680571,,-0.7949715976569052,8.448891007573058,,5,AUD,466394,20241108
0.6283979762402786,0.4282880784535473,0.6112989141611497,,2.8262104686490734,-4.379665813662354,,6,AUD,466394,20241108
0.4166982452990383,0.6654509920111844,0.7440290351232289,,3.8240970289891596,3.0810280297833668,,7,AUD,466394,20241108
0.36132650740830696,0.4812488463039447,0.4130377890690764,,-1.7055149419054578,1.2706053949584175,,1,LEC,466394,20241108
0.8985601599875394,0.7213332350274468,0.7101059491662188,,0.6455994790993859,1.214193355530343,,2,LEC,466394,20241108
0.024624361768880276,0.08056285045989009,0.2450113613064484,,-2.9827338865079454,-2.7692814797319554,,3,LEC,466394,20241108
0.2424731276826828,0.005753081006188987,0.07038094878402901,,-2.378113674603207,-7.552371194055271,,1,PERI,466394,20241108
0.7664759354722384,0.07917306646593025,0.39018091139874667,,-1.9509315392187963,4.8394336303455,,2,PERI,466394,20241108
