switch,context,distance,position,subject,date,probe,lda_pos,region
0,2,5.6548796382133664e+17,270,459601,20240409,probe00,600,Cortex
1,1,6.211055538666732e+17,270,459601,20240409,probe00,600,Cortex
1,2,5.17960756276348e+17,270,459601,20240409,probe00,600,Cortex
0,1,7.647488977938939e+17,280,459601,20240409,probe00,600,Cortex
0,2,7.141949435844136e+17,280,459601,20240409,probe00,600,Cortex
1,1,7.798315517340398e+17,280,459601,20240409,probe00,600,Cortex
1,2,6.511702773335907e+17,280,459601,20240409,probe00,600,Cortex
0,1,9.245062815048622e+17,290,459601,20240409,probe00,600,Cortex
0,2,8.344447080751297e+17,290,459601,20240409,probe00,600,Cortex
1,1,9.767340538147752e+17,290,459601,20240409,probe00,600,Cortex
1,2,8.196977360418309e+17,290,459601,20240409,probe00,600,Cortex
0,1,1.1215339853080236e+18,300,459601,20240409,probe00,600,Cortex
0,2,-3.558642084970556e+18,300,459601,20240409,probe00,600,Cortex
1,1,1.205243356237649e+18,300,459601,20240409,probe00,600,Cortex
1,2,1.0235523233075464e+18,300,459601,20240409,probe00,600,Cortex
0,1,1.3430170577572324e+18,310,459601,20240409,probe00,600,Cortex
0,2,-3.570869307983755e+18,310,459601,20240409,probe00,600,Cortex
1,1,1.44675378228619e+18,310,459601,20240409,probe00,600,Cortex
1,2,1.2513969324619405e+18,310,459601,20240409,probe00,600,Cortex
0,1,1.5534222773862787e+18,320,459601,20240409,probe00,600,Cortex
0,2,-3.4932056723806157e+18,320,459601,20240409,probe00,600,Cortex
1,1,1.671966158246819e+18,320,459601,20240409,probe00,600,Cortex
1,2,1.4788367839052052e+18,320,459601,20240409,probe00,600,Cortex
0,1,1.7066371856863153e+18,330,459601,20240409,probe00,600,Cortex
0,2,-3.395615730893e+18,330,459601,20240409,probe00,600,Cortex
1,1,1.8456702495235274e+18,330,459601,20240409,probe00,600,Cortex
1,2,1.6678800411132874e+18,330,459601,20240409,probe00,600,Cortex
0,1,1.7611992507424061e+18,340,459601,20240409,probe00,600,Cortex
0,2,-8.38229408082818e+18,340,459601,20240409,probe00,600,Cortex
1,1,1.9278171270427702e+18,340,459601,20240409,probe00,600,Cortex
1,2,1.7737862044789297e+18,340,459601,20240409,probe00,600,Cortex
0,1,1.6845232383038986e+18,350,459601,20240409,probe00,600,Cortex
0,2,-8.347173117728814e+18,350,459601,20240409,probe00,600,Cortex
1,1,1.874553184948565e+18,350,459601,20240409,probe00,600,Cortex
