switch,context,distance,position,subject,date,probe,lda_pos,region
0,2,[-10.02423571  -1.44036778  -1.50942169],240,462910,20240814,probe00,600,Cortex
1,1,[-3.12587485 -0.33962505 -2.66304873],240,462910,20240814,probe00,600,Cortex
1,2,[-10.06369699  -1.23388757  -1.70621216],240,462910,20240814,probe00,600,Cortex
2,0,[-8.95754307e+00  4.76843948e-03 -2.90648855e+00],240,462910,20240814,probe00,600,Cortex
0,1,[-10.257696    -1.14036931  -1.79275169],250,462910,20240814,probe00,600,Cortex
0,2,[-10.19983594  -1.54251751  -1.40919621],250,462910,20240814,probe00,600,Cortex
1,1,[ 1.64820504  0.11004044 -3.16308309],250,462910,20240814,probe00,600,Cortex
1,2,[-10.10652397  -1.31154838  -1.63134776],250,462910,20240814,probe00,600,Cortex
2,0,[-8.69986465 -0.10925386 -2.80128604],250,462910,20240814,probe00,600,Cortex
0,1,[-10.37328891  -1.12256274  -1.80807278],260,462910,20240814,probe00,600,Cortex
0,2,[-10.28858302  -1.55568027  -1.39530906],260,462910,20240814,probe00,600,Cortex
1,1,[ 1.47035279  0.1707042  -3.21845503],260,462910,20240814,probe00,600,Cortex
1,2,[-10.45723934  -1.06881204  -1.85821756],260,462910,20240814,probe00,600,Cortex
2,0,[-7.53282839  0.34944313 -3.25690869],260,462910,20240814,probe00,600,Cortex
0,1,[-10.52445964  -1.15263615  -1.77710304],270,462910,20240814,probe00,600,Cortex
0,2,[-10.01915666  -1.53984621  -1.4144067 ],270,462910,20240814,probe00,600,Cortex
1,1,[ 1.08679852  0.39773389 -3.4298282 ],270,462910,20240814,probe00,600,Cortex
1,2,[-10.54053802  -1.03473621  -1.88956506],270,462910,20240814,probe00,600,Cortex
2,0,[-7.30981258  0.04841026 -2.97243633],270,462910,20240814,probe00,600,Cortex
0,1,[-10.41727973  -1.01659726  -1.90871639],280,462910,20240814,probe00,600,Cortex
0,2,[-10.76047673  -1.28146214  -1.65048971],280,462910,20240814,probe00,600,Cortex
1,1,[ 1.05023271  0.41571706 -3.44648026],280,462910,20240814,probe00,600,Cortex
1,2,[-10.47335401  -1.05197114  -1.8740785 ],280,462910,20240814,probe00,600,Cortex
2,0,[-7.43199347 -0.01305892 -2.91188225],280,462910,20240814,probe00,600,Cortex
0,1,[-10.15720307  -1.11014648  -1.823119  ],290,462910,20240814,probe00,600,Cortex
0,2,[-10.72245837  -1.23556442  -1.69492163],290,462910,20240814,probe00,600,Cortex
1,1,[ 1.29058356  0.38914608 -3.42461611],290,462910,20240814,probe00,600,Cortex
1,2,[-10.54595762  -1.02785177  -1.89606608],290,462910,20240814,probe00,600,Cortex
2,0,[-7.01138607 -0.15451098 -2.78285613],290,462910,20240814,probe00,600,Cortex
0,1,[-10.06415356  -1.08898886  -1.84471157],300,462910,20240814,probe00,600,Cortex
0,2,[-10.94562002  -1.39922239  -1.53520207],300,462910,20240814,probe00,600,Cortex
1,1,[-5.79331706 -0.70162259 -2.27779457],300,462910,20240814,probe00,600,Cortex
1,2,[-10.52759372  -1.01193192  -1.91155364],300,462910,20240814,probe00,600,Cortex
2,0,[-6.4572923  -0.15313599 -2.79231889],300,462910,20240814,probe00,600,Cortex
0,1,[-9.95953095 -1.00230472 -1.92910997],310,462910,20240814,probe00,600,Cortex
0,2,[-10.968176    -1.42916024  -1.5062533 ],310,462910,20240814,probe00,600,Cortex
1,1,[-10.88618653  -1.19935811  -1.72712283],310,462910,20240814,probe00,600,Cortex
1,2,[-10.7167267   -1.01764553  -1.90331073],310,462910,20240814,probe00,600,Cortex
2,0,[-4.89363754  0.04899677 -3.00852895],310,462910,20240814,probe00,600,Cortex
0,1,[-9.88697973 -1.11050996 -1.82674543],320,462910,20240814,probe00,600,Cortex
0,2,[-11.0482911   -1.48783714  -1.44898692],320,462910,20240814,probe00,600,Cortex
1,1,[-10.97382516  -1.25736862  -1.6703828 ],320,462910,20240814,probe00,600,Cortex
1,2,[-10.56790599  -1.30267374  -1.63304584],320,462910,20240814,probe00,600,Cortex
2,0,[-5.0149528  -0.92980826 -2.07112245],320,462910,20240814,probe00,600,Cortex
0,1,[-9.89385527 -1.14366606 -1.79495099],330,462910,20240814,probe00,600,Cortex
0,2,[-11.09681527  -1.44266324  -1.49145427],330,462910,20240814,probe00,600,Cortex
1,1,[-10.9180888   -1.38533619  -1.54888052],330,462910,20240814,probe00,600,Cortex
1,2,[-10.6495558   -1.24157942  -1.69024409],330,462910,20240814,probe00,600,Cortex
2,0,[-4.57640306 -0.66164723 -2.33390211],330,462910,20240814,probe00,600,Cortex
0,1,[-10.08772692  -1.2821044   -1.65976917],340,462910,20240814,probe00,600,Cortex
0,2,[-10.89919342  -1.75302049  -1.19769546],340,462910,20240814,probe00,600,Cortex
1,1,[-6.45426588 -0.80203887 -2.17208858],340,462910,20240814,probe00,600,Cortex
1,2,[-10.75803761  -1.30209537  -1.63080264],340,462910,20240814,probe00,600,Cortex
2,0,[-5.42228528 -0.57991558 -2.39958851],340,462910,20240814,probe00,600,Cortex
0,1,[-10.32039688  -1.24584224  -1.69100991],350,462910,20240814,probe00,600,Cortex
0,2,[-11.26215817  -1.84978174  -1.09986536],350,462910,20240814,probe00,600,Cortex
1,1,[-6.7589855  -0.81635916 -2.1539189 ],350,462910,20240814,probe00,600,Cortex
1,2,[-10.81221178  -1.34170643  -1.59214245],350,462910,20240814,probe00,600,Cortex
2,0,[-5.31244269 -0.83924974 -2.15331089],350,462910,20240814,probe00,600,Cortex
0,1,[-10.45272378  -1.33128136  -1.60739418],360,462910,20240814,probe00,600,Cortex
0,2,[-11.20035513  -1.84382824  -1.10646509],360,462910,20240814,probe00,600,Cortex
1,1,[-7.03529971 -0.79133702 -2.17377368],360,462910,20240814,probe00,600,Cortex
1,2,[-10.92629033  -1.28591233  -1.64379742],360,462910,20240814,probe00,600,Cortex
2,0,[-5.24507483 -0.95799895 -2.04079132],360,462910,20240814,probe00,600,Cortex
0,1,[-10.6756976   -1.46676775  -1.4746061 ],370,462910,20240814,probe00,600,Cortex
0,2,[-11.32520871  -1.80170386  -1.14489495],370,462910,20240814,probe00,600,Cortex
1,1,[-7.12243665 -0.88939776 -2.07875772],370,462910,20240814,probe00,600,Cortex
1,2,[-10.88182279  -1.34379111  -1.58912605],370,462910,20240814,probe00,600,Cortex
2,0,[-6.30677286 -1.01972542 -1.96617487],370,462910,20240814,probe00,600,Cortex
0,1,[-10.81391263  -1.429597    -1.50810439],380,462910,20240814,probe00,600,Cortex
0,2,[-6.58851583 -1.20151355 -1.78826352],380,462910,20240814,probe00,600,Cortex
1,1,[-7.4948454  -1.02690285 -1.94184244],380,462910,20240814,probe00,600,Cortex
1,2,[-10.75191431  -1.25383612  -1.67702286],380,462910,20240814,probe00,600,Cortex
2,0,[-6.25995677 -0.47742858 -2.48523532],380,462910,20240814,probe00,600,Cortex
0,1,[-11.02923967  -1.35067632  -1.58037671],390,462910,20240814,probe00,600,Cortex
0,2,[-6.79364744 -1.34497059 -1.64811883],390,462910,20240814,probe00,600,Cortex
1,1,[-7.73027003 -1.03860632 -1.92719317],390,462910,20240814,probe00,600,Cortex
1,2,[-10.79471287  -1.34826656  -1.58612907],390,462910,20240814,probe00,600,Cortex
2,0,[-6.71942223 -0.14720821 -2.7941303 ],390,462910,20240814,probe00,600,Cortex
0,1,[-10.80555992  -1.32466665  -1.60852829],400,462910,20240814,probe00,600,Cortex
0,2,[-6.81655401 -1.30681389 -1.68425528],400,462910,20240814,probe00,600,Cortex
1,1,[-11.57117818  -1.57273384  -1.36014615],400,462910,20240814,probe00,600,Cortex
1,2,[-10.75854239  -1.20626054  -1.72240204],400,462910,20240814,probe00,600,Cortex
2,0,[-6.62081409 -0.84402451 -2.12950602],400,462910,20240814,probe00,600,Cortex
0,1,[-10.5675512   -1.37923596  -1.55986658],410,462910,20240814,probe00,600,Cortex
0,2,[-6.45847607 -1.28875876 -1.70677971],410,462910,20240814,probe00,600,Cortex
1,1,[-11.23527532  -1.55104602  -1.3858169 ],410,462910,20240814,probe00,600,Cortex
1,2,[-10.57516857  -1.22126061  -1.71076041],410,462910,20240814,probe00,600,Cortex
2,0,[-6.89129709 -0.77259737 -2.19380426],410,462910,20240814,probe00,600,Cortex
0,1,[-10.537594    -1.32140419  -1.6155875 ],420,462910,20240814,probe00,600,Cortex
0,2,[-6.33042908 -1.10303105 -1.8861966 ],420,462910,20240814,probe00,600,Cortex
1,1,[-10.90455883  -1.48768724  -1.45124392],420,462910,20240814,probe00,600,Cortex
1,2,[-10.39772758  -1.26270303  -1.67375576],420,462910,20240814,probe00,600,Cortex
2,0,[-6.5735497  -0.97806931 -2.00207002],420,462910,20240814,probe00,600,Cortex
0,1,[-9.87394567 -1.12831204 -1.80992041],430,462910,20240814,probe00,600,Cortex
0,2,[-6.10620621 -1.06944431 -1.92159897],430,462910,20240814,probe00,600,Cortex
1,1,[-10.39455922  -1.38059142  -1.56111492],430,462910,20240814,probe00,600,Cortex
1,2,[-10.37856414  -1.18756847  -1.74585737],430,462910,20240814,probe00,600,Cortex
2,0,[-6.79824501 -0.84746197 -2.12361093],430,462910,20240814,probe00,600,Cortex
0,1,[-9.1118695  -0.83605987 -2.10048611],440,462910,20240814,probe00,600,Cortex
0,2,[-10.69656425  -1.38433285  -1.5530973 ],440,462910,20240814,probe00,600,Cortex
1,1,[-9.88496179 -1.07969127 -1.85623414],440,462910,20240814,probe00,600,Cortex
1,2,[-10.15991899  -1.13571475  -1.7986388 ],440,462910,20240814,probe00,600,Cortex
2,0,[-7.57875568 -0.92283672 -2.04008344],440,462910,20240814,probe00,600,Cortex
0,1,[-8.30764897 -0.57459708 -2.36224054],450,462910,20240814,probe00,600,Cortex
0,2,[-10.04244514  -1.05385199  -1.87861752],450,462910,20240814,probe00,600,Cortex
1,1,[-9.77633331 -0.97942145 -1.95367778],450,462910,20240814,probe00,600,Cortex
1,2,[-9.88887683 -0.91979153 -2.00902191],450,462910,20240814,probe00,600,Cortex
2,0,[-7.17529825 -0.12626617 -2.80744437],450,462910,20240814,probe00,600,Cortex
0,1,[-7.93221899 -0.35304651 -2.57953785],460,462910,20240814,probe00,600,Cortex
0,2,[-9.33922811 -0.89443786 -2.04134011],460,462910,20240814,probe00,600,Cortex
1,1,[-9.02781748 -0.8088995  -2.12768428],460,462910,20240814,probe00,600,Cortex
1,2,[-9.24558341 -0.91190509 -2.02602062],460,462910,20240814,probe00,600,Cortex
2,0,[-6.55818305 -0.04051668 -2.89848602],460,462910,20240814,probe00,600,Cortex
0,1,[-6.73737176 -0.16504917 -2.77681248],470,462910,20240814,probe00,600,Cortex
0,2,[-7.58892523 -0.63894105 -2.31130475],470,462910,20240814,probe00,600,Cortex
1,1,[-7.79042902 -0.59359427 -2.35168764],470,462910,20240814,probe00,600,Cortex
1,2,[-7.50635009 -0.60691678 -2.34313052],470,462910,20240814,probe00,600,Cortex
2,0,[-6.01160637  0.44759424 -3.37310052],470,462910,20240814,probe00,600,Cortex
0,1,[-3.71292287  0.20168442 -3.17184383],480,462910,20240814,probe00,600,Cortex
0,2,[-4.1167904  -0.31355738 -2.67339406],480,462910,20240814,probe00,600,Cortex
1,1,[-1.15803697  0.41917508 -3.41731116],480,462910,20240814,probe00,600,Cortex
1,2,[-3.43781957 -0.15271607 -2.8371243 ],480,462910,20240814,probe00,600,Cortex
2,0,[-2.46634769  0.94600448 -3.90165823],480,462910,20240814,probe00,600,Cortex
0,1,[ 0.16438712  0.7096509  -3.71441929],490,462910,20240814,probe00,600,Cortex
0,2,[ 1.62148227  0.35913066 -3.40079105],490,462910,20240814,probe00,600,Cortex
1,1,[ 2.94437992  1.19611576 -4.22030471],490,462910,20240814,probe00,600,Cortex
1,2,[-3.49601091 -0.16442699 -2.82507428],490,462910,20240814,probe00,600,Cortex
2,0,[ 0.54404675  1.026827   -4.02318556],490,462910,20240814,probe00,600,Cortex
0,1,[ 4.31121892  1.1488988  -4.19527143],500,462910,20240814,probe00,600,Cortex
0,2,[ 7.93400594  0.99397678 -4.10046048],500,462910,20240814,probe00,600,Cortex
1,1,[ 7.00521363  1.61079217 -4.67640472],500,462910,20240814,probe00,600,Cortex
1,2,[ 3.71767004  0.63910945 -3.69924412],500,462910,20240814,probe00,600,Cortex
2,0,[ 5.66523737  2.3181563  -5.33285607],500,462910,20240814,probe00,600,Cortex
0,1,[ 6.67924889  1.39236054 -4.46281618],510,462910,20240814,probe00,600,Cortex
0,2,[12.8848758   1.43115178 -4.59115526],510,462910,20240814,probe00,600,Cortex
1,1,[10.0927362   2.04546447 -5.13730504],510,462910,20240814,probe00,600,Cortex
1,2,[10.07199144  1.2650188  -4.39098573],510,462910,20240814,probe00,600,Cortex
2,0,[ 8.1788828   2.00995149 -5.07521391],510,462910,20240814,probe00,600,Cortex
0,1,[ 7.93463506  1.42118901 -4.50883437],520,462910,20240814,probe00,600,Cortex
0,2,[13.29157172  1.30617728 -4.47767517],520,462910,20240814,probe00,600,Cortex
1,1,[10.42582288  2.06123925 -5.15728221],520,462910,20240814,probe00,600,Cortex
1,2,[10.43327096  1.25433962 -4.38609063],520,462910,20240814,probe00,600,Cortex
2,0,[ 8.4324324   2.73013518 -5.76735346],520,462910,20240814,probe00,600,Cortex
0,1,[ 6.55864009  1.29581084 -4.36875236],530,462910,20240814,probe00,600,Cortex
0,2,[10.03853597  0.68643378 -3.83743452],530,462910,20240814,probe00,600,Cortex
1,1,[ 8.85658743  1.87094484 -4.95230615],530,462910,20240814,probe00,600,Cortex
1,2,[ 6.85802809  0.61326859 -3.72072504],530,462910,20240814,probe00,600,Cortex
2,0,[ 7.7224043   2.26152327 -5.30897402],530,462910,20240814,probe00,600,Cortex
0,1,[ 3.91897076  1.07565823 -4.11949371],540,462910,20240814,probe00,600,Cortex
0,2,[ 5.48306087 -0.0428135  -3.07336764],540,462910,20240814,probe00,600,Cortex
1,1,[ 2.64743117  1.06405193 -4.08970034],540,462910,20240814,probe00,600,Cortex
1,2,[ 1.77435092 -0.33441365 -2.74009235],540,462910,20240814,probe00,600,Cortex
2,0,[ 3.40536474  1.91719212 -4.91634807],540,462910,20240814,probe00,600,Cortex
0,1,[ 1.00752629  0.77138029 -3.78582444],550,462910,20240814,probe00,600,Cortex
0,2,[ 0.58639513 -0.91786227 -2.16491417],550,462910,20240814,probe00,600,Cortex
1,1,[ 0.04977744  0.6694332  -3.67429047],550,462910,20240814,probe00,600,Cortex
1,2,[ 4.93031547 -0.26553465 -2.85234381],550,462910,20240814,probe00,600,Cortex
2,0,[ 2.76619351  1.93296979 -4.92203009],550,462910,20240814,probe00,600,Cortex
0,1,[-1.89870427  0.47359228 -3.45843544],560,462910,20240814,probe00,600,Cortex
0,2,[-3.19969279 -1.84008002 -1.22770473],560,462910,20240814,probe00,600,Cortex
1,1,[-2.36450212  0.48182479 -3.45945478],560,462910,20240814,probe00,600,Cortex
1,2,[ 1.50719031 -0.97830759 -2.12067666],560,462910,20240814,probe00,600,Cortex
2,0,[-0.53496876  1.24389287 -4.21480712],560,462910,20240814,probe00,600,Cortex
0,1,[-3.54742682  0.20703589 -3.17939297],570,462910,20240814,probe00,600,Cortex
0,2,[-5.82778596 -2.49251162 -0.56540845],570,462910,20240814,probe00,600,Cortex
1,1,[-4.03162152  0.20762003 -3.17283083],570,462910,20240814,probe00,600,Cortex
1,2,[-6.86805273 -2.16492246 -0.86324711],570,462910,20240814,probe00,600,Cortex
2,0,[-1.66571503  0.90734884 -3.876482  ],570,462910,20240814,probe00,600,Cortex
0,1,[-4.97622516  0.11999879 -3.07518401],580,462910,20240814,probe00,600,Cortex
0,2,[-7.25423786 -2.84873202 -0.20392643],580,462910,20240814,probe00,600,Cortex
1,1,[-5.1103616   0.15233581 -3.1041218 ],580,462910,20240814,probe00,600,Cortex
1,2,[-6.59282534 -2.45243009 -0.59247111],580,462910,20240814,probe00,600,Cortex
2,0,[-3.14726582  0.56478135 -3.52724027],580,462910,20240814,probe00,600,Cortex
0,1,[-5.73655868e+00  8.41221231e-04 -2.95010201e+00],590,462910,20240814,probe00,600,Cortex
0,2,[-8.02467121 -3.16884668  0.11339543],590,462910,20240814,probe00,600,Cortex
1,1,[-5.8437046   0.16460922 -3.10506928],590,462910,20240814,probe00,600,Cortex
1,2,[-7.58416655 -2.78734608 -0.25775228],590,462910,20240814,probe00,600,Cortex
2,0,[-3.17584088  0.62446226 -3.58386797],590,462910,20240814,probe00,600,Cortex
0,1,[-6.63566973  0.02555248 -2.96050085],600,462910,20240814,probe00,600,Cortex
0,2,[-8.754791   -3.39554736  0.34083166],600,462910,20240814,probe00,600,Cortex
1,1,[-6.31830392  0.14962858 -3.08377015],600,462910,20240814,probe00,600,Cortex
1,2,[-8.25619673 -2.9208793  -0.12022743],600,462910,20240814,probe00,600,Cortex
2,0,[-2.34433809 -0.54081194 -2.48223091],600,462910,20240814,probe00,600,Cortex
0,1,[-6.97544683 -0.1525589  -2.7852506 ],610,462910,20240814,probe00,600,Cortex
0,2,[-9.11173392 -3.41100348  0.36085506],610,462910,20240814,probe00,600,Cortex
1,1,[-6.73694873  0.056395   -2.98849327],610,462910,20240814,probe00,600,Cortex
1,2,[-8.72205584 -2.86729236 -0.16459937],610,462910,20240814,probe00,600,Cortex
2,0,[-3.09550379 -0.33649312 -2.66648911],610,462910,20240814,probe00,600,Cortex
0,1,[-7.27075742 -0.23963067 -2.69767743],620,462910,20240814,probe00,600,Cortex
0,2,[-9.73730633 -3.35982163  0.32113083],620,462910,20240814,probe00,600,Cortex
1,1,[-7.0574669  -0.09730923 -2.83685661],620,462910,20240814,probe00,600,Cortex
1,2,[-9.0550775  -2.85878854 -0.16783064],620,462910,20240814,probe00,600,Cortex
2,0,[-3.72815106 -0.12806628 -2.85641702],620,462910,20240814,probe00,600,Cortex
0,1,[-7.4635048  -0.47837976 -2.46662687],630,462910,20240814,probe00,600,Cortex
0,2,[-10.05248528  -3.27588298   0.24553034],630,462910,20240814,probe00,600,Cortex
1,1,[-7.39999974 -0.30603645 -2.63230069],630,462910,20240814,probe00,600,Cortex
1,2,[-9.37852713 -2.86897385 -0.15333807],630,462910,20240814,probe00,600,Cortex
2,0,[-4.63463639 -0.14155377 -2.8301939 ],630,462910,20240814,probe00,600,Cortex
0,1,[-7.92877618 -0.42175497 -2.51391128],640,462910,20240814,probe00,600,Cortex
0,2,[-10.31992816  -3.14566278   0.12498812],640,462910,20240814,probe00,600,Cortex
1,1,[-9.48033367 -0.57342848 -2.34611223],640,462910,20240814,probe00,600,Cortex
1,2,[-9.56372091 -2.72001892 -0.29299802],640,462910,20240814,probe00,600,Cortex
2,0,[-4.72451141 -0.16324442 -2.80813849],640,462910,20240814,probe00,600,Cortex
0,1,[-8.20769167 -0.46512181 -2.46835598],650,462910,20240814,probe00,600,Cortex
0,2,[-2.25224291 -1.75436355 -1.32357269],650,462910,20240814,probe00,600,Cortex
1,1,[-24.65653164  -2.48953443  -0.29136098],650,462910,20240814,probe00,600,Cortex
1,2,[-9.95518288 -2.59679872 -0.40502525],650,462910,20240814,probe00,600,Cortex
2,0,[-4.95537619 -0.16183168 -2.80609383],650,462910,20240814,probe00,600,Cortex
0,1,[-8.1716022  -0.74181354 -2.20440197],660,462910,20240814,probe00,600,Cortex
0,2,[-2.52479598 -1.59911381 -1.46796503],660,462910,20240814,probe00,600,Cortex
1,1,[-24.77435805  -2.69990531  -0.08853843],660,462910,20240814,probe00,600,Cortex
1,2,[-10.00484495  -2.40290337  -0.58963606],660,462910,20240814,probe00,600,Cortex
2,0,[-5.12463789  0.40656777 -3.3469277 ],660,462910,20240814,probe00,600,Cortex
0,1,[-8.13895924 -0.89220928 -2.06112138],670,462910,20240814,probe00,600,Cortex
0,2,[-2.72349028 -1.51990836 -1.54075416],670,462910,20240814,probe00,600,Cortex
1,1,[-25.46618705  -2.98675735   0.19583234],670,462910,20240814,probe00,600,Cortex
1,2,[-10.05268713  -2.30480865  -0.68269952],670,462910,20240814,probe00,600,Cortex
2,0,[-5.44865112  0.25124305 -3.19369064],670,462910,20240814,probe00,600,Cortex
0,1,[-8.61937028 -0.97170616 -1.97806685],680,462910,20240814,probe00,600,Cortex
0,2,[-2.78031574 -1.39091981 -1.66321636],680,462910,20240814,probe00,600,Cortex
1,1,[-26.30153376  -2.82858797   0.05692552],680,462910,20240814,probe00,600,Cortex
1,2,[-10.12062712  -2.17488455  -0.80589255],680,462910,20240814,probe00,600,Cortex
2,0,[-5.83315742 -0.1521084  -2.8024796 ],680,462910,20240814,probe00,600,Cortex
0,1,[-8.88353374 -0.99921772 -1.94788427],690,462910,20240814,probe00,600,Cortex
0,2,[-2.74940038 -1.33354721 -1.71851245],690,462910,20240814,probe00,600,Cortex
1,1,[-38.9750332   -4.35823339   1.70546158],690,462910,20240814,probe00,600,Cortex
1,2,[-10.12807491  -2.04573953  -0.92923047],690,462910,20240814,probe00,600,Cortex
2,0,[-7.30379543 -0.6463208  -2.30844366],690,462910,20240814,probe00,600,Cortex
0,1,[-8.78408545 -1.16806438 -1.78794921],700,462910,20240814,probe00,600,Cortex
0,2,[-2.87010747 -1.2747871  -1.77290511],700,462910,20240814,probe00,600,Cortex
1,1,[-2.58745079e+01 -2.79833697e+00  2.17293290e-02],700,462910,20240814,probe00,600,Cortex
1,2,[-4.28912359 -1.13248315 -1.88806305],700,462910,20240814,probe00,600,Cortex
2,0,[-7.22602456 -0.59538888 -2.35827227],700,462910,20240814,probe00,600,Cortex
0,1,[-8.64245242 -1.06707956 -1.88656166],710,462910,20240814,probe00,600,Cortex
0,2,[-11.33354497  -2.35211954  -0.61863972],710,462910,20240814,probe00,600,Cortex
1,1,[-8.96011581 -0.90733485 -2.03458728],710,462910,20240814,probe00,600,Cortex
1,2,[-4.05524699 -1.078328   -1.94326837],710,462910,20240814,probe00,600,Cortex
2,0,[-7.40908708 -0.89542138 -2.0687844 ],710,462910,20240814,probe00,600,Cortex
0,1,[-8.56598366 -1.08990438 -1.86586835],720,462910,20240814,probe00,600,Cortex
0,2,[-11.29797658  -2.29485495  -0.673901  ],720,462910,20240814,probe00,600,Cortex
1,1,[-9.25427043 -0.98056278 -1.96026419],720,462910,20240814,probe00,600,Cortex
1,2,[-3.9103108  -1.10757596 -1.91744218],720,462910,20240814,probe00,600,Cortex
2,0,[-7.84031269 -1.02734304 -1.93634126],720,462910,20240814,probe00,600,Cortex
0,1,[-8.49123688 -1.09734841 -1.85985195],730,462910,20240814,probe00,600,Cortex
0,2,[-11.37015043  -2.29874182  -0.66912423],730,462910,20240814,probe00,600,Cortex
1,1,[-9.27499695 -0.94199177 -1.99682874],730,462910,20240814,probe00,600,Cortex
1,2,[-3.77184037 -0.95732576 -2.06310002],730,462910,20240814,probe00,600,Cortex
2,0,[-8.12178027 -1.17107033 -1.79481565],730,462910,20240814,probe00,600,Cortex
0,1,[-8.46471476 -1.10990883 -1.8482357 ],740,462910,20240814,probe00,600,Cortex
0,2,[-11.26697562  -2.13999554  -0.82238427],740,462910,20240814,probe00,600,Cortex
1,1,[-9.20622608 -1.30353495 -1.65224733],740,462910,20240814,probe00,600,Cortex
1,2,[-3.73570013 -0.83915395 -2.17658984],740,462910,20240814,probe00,600,Cortex
2,0,[-7.81954977 -0.9785264  -1.98330956],740,462910,20240814,probe00,600,Cortex
0,1,[-8.23593553 -1.20496799 -1.76073472],750,462910,20240814,probe00,600,Cortex
0,2,[-11.25396203  -1.9248731   -1.02820739],750,462910,20240814,probe00,600,Cortex
1,1,[-9.37298512 -1.34894327 -1.60638998],750,462910,20240814,probe00,600,Cortex
1,2,[-3.32339157 -0.74824967 -2.269547  ],750,462910,20240814,probe00,600,Cortex
2,0,[-7.55294199 -0.98738575 -1.97876177],750,462910,20240814,probe00,600,Cortex
0,1,[-8.03602243 -1.13078779 -1.83458217],760,462910,20240814,probe00,600,Cortex
0,2,[-11.09047345  -1.83999312  -1.11174692],760,462910,20240814,probe00,600,Cortex
1,1,[-9.19003596 -1.27730955 -1.67755382],760,462910,20240814,probe00,600,Cortex
1,2,[-9.88349955 -1.71051892 -1.25325863],760,462910,20240814,probe00,600,Cortex
2,0,[-8.53606318 -1.32023833 -1.6461362 ],760,462910,20240814,probe00,600,Cortex
0,1,[-8.12455401 -1.04384353 -1.91638872],770,462910,20240814,probe00,600,Cortex
0,2,[-10.55231184  -1.8855455   -1.07611834],770,462910,20240814,probe00,600,Cortex
1,1,[-9.02812482 -1.19311029 -1.76041945],770,462910,20240814,probe00,600,Cortex
1,2,[-9.48155004 -1.58654976 -1.37766958],770,462910,20240814,probe00,600,Cortex
2,0,[-8.39893235 -1.25787893 -1.70776108],770,462910,20240814,probe00,600,Cortex
0,1,[-7.69242088 -1.09596851 -1.87291827],780,462910,20240814,probe00,600,Cortex
0,2,[-194.68947697  -24.64117376   23.38348464],780,462910,20240814,probe00,600,Cortex
1,1,[-8.46170603 -1.13826903 -1.82117093],780,462910,20240814,probe00,600,Cortex
1,2,[-9.01906973 -1.43294675 -1.53129717],780,462910,20240814,probe00,600,Cortex
2,0,[-7.35658548 -0.39803052 -2.54500363],780,462910,20240814,probe00,600,Cortex
0,1,[-7.18335753 -1.00673524 -1.965701  ],790,462910,20240814,probe00,600,Cortex
0,2,[-193.19886183  -24.25438109   22.99183554],790,462910,20240814,probe00,600,Cortex
1,1,[-7.90620111 -1.10357256 -1.86250586],790,462910,20240814,probe00,600,Cortex
1,2,[-8.30017173 -1.37627341 -1.59604225],790,462910,20240814,probe00,600,Cortex
2,0,[-6.49332268 -0.16182777 -2.78348071],790,462910,20240814,probe00,600,Cortex
0,1,[-6.57332628 -0.83220973 -2.1414979 ],800,462910,20240814,probe00,600,Cortex
0,2,[-184.28213414  -23.04278549   21.70256433],800,462910,20240814,probe00,600,Cortex
1,1,[-7.00028179 -0.9773505  -1.99648165],800,462910,20240814,probe00,600,Cortex
1,2,[-7.66688476 -1.36618724 -1.61499648],800,462910,20240814,probe00,600,Cortex
2,0,[-5.64227865 -0.00978596 -2.94133015],800,462910,20240814,probe00,600,Cortex
0,1,[-5.95301964 -0.70560484 -2.27163944],810,462910,20240814,probe00,600,Cortex
0,2,[-184.17325384  -23.08229091   21.73872568],810,462910,20240814,probe00,600,Cortex
1,1,[-6.41397489 -0.88703416 -2.0914356 ],810,462910,20240814,probe00,600,Cortex
1,2,[-7.09280822 -1.25089823 -1.73364152],810,462910,20240814,probe00,600,Cortex
2,0,[-3.96799748  0.41588958 -3.37284767],810,462910,20240814,probe00,600,Cortex
0,1,[-5.13146233 -0.67224651 -2.3156078 ],820,462910,20240814,probe00,600,Cortex
0,2,[-181.73016711  -22.74591924   21.3812662 ],820,462910,20240814,probe00,600,Cortex
1,1,[-5.67364628 -0.82421116 -2.16237418],820,462910,20240814,probe00,600,Cortex
1,2,[-6.35513073 -0.96203909 -2.02060507],820,462910,20240814,probe00,600,Cortex
2,0,[-1.84998067  0.387406   -3.37676802],820,462910,20240814,probe00,600,Cortex
0,1,[-4.00855264 -0.84080703 -2.17099716],830,462910,20240814,probe00,600,Cortex
0,2,[-180.3304009   -22.37266482   21.00389409],830,462910,20240814,probe00,600,Cortex
1,1,[-4.56079602 -0.78006404 -2.22093909],830,462910,20240814,probe00,600,Cortex
1,2,[-5.55735139 -0.81450636 -2.17336105],830,462910,20240814,probe00,600,Cortex
2,0,[ 0.06702361  0.84798734 -3.84522084],830,462910,20240814,probe00,600,Cortex
0,1,[-3.24083185 -0.67505942 -2.34072239],840,462910,20240814,probe00,600,Cortex
0,2,[ 2.36318608  0.15961017 -3.22098035],840,462910,20240814,probe00,600,Cortex
1,1,[-3.81247383 -0.71263743 -2.29639573],840,462910,20240814,probe00,600,Cortex
1,2,[-4.89354228 -0.7509132  -2.24391053],840,462910,20240814,probe00,600,Cortex
