reward_at_object1,no_reward_at_object1,reward_at_object2,no_reward_at_object2,at_object3,expect_state,position,speed,acceleration,lick,neuron_id,acronym,region,subject,date,probe
0.6867006804688762,0.7645533180264555,0.6066488176461564,0.2674499985919463,0.9970876810254619,0.09371092748800912,0.07172107549279064,0.3606934470569365,0.3256820655866578,0.623334014958676,7,PERI5,PERI 35,459601,20240409,probe00
0.014853682615460325,0.6412929060103698,0.9991278389743006,0.8461397687184293,0.9992009577448083,0.1816557007355476,0.31211663351665797,0.09838007385826857,0.20930054084459093,0.22583340974572108,9,PERI5,PERI 35,459601,20240409,probe00
0.7964677025911364,0.9281449381288739,0.6608213726256351,0.7976426876734601,0.7907516664943667,0.056659989739022816,0.9559632437606764,0.013907492245474155,0.7548169207830494,0.8248124201392117,11,PERI5,PERI 35,459601,20240409,probe00
0.7204776135027255,0.14207988730948376,0.47295921365668014,0.6670485950700202,0.722283605592936,0.017536042265745986,0.019993465508022546,0.21500715839362328,0.1508024008044664,0.5688942424875852,14,PERI5,PERI 35,459601,20240409,probe00
0.3775754163876749,0.9993050989572838,0.7017310285096001,0.27136812247815667,0.9993490558786092,0.4000635445644706,0.5315125146441348,0.9966179955448456,0.8066435881147284,0.5772567371853281,15,PERI5,PERI 35,459601,20240409,probe00
0.41483436427036646,0.8076636298369538,0.7530467331065356,0.4812947917835664,0.22022415993746947,0.0562386895593048,0.09159763951894885,0.04471282565640717,0.40346846469678876,0.9966198096236208,16,PERI5,PERI 35,459601,20240409,probe00
0.035944035702300224,0.9992668764907526,0.6669638399967672,0.850328151779392,0.48700535154532265,0.2859942012047383,0.00020603503642169357,0.18909510323045342,0.7345119827338291,0.9989909336807498,17,PERI5,PERI 35,459601,20240409,probe00
0.9994194809570142,0.5786623447866103,0.6006944943653478,0.8620274734297773,0.9995590967873164,0.9992019887969953,0.7354809924901157,0.04631184287662174,0.06466818878616379,0.09422563389309063,23,PERI5,PERI 35,459601,20240409,probe00
0.2665465754441859,0.31088107052385383,0.9988469226369706,0.7689584859926935,0.15637217445179027,0.4739272772248686,0.01710373340061195,0.053933603086090215,0.051660309732340995,0.6823725630573478,25,PERI5,PERI 35,459601,20240409,probe00
0.29112105081511497,0.05959943281619532,0.26740613662149393,0.055874716969876725,0.3641708109350642,0.006055994938040162,0.05151401624896298,6.972978347479713e-06,0.1696680341336897,0.45607734642363973,28,PERI5,PERI 35,459601,20240409,probe00
0.9995512118463923,0.9996449443699853,0.9995408386993055,0.9999153528123489,0.9998913973118314,0.5826076198502632,0.26983753283476597,0.9746231904210301,0.05988084176222705,0.9994870253078479,30,PERI5,PERI 35,459601,20240409,probe00
0.6128777050862055,0.9992571684114941,0.9320925886305531,0.9328511190558973,0.9992839945613156,0.6209383121876618,0.3314126814170003,0.978319840894404,0.7914717045318821,0.7042456825687178,31,PERI5,PERI 35,459601,20240409,probe00
0.9992629600472434,0.10060755736465092,0.15747115660582756,0.00925626596749539,0.999334060961259,0.9988513224758446,0.9039820589863525,0.0024497198900156713,0.3344219793887163,0.09539404685688853,32,PERI5,PERI 35,459601,20240409,probe00
0.9884789405199219,0.5483296143790102,0.8503068085319005,0.6244681890090915,0.47816526737024956,0.0002821664190075277,0.1353071639403024,0.9461520952369797,0.8408046420942945,0.9881657307478827,34,PERI5,PERI 35,459601,20240409,probe00
0.17562718994454507,0.021269291794031416,0.1781165110648294,0.9989192850588849,0.29317698988017804,0.9009244787404782,0.17524215776690621,8.838580690571682e-06,0.17189254933446507,0.9648356675420906,35,PERI5,PERI 35,459601,20240409,probe00
4.38714484709675e-07,0.9994281201939854,0.9994001215142981,0.9995895822745181,0.9995115598180612,0.9991125626314638,0.175883667885665,0.020416428842043394,0.342620616298402,0.2960366555616797,36,PERI5,PERI 35,459601,20240409,probe00
0.6779037106933974,0.6507211031675855,0.9992049603173505,0.9994710746524603,0.004672581973359331,0.03654853465517838,0.0002956484948529917,0.0005746358593772496,0.4579860153653238,0.9991071815450306,37,PERI5,PERI 35,459601,20240409,probe00
0.9997143182853087,0.9997377048085315,0.9998358295031936,0.9999941450284039,0.9999905210382078,0.9999846193075793,0.04814587994859889,0.7627749792137901,0.41579929654698766,0.99969364889603,38,PERI5,PERI 35,459601,20240409,probe00
0.077233556988749,0.8758429630189967,0.9991873720162467,0.9994100741387884,0.5928457763572768,0.15867254526140961,0.13387354865214868,0.7817442133211685,0.007516674505368877,0.5758126184138781,39,PERI5,PERI 35,459601,20240409,probe00
0.1416662366200197,0.13060796869779373,0.6411187365203666,0.8339031803418688,0.18104645348767845,0.275027083311827,0.0020932125806379437,0.17139892727641237,0.34650078382421134,0.7001091458737613,40,PERI5,PERI 35,459601,20240409,probe00
0.9986225577857459,0.5591832998437578,2.18154001825175e-06,0.9219009752697314,0.07157696623998497,0.02821152623002136,0.0035102155163995877,0.018462540138735054,0.07084131592695961,0.47042395417445604,43,PERI6a,PERI 35,459601,20240409,probe00
0.23327257951997382,0.07906075498634411,0.2029421688798324,0.0375306190223753,0.9793744290645836,0.7554469880653487,0.0007004022219391845,0.03603302259471183,0.0003068704314091864,0.43540022062870887,44,PERI5,PERI 35,459601,20240409,probe00
0.5801120051869555,0.9989557456726998,0.17626535522955245,0.9992209476378926,0.03217857211061868,0.12821498160563108,1.5608571854453124e-05,5.1171531609538124e-05,0.9592456781422122,0.602601818530549,47,PERI5,PERI 35,459601,20240409,probe00
0.339946301311711,0.34869052180088767,0.6100938772361714,0.7464625804864793,0.3495604524563277,0.6209092981074295,0.7795313819377158,0.736968004507019,0.041301901559084475,0.32222885628770237,48,PERI6a,PERI 35,459601,20240409,probe00
0.8669897893230321,0.6009266263611429,0.529446921003641,0.0037995838504131336,0.08051509149675032,0.20883537530916485,0.402029213706559,0.00604897527033442,0.17478516249750975,0.7705092420446427,50,ECT6a,PERI 36,459601,20240409,probe00
0.9992393753587617,0.9992426508067807,0.9992588825183807,0.7086415460395737,0.4419039722821637,0.7157332585889856,0.5886131740828437,0.00612067286048441,0.018204863051481352,0.8776765427532726,52,PERI6a,PERI 35,459601,20240409,probe00
0.6732461569417808,0.9993579266357344,0.9993519326564786,0.6068768469789201,0.9994096541234028,0.32539220411813474,0.0011350280911856592,0.21369358943126027,0.007183606925075585,0.7798600404702163,54,ECT6a,PERI 36,459601,20240409,probe00
0.16772314341043315,0.17364222514311878,0.013692306412564925,0.4490541877179428,0.2788726430637737,0.31528811553810643,0.9149953185955262,4.953703751812311e-09,0.4480607766010426,0.18294183825314514,55,ECT6a,PERI 36,459601,20240409,probe00
0.3186362638638349,0.5040731447136764,0.8881100237963091,0.6159057765832252,0.8282200733938894,0.11384305629139009,0.728768452476666,0.8333280636522246,0.0752907405942059,0.9987769764688011,56,ECT6a,PERI 36,459601,20240409,probe00
