time,accuracy,region
-1.875,0.336,PERI
-1.875,0.44,PERI
-1.875,0.464,PERI
-1.875,0.352,PERI
-1.875,0.504,PERI
-1.875,0.56,PERI
-1.875,0.416,PERI
-1.875,0.408,PERI
-1.875,0.448,PERI
-1.875,0.36,PERI
-1.875,0.36,PERI
-1.875,0.576,PERI
-1.875,0.344,PERI
-1.875,0.328,PERI
-1.875,0.448,PERI
-1.875,0.456,PERI
-1.875,0.456,PERI
-1.875,0.472,PERI
-1.875,0.384,PERI
-1.875,0.4,PERI
-1.875,0.352,PERI
-1.875,0.432,PERI
-1.875,0.288,PERI
-1.875,0.416,PERI
-1.875,0.416,PERI
-1.875,0.392,PERI
-1.875,0.376,PERI
-1.875,0.44,PERI
-1.875,0.424,PERI
-1.875,0.352,PERI
-1.875,0.432,PERI
-1.875,0.464,PERI
-1.875,0.416,PERI
-1.875,0.336,PERI
-1.875,0.384,PERI
-1.875,0.384,PERI
-1.875,0.392,PERI
-1.875,0.288,PERI
-1.875,0.352,PERI
-1.875,0.376,PERI
-1.875,0.368,PERI
-1.875,0.4,PERI
-1.875,0.424,PERI
-1.875,0.4,PERI
-1.875,0.52,PERI
-1.875,0.376,PERI
-1.875,0.48,PERI
-1.875,0.352,PERI
-1.875,0.44,PERI
-1.875,0.368,PERI
-1.875,0.52,PERI
-1.875,0.352,PERI
-1.875,0.416,PERI
-1.875,0.336,PERI
-1.875,0.36,PERI
-1.875,0.456,PERI
-1.875,0.4,PERI
-1.875,0.336,PERI
-1.875,0.488,PERI
-1.875,0.376,PERI
-1.875,0.416,PERI
-1.875,0.456,PERI
-1.875,0.384,PERI
-1.875,0.536,PERI
-1.875,0.488,PERI
-1.875,0.512,PERI
-1.875,0.544,PERI
-1.875,0.288,PERI
-1.875,0.456,PERI
-1.875,0.512,PERI
-1.875,0.472,PERI
-1.875,0.376,PERI
-1.875,0.336,PERI
-1.875,0.424,PERI
-1.875,0.416,PERI
-1.875,0.416,PERI
-1.875,0.528,PERI
-1.875,0.424,PERI
-1.875,0.368,PERI
-1.875,0.368,PERI
-1.875,0.36,PERI
-1.875,0.424,PERI
-1.875,0.456,PERI
-1.875,0.536,PERI
-1.875,0.312,PERI
-1.875,0.432,PERI
-1.875,0.368,PERI
-1.875,0.464,PERI
-1.875,0.416,PERI
-1.875,0.4,PERI
-1.875,0.384,PERI
-1.875,0.456,PERI
-1.875,0.416,PERI
-1.875,0.416,PERI
-1.875,0.352,PERI
-1.875,0.48,PERI
-1.875,0.48,PERI
-1.875,0.496,PERI
-1.875,0.376,PERI
-1.875,0.352,PERI
-1.875,0.624,TEa
-1.875,0.672,TEa
-1.875,0.648,TEa
-1.875,0.552,TEa
-1.875,0.696,TEa
-1.875,0.608,TEa
-1.875,0.576,TEa
-1.875,0.688,TEa
-1.875,0.656,TEa
-1.875,0.568,TEa
-1.875,0.6,TEa
-1.875,0.696,TEa
-1.875,0.536,TEa
-1.875,0.704,TEa
-1.875,0.584,TEa
-1.875,0.664,TEa
-1.875,0.616,TEa
-1.875,0.616,TEa
-1.875,0.704,TEa
-1.875,0.664,TEa
-1.875,0.584,TEa
-1.875,0.656,TEa
-1.875,0.608,TEa
-1.875,0.56,TEa
-1.875,0.576,TEa
-1.875,0.624,TEa
-1.875,0.664,TEa
-1.875,0.56,TEa
-1.875,0.648,TEa
-1.875,0.688,TEa
-1.875,0.592,TEa
-1.875,0.648,TEa
-1.875,0.648,TEa
-1.875,0.592,TEa
-1.875,0.568,TEa
-1.875,0.56,TEa
-1.875,0.64,TEa
-1.875,0.568,TEa
-1.875,0.688,TEa
-1.875,0.576,TEa
-1.875,0.632,TEa
-1.875,0.696,TEa
-1.875,0.624,TEa
-1.875,0.496,TEa
-1.875,0.584,TEa
-1.875,0.664,TEa
-1.875,0.664,TEa
-1.875,0.704,TEa
-1.875,0.592,TEa
-1.875,0.552,TEa
-1.875,0.552,TEa
-1.875,0.752,TEa
-1.875,0.64,TEa
-1.875,0.536,TEa
-1.875,0.712,TEa
-1.875,0.584,TEa
-1.875,0.672,TEa
-1.875,0.632,TEa
-1.875,0.504,TEa
-1.875,0.624,TEa
-1.875,0.608,TEa
-1.875,0.64,TEa
-1.875,0.696,TEa
-1.875,0.648,TEa
-1.875,0.544,TEa
-1.875,0.664,TEa
-1.875,0.632,TEa
-1.875,0.64,TEa
-1.875,0.64,TEa
-1.875,0.576,TEa
-1.875,0.56,TEa
-1.875,0.48,TEa
-1.875,0.648,TEa
-1.875,0.64,TEa
-1.875,0.592,TEa
-1.875,0.52,TEa
-1.875,0.632,TEa
-1.875,0.568,TEa
-1.875,0.608,TEa
-1.875,0.68,TEa
-1.875,0.672,TEa
-1.875,0.656,TEa
-1.875,0.616,TEa
-1.875,0.608,TEa
-1.875,0.68,TEa
-1.875,0.64,TEa
-1.875,0.632,TEa
-1.875,0.6,TEa
-1.875,0.584,TEa
-1.875,0.528,TEa
-1.875,0.656,TEa
-1.875,0.584,TEa
-1.875,0.624,TEa
-1.875,0.688,TEa
-1.875,0.616,TEa
-1.875,0.704,TEa
-1.875,0.544,TEa
-1.875,0.568,TEa
-1.875,0.608,TEa
-1.875,0.456,TEa
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.875,0.496,VIS
-1.825,0.552,PERI
-1.825,0.368,PERI
-1.825,0.368,PERI
-1.825,0.416,PERI
-1.825,0.528,PERI
-1.825,0.48,PERI
-1.825,0.4,PERI
-1.825,0.424,PERI
-1.825,0.36,PERI
-1.825,0.504,PERI
-1.825,0.512,PERI
-1.825,0.424,PERI
-1.825,0.344,PERI
-1.825,0.4,PERI
-1.825,0.352,PERI
-1.825,0.472,PERI
-1.825,0.32,PERI
-1.825,0.44,PERI
-1.825,0.344,PERI
-1.825,0.424,PERI
-1.825,0.48,PERI
-1.825,0.496,PERI
-1.825,0.472,PERI
-1.825,0.416,PERI
-1.825,0.36,PERI
-1.825,0.44,PERI
-1.825,0.344,PERI
-1.825,0.616,PERI
-1.825,0.528,PERI
-1.825,0.376,PERI
-1.825,0.36,PERI
-1.825,0.4,PERI
-1.825,0.368,PERI
-1.825,0.504,PERI
-1.825,0.496,PERI
-1.825,0.448,PERI
-1.825,0.416,PERI
-1.825,0.424,PERI
-1.825,0.304,PERI
-1.825,0.448,PERI
-1.825,0.392,PERI
-1.825,0.48,PERI
-1.825,0.432,PERI
-1.825,0.488,PERI
-1.825,0.432,PERI
-1.825,0.376,PERI
-1.825,0.536,PERI
-1.825,0.464,PERI
-1.825,0.488,PERI
-1.825,0.384,PERI
-1.825,0.416,PERI
-1.825,0.368,PERI
-1.825,0.6,PERI
-1.825,0.392,PERI
-1.825,0.504,PERI
-1.825,0.488,PERI
-1.825,0.448,PERI
-1.825,0.448,PERI
-1.825,0.48,PERI
-1.825,0.4,PERI
-1.825,0.424,PERI
-1.825,0.424,PERI
-1.825,0.44,PERI
-1.825,0.416,PERI
-1.825,0.368,PERI
-1.825,0.552,PERI
-1.825,0.472,PERI
-1.825,0.432,PERI
-1.825,0.544,PERI
-1.825,0.456,PERI
-1.825,0.552,PERI
-1.825,0.496,PERI
-1.825,0.552,PERI
-1.825,0.4,PERI
-1.825,0.48,PERI
-1.825,0.368,PERI
-1.825,0.432,PERI
-1.825,0.488,PERI
-1.825,0.528,PERI
-1.825,0.48,PERI
-1.825,0.424,PERI
-1.825,0.64,PERI
-1.825,0.344,PERI
-1.825,0.48,PERI
-1.825,0.36,PERI
-1.825,0.368,PERI
-1.825,0.368,PERI
-1.825,0.408,PERI
-1.825,0.424,PERI
-1.825,0.44,PERI
-1.825,0.344,PERI
-1.825,0.456,PERI
-1.825,0.304,PERI
-1.825,0.4,PERI
-1.825,0.44,PERI
-1.825,0.416,PERI
-1.825,0.416,PERI
-1.825,0.512,PERI
-1.825,0.4,PERI
-1.825,0.52,PERI
-1.825,0.528,TEa
-1.825,0.648,TEa
-1.825,0.576,TEa
-1.825,0.704,TEa
-1.825,0.64,TEa
-1.825,0.64,TEa
-1.825,0.456,TEa
-1.825,0.64,TEa
-1.825,0.552,TEa
-1.825,0.712,TEa
-1.825,0.6,TEa
-1.825,0.664,TEa
-1.825,0.688,TEa
-1.825,0.64,TEa
-1.825,0.624,TEa
-1.825,0.656,TEa
-1.825,0.632,TEa
-1.825,0.52,TEa
-1.825,0.704,TEa
-1.825,0.552,TEa
-1.825,0.616,TEa
-1.825,0.528,TEa
-1.825,0.656,TEa
-1.825,0.696,TEa
-1.825,0.608,TEa
-1.825,0.504,TEa
-1.825,0.632,TEa
-1.825,0.632,TEa
-1.825,0.6,TEa
-1.825,0.672,TEa
-1.825,0.688,TEa
-1.825,0.568,TEa
-1.825,0.608,TEa
-1.825,0.608,TEa
-1.825,0.552,TEa
-1.825,0.568,TEa
-1.825,0.592,TEa
-1.825,0.624,TEa
-1.825,0.568,TEa
-1.825,0.56,TEa
-1.825,0.504,TEa
-1.825,0.528,TEa
-1.825,0.592,TEa
-1.825,0.592,TEa
-1.825,0.64,TEa
-1.825,0.712,TEa
-1.825,0.504,TEa
-1.825,0.72,TEa
-1.825,0.664,TEa
-1.825,0.712,TEa
-1.825,0.656,TEa
-1.825,0.712,TEa
-1.825,0.6,TEa
-1.825,0.52,TEa
-1.825,0.56,TEa
-1.825,0.504,TEa
-1.825,0.616,TEa
-1.825,0.6,TEa
-1.825,0.56,TEa
-1.825,0.632,TEa
-1.825,0.576,TEa
-1.825,0.6,TEa
-1.825,0.576,TEa
-1.825,0.552,TEa
-1.825,0.512,TEa
-1.825,0.624,TEa
-1.825,0.728,TEa
-1.825,0.464,TEa
-1.825,0.6,TEa
-1.825,0.64,TEa
-1.825,0.52,TEa
-1.825,0.592,TEa
-1.825,0.632,TEa
-1.825,0.6,TEa
-1.825,0.664,TEa
-1.825,0.472,TEa
-1.825,0.568,TEa
-1.825,0.624,TEa
-1.825,0.648,TEa
-1.825,0.6,TEa
-1.825,0.648,TEa
-1.825,0.616,TEa
-1.825,0.576,TEa
-1.825,0.664,TEa
-1.825,0.584,TEa
-1.825,0.504,TEa
-1.825,0.608,TEa
-1.825,0.584,TEa
-1.825,0.552,TEa
-1.825,0.648,TEa
-1.825,0.432,TEa
-1.825,0.68,TEa
-1.825,0.608,TEa
-1.825,0.56,TEa
-1.825,0.592,TEa
-1.825,0.568,TEa
-1.825,0.52,TEa
-1.825,0.536,TEa
-1.825,0.664,TEa
-1.825,0.624,TEa
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.825,0.552,VIS
-1.775,0.336,PERI
-1.775,0.384,PERI
-1.775,0.32,PERI
-1.775,0.48,PERI
-1.775,0.384,PERI
-1.775,0.472,PERI
-1.775,0.456,PERI
-1.775,0.448,PERI
-1.775,0.488,PERI
-1.775,0.504,PERI
-1.775,0.496,PERI
-1.775,0.464,PERI
-1.775,0.376,PERI
-1.775,0.456,PERI
-1.775,0.504,PERI
-1.775,0.376,PERI
-1.775,0.416,PERI
-1.775,0.376,PERI
-1.775,0.464,PERI
-1.775,0.568,PERI
-1.775,0.544,PERI
-1.775,0.328,PERI
-1.775,0.48,PERI
-1.775,0.48,PERI
-1.775,0.448,PERI
-1.775,0.504,PERI
-1.775,0.584,PERI
-1.775,0.344,PERI
-1.775,0.376,PERI
-1.775,0.424,PERI
-1.775,0.416,PERI
-1.775,0.488,PERI
-1.775,0.36,PERI
-1.775,0.496,PERI
-1.775,0.352,PERI
-1.775,0.416,PERI
-1.775,0.464,PERI
-1.775,0.448,PERI
-1.775,0.424,PERI
-1.775,0.416,PERI
-1.775,0.32,PERI
-1.775,0.48,PERI
-1.775,0.456,PERI
-1.775,0.488,PERI
-1.775,0.52,PERI
-1.775,0.44,PERI
-1.775,0.376,PERI
-1.775,0.504,PERI
-1.775,0.432,PERI
-1.775,0.392,PERI
-1.775,0.4,PERI
-1.775,0.424,PERI
-1.775,0.552,PERI
-1.775,0.48,PERI
-1.775,0.368,PERI
-1.775,0.296,PERI
-1.775,0.368,PERI
-1.775,0.328,PERI
-1.775,0.472,PERI
-1.775,0.336,PERI
-1.775,0.464,PERI
-1.775,0.432,PERI
-1.775,0.392,PERI
-1.775,0.408,PERI
-1.775,0.472,PERI
-1.775,0.448,PERI
-1.775,0.392,PERI
-1.775,0.472,PERI
-1.775,0.432,PERI
-1.775,0.456,PERI
-1.775,0.496,PERI
-1.775,0.512,PERI
-1.775,0.512,PERI
-1.775,0.544,PERI
-1.775,0.52,PERI
-1.775,0.504,PERI
-1.775,0.36,PERI
-1.775,0.416,PERI
-1.775,0.36,PERI
-1.775,0.368,PERI
-1.775,0.48,PERI
-1.775,0.528,PERI
-1.775,0.44,PERI
-1.775,0.504,PERI
-1.775,0.496,PERI
-1.775,0.472,PERI
-1.775,0.456,PERI
-1.775,0.496,PERI
-1.775,0.472,PERI
-1.775,0.416,PERI
-1.775,0.4,PERI
-1.775,0.456,PERI
-1.775,0.4,PERI
-1.775,0.48,PERI
-1.775,0.488,PERI
-1.775,0.368,PERI
-1.775,0.432,PERI
-1.775,0.352,PERI
-1.775,0.44,PERI
-1.775,0.328,PERI
-1.775,0.6,TEa
-1.775,0.496,TEa
-1.775,0.616,TEa
-1.775,0.592,TEa
-1.775,0.52,TEa
-1.775,0.68,TEa
-1.775,0.64,TEa
-1.775,0.568,TEa
-1.775,0.568,TEa
-1.775,0.672,TEa
-1.775,0.584,TEa
-1.775,0.576,TEa
-1.775,0.68,TEa
-1.775,0.672,TEa
-1.775,0.528,TEa
-1.775,0.624,TEa
-1.775,0.664,TEa
-1.775,0.584,TEa
-1.775,0.616,TEa
-1.775,0.648,TEa
-1.775,0.64,TEa
-1.775,0.648,TEa
-1.775,0.592,TEa
-1.775,0.568,TEa
-1.775,0.648,TEa
-1.775,0.72,TEa
-1.775,0.504,TEa
-1.775,0.536,TEa
-1.775,0.608,TEa
-1.775,0.592,TEa
-1.775,0.544,TEa
-1.775,0.544,TEa
-1.775,0.664,TEa
-1.775,0.648,TEa
-1.775,0.608,TEa
-1.775,0.416,TEa
-1.775,0.528,TEa
-1.775,0.688,TEa
-1.775,0.64,TEa
-1.775,0.52,TEa
-1.775,0.48,TEa
-1.775,0.544,TEa
-1.775,0.648,TEa
-1.775,0.6,TEa
-1.775,0.512,TEa
-1.775,0.544,TEa
-1.775,0.616,TEa
-1.775,0.656,TEa
-1.775,0.648,TEa
-1.775,0.528,TEa
-1.775,0.632,TEa
-1.775,0.648,TEa
-1.775,0.544,TEa
-1.775,0.456,TEa
-1.775,0.624,TEa
-1.775,0.624,TEa
-1.775,0.528,TEa
-1.775,0.536,TEa
-1.775,0.584,TEa
-1.775,0.528,TEa
-1.775,0.584,TEa
-1.775,0.424,TEa
-1.775,0.64,TEa
-1.775,0.6,TEa
-1.775,0.584,TEa
-1.775,0.64,TEa
-1.775,0.608,TEa
-1.775,0.664,TEa
-1.775,0.544,TEa
-1.775,0.584,TEa
-1.775,0.664,TEa
-1.775,0.608,TEa
-1.775,0.616,TEa
-1.775,0.712,TEa
-1.775,0.68,TEa
-1.775,0.656,TEa
-1.775,0.56,TEa
-1.775,0.592,TEa
-1.775,0.632,TEa
-1.775,0.656,TEa
-1.775,0.528,TEa
-1.775,0.648,TEa
-1.775,0.608,TEa
-1.775,0.56,TEa
-1.775,0.616,TEa
-1.775,0.632,TEa
-1.775,0.608,TEa
-1.775,0.64,TEa
-1.775,0.584,TEa
-1.775,0.576,TEa
-1.775,0.568,TEa
-1.775,0.584,TEa
-1.775,0.608,TEa
-1.775,0.48,TEa
-1.775,0.576,TEa
-1.775,0.648,TEa
-1.775,0.624,TEa
-1.775,0.568,TEa
-1.775,0.608,TEa
-1.775,0.496,TEa
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.775,0.528,VIS
-1.7249999999999999,0.576,PERI
-1.7249999999999999,0.456,PERI
-1.7249999999999999,0.384,PERI
-1.7249999999999999,0.544,PERI
-1.7249999999999999,0.44,PERI
-1.7249999999999999,0.528,PERI
-1.7249999999999999,0.496,PERI
-1.7249999999999999,0.448,PERI
-1.7249999999999999,0.368,PERI
-1.7249999999999999,0.432,PERI
-1.7249999999999999,0.4,PERI
-1.7249999999999999,0.368,PERI
-1.7249999999999999,0.408,PERI
-1.7249999999999999,0.384,PERI
-1.7249999999999999,0.472,PERI
-1.7249999999999999,0.416,PERI
-1.7249999999999999,0.48,PERI
-1.7249999999999999,0.336,PERI
-1.7249999999999999,0.448,PERI
-1.7249999999999999,0.448,PERI
-1.7249999999999999,0.432,PERI
-1.7249999999999999,0.432,PERI
-1.7249999999999999,0.344,PERI
-1.7249999999999999,0.488,PERI
-1.7249999999999999,0.352,PERI
-1.7249999999999999,0.336,PERI
-1.7249999999999999,0.424,PERI
-1.7249999999999999,0.44,PERI
-1.7249999999999999,0.36,PERI
-1.7249999999999999,0.504,PERI
-1.7249999999999999,0.432,PERI
-1.7249999999999999,0.48,PERI
-1.7249999999999999,0.536,PERI
-1.7249999999999999,0.464,PERI
-1.7249999999999999,0.472,PERI
-1.7249999999999999,0.416,PERI
-1.7249999999999999,0.368,PERI
-1.7249999999999999,0.4,PERI
-1.7249999999999999,0.576,PERI
-1.7249999999999999,0.408,PERI
-1.7249999999999999,0.496,PERI
-1.7249999999999999,0.336,PERI
-1.7249999999999999,0.296,PERI
-1.7249999999999999,0.344,PERI
-1.7249999999999999,0.56,PERI
-1.7249999999999999,0.472,PERI
-1.7249999999999999,0.416,PERI
-1.7249999999999999,0.456,PERI
-1.7249999999999999,0.36,PERI
-1.7249999999999999,0.528,PERI
-1.7249999999999999,0.528,PERI
-1.7249999999999999,0.392,PERI
-1.7249999999999999,0.528,PERI
-1.7249999999999999,0.312,PERI
-1.7249999999999999,0.432,PERI
-1.7249999999999999,0.432,PERI
-1.7249999999999999,0.4,PERI
-1.7249999999999999,0.456,PERI
-1.7249999999999999,0.52,PERI
-1.7249999999999999,0.448,PERI
-1.7249999999999999,0.344,PERI
-1.7249999999999999,0.472,PERI
-1.7249999999999999,0.432,PERI
-1.7249999999999999,0.44,PERI
-1.7249999999999999,0.504,PERI
-1.7249999999999999,0.424,PERI
-1.7249999999999999,0.48,PERI
-1.7249999999999999,0.376,PERI
-1.7249999999999999,0.312,PERI
-1.7249999999999999,0.52,PERI
-1.7249999999999999,0.568,PERI
-1.7249999999999999,0.456,PERI
-1.7249999999999999,0.592,PERI
-1.7249999999999999,0.504,PERI
-1.7249999999999999,0.52,PERI
-1.7249999999999999,0.424,PERI
-1.7249999999999999,0.392,PERI
-1.7249999999999999,0.4,PERI
-1.7249999999999999,0.488,PERI
-1.7249999999999999,0.472,PERI
-1.7249999999999999,0.384,PERI
-1.7249999999999999,0.424,PERI
-1.7249999999999999,0.512,PERI
-1.7249999999999999,0.464,PERI
-1.7249999999999999,0.48,PERI
-1.7249999999999999,0.48,PERI
-1.7249999999999999,0.344,PERI
-1.7249999999999999,0.344,PERI
-1.7249999999999999,0.296,PERI
-1.7249999999999999,0.336,PERI
-1.7249999999999999,0.448,PERI
-1.7249999999999999,0.32,PERI
-1.7249999999999999,0.56,PERI
-1.7249999999999999,0.456,PERI
-1.7249999999999999,0.4,PERI
-1.7249999999999999,0.352,PERI
-1.7249999999999999,0.536,PERI
-1.7249999999999999,0.36,PERI
-1.7249999999999999,0.448,PERI
-1.7249999999999999,0.448,PERI
-1.7249999999999999,0.632,TEa
-1.7249999999999999,0.544,TEa
-1.7249999999999999,0.568,TEa
-1.7249999999999999,0.616,TEa
-1.7249999999999999,0.6,TEa
-1.7249999999999999,0.616,TEa
-1.7249999999999999,0.616,TEa
-1.7249999999999999,0.504,TEa
-1.7249999999999999,0.608,TEa
-1.7249999999999999,0.576,TEa
-1.7249999999999999,0.576,TEa
-1.7249999999999999,0.656,TEa
-1.7249999999999999,0.68,TEa
-1.7249999999999999,0.544,TEa
-1.7249999999999999,0.664,TEa
-1.7249999999999999,0.584,TEa
-1.7249999999999999,0.592,TEa
-1.7249999999999999,0.576,TEa
-1.7249999999999999,0.56,TEa
-1.7249999999999999,0.552,TEa
-1.7249999999999999,0.592,TEa
-1.7249999999999999,0.456,TEa
-1.7249999999999999,0.608,TEa
-1.7249999999999999,0.608,TEa
-1.7249999999999999,0.648,TEa
-1.7249999999999999,0.52,TEa
-1.7249999999999999,0.552,TEa
